visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-05,air_b9e27558fb8bd5c4,0,0,0,0,0,1,0,-0.5260208442443037,-0.5283838413909365,0.0,0.789822538247886,-0.7388757038587325,1,12.0,1,1,-1.3441856138225425,-1.3441856138225425
2016-01-06,air_b9e27558fb8bd5c4,0,0,0,0,0,0,1,-0.7791799127340066,-1.048685185136579,0.0,-1.2921753434657903,-0.4989624486436821,1,15.0,1,1,-1.2800028327314938,-1.2800028327314938
2016-01-07,air_b9e27558fb8bd5c4,0,0,0,0,1,0,0,-0.804495819582977,-0.8456407583090113,0.0,-0.10246226820083248,-0.8108496804232476,1,17.0,1,1,-1.2107463140047892,-1.2107463140047892
2016-01-08,air_b9e27558fb8bd5c4,1,0,0,0,0,0,0,-1.0449969346481944,-1.099446291843471,0.0,0.8641796054519456,-0.9787889590737828,1,14.0,1,1,-0.8761333169332746,-0.8761333169332746
2016-01-09,air_b9e27558fb8bd5c4,0,0,1,0,0,0,0,-0.9817071675257689,-1.0106143551064104,0.0,0.9137509835879858,-1.0147759473560403,1,5.0,1,1,-0.617880071278383,-0.617880071278383
2016-01-10,air_b9e27558fb8bd5c4,0,0,0,1,0,0,0,-0.905759446978858,-0.8456407583090113,0.0,0.9633223617240255,-1.0627585983990504,1,13.0,1,1,-0.9037851870475999,-0.9037851870475999
2016-01-11,air_b9e27558fb8bd5c4,0,1,0,0,0,0,0,-1.0070230743747393,-1.1502073985503631,1.0,-0.47424760422113177,-0.8948193197485151,1,8.0,1,1,-1.265796367351657,-1.265796367351657
2016-01-12,air_b9e27558fb8bd5c4,0,0,0,0,0,1,0,-1.4753673510806895,-1.708579572326175,0.0,-1.2921753434657903,-1.242693539810338,1,5.0,1,1,-1.3195779862896109,-1.3195779862896109
2016-01-13,air_b9e27558fb8bd5c4,0,0,0,0,0,0,1,-1.361445770260323,-1.2517296119641472,0.0,0.8641796054519456,-1.4586154695038835,1,31.0,1,1,-1.1156137333362388,-1.1156137333362388
2016-01-14,air_b9e27558fb8bd5c4,0,0,0,0,1,0,0,-1.1462605620440758,-1.035994908459856,0.0,0.9633223617240255,-1.3266631791356058,1,21.0,1,1,-1.0230180214855165,-1.0230180214855165
2016-01-15,air_b9e27558fb8bd5c4,1,0,0,0,0,0,0,-1.1968923757420165,-1.099446291843471,0.0,0.715465471043826,-1.1107412494420605,1,19.0,1,1,-0.7470066941058288,-0.7470066941058288
2016-01-16,air_b9e27558fb8bd5c4,0,0,1,0,0,0,0,-1.08297079492165,-0.9852338017529642,0.0,0.9633223617240255,-1.1347325749635655,1,1.0,1,1,-0.5996146157900213,-0.5996146157900213
2016-01-18,air_b9e27558fb8bd5c4,0,1,0,0,0,0,0,-1.5513150716276003,-1.695889295649452,0.0,-0.9451756965135109,-1.3266631791356058,1,10.0,1,1,-1.4852355200937801,-1.4852355200937801
2016-01-19,air_b9e27558fb8bd5c4,0,0,0,0,0,1,0,-1.260182142864442,-1.3913226554081,0.0,0.9633223617240255,-1.242693539810338,1,7.0,1,1,-1.2490530331539922,-1.2490530331539922
2016-01-20,air_b9e27558fb8bd5c4,0,0,0,0,0,0,1,-1.3867616771092934,-1.3278712720244852,0.0,0.9881080507920453,-1.4346241439823784,1,10.0,1,1,-1.124239087316854,-1.124239087316854
2016-01-21,air_b9e27558fb8bd5c4,0,0,0,0,1,0,0,-1.2222082825909866,-1.2771101653175931,0.0,0.5419656475676865,-1.2306978770495856,1,6.0,1,1,-1.0024693840611094,-1.0024693840611094
2016-01-22,air_b9e27558fb8bd5c4,1,0,0,0,0,0,0,-1.171576468893046,-1.175587951903809,0.0,0.715465471043826,-0.9907846218345353,1,21.0,1,1,-0.6947471964585717,-0.6947471964585717
2016-01-23,air_b9e27558fb8bd5c4,0,0,1,0,0,0,0,-1.4120775839582638,-1.6705087422960059,0.0,-1.2426039653297503,-1.0387672728775454,1,25.0,1,1,-0.621685374505125,-0.621685374505125
2016-01-25,air_b9e27558fb8bd5c4,0,1,0,0,0,0,0,-1.538657118203115,-1.4167032087615459,0.0,1.0872508070641254,-1.6625417364366761,1,21.0,1,1,-1.3416487450047145,-1.3416487450047145
2016-01-26,air_b9e27558fb8bd5c4,0,0,0,0,0,1,0,-1.4247355373827488,-1.2644198886408702,0.0,0.8393939163839257,-1.5065981205468937,1,12.0,1,1,-1.1693953522741927,-1.1693953522741927
2016-01-27,air_b9e27558fb8bd5c4,0,0,0,0,0,0,1,-1.1082867017706202,-0.7821893749253963,0.0,1.0376794289280855,-1.4826067950253885,1,21.0,1,1,-1.018197970731643,-1.018197970731643
2016-01-28,air_b9e27558fb8bd5c4,0,0,0,0,1,0,0,-0.9184174004033432,-0.7060477148650585,0.0,1.0376794289280855,-1.098745586681308,1,18.0,1,1,-1.0237790821308648,-1.0237790821308648
2016-01-29,air_b9e27558fb8bd5c4,1,0,0,0,0,0,0,-1.2222082825909866,-1.4928448688218838,0.0,-1.2921753434657903,-1.0387672728775454,1,25.0,1,1,-0.8812070545689306,-0.8812070545689306
