visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.0323264845294515,1.0272191112734252,0.0,0.8439301573571791,1.0145083018931644,1,16.0,1,1,1.1589206825498937,1.1589206825498937
2016-07-02,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.244542973868312,1.2566508578412467,0.0,1.6593915443975638,1.162649179649088,1,11.0,1,1,1.3357176221948455,1.3357176221948455
2016-07-03,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.276375447269141,1.1868238045379964,0.0,1.3060249433467304,1.3425345312098522,1,49.0,1,1,-0.8717063682525308,-0.8717063682525308
2016-07-06,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.2127105004674827,1.1369473378928177,0.0,1.1429326659386534,1.2261381272587695,1,3.0,1,1,-0.4770854479445404,-0.4770854479445404
2016-07-07,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.276375447269141,1.2766014444993186,0.0,1.469117220754807,1.2790455836001706,1,5.0,1,1,-0.5515262646371516,-0.5515262646371516
2016-07-08,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.0004940111286222,0.8376885380217461,0.0,-1.5752719575292957,0.9616008455517633,1,10.0,1,1,0.9296768038715112,0.9296768038715112
2016-07-09,air_709262d948dd0b6e,0,0,1,0,0,0,0,0.7140017505211605,0.5184791514926029,0.0,-1.2762694489478215,0.81345996779584,1,11.0,1,1,1.2676211932885362,1.2676211932885362
2016-07-10,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.1172130802649958,1.0571449912605322,0.0,0.4361994638369867,1.109741723307687,1,17.0,1,1,-0.6932175918645651,-0.6932175918645651
2016-07-13,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.1066022557980526,0.807762658034639,0.0,-1.5480899112946163,1.2578826010636102,1,5.0,1,1,-0.8894706540541767,-0.8894706540541767
2016-07-14,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.0535481334633374,1.077095577918604,0.0,0.11001490902083279,1.1520676883808076,1,6.0,1,1,-0.6458461630601762,-0.6458461630601762
2016-07-15,air_709262d948dd0b6e,1,0,0,0,0,0,0,0.8413316441244768,0.6082567914539243,0.0,-1.5209078650599368,1.0145083018931644,1,7.0,1,1,0.6902819047350455,0.6902819047350455
2016-07-16,air_709262d948dd0b6e,0,0,1,0,0,0,0,0.9898831866616791,0.9573920579701749,0.0,-0.3248978307340392,0.9510193542834833,1,8.0,1,1,1.201216601125241,1.201216601125241
2016-07-17,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.1278239047319385,0.9174908846540321,0.0,-1.3578155876518598,1.173230670917368,1,15.0,1,1,0.15650741231416238,0.15650741231416238
2016-07-20,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.0959914313311094,1.2367002711831752,0.0,2.0943042841524355,0.9721823368200436,1,12.0,1,1,-0.8247578986338953,-0.8247578986338953
2016-07-22,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.0959914313311094,1.246675564512211,0.0,1.115750619703974,0.9827638280883236,1,27.0,1,1,0.7621849663131359,0.7621849663131359
2016-07-23,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.0429373089963943,1.0870708712476391,0.0,1.1701147121733328,1.0250897931614449,1,21.0,1,1,1.1187395599033136,1.1187395599033136
2016-07-24,air_709262d948dd0b6e,0,0,0,1,0,0,0,0.9898831866616791,0.947416764641139,0.0,-0.2705337382646802,1.0145083018931644,1,23.0,1,1,-0.8966609602119857,-0.8966609602119857
2016-07-27,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.0853806068641665,1.077095577918604,0.0,0.30028923266358926,1.0568342669662858,1,5.0,1,1,-0.568021672881537,-0.568021672881537
2016-07-28,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.1914888515335968,1.1469226312218537,0.0,-0.3248978307340392,1.1943936534539286,1,12.0,1,1,-0.31382320224369975,-0.31382320224369975
2016-07-29,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.1808780270666537,1.1568979245508895,0.0,0.6536558337144224,1.1520676883808076,1,10.0,1,1,1.040492110538921,1.040492110538921
2016-07-30,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.265764622802198,1.386329671118711,0.0,1.6865735906322432,1.3107900574050113,1,10.0,1,1,1.1741472132370188,1.1741472132370188
2016-07-31,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.286986271736084,1.3364532044735324,0.0,1.3060249433467304,1.3107900574050113,1,17.0,1,1,-0.8459058579215689,-0.8459058579215689
2016-08-03,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.276375447269141,1.3065273244864255,0.0,0.6536558337144224,1.2367196185270497,1,7.0,1,1,-0.7731568779719715,-0.7731568779719715
2016-08-04,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.3612620430046851,1.4461814310929255,0.0,1.0885685734692947,1.2684640923318906,1,5.0,1,1,-0.6289277956300372,-0.6289277956300372
2016-08-05,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.3612620430046851,1.4362061377638897,0.0,0.9526583422958972,1.4060234788195334,1,15.0,1,1,0.5676237408665382,0.5676237408665382
2016-08-06,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.3294295696038563,1.4960578977381043,0.0,0.35465332513294806,1.4377679526243743,1,17.0,1,1,0.29185435175527374,0.29185435175527374
2016-08-07,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.3824836919385715,1.4860826044090683,0.0,1.4419351745201276,1.3319530399415718,1,8.0,1,1,-1.0704971855566632,-1.0704971855566632
2016-08-10,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.2551537983352548,1.326477911144497,0.0,1.6865735906322432,1.2261381272587695,1,15.0,1,1,0.42720129119638517,0.42720129119638517
2016-08-11,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.2339321494013689,1.4262308444348546,1.0,1.8224838218056407,1.0674157582345658,1,26.0,1,1,0.07360741190648164,0.07360741190648164
2016-08-12,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.276375447269141,1.3464284978025682,0.0,1.9040299605096793,1.162649179649088,1,11.0,1,1,-0.41914003949631456,-0.41914003949631456
2016-08-13,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.3294295696038563,1.356403791131604,1.0,1.6593915443975638,1.2790455836001706,1,4.0,1,1,-0.23007728346451206,-0.23007728346451206
2016-08-14,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.2975970962030272,1.356403791131604,1.0,0.9526583422958972,1.300208566136731,1,6.0,1,1,-1.4105563709024556,-1.4105563709024556
2016-08-17,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.2020996760005396,1.1668732178799253,0.0,-0.759810570488911,1.2155566359904895,1,8.0,1,1,-1.3031247377210733,-1.3031247377210733
2016-08-18,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.3506512185377424,1.4062802577767828,0.0,0.11001490902083279,1.300208566136731,1,9.0,1,1,-0.9892890218919963,-0.9892890218919963
2016-08-19,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.4249269898063435,1.6157614176865331,0.0,0.4905635563063455,1.4166049700878138,1,5.0,1,1,0.5257507814769444,0.5257507814769444
2016-08-20,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.4885919366080018,1.5658849510413546,0.0,1.2516608508773714,1.3954419875512534,1,13.0,1,1,0.3920956787788469,0.3920956787788469
2016-08-21,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.4567594632071725,1.4960578977381043,0.0,1.4147531282854484,1.4483494438926547,1,13.0,1,1,-1.2891670845912087,-1.2891670845912087
2016-08-24,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.2551537983352548,1.356403791131604,0.0,-0.5151721543767956,1.300208566136731,1,6.0,1,1,-0.8467517762930759,-0.8467517762930759
2016-08-25,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.286986271736084,1.396304964447747,0.0,0.8167481111224997,1.2684640923318906,1,4.0,1,1,-0.6995619796508672,-0.6995619796508672
2016-08-26,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.2975970962030272,1.3364532044735324,0.0,1.1429326659386534,1.289627074868451,1,4.0,1,1,0.8645410892654763,0.8645410892654763
2016-08-27,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.0535481334633374,1.0272191112734252,0.0,0.08283286278615315,1.162649179649088,1,2.0,1,1,0.9360211916578133,0.9360211916578133
2016-08-28,air_709262d948dd0b6e,0,0,0,1,0,0,0,0.9686615377277932,1.0172438179443895,0.0,-0.7869926167235906,1.0039268106248844,1,56.0,1,1,-0.6640334080475755,-0.6640334080475755
2016-08-31,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.0641589579302806,0.9773426446282463,0.0,1.7681197293362818,1.120323214575967,1,4.0,1,1,-0.6052420812278427,-0.6052420812278427
2016-09-01,air_709262d948dd0b6e,0,0,0,0,1,0,0,1.1066022557980526,1.067120284589568,0.0,1.278842897112051,0.9933453193566041,1,7.0,1,1,-1.0518869813835103,-1.0518869813835103
2016-09-02,air_709262d948dd0b6e,1,0,0,0,0,0,0,1.1172130802649958,1.216749684525104,0.0,1.387571082050769,0.9721823368200436,1,10.0,1,1,0.31469414778596133,0.31469414778596133
2016-09-03,air_709262d948dd0b6e,0,0,1,0,0,0,0,1.2127105004674827,1.1967990978670322,0.0,-0.08025941462192371,1.162649179649088,1,6.0,1,1,0.9753563959328864,0.9753563959328864
2016-09-04,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.244542973868312,1.2865767378283537,0.0,0.4905635563063455,1.2155566359904895,1,19.0,1,1,-1.2130344311555836,-1.2130344311555836
2016-09-07,air_709262d948dd0b6e,0,0,0,0,0,0,1,1.1914888515335968,1.2766014444993186,0.0,0.7080199261837816,1.109741723307687,1,2.0,1,1,-0.9833675932914477,-0.9833675932914477
2016-09-08,air_709262d948dd0b6e,0,0,0,0,1,0,0,0.9474398887939072,0.6880591380862102,0.0,-1.2762694489478215,1.0145083018931644,1,10.0,1,1,-0.8162987149188258,-0.8162987149188258
2016-09-09,air_709262d948dd0b6e,1,0,0,0,0,0,0,0.8413316441244768,0.8277132446927103,0.0,0.11001490902083279,0.9298563717469225,1,2.0,1,1,0.6742094556764134,0.6742094556764134
2016-09-10,air_709262d948dd0b6e,0,0,1,0,0,0,0,0.8413316441244768,0.947416764641139,0.0,1.469117220754807,0.728808037649598,1,14.0,1,1,1.2502798666726438,1.2502798666726438
2016-09-11,air_709262d948dd0b6e,0,0,0,1,0,0,0,1.0004940111286222,1.107021457905711,0.0,0.35465332513294806,0.9298563717469225,1,24.0,1,1,-0.7156344287094992,-0.7156344287094992
2016-09-14,air_709262d948dd0b6e,0,0,0,0,0,0,1,0.8094991707236477,0.6182320847829602,0.0,-1.3306335414171802,0.9721823368200436,1,10.0,1,1,-0.8319482047917043,-0.8319482047917043
2016-09-15,air_709262d948dd0b6e,0,0,0,0,1,0,0,0.8094991707236477,0.6381826714410316,0.0,-1.0588130790703854,0.9192748804786425,1,3.0,1,1,-0.46439667237193616,-0.46439667237193616
2016-09-16,air_709262d948dd0b6e,1,0,0,0,0,0,0,0.915607415393078,0.9374414713121035,0.0,-0.4879901081421161,0.898111897942082,1,9.0,1,1,0.5972308838692814,0.5972308838692814
