visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_ca1315af9e073bd1,1,0,0,0,0,0,0,0.7640567089393703,0.825571494570961,0.0,-0.2499831507556977,0.7228462944354728,1,48.0,1,1,1.5699340767629766,1.5699340767629772
2016-07-02,air_ca1315af9e073bd1,0,0,1,0,0,0,0,0.9067074168067131,0.9487997554985115,0.0,0.3958976244864614,0.8588631835351148,1,46.0,1,1,1.739754419228981,1.7397544192289818
2016-07-03,air_ca1315af9e073bd1,0,0,0,1,0,0,0,1.1308728148839662,1.318484538281163,0.0,0.5767442415542657,0.9754490884776655,1,59.0,1,1,-0.38056224902479263,-0.38056224902479235
2016-07-04,air_ca1315af9e073bd1,0,1,0,0,0,0,0,0.9882221070166234,1.154180190377762,0.0,0.4475680865058339,0.8782941676922068,1,47.0,1,1,-1.2044752981182307,-1.2044752981182305
2016-07-05,air_ca1315af9e073bd1,0,0,0,0,0,1,0,0.3666725941660574,0.3121204073728337,0.0,-1.3867333151818977,0.547967437021647,1,53.0,1,1,-0.4922861585419009,-0.49228615854190055
2016-07-06,air_ca1315af9e073bd1,0,0,0,0,0,0,1,0.5093233020334006,0.4456176900443465,0.0,-0.32748884378475696,0.5771139132572847,1,47.0,1,1,-0.0015134941903855214,-0.00151349419038512
2016-07-07,air_ca1315af9e073bd1,0,0,0,0,1,0,0,0.9474647619116681,1.4519818209526765,0.0,1.9201762540579568,0.7131308023569267,1,56.0,1,1,-0.07301679628133477,-0.0730167962813344
2016-07-08,air_ca1315af9e073bd1,1,0,0,0,0,0,0,0.7334887001106538,0.7434193206192605,0.0,-0.844193463978484,0.7325617865140187,1,44.0,1,1,1.3497364078238032,1.3497364078238039
2016-07-09,air_ca1315af9e073bd1,0,0,1,0,0,0,0,0.43799794809972886,0.2402372551650956,0.0,-1.3867333151818977,0.557682929100193,1,51.0,1,1,1.6743451485662377,1.6743451485662384
2016-07-10,air_ca1315af9e073bd1,0,0,0,1,0,0,0,0.7640567089393703,0.8974546467786987,0.0,1.6359887129514066,0.547967437021647,1,73.0,1,1,-0.2091168315112666,-0.20911683151126625
2016-07-11,air_ca1315af9e073bd1,0,1,0,0,0,0,0,1.008600779569101,1.1233731251458747,0.0,1.8426705610288976,0.7519927706711105,1,56.0,1,1,-1.258509043448323,-1.2585090434483228
2016-07-12,air_ca1315af9e073bd1,0,0,0,0,0,1,0,0.916896753082952,0.9487997554985115,0.0,0.24088623842834306,0.9754490884776655,1,71.0,1,1,-0.47603540806668515,-0.4760354080666848
2016-07-13,air_ca1315af9e073bd1,0,0,0,0,0,0,1,0.7131100275581763,0.5175008422520846,0.0,-1.3867333151818977,0.8685786756136609,1,50.0,1,1,-0.3976255370237692,-0.39762553702376885
2016-07-14,air_ca1315af9e073bd1,0,0,0,0,1,0,0,0.7946247177680863,1.0617589946820993,0.0,-0.3791593058041296,0.6548378498856517,1,49.0,1,1,-0.16361473018066253,-0.16361473018066217
2016-07-15,air_ca1315af9e073bd1,1,0,0,0,0,0,0,0.41761927554725137,0.14781605946943283,0.0,-1.3867333151818977,0.625691373650014,1,49.0,1,1,1.1197882885995005,1.1197882885995012
2016-07-16,air_ca1315af9e073bd1,0,0,1,0,0,0,0,0.6112166647957885,0.527769863996047,0.0,-0.9733696190269159,0.5382519449431014,1,51.0,1,1,1.6105609529510159,1.6105609529510165
2016-07-17,air_ca1315af9e073bd1,0,0,0,1,0,0,0,0.7946247177680863,0.640729103179635,0.0,-1.3608980841722114,0.8782941676922068,1,57.0,1,1,0.6070771111064439,0.6070771111064445
2016-07-18,air_ca1315af9e073bd1,0,1,0,0,0,0,0,1.0799261335027723,1.1233731251458747,1.0,0.5509090105445794,1.014311056791849,1,65.0,1,1,-1.0472492872705184,-1.0472492872705181
2016-07-19,air_ca1315af9e073bd1,0,0,0,0,0,1,0,0.9372754256354295,1.0001448642183237,0.0,0.2150510074186568,0.8880096597707525,1,45.0,1,1,-0.8571155067104942,-0.857115506710494
2016-07-20,air_ca1315af9e073bd1,0,0,0,0,0,0,1,0.8353820628730416,0.7536883423632229,0.0,-0.19831268873632515,0.8491476914565692,1,58.0,1,1,-0.33546641645606895,-0.3354664164560687
2016-07-21,air_ca1315af9e073bd1,0,0,0,0,1,0,0,0.3768619304422964,0.17862312470132052,0.0,-1.3867333151818977,0.615975881571468,1,43.0,1,1,-0.09617411570851721,-0.09617411570851682
2016-07-22,air_ca1315af9e073bd1,1,0,0,0,0,0,0,0.336104585337341,0.014318776797919656,0.0,-1.3867333151818977,0.5673984211787386,1,51.0,1,1,1.1888539781191674,1.188853978119168
2016-07-23,air_ca1315af9e073bd1,0,0,1,0,0,0,0,0.43799794809972886,0.46615573353227185,0.0,-1.0250400810462887,0.5091054687074636,1,52.0,1,1,1.531338544384339,1.53133854438434
2016-07-24,air_ca1315af9e073bd1,0,0,0,1,0,0,0,0.5908379922433106,0.6612671466675601,0.0,0.49923854852520666,0.4313815320790966,1,75.0,1,1,-0.40453210597573586,-0.4045321059757356
