visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-05,air_681f96e6a6595f82,0,0,0,0,0,1,0,-0.5289205850883703,-0.5327411705496053,0.0,0.7128247824410379,-0.741678978646769,1,26.0,1,1,-1.4619720847746456,-1.4619720847746456
2016-01-06,air_681f96e6a6595f82,0,0,0,0,0,0,1,-0.779724800641626,-1.0457250058416487,0.0,-1.375094615772782,-0.5026563936943759,1,27.0,1,1,-1.3979658942835964,-1.3979658942835964
2016-01-07,air_681f96e6a6595f82,0,0,0,0,1,0,0,-0.8048052221969516,-0.845536192069144,0.0,-0.18199781679345645,-0.8133857541324869,1,16.0,1,1,-1.3288999258881165,-1.3288999258881165
2016-01-08,air_681f96e6a6595f82,1,0,0,0,0,0,0,-1.0430692269725446,-1.0957722092847748,0.0,0.7873933323772455,-0.9807015635991622,1,41.0,1,1,-0.9952075730909077,-0.9952075730909077
2016-01-09,air_681f96e6a6595f82,0,0,1,0,0,0,0,-0.9803681730842305,-1.008189603259304,0.0,0.8371056990013843,-1.016554951342021,1,24.0,1,1,-0.7376648777553817,-0.7376648777553817
2016-01-10,air_681f96e6a6595f82,0,0,0,1,0,0,0,-0.9051269084182537,-0.845536192069144,0.0,0.8868180656255227,-1.0643594683324997,1,63.0,1,1,-1.0227833626700553,-1.0227833626700553
2016-01-12,air_681f96e6a6595f82,0,0,0,0,0,1,0,-1.469436393413079,-1.696338650602289,0.0,-1.375094615772782,-1.2436264070467946,1,39.0,1,1,-1.4374321619381565,-1.4374321619381565
2016-01-13,air_681f96e6a6595f82,0,0,0,0,0,0,1,-1.3565744964141142,-1.2459138196141535,0.0,0.7873933323772455,-1.4587467335039483,1,42.0,1,1,-1.2340290901800397,-1.2340290901800397
2016-01-14,air_681f96e6a6595f82,0,0,0,0,1,0,0,-1.1433909131938467,-1.033213204980867,0.0,0.8868180656255227,-1.3272843117801323,1,20.0,1,1,-1.1416881434241783,-1.1416881434241783
2016-01-15,air_681f96e6a6595f82,1,0,0,0,0,0,0,-1.193551756304498,-1.0957722092847748,0.0,0.6382562325048299,-1.1121639853229783,1,43.0,1,1,-0.8664362254231447,-0.8664362254231447
