visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-06,air_6b7678aae65d2d59,0,0,0,0,0,0,1,-0.8010405210869509,-1.0714912383059358,0.0,-1.3367898131145959,-0.518674665165513,1,6.0,1,1,-1.316836536539391,-1.3168365365393913
2016-01-07,air_6b7678aae65d2d59,0,0,0,0,1,0,0,-0.8265305878627078,-0.8674265898316298,0.0,-0.1487286401431845,-0.8333810045797317,1,10.0,1,1,-1.2499501569171034,-1.2499501569171036
2016-01-08,air_6b7678aae65d2d59,1,0,0,0,0,0,0,-1.0686862222323967,-1.1225074004245124,0.0,0.8165710628960872,-1.0028382642643112,1,8.0,1,1,-0.9267884912694945,-0.9267884912694947
2016-01-09,air_6b7678aae65d2d59,0,0,1,0,0,0,0,-1.004961055293005,-1.0332291167170036,0.0,0.8660736117698962,-1.0391505341967209,1,8.0,1,1,-0.6773733467438949,-0.6773733467438952
2016-01-10,air_6b7678aae65d2d59,0,0,0,1,0,0,0,-0.9284908549657347,-0.8674265898316298,0.0,0.9155761606437048,-1.0875668941066008,1,1.0,1,1,-0.9534940421076973,-0.9534940421076975
2016-01-13,air_6b7678aae65d2d59,0,0,0,0,0,0,1,-1.3873120569293562,-1.2755558867802421,0.0,0.8165710628960872,-1.4870018633631095,1,16.0,1,1,-1.1580732618315437,-1.158073261831544
2016-01-14,air_6b7678aae65d2d59,0,0,0,0,1,0,0,-1.1706464893354238,-1.0587371977762916,0.0,0.9155761606437048,-1.35385687361094,1,29.0,1,1,-1.0686464172815988,-1.068646417281599
2016-01-15,air_6b7678aae65d2d59,1,0,0,0,0,0,0,-1.2216266228869375,-1.1225074004245124,0.0,0.6680634162746608,-1.1359832540164807,1,9.0,1,1,-0.8020809190066948,-0.8020809190066949
2016-01-16,air_6b7678aae65d2d59,0,0,1,0,0,0,0,-1.1069213223960321,-1.007721035657715,0.0,0.9155761606437048,-1.1601914339714205,1,6.0,1,1,-0.6597329828874674,-0.6597329828874676
2016-01-17,air_6b7678aae65d2d59,0,0,0,1,0,0,0,-1.1961365561111805,-1.4158503326063274,0.0,-0.5695003055705593,-1.0996709840840708,1,1.0,1,1,-1.2416199850960126,-1.241619985096013
2016-01-19,air_6b7678aae65d2d59,0,0,0,0,0,1,0,-1.2853517898263294,-1.4158503326063274,0.0,0.9155761606437048,-1.2691282437686502,1,12.0,1,1,-1.286945920004889,-1.2869459200048892
