visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Akasaka,total_area_visitors,total_genre_visitors
2016-07-01,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.1038925455760988,1.1775789723312577,0.0,-0.1870346690357717,1.0479674817667748,1,10.0,1,1,1.294742961132546,1.2947429611325458
2016-07-02,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.2651359207772996,1.3161176749584644,0.0,0.47952505571937215,1.2015682158514511,1,2.0,1,1,1.448699973451792,1.4486999734517916
2016-07-04,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.3572749923208434,1.5470155126704752,0.0,0.5328498336997834,1.2235111778635481,1,3.0,1,1,-1.2205021037672874,-1.2205021037672874
2016-07-05,air_d6b3e67261f07646,0,0,0,0,0,1,0,0.6547145718013239,0.6003343780512296,0.0,-1.360179784604825,0.850480823657905,1,10.0,1,1,-0.5748402793758087,-0.5748402793758087
2016-07-06,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.8159579470025252,0.7504179725640365,0.0,-0.2670218360063892,0.8833952666760501,1,4.0,1,1,-0.12991188013741378,-0.1299118801374139
2016-07-07,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.3112054565490714,1.8818173773528921,0.0,2.0526060061415117,1.0369960007607264,1,20.0,1,1,-0.1947358853244647,-0.19473588532446479
2016-07-08,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.0693403937472699,1.0852198372464532,0.0,-0.8002696158105042,1.0589389627728234,1,6.0,1,1,1.0951144906133325,1.095114490613332
2016-07-09,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.7353362594019244,0.5195201348520253,0.0,-1.360179784604825,0.8614523046639535,1,9.0,1,1,1.389400741434092,1.3894007414340916
2016-07-11,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.3803097602067291,1.5123808370136738,0.0,1.9726188391708943,1.08088192478492,1,12.0,1,1,-1.2694884258688657,-1.2694884258688657
2016-07-12,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.2766533047202429,1.3161176749584644,0.0,0.3195507217781375,1.3332259879240314,1,9.0,1,1,-0.5601075509242062,-0.5601075509242063
2016-07-13,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.046305625861384,0.8312322157632408,0.0,-1.360179784604825,1.2125396968574997,1,2.0,1,1,-0.4890221361452243,-0.4890221361452243
2016-07-14,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.1384446974049272,1.4431114857000702,0.0,-0.3203466139868006,0.9711671147244367,1,2.0,1,1,-0.27687084644214854,-0.2768708464421486
2016-07-15,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.7123014915160386,0.4156161078816204,0.0,-1.360179784604825,0.9382526717062917,1,3.0,1,1,0.8866463830231573,0.8866463830231571
2016-07-16,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.9311317864319547,0.8427771076488412,0.0,-0.9335815607615329,0.839509342651857,1,7.0,1,1,1.3315747822615522,1.331574782261552
2016-07-18,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.4609314478073296,1.5123808370136738,1.0,0.6394993896606066,1.3771119119482245,1,5.0,1,1,-1.0779629559980335,-1.0779629559980333
2016-07-19,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.2996880726061286,1.3738421343864669,0.0,0.2928883327879318,1.2344826588695963,1,8.0,1,1,-0.9055900331142844,-0.9055900331142843
2016-07-20,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.1845142331766993,1.0967647291320535,0.0,-0.1337098910553604,1.1905967348454032,1,2.0,1,1,-0.4326694498178448,-0.43266944981784483
2016-07-21,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.666231955744267,0.4502507835384222,0.0,-1.360179784604825,0.9272811907002432,1,25.0,1,1,-0.21573002336799824,-0.21573002336799832
2016-07-22,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.620162419972495,0.265532513368813,0.0,-1.360179784604825,0.8724237856700016,1,10.0,1,1,0.9492604789424679,0.9492604789424677
2016-07-23,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.7353362594019244,0.773507756335238,0.0,-0.9869063387419444,0.8065948996337119,1,12.0,1,1,1.2597527310599903,1.2597527310599899
