visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,total_area_visitors,total_genre_visitors
2016-01-05,air_e58f669b6f1a08ce,0,0,0,0,0,1,0,-0.532919121578316,-0.525288643301508,0.0,0.7591259606640898,-0.7532452231097028,1,11.0,1,1,-1.455520516044469,-1.4555205160444689
2016-01-06,air_e58f669b6f1a08ce,0,0,0,0,0,0,1,-0.7824410680404719,-1.0334500530439334,0.0,-1.3215364928730922,-0.5150253019788515,1,5.0,1,1,-1.3913773959182392,-1.391377395918239
2016-01-07,air_e58f669b6f1a08ce,0,0,0,0,1,0,0,-0.8073932626866875,-0.8351431614371333,0.0,-0.13258651942327393,-0.8247111994489581,1,10.0,1,1,-1.3221636734104891,-1.322163673410489
2016-01-08,air_e58f669b6f1a08ce,1,0,0,0,0,0,0,-1.0444391118257355,-1.0830267759456336,0.0,0.8334353340047032,-0.991465144240554,1,7.0,1,1,-0.9877574463492357,-0.9877574463492355
2016-01-09,air_e58f669b6f1a08ce,0,0,1,0,0,0,0,-0.9820586252101965,-0.9962675108676585,0.0,0.8829749162317791,-1.0271981324101818,1,3.0,1,1,-0.7296637851298603,-0.7296637851298601
2016-01-12,air_e58f669b6f1a08ce,0,0,0,0,0,1,0,-1.4686264208114002,-1.6779474507660341,0.0,-1.3215364928730922,-1.2535070574844902,1,5.0,1,1,-1.4309280944940963,-1.430928094494096
2016-01-13,air_e58f669b6f1a08ce,0,0,0,0,0,0,1,-1.3563415449034302,-1.2317569446507337,0.0,0.8334353340047032,-1.4679049865022564,1,6.0,1,1,-1.2270898787569864,-1.2270898787569864
2016-01-14,air_e58f669b6f1a08ce,0,0,0,0,1,0,0,-1.1442478904105977,-1.0210558723185084,0.0,0.9325144984588548,-1.3368840298802882,1,6.0,1,1,-1.134551385294244,-1.1345513852942437
2016-01-15,air_e58f669b6f1a08ce,1,0,0,0,0,0,0,-1.194152279703029,-1.0830267759456336,0.0,0.684816587323476,-1.122486100862522,1,5.0,1,1,-0.858710615739548,-0.8587106157395478
2016-01-19,air_e58f669b6f1a08ce,0,0,0,0,0,1,0,-1.256532766318568,-1.3680929326304088,0.0,0.9325144984588548,-1.2535070574844902,1,6.0,1,1,-1.3604467213909663,-1.3604467213909661
2016-01-20,air_e58f669b6f1a08ce,0,0,0,0,0,0,1,-1.3812937395496458,-1.3061220290032838,0.0,0.9572842895723925,-1.444082994389171,1,3.0,1,1,-1.2357099028055707,-1.2357099028055705
2016-01-21,air_e58f669b6f1a08ce,0,0,0,0,1,0,0,-1.2191044743492445,-1.2565453061015837,0.0,0.511428049528711,-1.2415960614279478,1,13.0,1,1,-1.1140154456490872,-1.1140154456490872
2016-01-22,air_e58f669b6f1a08ce,1,0,0,0,0,0,0,-1.1692000850568132,-1.1573918602981834,0.0,0.684816587323476,-1.0033761402970964,1,10.0,1,1,-0.8064834112098904,-0.8064834112098903
2016-01-23,air_e58f669b6f1a08ce,0,0,1,0,0,0,0,-1.4062459341958613,-1.6407649085897589,0.0,-1.2719969106460163,-1.0510201245232667,1,2.0,1,1,-0.7334667369160004,-0.7334667369160002
2016-01-26,air_e58f669b6f1a08ce,0,0,0,0,0,1,0,-1.418722031518969,-1.2441511253761588,0.0,0.8086655428911654,-1.5155489707284266,1,4.0,1,1,-1.2808382640011,-1.2808382640010998
2016-01-27,air_e58f669b6f1a08ce,0,0,0,0,0,0,1,-1.1068195984412743,-0.7731722578100082,0.0,1.0068238717994686,-1.4917269786153413,1,12.0,1,1,-1.1297343130317996,-1.1297343130317996
2016-01-28,air_e58f669b6f1a08ce,0,0,0,0,1,0,0,-0.9196781385946575,-0.6988071734574582,0.0,1.0068238717994686,-1.1105751048059795,1,7.0,1,1,-1.1353119756514718,-1.1353119756514716
2016-01-29,air_e58f669b6f1a08ce,1,0,0,0,0,0,0,-1.2191044743492445,-1.4672463784338088,0.0,-1.3215364928730922,-1.0510201245232667,1,13.0,1,1,-0.9928280487307558,-0.9928280487307556
2016-01-30,air_e58f669b6f1a08ce,0,0,1,0,0,0,0,-1.4811025181345079,-1.8142834387457092,0.0,-1.3215364928730922,-1.1820410811452349,1,2.0,1,1,-0.6923948576256872,-0.692394857625687
2016-01-31,air_e58f669b6f1a08ce,0,0,0,1,0,0,0,-1.13177179308749,-1.0458442337693585,0.0,-0.05827714608266035,-1.20586307325832,1,1.0,1,1,-1.2453440473304591,-1.245344047330459
2016-02-02,air_e58f669b6f1a08ce,0,0,0,0,0,1,0,-1.1442478904105977,-1.1078151373964837,0.0,0.7838957517776276,-1.0510201245232667,1,7.0,1,1,-1.35131963710423,-1.3513196371042298
