visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-01,air_08ba8cd01b3ba010,1,0,0,0,0,0,0,-1.1488338560057436,-1.1673572240871881,1.0,-0.38620340477007314,-1.1676160219032612,1,11.0,1,1,-1.9635077765151037,-1.9635077765151037
2016-01-02,air_08ba8cd01b3ba010,0,0,1,0,0,0,0,-0.7036460206808655,-0.6792473251552651,1.0,-1.1566567322425918,-1.0074165907658805,1,23.0,1,1,-1.814434366453465,-1.814434366453465
2016-01-03,air_08ba8cd01b3ba010,0,0,0,1,0,0,0,-0.422474756265153,-0.4408680721885121,1.0,-0.6253096098477514,-0.3208476001771066,1,19.0,1,1,-1.6787296378355945,-1.6787296378355945
2016-01-04,air_08ba8cd01b3ba010,0,1,0,0,0,0,0,-0.5513449191223545,-0.41816528619167853,0.0,-0.7050116782069774,-0.4924898478243001,1,1.0,1,1,-1.4822352445394584,-1.4822352445394584
2016-01-06,air_08ba8cd01b3ba010,0,0,0,0,0,0,1,-0.9848172850965782,-0.8722210061283511,0.0,-0.6253096098477514,-0.9959737742560677,1,3.0,1,1,-1.2890199617861333,-1.2890199617861333
2016-01-07,air_08ba8cd01b3ba010,0,0,0,0,1,0,0,-0.9965327544472327,-1.1446544380903545,0.0,-0.14709719969239515,-0.835774343118687,1,6.0,1,1,-1.220158640387102,-1.220158640387102
2016-01-08,air_08ba8cd01b3ba010,1,0,0,0,0,0,0,-0.9965327544472327,-0.9857349361125192,0.0,-0.0673951313331689,-0.9158740586873775,1,13.0,1,1,-0.8874550399280475,-0.8874550399280475
2016-01-09,air_08ba8cd01b3ba010,0,0,1,0,0,0,0,-1.1136874479537795,-1.0878974730982702,0.0,0.19827842986425126,-1.0074165907658805,1,13.0,1,1,-0.6306754604986938,-0.6306754604986938
2016-01-10,air_08ba8cd01b3ba010,0,0,0,1,0,0,0,-1.0082482237978874,-0.8722210061283511,0.0,-0.12052984357265299,-1.0531878568051323,1,19.0,1,1,-0.9149491206331551,-0.9149491206331551
2016-01-11,air_08ba8cd01b3ba010,0,1,0,0,0,0,0,-1.324565896265564,-1.3943850840555243,1.0,-0.5721748976082673,-1.1104019393541966,1,13.0,1,1,-1.2748945625247936,-1.2748945625247936
