visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_9ca2767761efff4d,1,0,0,0,0,0,0,1.0640919680406913,1.0760755220338394,0.0,0.9433724040512624,1.0360177604949032,1,17.0,1,1,1.2400638947424183,1.2400638947424183
2016-07-02,air_9ca2767761efff4d,0,0,1,0,0,0,0,1.279812995367308,1.3108391179960288,0.0,1.761399624876585,1.1866600384483224,1,5.0,1,1,1.3984744505612703,1.3984744505612703
2016-07-03,air_9ca2767761efff4d,0,0,0,1,0,0,0,1.3121711494663006,1.2393893279205794,0.0,1.406921162518945,1.3695828045346163,1,4.0,1,1,-0.5793836614449216,-0.5793836614449216
2016-07-04,air_9ca2767761efff4d,0,1,0,0,0,0,0,1.3445293035652928,1.3210462308639503,0.0,1.1887805702988594,1.3480624791126994,1,1.0,1,1,-1.3479401380014568,-1.3479401380014568
2016-07-06,air_9ca2767761efff4d,0,0,0,0,0,0,1,1.2474548412683153,1.1883537635809729,0.0,1.2433157183538806,1.251221014714073,1,12.0,1,1,-0.22580220551432625,-0.22580220551432625
2016-07-07,air_9ca2767761efff4d,0,0,0,0,1,0,0,1.3121711494663006,1.3312533437318719,0.0,1.5705266066840096,1.3050218282688653,1,3.0,1,1,-0.2925013869117376,-0.2925013869117376
2016-07-08,air_9ca2767761efff4d,1,0,0,0,0,0,0,1.0317338139416987,0.8821403775433344,0.0,-1.483441684397195,0.9822169469401109,1,16.0,1,1,1.0346607338481175,1.0346607338481175
2016-07-09,air_9ca2767761efff4d,0,0,1,0,0,0,0,0.7405104270507661,0.5555127657698529,0.0,-1.1834983700945767,0.8315746689866922,1,16.0,1,1,1.337459858487502,1.337459858487502
2016-07-10,air_9ca2767761efff4d,0,0,0,1,0,0,0,1.150380378971338,1.1066968606376029,0.0,0.5343587936386011,1.1328592248935299,1,1.0,1,1,-0.41945721513976486,-0.41945721513976486
2016-07-11,air_9ca2767761efff4d,0,1,0,0,0,0,0,1.2258827385356539,1.2291822150526588,0.0,0.07081003517091823,1.2727413401359897,1,26.0,1,1,-1.3983434966710915,-1.3983434966710915
