visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_7db266904cb0d72a,1,0,0,0,0,0,0,1.0895156719831183,1.1591820316952306,0.0,-0.19952447664707249,1.042143937721287,1,13.0,1,1,1.8565056096004955,1.8565056096004955
2016-07-03,air_7db266904cb0d72a,0,0,0,1,0,0,0,1.5045799740291337,1.712190428470226,0.0,0.6553942475885881,1.329041679989479,1,6.0,1,1,-0.2647947949932882,-0.2647947949932882
2016-07-04,air_7db266904cb0d72a,0,1,0,0,0,0,0,1.3431660787890167,1.527854296211894,0.0,0.5218131969267661,1.2186963945017129,1,8.0,1,1,-1.160857536196411,-1.160857536196411
2016-07-05,air_7db266904cb0d72a,0,0,0,0,0,1,0,0.6398626780999346,0.5831316183879433,0.0,-1.3750377224711061,0.8435224238433081,1,8.0,1,1,-0.38630231660613773,-0.38630231660613773
2016-07-06,air_7db266904cb0d72a,0,0,0,0,0,0,1,0.801276573340052,0.7329047258478376,0.0,-0.27967310704416587,0.876626009489638,1,24.0,1,1,0.14744708742412488,0.14744708742412488
2016-07-07,air_7db266904cb0d72a,0,0,0,0,1,0,0,1.2970478230061258,1.8619635359301212,0.0,2.044637174471537,1.0311094091725104,1,3.0,1,1,0.06968227359190118,0.06968227359190118
2016-07-08,air_7db266904cb0d72a,1,0,0,0,0,0,0,1.0549269801459502,1.0670139655660646,0.0,-0.8139973096914537,1.0531784662700638,1,7.0,1,1,1.6170253306398976,1.6170253306398976
2016-07-10,air_7db266904cb0d72a,0,0,0,1,0,0,0,1.0895156719831183,1.2398290895582507,0.0,1.7507588630155284,0.8435224238433081,1,10.0,1,1,-0.0783359800092064,-0.0783359800092064
2016-07-11,air_7db266904cb0d72a,0,1,0,0,0,0,0,1.3662252066804619,1.4932912714134572,0.0,1.9644885440744437,1.0752475233676169,1,13.0,1,1,-1.2196229921037165,-1.2196229921037165
2016-07-12,air_7db266904cb0d72a,0,0,0,0,0,1,0,1.2624591311689581,1.2974341308889794,0.0,0.30808351586785093,1.329041679989479,1,6.0,1,1,-0.36862849528063235,-0.36862849528063235
2016-07-13,air_7db266904cb0d72a,0,0,0,0,0,0,1,1.031867852254505,0.8135517837108582,0.0,-1.3750377224711061,1.2076618659529361,1,9.0,1,1,-0.28335230738506884,-0.28335230738506884
2016-07-14,air_7db266904cb0d72a,0,0,0,0,1,0,0,1.124104363820286,1.4241652218165823,0.0,-0.3331055273088946,0.964902237879851,1,13.0,1,1,-0.028849280297791324,-0.028849280297791324
2016-07-15,air_7db266904cb0d72a,1,0,0,0,0,0,0,0.6975104978285478,0.3987954861296112,0.0,-1.3750377224711061,0.931798652233521,1,9.0,1,1,1.3669407588839964,1.3669407588839964
2016-07-17,air_7db266904cb0d72a,0,0,0,1,0,0,0,1.124104363820286,0.951803882904607,0.0,-1.3483215123387418,1.2186963945017129,1,2.0,1,1,0.8093316960643016,0.8093316960643016
2016-07-18,air_7db266904cb0d72a,0,1,0,0,0,0,0,1.4469321543005205,1.4932912714134572,1.0,0.6286780374562237,1.3731797941845854,1,11.0,1,1,-0.9898633148721465,-0.9898633148721465
2016-07-19,air_7db266904cb0d72a,0,0,0,0,0,1,0,1.2855182590604033,1.3550391722197077,0.0,0.28136730573548663,1.2297309230504894,1,3.0,1,1,-0.7830796053637336,-0.7830796053637336
2016-07-21,air_7db266904cb0d72a,0,0,0,0,1,0,0,0.6513922420456574,0.4333585109280485,0.0,-1.3750377224711061,0.9207641236847443,1,18.0,1,1,0.04449707820305602,0.04449707820305602
2016-07-22,air_7db266904cb0d72a,1,0,0,0,0,0,0,0.6052739862627665,0.24902237866971638,0.0,-1.3750377224711061,0.8655914809408612,1,12.0,1,1,1.4420544995173943,1.4420544995173943
2016-07-24,air_7db266904cb0d72a,0,0,0,1,0,0,0,0.8935130849058329,0.9748458994368985,0.0,0.5752456171914949,0.7111080812579889,1,5.0,1,1,-0.29086368144840863,-0.29086368144840863
2016-07-25,air_7db266904cb0d72a,0,1,0,0,0,0,0,0.9857495964716142,0.8481148085092951,0.0,-1.161308041412191,0.9428331807822978,1,8.0,1,1,-1.0495124618457272,-1.0495124618457272
