visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Asian,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_10bbe8acd943d8f6,1,0,0,0,0,0,0,1.0730168290578783,1.1482051057184348,0.0,-0.1798871830665353,1.0191086878325695,1,77.0,1,1,1.42608127283193,1.4260812728319303
2016-07-02,air_10bbe8acd943d8f6,0,0,1,0,0,0,0,1.2348812314756077,1.2871583207570636,0.0,0.4856397016533099,1.1735512653717592,1,28.0,1,1,1.5867572897066071,1.5867572897066073
2016-07-03,air_10bbe8acd943d8f6,0,0,0,1,0,0,0,1.4892395781320398,1.7040179658729504,0.0,0.6719872293748663,1.3059306175482082,1,20.0,1,1,-0.4193865669176496,-0.41938656691764964
2016-07-04,air_10bbe8acd943d8f6,0,1,0,0,0,0,0,1.3273751757143104,1.5187470124881115,0.0,0.5388818524308974,1.195614490734501,1,47.0,1,1,-1.1989343234292404,-1.1989343234292407
2016-07-05,air_10bbe8acd943d8f6,0,0,0,0,0,1,0,0.6221088508942028,0.569233376390814,0.0,-1.351214500173463,0.8205396595678963,1,53.0,1,1,-0.5250944727562529,-0.525094472756253
2016-07-06,air_10bbe8acd943d8f6,0,0,0,0,0,0,1,0.7839732533119326,0.719766026015995,0.0,-0.2597504092329169,0.8536344976120086,1,75.0,1,1,-0.06074847183613366,-0.060748471836133654
2016-07-07,air_10bbe8acd943d8f6,0,0,0,0,1,0,0,1.2811282035949587,1.8545506154981324,0.0,2.0562831495921445,1.0080770751511985,1,55.0,1,1,-0.12840153157283976,-0.12840153157283976
2016-07-08,air_10bbe8acd943d8f6,1,0,0,0,0,0,0,1.0383315999683647,1.0555696290260153,0.0,-0.792171917008793,1.0301403005139402,1,53.0,1,1,1.2177406002336648,1.217740600233665
2016-07-09,air_10bbe8acd943d8f6,0,0,1,0,0,0,0,0.7030410521030674,0.4881773342849467,0.0,-1.351214500173463,0.8315712722492672,1,60.0,1,1,1.5248701157429156,1.524870115742916
2016-07-10,air_10bbe8acd943d8f6,0,0,0,1,0,0,0,1.0730168290578783,1.2292611478243016,0.0,1.7634513203154123,0.8205396595678963,1,45.0,1,1,-0.25717298050350196,-0.257172980503502
2016-07-11,air_10bbe8acd943d8f6,0,1,0,0,0,0,0,1.350498661773986,1.4840087087284546,0.0,1.9764199234257631,1.0522035258766815,1,64.0,1,1,-1.2500585106166375,-1.2500585106166378
2016-07-12,air_10bbe8acd943d8f6,0,0,0,0,0,1,0,1.2464429745054457,1.2871583207570636,0.0,0.3259132493205469,1.3059306175482082,1,57.0,1,1,-0.5097187773615469,-0.509718777361547
2016-07-13,air_10bbe8acd943d8f6,0,0,0,0,0,0,1,1.015208113908689,0.8008220681218623,0.0,-1.351214500173463,1.1845828780531302,1,64.0,1,1,-0.4355310470820908,-0.43553104708209084
