visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_421670f21da5ba31,1,0,0,0,0,0,0,0.9092476406757832,0.9028533915744242,0.0,0.4119881211710334,0.8584250111810054,1,12.0,1,1,1.3001987958471286,1.3001987958471286
2016-07-02,air_421670f21da5ba31,0,0,1,0,0,0,0,0.965814923040455,0.7149250332928802,0.0,-1.3486733760228615,1.1573029577049558,1,41.0,1,1,1.4545923521005852,1.4545923521005852
2016-07-03,air_421670f21da5ba31,0,0,0,1,0,0,0,1.041237966193351,1.1659530931685862,0.0,-0.19323926848936798,1.1479630218760821,1,9.0,1,1,-0.4731109256190095,-0.4731109256190095
2016-07-04,air_421670f21da5ba31,0,1,0,0,0,0,0,1.0978052485580232,1.1377638394263543,0.0,0.35696744938372416,1.1106032785605886,1,12.0,1,1,-1.222178227250613,-1.222178227250613
2016-07-05,air_421670f21da5ba31,0,0,0,0,0,1,0,1.154372530922695,1.1377638394263543,0.0,1.1822775261933625,1.138623086047209,1,16.0,1,1,-0.5746856336804942,-0.5746856336804942
2016-07-06,air_421670f21da5ba31,0,0,0,0,0,0,1,1.1638004113168072,1.1189710035982003,0.0,0.797132823682198,1.2600422518225638,1,29.0,1,1,-0.12849564335949964,-0.12849564335949964
2016-07-07,air_421670f21da5ba31,0,0,0,0,1,0,0,1.1166610093462472,1.0437996602855824,0.0,0.6320708083202702,1.1759828293627026,1,19.0,1,1,-0.19350345651884987,-0.19350345651884987
2016-07-08,air_421670f21da5ba31,1,0,0,0,0,0,0,0.6829785112170951,0.6115644362380311,0.0,-1.513735391384789,0.8490850753521318,1,24.0,1,1,1.1000042803223116,1.1000042803223116
2016-07-09,air_421670f21da5ba31,0,0,1,0,0,0,0,0.796113075946439,0.7149250332928802,0.0,-0.0281772531274402,0.7930454603788913,1,38.0,1,1,1.3951249775627705,1.3951249775627705
2016-07-10,air_421670f21da5ba31,0,0,0,1,0,0,0,1.041237966193351,0.9028533915744242,0.0,0.4119881211710334,1.138623086047209,1,21.0,1,1,-0.31723991906647664,-0.31723991906647664
2016-07-11,air_421670f21da5ba31,0,1,0,0,0,0,0,0.937531281858119,0.6585465258084171,0.0,-1.513735391384789,1.119943214389462,1,19.0,1,1,-1.2713034496948947,-1.2713034496948947
