visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-01,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-1.151649544784078,-0.9596486013810632,1.0,0.390379122026372,-1.235048444810227,1,33.0,1,1,-1.9873260675803823,-1.9873260675803823
2016-01-06,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-0.8832295620930054,-1.0297975390001464,0.0,-1.24277953516817,-0.7464765583036312,1,17.0,1,1,-1.3039338560665035,-1.3039338560665035
2016-01-07,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-0.9320331953095641,-1.2168613726510353,0.0,-1.1438002226109252,-0.6034799085943837,1,15.0,1,1,-1.2341634470375997,-1.2341634470375997
2016-01-08,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-1.1272477281757987,-1.403925206301924,0.0,-1.24277953516817,-0.8060584956824844,1,31.0,1,1,-0.8970675880298187,-0.8970675880298187
2016-01-09,air_cb7467aed805e7fe,0,0,1,0,0,0,0,-1.07844409495924,-1.3688507374923826,0.0,-1.1932898788895476,-0.758392945779402,1,22.0,1,1,-0.6368980774385214,-0.6368980774385214
2016-01-10,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-1.07844409495924,-1.1584039246351325,0.0,-0.30247606587434284,-0.9609715328675025,1,55.0,1,1,-0.9249246377886118,-0.9249246377886118
2016-01-11,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.0296404617426813,-1.018106049396966,1.0,-0.9953312537750577,-0.9967206952948144,1,36.0,1,1,-1.2896219772913438,-1.2896219772913438
2016-01-12,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-1.1272477281757987,-1.357159247889202,0.0,-1.1438002226109252,-1.008637082770585,1,54.0,1,1,-1.343802661225877,-1.343802661225877
2016-01-13,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-1.3346631693461728,-1.5792975503496323,0.0,-0.9953312537750577,-1.175466507431374,1,18.0,1,1,-1.1383249730967977,-1.1383249730967977
2016-01-14,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-1.224854994608916,-1.403925206301924,0.0,-0.8221174567998789,-1.10396818257675,1,22.0,1,1,-1.045042191794417,-1.045042191794417
2016-01-15,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-1.3346631693461728,-1.146712435031952,0.0,0.984254997369842,-1.3184631571406213,1,18.0,1,1,-0.7669828327341701,-0.7669828327341701
2016-01-16,air_cb7467aed805e7fe,0,0,1,0,0,0,0,-1.1272477281757987,-0.9245741325715214,0.0,0.687317059698107,-1.3303795446163922,1,51.0,1,1,-0.6184970904418875,-0.6184970904418875
2016-01-17,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-1.1760513613923573,-1.357159247889202,0.0,-1.24277953516817,-1.0563026326736675,1,27.0,1,1,-1.225474092066967,-1.225474092066967
2016-01-18,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.224854994608916,-1.2636273310637576,0.0,-0.6983933161033227,-1.4137942569467865,1,14.0,1,1,-1.5106893905147938,-1.5106893905147938
2016-01-19,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-1.7616949599910612,-2.058648624080035,0.0,-1.218034707028859,-1.4852925818014102,1,24.0,1,1,-1.2727544058777627,-1.2727544058777627
2016-01-20,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-1.7128913267745025,-1.7780528736037018,0.0,-0.6983933161033227,-1.521041744228722,1,14.0,1,1,-1.1470143280674303,-1.1470143280674303
2016-01-21,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-1.7006904184703628,-1.6845209567782573,0.0,-1.218034707028859,-1.6044564565591164,1,17.0,1,1,-1.0243410814232037,-1.0243410814232037
2016-01-22,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-1.3346631693461728,-1.4506911647146463,0.0,-0.9953312537750577,-1.2707976072375389,1,50.0,1,1,-0.7143355643826895,-0.7143355643826895
2016-01-23,air_cb7467aed805e7fe,0,0,1,0,0,0,0,-1.6152840603413852,-1.7780528736037018,0.0,-1.24277953516817,-1.5925400690833458,1,27.0,1,1,-0.6407316163961536,-0.6407316163961536
2016-01-24,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-2.2863340170690667,-2.362627353762729,0.0,-1.24277953516817,-2.0811119555899418,1,22.0,1,1,-1.3412469685874557,-1.3412469685874557
2016-01-25,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.8959049513365975,-2.082031603286396,0.0,-1.218034707028859,-1.8547005935502996,1,17.0,1,1,-1.366037187180143,-1.366037187180143
2016-01-26,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-1.5054758856041282,-1.6143720191591742,0.0,-1.1932898788895476,-1.3780450945194744,1,44.0,1,1,-1.192505657031331,-1.192505657031331
2016-01-27,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-1.2370559029130557,-1.2636273310637576,0.0,-1.1932898788895476,-1.163550119955603,1,25.0,1,1,-1.0401863757814163,-1.0401863757814163
2016-01-28,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-1.0296404617426813,-1.041489028603327,0.0,-1.24277953516817,-0.8298912706340257,1,23.0,1,1,-1.0458088995859434,-1.0458088995859434
2016-01-29,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-0.7002159375309105,-0.7375102989206327,0.0,-1.24277953516817,-0.4128177089820537,1,48.0,1,1,-0.9021789733066614,-0.9021789733066614
2016-01-30,air_cb7467aed805e7fe,0,0,1,0,0,0,0,-0.7246177541391897,-0.7024358301110909,0.0,0.5388480908622396,-0.5915635211186131,1,32.0,1,1,-0.5993293956537271,-0.5993293956537271
2016-01-31,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-0.8832295620930054,-0.9596486013810632,0.0,0.0934411843546372,-0.7107273958763194,1,21.0,1,1,-1.1567259600934316,-1.1567259600934316
2016-02-01,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.151649544784078,-1.3337762686828407,0.0,-1.218034707028859,-0.9848043078190437,1,16.0,1,1,-1.4122952239355704,-1.4122952239355704
2016-02-02,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-1.2736586278254745,-1.275318820666938,0.0,-0.624158831685389,-1.044386245197897,1,30.0,1,1,-1.2635539123794455,-1.2635539123794455
2016-02-03,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-1.2126540863047763,-1.2051698830478548,0.0,-0.5251795191281441,-1.1873828949071445,1,21.0,1,1,-1.1884165488098568,-1.1884165488098568
2016-02-04,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-1.261457719521335,-1.170095414238313,0.0,0.3656342938870608,-1.3542123195679332,1,23.0,1,1,-1.1505922977612202,-1.1505922977612202
2016-02-05,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-1.2492568112171953,-1.170095414238313,0.0,-0.37671055029227657,-1.1397173450040619,1,43.0,1,1,-0.7749054799132764,-0.7749054799132764
2016-02-06,air_cb7467aed805e7fe,0,0,1,0,0,0,0,-1.298060444433754,-1.5559145711432714,0.0,-1.0695657381929913,-1.1516337324798327,1,62.0,1,1,-0.5507712355237208,-0.5507712355237208
2016-02-07,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-1.481074068995849,-1.485765633524188,0.0,-1.0448209100536803,-1.425710644422557,1,28.0,1,1,-1.1641374687448536,-1.1641374687448536
2016-02-08,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.2492568112171953,-1.2870103102701185,0.0,-0.25298640959572033,-1.401877869471016,1,33.0,1,1,-1.3606702326394582,-1.3606702326394582
2016-02-09,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-0.8832295620930054,-0.9479571117778827,0.0,1.1327239662057094,-0.9609715328675025,1,13.0,1,1,-1.1419029427905876,-1.1419029427905876
2016-02-10,air_cb7467aed805e7fe,0,0,0,0,0,0,1,-1.115046819871659,-0.8427337053492576,0.0,1.182213622484332,-1.235048444810227,1,36.0,1,1,-0.816563269919545,-0.816563269919545
2016-02-11,air_cb7467aed805e7fe,0,0,0,0,1,0,0,-0.7734213873557484,-0.49198901725384087,1.0,0.8357860285339745,-1.1158845700525208,1,28.0,1,1,-0.8901672179060809,-0.8901672179060809
2016-02-12,air_cb7467aed805e7fe,1,0,0,0,0,0,0,-0.22438051366946352,-0.2347762459838688,0.0,-1.0695657381929913,-0.3889849340305126,1,41.0,1,1,-0.8336864105969682,-0.8336864105969682
2016-02-13,air_cb7467aed805e7fe,0,0,1,0,0,0,0,0.0440394690216092,-0.02432943312661876,0.0,-0.8963519412178127,0.0638377900487713,1,29.0,1,1,-0.6430317397707328,-0.6430317397707328
2016-02-14,air_cb7467aed805e7fe,0,0,0,1,0,0,0,-0.7734213873557484,-0.2581592251902298,0.0,-1.218034707028859,-0.949055145391732,1,16.0,1,1,-1.1817717479499612,-1.1817717479499612
2016-02-15,air_cb7467aed805e7fe,0,1,0,0,0,0,0,-1.5298777022124077,-1.7663613840005215,0.0,-0.723138144242634,-1.235048444810227,1,9.0,1,1,-1.3642482023332483,-1.3642482023332483
2016-02-16,air_cb7467aed805e7fe,0,0,0,0,0,1,0,-1.4200695274751507,-1.5442230815400908,0.0,-1.1438002226109252,-1.2827139947133093,1,16.0,1,1,-1.2029839968488587,-1.2029839968488587
