visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_f8233ad00755c35c,1,0,0,0,0,0,0,1.090737947726069,1.1681877841651367,0.0,-0.14937254104419648,1.0317267099691352,1,19.0,1,1,1.335482871359379,1.3354828713593792
2016-07-02,air_f8233ad00755c35c,0,0,1,0,0,0,0,1.2524372050026853,1.3070210931494712,0.0,0.5145746885554248,1.185826837648973,1,25.0,1,1,1.4917315664355313,1.4917315664355313
2016-07-04,air_f8233ad00755c35c,0,1,0,0,0,0,0,1.3448367805893233,1.5384099414566956,0.0,0.5676904669233942,1.2078411416032357,1,13.0,1,1,-1.217202149394314,-1.2172021493943141
2016-07-05,air_f8233ad00755c35c,0,0,0,0,0,1,0,0.6402900167412091,0.5897156633970748,0.0,-1.31791966513953,0.8335979743807723,1,34.0,1,1,-0.5619295119098764,-0.5619295119098765
2016-07-06,air_f8233ad00755c35c,0,0,0,0,0,0,1,0.8019892740178256,0.7401184147967705,0.0,-0.22904620859615119,0.8666194303121663,1,57.0,1,1,-0.1103782591539149,-0.11037825915391497
2016-07-07,air_f8233ad00755c35c,0,0,0,0,1,0,0,1.298636992796004,1.8739237715021722,0.0,2.0814901504105308,1.0207195579920039,1,51.0,1,1,-0.17616718339650533,-0.1761671833965054
2016-07-08,air_f8233ad00755c35c,1,0,0,0,0,0,0,1.0560881068810797,1.0756322448422466,0.0,-0.760203992275848,1.0427338619462667,1,52.0,1,1,1.1328828887486744,1.1328828887486746
2016-07-09,air_f8233ad00755c35c,0,0,1,0,0,0,0,0.7211396453795171,0.5087295664895459,0.0,-1.31791966513953,0.8446051263579037,1,13.0,1,1,1.431549652781798,1.4315496527817981
2016-07-11,air_f8233ad00755c35c,0,1,0,0,0,0,0,1.3679366744859827,1.5037016142106123,0.0,2.001816482858576,1.0647481659005291,1,46.0,1,1,-1.2669176432821805,-1.2669176432821807
2016-07-12,air_f8233ad00755c35c,0,0,0,0,0,1,0,1.263987151951015,1.3070210931494712,0.0,0.3552273534515155,1.3179126613745484,1,43.0,1,1,-0.546977483672924,-0.5469774836729241
2016-07-13,air_f8233ad00755c35c,0,0,0,0,0,0,1,1.0329882129844203,0.8211045117042995,0.0,-1.31791966513953,1.1968339896261042,1,54.0,1,1,-0.47483394742962887,-0.474833947429629
2016-07-14,air_f8233ad00755c35c,0,0,0,0,1,0,0,1.125387788571058,1.4342849597184446,0.0,-0.2821619869641208,0.9546766461292164,1,47.0,1,1,-0.25952474081751475,-0.25952474081751487
2016-07-15,air_f8233ad00755c35c,1,0,0,0,0,0,0,0.6980397514828578,0.40460458475129496,0.0,-1.31791966513953,0.9216551901978226,1,54.0,1,1,0.9213116891957984,0.9213116891957985
2016-07-16,air_f8233ad00755c35c,0,0,1,0,0,0,0,0.917488743501123,0.8326739541196605,0.0,-0.8929934381957723,0.8225908224036413,1,17.0,1,1,1.37286294195176,1.37286294195176
2016-07-18,air_f8233ad00755c35c,0,1,0,0,0,0,0,1.4487863031242907,1.5037016142106123,1.0,0.6739220236593337,1.3619412692830732,1,3.0,1,1,-1.0725412762017998,-1.0725412762017998
2016-07-19,air_f8233ad00755c35c,0,0,0,0,0,1,0,1.2870870458476746,1.3648683052262771,0.0,0.32866946426753074,1.2188482935803668,1,35.0,1,1,-0.8976025458294571,-0.8976025458294572
2016-07-20,air_f8233ad00755c35c,0,0,0,0,0,0,1,1.1715875763643773,1.0872016872576076,0.0,-0.09625676267622696,1.1748196856718418,1,46.0,1,1,-0.41764243942328605,-0.41764243942328616
2016-07-21,air_f8233ad00755c35c,0,0,0,0,1,0,0,0.651839963689539,0.43931291199737876,0.0,-1.31791966513953,0.9106480382206912,1,47.0,1,1,-0.19747382363416244,-0.19747382363416252
2016-07-22,air_f8233ad00755c35c,1,0,0,0,0,0,0,0.6056401758962198,0.25420183335159885,0.0,-1.31791966513953,0.8556122783350348,1,48.0,1,1,0.9848578092028459,0.984857809202846
2016-07-23,air_f8233ad00755c35c,0,0,1,0,0,0,0,0.7211396453795171,0.7632572996274933,0.0,-0.946109216563742,0.7895693664722474,1,11.0,1,1,1.299971804296617,1.2999718042966173
2016-07-25,air_f8233ad00755c35c,0,1,0,0,0,0,0,0.9867884251911012,0.855812838950383,0.0,-1.105456551667651,0.932662342174954,1,36.0,1,1,-1.1230043715015139,-1.123004371501514
2016-07-26,air_f8233ad00755c35c,0,0,0,0,0,1,0,0.8828389026561337,0.7979656268735767,0.0,-1.2913617759555451,0.9656837981063475,1,58.0,1,1,-0.39371919424416224,-0.39371919424416235
2016-07-27,air_f8233ad00755c35c,0,0,0,0,0,0,1,0.9636885312944418,0.7863961844582158,0.0,-1.2382459975875755,1.0757553178776602,1,62.0,1,1,-0.1907454109275339,-0.19074541092753394
2016-07-28,air_f8233ad00755c35c,0,0,0,0,1,0,0,1.1946874702610366,1.2260349962419428,0.0,0.06309057242768228,1.1748196856718418,1,45.0,1,1,0.03390881333267544,0.0339088133326754
2016-07-29,air_f8233ad00755c35c,1,0,0,0,0,0,0,1.2755370988993446,1.3764377476416385,0.0,1.7362375910187275,1.1307910777633166,1,58.0,1,1,1.2308186737007125,1.2308186737007125
2016-07-30,air_f8233ad00755c35c,0,0,1,0,0,0,0,1.2755370988993446,1.4342849597184446,0.0,1.550332366730834,1.0427338619462667,1,13.0,1,1,1.3489396967726361,1.3489396967726361
2016-08-01,air_f8233ad00755c35c,0,1,0,0,0,0,0,1.298636992796004,1.2723127659033875,0.0,-0.8133197706438178,1.3179126613745484,1,48.0,1,1,-1.1775792745663902,-1.1775792745663902
2016-08-02,air_f8233ad00755c35c,0,0,0,0,0,1,0,1.125387788571058,1.0293544751808015,0.0,-0.8664355490117874,1.0867624698547915,1,49.0,1,1,-0.8224686039387714,-0.8224686039387715
2016-08-03,air_f8233ad00755c35c,0,0,0,0,0,0,1,1.229337311106026,1.3301599779801938,0.0,-0.22904620859615119,1.185826837648973,1,39.0,1,1,-0.37203875330058134,-0.3720387533005814
2016-08-04,air_f8233ad00755c35c,0,0,0,0,1,0,0,1.3794866214343124,1.445854402133806,0.0,0.9395009154991822,1.2958983574202856,1,53.0,1,1,-0.2445727125805624,-0.24457271258056248
2016-08-05,air_f8233ad00755c35c,1,0,0,0,0,0,0,1.4487863031242907,1.492132171795251,0.0,1.550332366730834,1.3179126613745484,1,53.0,1,1,0.8129094844778938,0.8129094844778938
2016-08-06,air_f8233ad00755c35c,0,0,1,0,0,0,0,1.4949860909176098,1.5846877111181412,0.0,1.019174583051137,1.4499984851001235,1,9.0,1,1,0.5691914242155702,0.5691914242155702
