visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-04,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-0.5954316814294255,-0.5853445257149626,0.0,0.41979008710431276,-0.7437113770546909,1,13.0,1,1,-1.469729515524862,-1.4697295155248622
2016-01-05,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-0.7366500273635498,-0.9515028597041203,0.0,-0.9427699892251306,-0.7086181528321668,1,19.0,1,1,-1.341837959839223,-1.341837959839223
2016-01-06,air_40f6193ea3ed1b91,0,0,0,0,0,0,1,-0.7484182228580601,-0.7739715462548318,0.0,-0.7628092244269024,-0.6150362215721021,1,6.0,1,1,-1.2787647364698922,-1.2787647364698922
2016-01-07,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-0.8661001778031638,-0.9515028597041203,0.0,-0.9427699892251306,-0.6735249286096424,1,16.0,1,1,-1.2107054875377685,-1.2107054875377685
2016-01-08,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-0.936709350770226,-1.1068427589722478,0.0,-0.9684786699105918,-0.8840842739447877,1,14.0,1,1,-0.8818771016715735,-0.8818771016715736
2016-01-09,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-1.0426231102208194,-1.0957470518816674,0.0,0.9596723814989977,-1.1063413606874408,1,13.0,1,1,-0.6280884005254126,-0.6280884005254126
2016-01-10,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-0.9602457417592468,-1.0735556377005062,0.0,0.7025855746443858,-0.98936394661236,1,7.0,1,1,-0.9090509409887951,-0.9090509409887951
2016-01-11,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-0.9837821327482675,-0.9958856880664425,1.0,-0.24863561071767842,-1.0595503950574086,1,12.0,1,1,-1.2648038648940718,-1.264803864894072
2016-01-14,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-1.1720732606604334,-1.173417001515731,0.0,0.03415987682239484,-1.2116210333550135,1,9.0,1,1,-1.0262225417144293,-1.0262225417144295
2016-01-15,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-1.183841456154944,-1.1845127086063114,0.0,0.7282942553298469,-1.1765278091324893,1,16.0,1,1,-0.7549827510984931,-0.7549827510984931
2016-01-16,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-1.2191460426384748,-1.1179384660628284,0.0,0.4454987677897739,-1.2233187747625214,1,8.0,1,1,-0.6101387084993579,-0.6101387084993579
2016-01-17,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-1.183841456154944,-1.195608415696892,0.0,-0.45430505620136796,-1.2935052232075699,1,20.0,1,1,-1.2022292440810205,-1.2022292440810205
2016-01-18,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-0.9131729597812054,-1.029172809338184,0.0,-1.4312349222488934,-0.8840842739447877,1,7.0,1,1,-1.480449470484867,-1.480449470484867
2016-01-19,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-1.5604237119792757,-1.672723820591855,0.0,-0.3771790141449844,-1.3870871544676342,1,15.0,1,1,-1.2483499805368552,-1.2483499805368552
2016-01-21,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-1.3368279975835786,-1.3842354362367613,0.0,-0.45430505620136796,-1.2935052232075699,1,35.0,1,1,-1.0060291381851179,-1.006029138185118
2016-01-22,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-1.3250598020890683,-1.2067041227874726,0.0,0.3169553643624679,-1.1882255505399972,1,15.0,1,1,-0.7036266878017257,-0.7036266878017257
2016-01-23,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-1.4074371705506408,-1.528479628414308,0.0,-1.3541088801925096,-1.2584119989850457,1,14.0,1,1,-0.6318279196975073,-0.6318279196975073
2016-01-24,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-1.901701381320076,-1.9279250836752073,0.0,0.3683727257333903,-1.7614148795078926,1,12.0,1,1,-1.3151627230782807,-1.3151627230782807
2016-01-25,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-1.6898738624188896,-1.5839581638672107,0.0,0.8568376587571529,-1.890090034990481,1,2.0,1,1,-1.3393449470578265,-1.3393449470578265
2016-01-26,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-1.3368279975835786,-1.3509483149650194,0.0,0.3683727257333903,-1.3987848958751425,1,24.0,1,1,-1.170069379201006,-1.170069379201006
2016-01-28,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-0.9720139372537572,-0.9293114455229593,0.0,-0.6085571403141351,-1.1882255505399972,1,9.0,1,1,-1.0269704455488484,-1.0269704455488484
2016-01-29,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-1.0190867192317987,-1.3065654866026974,0.0,-1.4826522836198157,-0.6969204114246587,1,4.0,1,1,-0.8868631272343666,-0.8868631272343666
2016-01-30,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-0.9720139372537572,-1.1179384660628284,0.0,-1.1227307540233589,-0.7203158942396748,1,26.0,1,1,-0.5914411126388844,-0.5914411126388844
2016-01-31,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-0.936709350770226,-0.9958856880664425,0.0,0.882546339442614,-0.9074797567598037,1,9.0,1,1,-1.1351672002614552,-1.1351672002614552
2016-02-01,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-1.0661595012098402,-1.2288955369686336,0.0,-1.1484394347088203,-0.8606887911297716,1,12.0,1,1,-1.3844684784011025,-1.3844684784011028
2016-02-02,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-1.1956096516494543,-1.1623212944251504,0.0,0.08557723819331704,-1.0478526536499004,1,21.0,1,1,-1.239375134523828,-1.239375134523828
2016-02-04,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-1.2426824336274958,-1.15122558733457,0.0,0.6768768939589247,-1.4338781200976667,1,22.0,1,1,-1.1291839695861037,-1.1291839695861037
2016-02-05,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-1.1132322831878816,-1.0735556377005062,0.0,0.8568376587571529,-1.129736843502457,1,11.0,1,1,-0.7627110907208221,-0.7627110907208221
2016-02-06,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-1.183841456154944,-1.173417001515731,0.0,-0.197218249346756,-1.118039102094949,1,12.0,1,1,-0.5440738697923514,-0.5440738697923514
2016-02-07,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-1.3721325840671097,-1.339852607874439,0.0,0.16270328024970082,-1.2467142575775376,1,13.0,1,1,-1.1423969373275051,-1.1423969373275051
2016-02-08,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-1.2779870201110268,-1.0402685164287646,0.0,1.1653418269826874,-1.5391577927652391,1,12.0,1,1,-1.3341096202168938,-1.3341096202168938
2016-02-09,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-0.9602457417592468,-1.006981395157023,0.0,-0.09438352660491113,-0.942572980982328,1,15.0,1,1,-1.1207077261293557,-1.1207077261293559
2016-02-11,air_40f6193ea3ed1b91,0,0,0,0,1,0,0,-1.0896958921988609,-0.8294500817077345,1.0,1.139633146297226,-1.328598447430094,1,15.0,1,1,-0.875145967161803,-0.8751459671618032
2016-02-12,air_40f6193ea3ed1b91,1,0,0,0,0,0,0,-0.6542726589019773,-0.4078132122656743,0.0,0.3169553643624679,-0.8372933083147553,1,6.0,1,1,-0.820050384692941,-0.820050384692941
2016-02-13,air_40f6193ea3ed1b91,0,0,1,0,0,0,0,-0.3365313805501972,-0.2746647271787076,0.0,-1.1484394347088203,-0.21731301371682793,1,20.0,1,1,-0.6340716312007642,-0.634071631200764
2016-02-14,air_40f6193ea3ed1b91,0,0,0,1,0,0,0,-0.08939927516547952,-0.030559171185935916,0.0,-0.5571397789432126,-0.22901075512433616,1,20.0,1,1,-1.1595987255191407,-1.1595987255191407
2016-02-15,air_40f6193ea3ed1b91,0,1,0,0,0,0,0,-1.0779276967043505,-1.0846513447910866,0.0,-0.865643947168747,-1.0361549122423925,1,10.0,1,1,-1.337599838110849,-1.337599838110849
2016-02-16,air_40f6193ea3ed1b91,0,0,0,0,0,1,0,-1.313291606594558,-1.3620440220556,0.0,0.9853810621844589,-1.1882255505399972,1,4.0,1,1,-1.1802907316047315,-1.1802907316047315
2016-02-17,air_40f6193ea3ed1b91,0,0,0,0,0,0,1,-1.2426824336274958,-1.2177998298780532,0.0,-0.22292693003221709,-1.164830067724981,1,9.0,1,1,-1.0147546829200056,-1.0147546829200056
