visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Bunkyō-ku Sendagi,total_area_visitors,total_genre_visitors
2016-09-30,air_90ed0a2f24755533,1,0,0,0,0,0,0,1.9674728108875574,1.713094321935523,0.0,-0.9515207673661159,2.1307325229424876,1,12.0,1,1,0.8900159348940914,0.8900159348940917
2016-10-01,air_90ed0a2f24755533,0,0,1,0,0,0,0,1.6617593793971897,1.1989498165637091,0.0,-1.6344503334407023,1.9223327347334156,1,46.0,1,1,0.9214288563212379,0.9214288563212382
2016-10-02,air_90ed0a2f24755533,0,0,0,1,0,0,0,2.273186242377926,2.2272388273073376,0.0,0.9549909379254378,2.0959992249076427,1,57.0,1,1,-0.60399641605855,-0.6039964160585497
2016-10-04,air_90ed0a2f24755533,0,0,0,0,0,1,0,2.5968828168971387,3.0073201458025034,0.0,0.12978437891864597,2.287032364099292,1,33.0,1,1,-0.8252676538036156,-0.8252676538036151
2016-10-05,air_90ed0a2f24755533,0,0,0,0,0,0,1,2.4350345296375324,2.0144893768086556,0.0,-1.4352625433356145,2.599632046412901,1,28.0,1,1,-0.9819870640005885,-0.9819870640005881
2016-10-06,air_90ed0a2f24755533,0,0,0,0,1,0,0,2.794697390214436,2.8832162996782733,0.0,0.7273477492339092,2.582265397395478,1,13.0,1,1,-0.5466937242244145,-0.5466937242244142
2016-10-07,air_90ed0a2f24755533,1,0,0,0,0,0,0,1.9674728108875574,1.7485525636853032,0.0,0.01596278457288148,2.165465820977333,1,20.0,1,1,0.5368794665427623,0.5368794665427626
2016-10-08,air_90ed0a2f24755533,0,0,1,0,0,0,0,1.9315065248298673,1.8194690471848642,0.0,-1.57753953626782,2.0265326288379515,1,50.0,1,1,0.7688518093893831,0.7688518093893835
2016-10-09,air_90ed0a2f24755533,0,0,0,1,0,0,0,2.1293210981471646,1.8903855306844246,0.0,-1.6344503334407023,2.0959992249076427,1,74.0,1,1,0.10779967166426568,0.10779967166426602
2016-10-10,air_90ed0a2f24755533,0,1,0,0,0,0,0,1.4279785200222022,0.8089091573161262,1.0,-1.6344503334407023,1.8875994366985696,1,54.0,1,1,-0.9160544486974567,-0.9160544486974563
2016-10-13,air_90ed0a2f24755533,0,0,0,0,1,0,0,1.086298802474144,0.5607014650676638,0.0,-1.6344503334407023,1.5228998073326931,1,31.0,1,1,-0.5919145232019553,-0.5919145232019549
2016-10-14,air_90ed0a2f24755533,1,0,0,0,0,0,0,0.9244505152145372,0.7911800364412358,0.0,-0.49623438998305824,1.0540002838622802,1,27.0,1,1,0.6811717869443806,0.681171786944381
2016-10-15,air_90ed0a2f24755533,0,0,1,0,0,0,0,1.1222650885318342,1.3585119044377203,0.0,1.4387327138949366,0.9150670917228987,1,50.0,1,1,1.1081804001903182,1.1081804001903184
2016-10-16,air_90ed0a2f24755533,0,0,0,1,0,0,0,1.2481470897337503,1.3939701461875005,0.0,-0.15476960694576503,1.0713669328797029,1,57.0,1,1,-0.6336833527918974,-0.633683352791897
2016-10-18,air_90ed0a2f24755533,0,0,0,0,0,1,0,1.8775570957433316,1.9967602559337656,0.0,0.04441818315932273,1.7660328935766108,1,41.0,1,1,-0.7434559793175305,-0.74345597931753
2016-10-19,air_90ed0a2f24755533,0,0,0,0,0,0,1,1.8595739527144868,1.5712613549364018,0.0,-1.0937977602983213,2.0612659268727964,1,19.0,1,1,-0.6178042936089442,-0.6178042936089438
2016-10-20,air_90ed0a2f24755533,0,0,0,0,1,0,0,2.0573885260317835,2.2449679481822273,0.0,1.2110895252034077,1.818132840628879,1,17.0,1,1,-0.4155188874956706,-0.4155188874956703
2016-10-21,air_90ed0a2f24755533,1,0,0,0,0,0,0,1.3920122339645118,1.1280333330641483,0.0,-0.24013580270508827,1.5402664563501158,1,32.0,1,1,0.7025739971474915,0.7025739971474918
2016-10-22,air_90ed0a2f24755533,0,0,1,0,0,0,0,1.1222650885318342,0.5784305859425541,0.0,-1.6059949348542613,1.4186999132281568,1,56.0,1,1,1.2048355430430768,1.204835543043077
2016-10-23,air_90ed0a2f24755533,0,0,0,1,0,0,0,1.3740290909356672,1.28759542093816,0.0,-0.2685912012915295,1.4186999132281568,1,62.0,1,1,-0.38928392014992186,-0.38928392014992147
2016-10-26,air_90ed0a2f24755533,0,0,0,0,0,0,1,1.553860521224119,1.8903855306844246,0.0,1.0972679308576432,1.0540002838622802,1,7.0,1,1,-0.35027666607005853,-0.35027666607005814
2016-10-27,air_90ed0a2f24755533,0,0,0,0,1,0,0,1.5358773781952735,1.4648866296870613,0.0,0.5281599591288212,1.1582001779668163,1,20.0,1,1,-0.33784957627470386,-0.33784957627470347
2016-10-28,air_90ed0a2f24755533,1,0,0,0,0,0,0,0.313023652233801,-0.042088644678600816,0.0,-1.6344503334407023,0.6198340584267126,1,36.0,1,1,0.6128227930699298,0.6128227930699301
2016-10-29,air_90ed0a2f24755533,0,0,1,0,0,0,0,0.9064673721856921,1.0216586078148078,0.0,-1.6344503334407023,0.8803337936880531,1,49.0,1,1,1.3712204675253257,1.371220467525326
2016-10-30,air_90ed0a2f24755533,0,0,0,1,0,0,0,0.25907422314726564,-0.2725672160521728,0.0,-1.6344503334407023,0.533000813339599,1,46.0,1,1,-0.31299539668399445,-0.3129953966839941
2016-11-01,air_90ed0a2f24755533,0,0,0,0,0,1,0,0.5288213685799433,0.2415772893196411,0.0,-0.695422180088146,0.8977004427054758,1,41.0,1,1,-0.9108764946160589,-0.9108764946160586
2016-11-02,air_90ed0a2f24755533,0,0,0,0,0,0,1,0.07924279285881385,-0.5030457874257448,0.0,-1.6344503334407023,0.35933432316537206,1,39.0,1,1,0.146806925744129,0.14680692574412935
2016-11-03,air_90ed0a2f24755533,0,0,0,0,1,0,0,0.43890565343571747,0.7734509155663454,1.0,1.0688125322712023,0.32460102513052674,1,50.0,1,1,-0.27916609668552894,-0.27916609668552855
2016-11-04,air_90ed0a2f24755533,1,0,0,0,0,0,0,0.6367202267530144,0.6670761903170049,0.0,0.9834463365118787,0.34196767414794943,1,30.0,1,1,-0.16110874362965938,-0.16110874362965902
2016-11-05,air_90ed0a2f24755533,0,0,1,0,0,0,0,0.7446190849260854,0.7911800364412358,0.0,0.30051677043729247,0.8108671976183622,1,38.0,1,1,0.9386887032592306,0.9386887032592308
2016-11-06,air_90ed0a2f24755533,0,0,0,1,0,0,0,0.780585370983776,1.0216586078148078,0.0,1.0688125322712023,0.5851007603918673,1,54.0,1,1,-0.6830465150345563,-0.6830465150345559
2016-11-08,air_90ed0a2f24755533,0,0,0,0,0,1,0,-0.10058863742963796,-0.25483809517728273,0.0,-1.1222531588847624,-0.0748319022701955,1,25.0,1,1,-1.2260412997038042,-1.2260412997038037
2016-11-09,air_90ed0a2f24755533,0,0,0,0,0,0,1,-0.010672922285412056,-0.0775468864283813,0.0,0.07287358174576374,0.23776778004341326,1,31.0,1,1,-0.9450509915532843,-0.9450509915532839
2016-11-10,air_90ed0a2f24755533,0,0,0,0,1,0,0,-0.15453806651617363,-0.3612128204266235,0.0,-1.4921733405084967,0.18566783299114503,1,25.0,1,1,-0.7037583313601474,-0.7037583313601471
2016-11-11,air_90ed0a2f24755533,1,0,0,0,0,0,0,-0.2624369246892447,-0.5207749083006349,0.0,-1.6344503334407023,-0.1442984983398862,1,29.0,1,1,0.16026960635576326,0.1602696063557636
2016-11-12,air_90ed0a2f24755533,0,0,1,0,0,0,0,0.5647876546376336,0.6670761903170049,0.0,0.15823977750508697,0.6024674094092899,1,27.0,1,1,1.4281779624207014,1.4281779624207016
2016-11-13,air_90ed0a2f24755533,0,0,0,1,0,0,0,0.5647876546376336,0.6316179485672248,0.0,0.5281599591288212,0.44616756825248555,1,23.0,1,1,-0.5591208140197693,-0.5591208140197689
2016-11-16,air_90ed0a2f24755533,0,0,0,0,0,0,1,0.3669730813203367,-0.042088644678600816,0.0,-1.4637179419220558,0.7240339525312487,1,36.0,1,1,-0.5056152885119921,-0.5056152885119918
2016-11-17,air_90ed0a2f24755533,0,0,0,0,1,0,0,0.3849562243491818,0.5784305859425541,0.0,0.6704369520610267,0.22040113102599046,1,40.0,1,1,-0.46039448953445145,-0.4603944895344511
2016-11-18,air_90ed0a2f24755533,1,0,0,0,0,0,0,0.15117536497419465,0.11747344319541021,0.0,0.9265355393389967,-0.0748319022701955,1,21.0,1,1,0.7167270716366454,0.7167270716366457
2016-11-19,air_90ed0a2f24755533,0,0,1,0,0,0,0,-0.11857178045848309,-0.538504029175525,0.0,-1.6344503334407023,0.23776778004341326,1,49.0,1,1,1.1775649848810485,1.1775649848810488
2016-11-20,air_90ed0a2f24755533,0,0,0,1,0,0,0,0.5647876546376336,0.9507421243152469,0.0,0.3289721690237337,0.4114342702176403,1,49.0,1,1,-0.33060044056074694,-0.33060044056074656
2016-11-22,air_90ed0a2f24755533,0,0,0,0,0,1,0,0.6367202267530144,0.7557217946914556,0.0,0.2720613718508515,0.6545673564615582,1,31.0,1,1,0.40708541756905775,0.4070854175690581
2016-11-23,air_90ed0a2f24755533,0,0,0,0,0,0,1,0.16915850800303975,-0.05981776555349121,1.0,-1.6059949348542613,0.34196767414794943,1,57.0,1,1,-0.38790313239488244,-0.38790313239488206
