visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,total_area_visitors,total_genre_visitors
2016-07-01,air_5f6fa1b897fe80d5,1,0,0,0,0,0,0,0.8950797103362708,0.7855731901702198,0.0,-0.601158800446035,1.0217999565895972,1,29.0,1,1,1.273429945844161,1.2734299458441614
2016-07-02,air_5f6fa1b897fe80d5,0,0,1,0,0,0,0,1.1734165813823447,1.389569375225985,0.0,0.33556498190405476,1.0987696661715622,1,28.0,1,1,1.4481908741997227,1.448190874199723
2016-07-03,air_5f6fa1b897fe80d5,0,0,0,1,0,0,0,1.4638550555173784,1.7670669908858385,0.0,1.532489814906947,1.1757393757535273,1,23.0,1,1,-0.733812200172709,-0.7338122001727087
2016-07-05,air_5f6fa1b897fe80d5,0,0,0,0,0,1,0,0.9071813134252302,0.9743219980001465,0.0,-0.809319640968277,0.8678605374256666,1,30.0,1,1,-0.8487864951434733,-0.8487864951434729
2016-07-06,air_5f6fa1b897fe80d5,0,0,0,0,0,0,1,0.8829781072473109,0.9365722364341611,0.0,0.7779067680138191,0.8348735190333961,1,20.0,1,1,-0.34373577396280697,-0.34373577396280663
2016-07-07,air_5f6fa1b897fe80d5,0,0,0,0,1,0,0,1.197619787560264,1.5028186599239417,0.0,1.4804496047763867,1.0217999565895972,1,36.0,1,1,-0.4173193227440961,-0.4173193227440958
2016-07-08,air_5f6fa1b897fe80d5,1,0,0,0,0,0,0,0.93138451960315,0.6597406516169353,0.0,-1.589922792926685,1.1537480301586802,1,40.0,1,1,1.0468260626654182,1.0468260626654187
2016-07-09,air_5f6fa1b897fe80d5,0,0,1,0,0,0,0,0.6167428392901967,0.4206588283656949,0.0,-1.589922792926685,0.6809340998694655,1,40.0,1,1,1.380878650598657,1.3808786505986574
2016-07-12,air_5f6fa1b897fe80d5,0,0,0,0,0,1,0,1.0039941381369082,0.9869052518554752,0.0,-1.0174804814905192,1.0987696661715622,1,27.0,1,1,-0.8320629613295439,-0.8320629613295436
2016-07-13,air_5f6fa1b897fe80d5,0,0,0,0,0,0,1,1.064502153581707,0.8736559671575188,0.0,-1.0174804814905192,1.1537480301586802,1,20.0,1,1,-0.7513719106773348,-0.7513719106773344
2016-07-14,air_5f6fa1b897fe80d5,0,0,0,0,1,0,0,1.3670422308057004,1.6160679446218977,0.0,1.3503490794499853,1.2307177397406452,1,11.0,1,1,-0.5105530237567523,-0.5105530237567519
2016-07-15,air_5f6fa1b897fe80d5,1,0,0,0,0,0,0,1.064502153581707,0.9994885057108034,0.0,-0.4710582751196336,1.1867350485509511,1,32.0,1,1,0.810188059198318,0.8101880591983184
2016-07-16,air_5f6fa1b897fe80d5,0,0,1,0,0,0,0,0.8950797103362708,0.7226569208935776,0.0,-1.0435005865557994,1.054786974981868,1,41.0,1,1,1.3152387803789842,1.3152387803789847
2016-07-17,air_5f6fa1b897fe80d5,0,0,0,1,0,0,0,1.149213375204425,0.9994885057108034,0.0,0.5437258224262966,1.1647437029561039,1,48.0,1,1,0.2825605673688471,0.28256056736884744
2016-07-20,air_5f6fa1b897fe80d5,0,0,0,0,0,0,1,1.149213375204425,1.100154536553431,0.0,0.023323721120691535,1.2747004309303398,1,13.0,1,1,-0.687404393839055,-0.6874043938390547
2016-07-21,air_5f6fa1b897fe80d5,0,0,0,0,1,0,0,1.0766037566706668,0.8988224748681757,0.0,-0.809319640968277,1.1867350485509511,1,30.0,1,1,-0.44115035842894545,-0.44115035842894507
2016-07-22,air_5f6fa1b897fe80d5,1,0,0,0,0,0,0,0.8345716948914721,0.6345741439062784,0.0,-1.4858423726655638,1.0108042837921734,1,27.0,1,1,0.8812630779075177,0.8812630779075181
2016-07-23,air_5f6fa1b897fe80d5,0,0,1,0,0,0,0,0.8466732979804316,0.7478234286042343,0.0,-0.8353397460335573,0.9228389014127846,1,31.0,1,1,1.2337115530360787,1.2337115530360792
2016-07-24,air_5f6fa1b897fe80d5,0,0,0,1,0,0,0,0.8950797103362708,0.7478234286042343,0.0,-0.3669778548585125,1.0327956293870204,1,21.0,1,1,-0.7584794125482548,-0.7584794125482545
2016-07-26,air_5f6fa1b897fe80d5,0,0,0,0,0,1,0,0.7256572670908341,0.49615835149766535,0.0,-1.589922792926685,0.8348735190333961,1,25.0,1,1,-0.6606467397367681,-0.6606467397367678
2016-07-27,air_5f6fa1b897fe80d5,0,0,0,0,0,0,1,0.6893524578239553,0.4080755745103663,0.0,-1.5639026878614048,0.8568648646282432,1,27.0,1,1,-0.4336247682126772,-0.43362476821267687
2016-07-28,air_5f6fa1b897fe80d5,0,0,0,0,1,0,0,1.0281973443148276,1.02465501342146,0.0,-0.1327969092709902,1.0987696661715622,1,20.0,1,1,-0.18235367265838878,-0.18235367265838842
2016-07-29,air_5f6fa1b897fe80d5,1,0,0,0,0,0,0,1.1129085659375462,1.0749880288427742,0.0,0.9600475034707813,1.0987696661715622,1,31.0,1,1,1.1563652091466554,1.1563652091466559
