visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-08,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-1.0820184754467177,-1.1146398613061943,0.0,0.7966378383259256,-1.0344498312537795,1,19.0,1,1,-0.9963193338672717,-0.9963193338672717
2016-01-09,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-1.0185378697889844,-1.0267951701818492,0.0,0.8450528011173108,-1.0712329632948463,1,11.0,1,1,-0.7448042852813548,-0.7448042852813548
2016-01-11,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-1.0439301120520779,-1.164836827662963,1.0,-0.5105661570414688,-0.9486225231579568,1,6.0,1,1,-1.3758155171953348,-1.3758155171953348
2016-01-12,air_8764b3473ddcceaf,0,0,0,0,0,1,0,-1.513686593919304,-1.7170034575874187,0.0,-1.309413043099321,-1.304192799554936,1,6.0,1,1,-1.4281938966650936,-1.4281938966650936
2016-01-14,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.183587444499091,-1.0518936533602334,0.0,0.8934677639086956,-1.3900201076507588,1,10.0,1,1,-1.1393716060983579,-1.1393716060983579
2016-01-15,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-1.2343719290252777,-1.1146398613061943,0.0,0.6513929499517708,-1.1693213154043578,1,14.0,1,1,-0.8705618095743132,-0.8705618095743132
2016-01-16,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-1.1201068388413578,-1.0016966870034645,0.0,0.8934677639086956,-1.1938434034317356,1,16.0,1,1,-0.7270154016878518,-0.7270154016878518
2016-01-18,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-1.589863320708584,-1.7044542159982266,0.0,-0.9705083035596263,-1.3900201076507588,1,13.0,1,1,-1.5895291881450577,-1.5895291881450577
2016-01-21,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.259764171288371,-1.2903292435548848,0.0,0.4819405801819235,-1.2919317555412473,1,16.0,1,1,-1.1193591120556672,-1.1193591120556672
2016-01-23,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-1.4502059882615708,-1.679355732819842,0.0,-1.260998080307936,-1.095755051322224,1,27.0,1,1,-0.7485103026966679,-0.7485103026966679
2016-01-25,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-1.5771671995770373,-1.4283709010359986,0.0,1.0145051708871582,-1.7333293400340493,1,20.0,1,1,-1.4496887976739095,-1.4496887976739095
2016-01-26,air_8764b3473ddcceaf,0,0,0,0,0,1,0,-1.4629021093931174,-1.2777800019656926,0.0,0.7724303569302332,-1.573935767856093,1,13.0,1,1,-1.2819297426740692,-1.2819297426740692
2016-01-28,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-0.9550572641312512,-0.7256133720412369,0.0,0.9660902080957733,-1.1570602713906688,1,10.0,1,1,-1.1401128095814206,-1.1401128095814206
2016-01-29,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-1.259764171288371,-1.5036663505711516,0.0,-1.309413043099321,-1.095755051322224,1,12.0,1,1,-1.0012606904210224,-1.0012606904210224
2016-01-30,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-1.5263827150508507,-1.8550451150685325,0.0,-1.309413043099321,-1.2306265354728025,1,12.0,1,1,-0.7084853146112863,-0.7084853146112863
2016-02-01,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-1.3486370192091977,-1.6417080080522657,0.0,-1.309413043099321,-1.095755051322224,1,6.0,1,1,-1.4944080744853545,-1.4944080744853545
2016-02-02,air_8764b3473ddcceaf,0,0,0,0,0,1,0,-1.183587444499091,-1.1397383444845788,0.0,0.7482228755345408,-1.095755051322224,1,4.0,1,1,-1.3506145987712055,-1.3506145987712055
2016-02-04,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.297852534683011,-1.2903292435548848,0.0,0.1188283592465361,-1.2796707115275583,1,12.0,1,1,-1.2414106189333125,-1.2414106189333125
2016-02-05,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-0.9931456275258912,-0.813458063165582,0.0,0.8692602825130032,-1.340975931596003,1,7.0,1,1,-0.878220912232627,-0.878220912232627
2016-02-06,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-1.0947145965782645,-1.240132277198116,0.0,-1.067338229142396,-0.8750562590758231,1,7.0,1,1,-0.6615424273506534,-0.6615424273506534
2016-02-08,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-1.3867253826038375,-1.315427726733269,0.0,0.021998433663766054,-1.2551486235001803,1,4.0,1,1,-1.4445003732924713,-1.4445003732924713
2016-02-09,air_8764b3473ddcceaf,0,0,0,0,0,1,0,-1.1074107177098111,-0.6377686809168917,0.0,0.7724303569302332,-1.340975931596003,1,6.0,1,1,-1.233010312791936,-1.233010312791936
2016-02-10,air_8764b3473ddcceaf,0,0,0,0,0,0,1,-1.183587444499091,-1.1271891028953864,0.0,1.0871276150742357,-1.2183654914591135,1,17.0,1,1,-0.9184929681456961,-0.9184929681456961
2016-02-11,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.183587444499091,-1.0393444117710413,1.0,1.0871276150742357,-1.2061044474454248,1,21.0,1,1,-0.989648502519708,-0.989648502519708
2016-02-13,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.1678977539753584,0.2532274719157529,0.0,-0.19586889889746645,-0.39687554254195423,1,6.0,1,1,-0.7507339131458558,-0.7507339131458558
2016-02-14,air_8764b3473ddcceaf,0,0,0,1,0,0,0,0.40342769694424124,0.40381837098605894,0.0,-0.24428386168885127,0.4368754503888938,1,9.0,1,1,-1.2715528939111924,-1.2715528939111924
2016-02-20,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.9296650218681579,-1.076992136538618,0.0,-1.164168154725166,-0.6175743347883553,1,22.0,1,1,-0.8606790964668115,-0.8606790964668115
2016-02-21,air_8764b3473ddcceaf,0,0,0,1,0,0,0,-0.739223204894958,-0.5122762650249699,0.0,-0.38952875006300636,-0.6543574668294221,1,7.0,1,1,-1.2186803787860585,-1.2186803787860585
2016-02-24,air_8764b3473ddcceaf,0,0,0,0,0,0,1,-1.2089796867621843,-1.516215592160344,0.0,-1.2852055617036287,-1.108016095335913,1,11.0,1,1,-1.1826084759436777,-1.1826084759436777
2016-02-26,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-1.2089796867621843,-1.0518936533602334,0.0,1.2323725034483906,-1.4022811516644478,1,11.0,1,1,-0.6830373283594695,-0.6830373283594695
2016-02-27,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.9550572641312512,-0.9138519958791195,0.0,1.2323725034483906,-1.083494007308535,1,17.0,1,1,-0.5197254942580048,-0.5197254942580048
2016-02-28,air_8764b3473ddcceaf,0,0,0,1,0,0,0,-0.8407921739473314,-0.600120956149315,0.0,1.0629201336785434,-0.9608835671716457,1,13.0,1,1,-1.0864990909732242,-1.0864990909732242
2016-03-01,air_8764b3473ddcceaf,0,0,0,0,0,1,0,-1.2851564135514644,-1.1899353108413473,0.0,1.3292024290311608,-1.1570602713906688,1,9.0,1,1,-1.2829180139848193,-1.2829180139848193
2016-03-03,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-0.777311568289598,-0.4244315739006248,0.0,1.3049949476354683,-1.132538183363291,1,20.0,1,1,-1.1729728306638636,-1.1729728306638636
2016-03-04,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-0.624958114711038,-0.48717778184658544,0.0,1.0387126522828505,-0.7279237309115558,1,11.0,1,1,-0.8105243274462407,-0.8105243274462407
2016-03-05,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.5868697513163982,-0.4369808154898167,0.0,-0.6800185268113162,-0.47044180662408797,1,10.0,1,1,-0.5935987747365796,-0.5935987747365796
2016-03-07,air_8764b3473ddcceaf,0,1,0,0,0,0,0,-0.15520163284381178,-0.5373747482033542,0.0,-1.309413043099321,0.15487143807404824,1,6.0,1,1,-1.4904549892423538,-1.4904549892423538
2016-03-08,air_8764b3473ddcceaf,0,0,0,0,0,1,0,0.06063242639248155,0.12773505602383117,0.0,0.6513929499517708,0.14261039406035914,1,10.0,1,1,-1.164078388867112,-1.164078388867112
2016-03-09,air_8764b3473ddcceaf,0,0,0,0,0,0,1,-0.8407921739473314,-0.6126701977385072,0.0,-1.309413043099321,-0.9486225231579568,1,10.0,1,1,-1.209291801333932,-1.209291801333932
2016-03-10,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.1708913233675444,-1.4158216594468065,0.0,-1.309413043099321,-0.9731446111853347,1,11.0,1,1,-1.09193458318235,-1.09193458318235
2016-03-11,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-1.3613331403407443,-1.7170034575874187,0.0,-1.309413043099321,-1.0467108752674683,1,2.0,1,1,-0.7620990332194827,-0.7620990332194827
2016-03-13,air_8764b3473ddcceaf,0,0,0,1,0,0,0,-1.0947145965782645,-1.3279769683224614,0.0,-1.2852055617036287,-0.9363614791442678,1,21.0,1,1,-1.1613606427625491,-1.1613606427625491
2016-03-17,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-0.28216284415927834,0.0775380896670622,0.0,1.4502398360096231,-0.6298353788020442,1,14.0,1,1,-0.9834718068275194,-0.9834718068275194
2016-03-18,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-0.06632878492298504,0.20303050555898394,0.0,0.5303555429733083,-0.48270285063777696,1,9.0,1,1,-0.6178114218499586,-0.6178114218499586
2016-03-19,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.05363266379143842,-0.3867838491330482,0.0,-0.8494708965811637,0.2529597901835597,1,10.0,1,1,-0.6007637417395183,-0.6007637417395183
2016-03-20,air_8764b3473ddcceaf,0,0,0,1,0,0,0,-0.24407448076463828,-0.09815129258162808,1.0,-0.05062401052331138,-0.39687554254195423,1,8.0,1,1,-0.8075595135139902,-0.8075595135139902
2016-03-23,air_8764b3473ddcceaf,0,0,0,0,0,0,1,-0.48530078226402484,-0.22364370847354983,0.0,0.1188283592465361,-0.4949638946514659,1,9.0,1,1,-1.0141082174607745,-1.0141082174607745
2016-03-24,air_8764b3473ddcceaf,0,0,0,0,1,0,0,-1.145499081104451,-1.2903292435548848,0.0,-0.9463008221639336,-0.91183939111689,1,14.0,1,1,-1.0721691569673468,-1.0721691569673468
2016-03-25,air_8764b3473ddcceaf,1,0,0,0,0,0,0,-0.9169689007366113,-0.675416405684468,0.0,0.917675245304388,-1.108016095335913,1,11.0,1,1,-0.48315945576024877,-0.48315945576024877
2016-03-26,air_8764b3473ddcceaf,0,0,1,0,0,0,0,-0.9296650218681579,-0.9138519958791195,0.0,0.19145080343361354,-0.7892289509800006,1,19.0,1,1,-0.4888420157970622,-0.4888420157970622
