visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-07-01,air_f0fb0975bdc2cdf9,1,0,0,0,0,0,0,0.9500630980278482,1.0440805783871374,0.0,0.9687542259912938,0.8544405278556719,1,29.0,1,1,1.3725797854554966,1.3725797854554966
2016-07-02,air_f0fb0975bdc2cdf9,0,0,1,0,0,0,0,1.1904186115891737,1.2811586490494475,0.0,0.5360016705593976,1.0338847415888675,1,11.0,1,1,1.5302761210944766,1.5302761210944766
2016-07-03,air_f0fb0975bdc2cdf9,0,0,0,1,0,0,0,1.2426698101894618,1.313487476867035,0.0,0.8605660871333202,1.2033598323368853,1,15.0,1,1,-0.4386644906276188,-0.4386644906276188
2016-07-05,air_f0fb0975bdc2cdf9,0,0,0,0,0,1,0,1.3262717279499225,1.3350400287454272,0.0,1.2662716078507228,1.3628658000997258,1,26.0,1,1,-0.5424120798637897,-0.5424120798637897
2016-07-06,air_f0fb0975bdc2cdf9,0,0,0,0,0,0,1,1.2844707690696922,1.3673688565630147,0.0,1.1580834689927486,1.1834215863665303,1,3.0,1,1,-0.08667721514635514,-0.08667721514635514
2016-07-07,air_f0fb0975bdc2cdf9,0,0,0,0,1,0,0,1.2113190910292888,1.184172165596684,0.0,1.807212302140593,1.1435450944258205,1,4.0,1,1,-0.15307567225750454,-0.15307567225750454
2016-07-08,air_f0fb0975bdc2cdf9,1,0,0,0,0,0,0,0.8037597419470411,0.5052667814273419,0.0,-1.5195729677421093,0.9840391266629799,1,8.0,1,1,1.1681027186700252,1.1681027186700252
2016-07-09,air_f0fb0975bdc2cdf9,0,0,1,0,0,0,0,0.866461180267387,0.7962262317856315,0.0,0.23848428869996913,0.9940082496481576,1,30.0,1,1,1.4695366233962093,1.4695366233962093
2016-07-10,air_f0fb0975bdc2cdf9,0,0,0,1,0,0,0,1.1277171732688278,0.9686466468127661,0.0,0.7794249829898394,1.1834215863665303,1,5.0,1,1,-0.2794590991452037,-0.2794590991452037
2016-07-12,air_f0fb0975bdc2cdf9,0,0,0,0,0,1,0,1.2322195704694041,1.1626196137182925,0.0,-0.4106445444478753,1.2631745702479507,1,33.0,1,1,-0.5273215214294376,-0.5273215214294376
2016-07-13,air_f0fb0975bdc2cdf9,0,0,0,0,0,0,1,1.0232147760682515,0.7962262317856315,0.0,-1.4654788983131222,1.3030510621886606,1,1.0,1,1,-0.45450957698368855,-0.45450957698368855
2016-07-14,air_f0fb0975bdc2cdf9,0,0,0,0,1,0,0,1.0963664541086549,1.0548568543263335,0.0,0.6441898094173718,1.1834215863665303,1,5.0,1,1,-0.23720553552901774,-0.23720553552901774
