visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_ccd19a5bc5573ae5,1,0,0,0,0,0,0,1.0869133886371833,1.1623818433209137,0.0,-0.19193450772798273,1.0330406205061426,1,58.0,1,1,1.3848424889155166,1.3848424889155166
2016-07-02,air_ccd19a5bc5573ae5,0,0,1,0,0,0,0,1.2484979784261045,1.3014935825316296,0.0,0.4743492268003128,1.187028512401032,1,73.0,1,1,1.5388067342657017,1.5388067342657017
2016-07-03,air_ccd19a5bc5573ae5,0,0,0,1,0,0,0,1.5024166195229807,1.7188288001637777,0.0,0.6609086724682354,1.3190181340252234,1,56.0,1,1,-0.38353631952046097,-0.38353631952046113
2016-07-04,air_ccd19a5bc5573ae5,0,1,0,0,0,0,0,1.3408320297340597,1.5333464812161561,0.0,0.5276519255625762,1.209026782671731,1,14.0,1,1,-1.130520744329493,-1.1305207443294931
2016-07-05,air_ccd19a5bc5573ae5,0,0,0,0,0,1,0,0.6367848885109021,0.5827495966095967,0.0,-1.3645938804977829,0.8350561880698559,1,12.0,1,1,-0.48482858619821434,-0.4848285861982145
2016-07-06,air_ccd19a5bc5573ae5,0,0,0,0,0,0,1,0.7983694782998237,0.7334539807545388,0.0,-0.2718885558713784,0.8680535934759038,1,16.0,1,1,-0.039879283846483246,-0.0398792838464834
2016-07-07,air_ccd19a5bc5573ae5,0,0,0,0,1,0,0,1.2946650040800818,1.8695331843087206,0.0,2.0467788402870903,1.0220414853707933,1,29.0,1,1,-0.10470633452024539,-0.10470633452024555
2016-07-08,air_ccd19a5bc5573ae5,1,0,0,0,0,0,0,1.0522881193967,1.0696406838471029,0.0,-0.8049155434940146,1.044039755641492,1,46.0,1,1,1.1852046396815445,1.1852046396815445
2016-07-09,air_ccd19a5bc5573ae5,0,0,1,0,0,0,0,0.7175771834053627,0.501601082070012,0.0,-1.3645938804977829,0.8460553232052054,1,66.0,1,1,1.479504716319817,1.479504716319817
2016-07-10,air_ccd19a5bc5573ae5,0,0,0,1,0,0,0,1.0869133886371833,1.243530357860498,0.0,1.7536139970946398,0.8350561880698559,1,56.0,1,1,-0.22809873210950857,-0.22809873210950873
