visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-01,air_e89735e80d614a7e,1,0,0,0,0,0,0,1.087170290109138,1.1636483178413473,0.0,-0.16387658803467853,1.0310842904781417,1,48.0,1,1,1.2858464216892775,1.2858464216892775
2016-07-02,air_e89735e80d614a7e,0,0,1,0,0,0,0,1.2492143172425718,1.30278148790436,0.0,0.4961438938245237,1.1856125367964032,1,17.0,1,1,1.4378096787243841,1.4378096787243841
2016-07-04,air_e89735e80d614a7e,0,1,0,0,0,0,0,1.3418109041759627,1.5346701046760476,0.0,0.5489455323732596,1.2076880005561552,1,21.0,1,1,-1.1968260239871413,-1.1968260239871413
2016-07-05,air_e89735e80d614a7e,0,0,0,0,0,1,0,0.6357619288088576,0.5839267759121269,0.0,-1.3255126361068745,0.8324051166403768,1,23.0,1,1,-0.5595255704403903,-0.5595255704403903
2016-07-06,air_e89735e80d614a7e,0,0,0,0,0,0,1,0.7978059559422918,0.7346543768137238,0.0,-0.24307904585778298,0.8655183122800043,1,15.0,1,1,-0.12035902857816835,-0.12035902857816835
2016-07-07,air_e89735e80d614a7e,0,0,0,0,1,0,0,1.295512610709267,1.870908598994996,0.0,2.053792231012241,1.0200465585982657,1,21.0,1,1,-0.18434355785610798,-0.18434355785610798
2016-07-08,air_e89735e80d614a7e,1,0,0,0,0,0,0,1.0524465700091163,1.070892871132672,0.0,-0.7710954313451446,1.0421220223580177,1,46.0,1,1,1.088803155390168,1.088803155390168
2016-07-09,air_e89735e80d614a7e,0,0,1,0,0,0,0,0.7167839423755745,0.5027657600420358,0.0,-1.3255126361068745,0.8434428485202528,1,12.0,1,1,1.3792783763735417,1.3792783763735417
2016-07-11,air_e89735e80d614a7e,0,1,0,0,0,0,0,1.3649600509093103,1.4998868121602948,0.0,1.9745897731891364,1.0641974861177692,1,8.0,1,1,-1.2451779694074026,-1.2451779694074026
2016-07-12,air_e89735e80d614a7e,0,0,0,0,0,1,0,1.2607888906092457,1.30278148790436,0.0,0.337738978178315,1.3180653193549134,1,13.0,1,1,-0.5449836319681314,-0.5449836319681314
2016-07-13,air_e89735e80d614a7e,0,0,0,0,0,0,1,1.0292974232757688,0.815815392683815,0.0,-1.3255126361068745,1.1966502686762792,1,24.0,1,1,-0.47481877883948165,-0.47481877883948165
2016-07-14,air_e89735e80d614a7e,0,0,0,0,1,0,0,1.1218940102091592,1.4303202271287883,0.0,-0.2958806844065191,0.953820167319011,1,30.0,1,1,-0.26541486483895194,-0.26541486483895194
2016-07-15,air_e89735e80d614a7e,1,0,0,0,0,0,0,0.6936347956422269,0.3984158824947763,0.0,-1.3255126361068745,0.9207069716793834,1,41.0,1,1,0.883034726007703,0.883034726007703
2016-07-16,air_e89735e80d614a7e,0,0,1,0,0,0,0,0.9135516896090303,0.8274098235223992,0.0,-0.9030995277169851,0.8213673847605011,1,4.0,1,1,1.322201267869925,1.322201267869925
2016-07-19,air_e89735e80d614a7e,0,0,0,0,0,1,0,1.2839380373425935,1.3607536420972817,0.0,0.311338158903947,1.2187257324360308,1,11.0,1,1,-0.8859920891426051,-0.8859920891426051
2016-07-20,air_e89735e80d614a7e,0,0,0,0,0,0,1,1.1681923036758548,1.082487301971256,0.0,-0.11107494948594253,1.1745748049165277,1,22.0,1,1,-0.41919586418309096,-0.41919586418309096
2016-07-21,air_e89735e80d614a7e,0,0,0,0,1,0,0,0.6473365021755316,0.43319917501052957,0.0,-1.3255126361068745,0.9096692397995074,1,42.0,1,1,-0.20506582017907707,-0.20506582017907707
2016-07-22,air_e89735e80d614a7e,1,0,0,0,0,0,0,0.6010382087088361,0.24768828159317893,0.0,-1.3255126361068745,0.8544805804001283,1,50.0,1,1,0.9448379645148038,0.9448379645148038
2016-07-23,air_e89735e80d614a7e,0,0,1,0,0,0,0,0.7167839423755745,0.757843238490893,0.0,-0.9559011662657213,0.7882541891208735,1,15.0,1,1,1.2513093178176624,1.2513093178176624
2016-07-25,air_e89735e80d614a7e,0,1,0,0,0,0,0,0.9829991298090731,0.8505986851995679,0.0,-1.11430608191193,0.9317447035592594,1,26.0,1,1,-1.1052118116119096,-1.1052118116119096
2016-07-26,air_e89735e80d614a7e,0,0,0,0,0,1,0,0.8788279695090087,0.7926265310066459,0.0,-1.2991118168325064,0.9648578991988866,1,19.0,1,1,-0.3959287626274765,-0.3959287626274765
2016-07-27,air_e89735e80d614a7e,0,0,0,0,0,0,1,0.9598499830757256,0.7810321001680617,0.0,-1.2463101782837702,1.075235217997645,1,23.0,1,1,-0.19852194786656052,-0.19852194786656052
2016-07-28,air_e89735e80d614a7e,0,0,0,0,1,0,0,1.1913414504092026,1.2216204720342692,0.0,0.047329966160266135,1.1745748049165277,1,13.0,1,1,0.01997067767913105,0.01997067767913105
2016-07-29,air_e89735e80d614a7e,1,0,0,0,0,0,0,1.2723634639759194,1.3723480729358661,0.0,1.7105815804454556,1.130423877397024,1,39.0,1,1,1.1840528523834646,1.1840528523834646
2016-07-30,air_e89735e80d614a7e,0,0,1,0,0,0,0,1.2723634639759194,1.4303202271287883,0.0,1.525775845524879,1.0421220223580177,1,14.0,1,1,1.2989341663143106,1.2989341663143106
