visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_3440e0ea1b70a99b,1,0,0,0,0,0,0,1.0238977872674904,1.0307080504544746,0.0,0.9086907535705914,0.9957052337780667,1,42.0,1,1,1.429662020830306,1.429662020830306
2016-07-02,air_3440e0ea1b70a99b,0,0,1,0,0,0,0,1.2365490140833748,1.2613648456872038,0.0,1.7195958879905415,1.1443738947813167,1,55.0,1,1,1.5918518709206009,1.591851870920601
2016-07-03,air_3440e0ea1b70a99b,0,0,0,1,0,0,0,1.2684466981057576,1.191164951485938,0.0,1.3682036630752297,1.3249001259995483,1,22.0,1,1,-0.4331931712355002,-0.4331931712355002
2016-07-04,air_3440e0ea1b70a99b,0,1,0,0,0,0,0,1.30034438212814,1.2713934020016704,0.0,1.1519622938965766,1.303661745856227,1,27.0,1,1,-1.2200855539702335,-1.2200855539702335
2016-07-05,air_3440e0ea1b70a99b,0,0,0,0,0,1,0,1.30034438212814,1.4418788593476004,0.0,1.6114752034012148,1.2399466054262627,1,14.0,1,1,-0.5398970199791154,-0.5398970199791154
2016-07-06,air_3440e0ea1b70a99b,0,0,0,0,0,0,1,1.204651330060992,1.1410221699136056,0.0,1.2060226361912396,1.2080890352112805,1,15.0,1,1,-0.07117611349807115,-0.07117611349807113
2016-07-07,air_3440e0ea1b70a99b,0,0,0,0,1,0,0,1.2684466981057576,1.281421958316137,0.0,1.5303846899592195,1.261184985569584,1,2.0,1,1,-0.13946657669398488,-0.13946657669398488
2016-07-08,air_3440e0ea1b70a99b,1,0,0,0,0,0,0,0.9920001032451078,0.840165480479611,0.0,-1.4969944785419276,0.9426092834197632,1,44.0,1,1,1.219358435306526,1.219358435306526
2016-07-09,air_3440e0ea1b70a99b,0,0,1,0,0,0,0,0.7049209470436639,0.5192516784166833,0.0,-1.199662595921279,0.7939406224165138,1,63.0,1,1,1.5293816176561572,1.5293816176561572
2016-07-10,air_3440e0ea1b70a99b,0,0,0,1,0,0,0,1.1089582779938443,1.0607937193978738,0.0,0.5032381863606162,1.0912779444230132,1,22.0,1,1,-0.2694512651634798,-0.2694512651634798
2016-07-11,air_3440e0ea1b70a99b,0,1,0,0,0,0,0,1.1833862073794037,1.1811363951714722,0.0,0.04372527685597779,1.2293274153546019,1,9.0,1,1,-1.2716914153626002,-1.2716914153626002
2016-07-12,air_3440e0ea1b70a99b,0,0,0,0,0,1,0,1.1302234006754326,0.9504795999387423,0.0,-1.2537229382159425,1.2399466054262627,1,14.0,1,1,-0.5243764601618623,-0.5243764601618623
2016-07-13,air_3440e0ea1b70a99b,0,0,0,0,0,0,1,1.09832571665305,0.8100798115362114,0.0,-1.469964307394596,1.2399466054262627,1,30.0,1,1,-0.449489759043616,-0.449489759043616
