visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.0537679894197984,1.044633526265519,0.0,0.4644439652669099,0.9960464648450559,1,28.0,1,1,1.3049835876112659,1.3049835876112659
2016-07-02,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.1158716740676524,0.8370904415770054,0.0,-1.3073931800916088,1.3221700715601115,1,33.0,1,1,1.4666980629483817,1.4666980629483817
2016-07-03,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.1986765869314582,1.3351938448294387,0.0,-0.14462505345008092,1.311978708850266,1,31.0,1,1,-0.5524116183540296,-0.5524116183540296
2016-07-05,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.3228839562271668,1.3040623821261612,0.0,1.239622716361262,1.3017873461404206,1,15.0,1,1,-0.6588027205495006,-0.6588027205495006
2016-07-06,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.3332345703351427,1.2833080736573104,0.0,0.852033340814086,1.434275061368412,1,29.0,1,1,-0.19145562435994076,-0.19145562435994076
2016-07-07,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.281481499795264,1.2002908397819043,0.0,0.6859236084367247,1.3425527969798023,1,17.0,1,1,-0.2595459297650422,-0.2595459297650422
2016-07-08,air_c47aa7493b15f297,1,0,0,0,0,0,0,0.8053532508283812,0.7229417449983231,0.0,-1.4735029124689698,0.9858551021352102,1,34.0,1,1,1.095296397102374,1.095296397102374
2016-07-09,air_c47aa7493b15f297,0,0,1,0,0,0,0,0.9295606201240896,0.8370904415770054,0.0,0.021484678927280346,0.9247069258761375,1,44.0,1,1,1.4044109085721241,1.4044109085721241
2016-07-10,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.1986765869314582,1.044633526265519,0.0,0.4644439652669099,1.3017873461404206,1,16.0,1,1,-0.3891496360758887,-0.3891496360758887
2016-07-12,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.167624744607531,1.0757649889687964,0.0,-0.7260091167708448,1.2712132580108841,1,45.0,1,1,-0.6433276511392503,-0.6433276511392503
2016-07-13,air_c47aa7493b15f297,0,0,0,0,0,0,1,0.991664304771944,0.7229417449983231,0.0,-1.4735029124689698,1.1998737190419657,1,15.0,1,1,-0.5686604412347924,-0.5686604412347924
2016-07-14,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.1986765869314582,1.1899136855474786,0.0,0.24296432209709512,1.2304478071715022,1,14.0,1,1,-0.34581944172718776,-0.34581944172718776
2016-07-15,air_c47aa7493b15f297,1,0,0,0,0,0,0,0.9295606201240896,0.7436960534671744,0.0,-0.7536940721670716,1.0673860038139742,1,14.0,1,1,0.8763241649473318,0.8763241649473318
2016-07-16,air_c47aa7493b15f297,0,0,1,0,0,0,0,0.9192100060161141,0.7436960534671744,0.0,-0.4491595628085762,0.87375011232691,1,25.0,1,1,1.3436712611368917,1.3436712611368917
2016-07-17,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.1158716740676524,1.0342563720310936,0.0,0.40907405447445616,1.1285341800730473,1,33.0,1,1,0.38808572505393396,0.38808572505393396
2016-07-21,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.1779753587155068,1.2106679940163303,0.0,1.904061645870706,1.1387255427828926,1,9.0,1,1,-0.28159790367464893,-0.28159790367464893
2016-07-22,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.1469235163915796,1.2002908397819043,0.0,0.7689784746254053,1.0673860038139742,1,35.0,1,1,0.9420932099408956,0.9420932099408956
2016-07-23,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.2297284292553854,1.221045148250756,0.0,1.5718421811159842,1.169299630912429,1,28.0,1,1,1.2682302977619213,1.2682302977619213
2016-07-24,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.2193778151474095,1.0965192974376476,0.0,-0.8921188491482059,1.2712132580108841,1,28.0,1,1,-0.5752373457341489,-0.5752373457341489
2016-07-26,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.1986765869314582,1.086142143203222,0.0,-0.4214746074123495,1.3221700715601115,1,7.0,1,1,-0.48470818968418444,-0.48470818968418444
2016-07-27,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.2607802715793126,1.2002908397819043,0.0,0.9074032516065395,1.311978708850266,1,25.0,1,1,-0.27463412244003627,-0.27463412244003627
2016-07-28,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.3228839562271668,1.2833080736573104,0.0,1.1565678501725813,1.3629355223994932,1,22.0,1,1,-0.04212120455102511,-0.04212120455102511
2016-07-29,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.353935798551094,1.324816690595013,0.0,1.2673076717574887,1.3425527969798023,1,28.0,1,1,1.1966581017395135,1.1966581017395135
2016-07-30,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.353935798551094,1.324816690595013,0.0,1.5441572257197573,1.3017873461404206,1,26.0,1,1,1.318911150080491,1.318911150080491
2016-07-31,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.3021827280112155,1.3870796160015673,0.0,0.5474988314555904,1.3629355223994932,1,33.0,1,1,-0.5288121375033978,-0.5288121375033978
2016-08-02,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.353935798551094,1.407833924470418,0.0,0.43675900987068317,1.3221700715601115,1,19.0,1,1,-0.9284558050231125,-0.9284558050231125
2016-08-03,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.3332345703351427,1.3870796160015673,0.0,0.2706492774933219,1.3629355223994932,1,23.0,1,1,-0.4622693390393215,-0.4622693390393215
2016-08-04,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.3435851844431181,1.4493425414081207,0.0,1.5718421811159842,1.2712132580108841,1,8.0,1,1,-0.3303443723169374,-0.3303443723169374
2016-08-05,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.4056888690909726,1.4493425414081207,0.0,1.7933218242857991,1.3221700715601115,1,24.0,1,1,0.7641299117230169,0.7641299117230169
2016-08-06,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.4160394831989485,1.4804740041113982,0.0,1.1288828947763545,1.3629355223994932,1,23.0,1,1,0.5118862803359365,0.5118862803359365
2016-08-07,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.426390097306924,1.4700968498769724,0.0,1.018143073191447,1.4037009732388754,1,40.0,1,1,-0.7342436839244709,-0.7342436839244709
2016-08-09,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.467792553738827,1.5738683922212293,0.0,0.8797182962103127,1.3323614342699572,1,21.0,1,1,-0.41004097977972664,-0.41004097977972664
2016-08-10,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.3953382549829967,1.5219826210491008,0.0,2.0424864228518405,1.1387255427828926,1,21.0,1,1,0.6356868356179391,0.6356868356179391
2016-08-11,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.3953382549829967,1.6983942430343377,1.0,1.987116512059387,1.108151454653356,1,37.0,1,1,0.3122578849437074,0.3122578849437074
2016-08-12,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.4470913255228752,1.6049998549245061,0.0,1.821006779682026,1.291595983430575,1,24.0,1,1,-0.13845351162983338,-0.13845351162983338
2016-08-13,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.4574419396308511,1.4908511583458242,1.0,1.7102669580971184,1.291595983430575,1,30.0,1,1,0.03448038902971401,0.03448038902971401
2016-08-14,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.4884937819547783,1.5531140837523776,1.0,1.4611023595310766,1.4240836986585663,1,38.0,1,1,-1.0452925790705025,-1.0452925790705025
2016-08-15,air_c47aa7493b15f297,0,1,0,0,0,0,0,1.3953382549829967,1.2936852278917355,1.0,-0.7813790275632986,1.5158059630471756,1,14.0,1,1,-1.593110036193364,-1.593110036193364
2016-08-16,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.2711308856872883,1.3455709990638638,0.0,-1.0028586707331133,1.3425527969798023,1,6.0,1,1,-1.4704701111171303,-1.4704701111171303
2016-08-17,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.3849876408750212,1.584245546455655,0.0,0.18759441130464138,1.2406391698813475,1,21.0,1,1,-0.9470258883154129,-0.9470258883154129
2016-08-18,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.3953382549829967,1.4493425414081207,0.0,1.821006779682026,1.250830532591193,1,14.0,1,1,-0.6599633507552694,-0.6599633507552694
2016-08-19,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.4781431678468024,1.6257541633933577,0.0,1.350362537946169,1.3527441596896481,1,28.0,1,1,0.7258291149326473,0.7258291149326473
2016-08-20,air_c47aa7493b15f297,0,0,1,0,0,0,0,1.5091950101707297,1.6361313176277836,0.0,1.6272120919084376,1.373126885109339,1,24.0,1,1,0.6035760665916697,0.6035760665916697
2016-08-21,air_c47aa7493b15f297,0,0,0,1,0,0,0,1.5091950101707297,1.594622700690081,0.0,1.5164722703235305,1.4240836986585663,1,6.0,1,1,-0.9342589560519564,-0.9342589560519564
2016-08-23,air_c47aa7493b15f297,0,0,0,0,0,1,0,1.4160394831989485,1.5427369295179525,0.0,1.4887873149273034,1.3017873461404206,1,8.0,1,1,-0.7272799026898583,-0.7272799026898583
2016-08-24,air_c47aa7493b15f297,0,0,0,0,0,0,1,1.3332345703351427,1.3351938448294387,0.0,-0.3661046966198957,1.373126885109339,1,30.0,1,1,-0.5295858909739104,-0.5295858909739104
2016-08-25,air_c47aa7493b15f297,0,0,0,0,1,0,0,1.4056888690909726,1.4908511583458242,0.0,0.8797182962103127,1.3935096105290299,1,18.0,1,1,-0.39495278710473253,-0.39495278710473253
2016-08-26,air_c47aa7493b15f297,1,0,0,0,0,0,0,1.2607802715793126,1.4285882329392698,0.0,-0.08925514265762717,1.3017873461404206,1,19.0,1,1,1.0357173798729102,1.0357173798729102
