visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_7a81bd7fadcbf3d8,1,0,0,0,0,0,0,1.1054790783125432,1.1814085854494167,0.0,-0.18353558132450187,1.0482268314069987,1,4.0,1,1,1.3862234570808447,1.3862234570808445
2016-07-02,air_7a81bd7fadcbf3d8,0,0,1,0,0,0,0,1.2684660552563662,1.3213720267207125,0.0,0.486874274557218,1.203494800663181,1,8.0,1,1,1.5428774462793604,1.5428774462793602
2016-07-03,air_7a81bd7fadcbf3d8,0,0,0,1,0,0,0,1.52458844759666,1.7412623505345999,0.0,0.6745890342040993,1.336581631454195,1,9.0,1,1,-0.4130487968475622,-0.413048796847562
2016-07-05,air_7a81bd7fadcbf3d8,0,0,0,0,0,1,0,0.6514439282547495,0.5982275801523504,0.0,-1.3634569276763289,0.8485965852204782,1,4.0,1,1,-0.5161106318465857,-0.5161106318465855
2016-07-06,air_7a81bd7fadcbf3d8,0,0,0,0,0,0,1,0.8144309051985731,0.7498546415295874,0.0,-0.26398476403030846,0.8818682929182317,1,4.0,1,1,-0.06338809846905696,-0.06338809846905685
2016-07-07,air_7a81bd7fadcbf3d8,0,0,0,0,1,0,0,1.3150337629546014,1.8928894119118376,0.0,2.069041534438077,1.037136262174414,1,5.0,1,1,-0.12934767286843202,-0.12934767286843188
2016-07-09,air_7a81bd7fadcbf3d8,0,0,1,0,0,0,0,0.732937416726661,0.5165822394107609,0.0,-1.3634569276763289,0.8596871544530628,1,4.0,1,1,1.4825394265162957,1.4825394265162954
2016-07-10,air_7a81bd7fadcbf3d8,0,0,0,1,0,0,0,1.1054790783125432,1.2630539261910059,0.0,1.7740611978501197,0.8485965852204782,1,7.0,1,1,-0.25489572641269703,-0.25489572641269687
2016-07-12,air_7a81bd7fadcbf3d8,0,0,0,0,0,1,0,1.2801079821809251,1.3213720267207125,0.0,0.32597590914560504,1.336581631454195,1,8.0,1,1,-0.5011198194830914,-0.5011198194830911
2016-07-14,air_7a81bd7fadcbf3d8,0,0,0,0,1,0,0,1.1404048590862192,1.4496718478860668,0.0,-0.31761755250084595,0.9705928467789074,1,11.0,1,1,-0.2129214517949129,-0.21292145179491276
2016-07-15,air_7a81bd7fadcbf3d8,1,0,0,0,0,0,0,0.7096535628775436,0.41160965845728914,0.0,-1.3634569276763289,0.937321139081154,1,4.0,1,1,0.9709779546120517,0.9709779546120516
2016-07-16,air_7a81bd7fadcbf3d8,0,0,1,0,0,0,0,0.9308501744441611,0.8431636023771181,0.0,-0.9343946199120281,0.837506015987894,1,12.0,1,1,1.4237004879895805,1.4237004879895803
