visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,total_area_visitors,total_genre_visitors
2016-07-01,air_b1a72bf1ebf4b8ef,1,0,0,0,0,0,0,1.110805861695025,1.1986722851704872,0.0,-0.1664915053387925,1.0498208877100876,1,25.0,1,1,1.3335894995211015,1.3335894995211015
2016-07-02,air_b1a72bf1ebf4b8ef,0,0,1,0,0,0,0,1.274536711525755,1.3398122995013453,0.0,0.5104090636695904,1.2055003919628642,1,33.0,1,1,1.4873639211759084,1.4873639211759084
2016-07-03,air_b1a72bf1ebf4b8ef,0,0,0,1,0,0,0,1.531828046974046,1.7632323424939202,0.0,0.6999412229919374,1.338939967036673,1,34.0,1,1,-0.4326090611600665,-0.4326090611600663
2016-07-04,air_b1a72bf1ebf4b8ef,0,1,0,0,0,0,0,1.3680971971433156,1.5750456567194422,0.0,0.5645611091902608,1.2277403211418327,1,26.0,1,1,-1.1786725231599433,-1.178672523159943
2016-07-05,air_b1a72bf1ebf4b8ef,0,0,0,0,0,1,0,0.6546984943094183,0.6105888921252439,0.0,-1.3578365067935465,0.8496615250993748,1,23.0,1,1,-0.5337764438277026,-0.5337764438277024
2016-07-06,air_b1a72bf1ebf4b8ef,0,0,0,0,0,0,1,0.818429344140149,0.7634905743170068,0.0,-0.24771957361979866,0.883021418867827,1,28.0,1,1,-0.08937572287314093,-0.08937572287314076
2016-07-08,air_b1a72bf1ebf4b8ef,1,0,0,0,0,0,0,1.0757206795884398,1.1045789422832482,0.0,-0.7892400288265049,1.060940852299572,1,22.0,1,1,1.1341977853179785,1.1341977853179785
2016-07-09,air_b1a72bf1ebf4b8ef,0,0,1,0,0,0,0,0.7365639192247835,0.5282572170989095,0.0,-1.3578365067935465,0.860781489688859,1,34.0,1,1,1.4281350171414013,1.4281350171414013
2016-07-10,air_b1a72bf1ebf4b8ef,0,0,0,1,0,0,0,1.110805861695025,1.281003960196821,0.0,1.8100581561656854,0.8496615250993748,1,44.0,1,1,-0.27736311393918484,-0.27736311393918467
2016-07-11,air_b1a72bf1ebf4b8ef,0,1,0,0,0,0,0,1.3914873185477055,1.539760653136728,0.0,2.026666338248368,1.08318078147854,1,28.0,1,1,-1.2276007482319273,-1.227600748231927
2016-07-12,air_b1a72bf1ebf4b8ef,0,0,0,0,0,1,0,1.2862317722279504,1.3398122995013453,0.0,0.34795292710757836,1.338939967036673,1,19.0,1,1,-0.5190611881669556,-0.5190611881669553
2016-07-13,air_b1a72bf1ebf4b8ef,0,0,0,0,0,0,1,1.0523305581840496,0.8458222493433412,0.0,-1.3578365067935465,1.2166203565523483,1,27.0,1,1,-0.4480600796038509,-0.44806007960385075
2016-07-15,air_b1a72bf1ebf4b8ef,1,0,0,0,0,0,0,0.7131737978203935,0.4224022063507659,0.0,-1.3578365067935465,0.9386212418152473,1,22.0,1,1,0.9259769177184074,0.9259769177184075
2016-07-16,air_b1a72bf1ebf4b8ef,0,0,1,0,0,0,0,0.9353799511620994,0.8575839172042458,0.0,-0.9246201426281815,0.838541560509891,1,54.0,1,1,1.3703776386729691,1.3703776386729691
