visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-01,air_db1233ad855b34d5,1,0,0,0,0,0,0,1.3317636370643227,1.4181358818500571,0.0,2.896319511661248,1.1049375171585747,1,19.0,1,1,1.4044525882332273,1.4044525882332273
2016-07-02,air_db1233ad855b34d5,0,0,1,0,0,0,0,1.1685945900561305,1.1448842897107585,0.0,-0.5898251573685469,1.1696676286267198,1,26.0,1,1,1.5612713980593937,1.5612713980593937
2016-07-03,air_db1233ad855b34d5,0,0,0,1,0,0,0,1.0380593524495765,0.7881391555288967,0.0,-0.97412456970254,1.0644811974909838,1,32.0,1,1,-0.39671273706683363,-0.39671273706683363
2016-07-04,air_db1233ad855b34d5,0,1,0,0,0,0,0,0.6138198302282762,0.5983811054321617,0.0,0.6728729117288592,0.651826736881557,1,67.0,1,1,-1.1575465799555076,-1.1575465799555076
2016-07-05,air_db1233ad855b34d5,0,0,0,0,0,1,0,0.8177811389885168,1.0538004256643256,0.0,1.166972156158279,0.603279153280448,1,20.0,1,1,-0.49988300668931157,-0.49988300668931157
2016-07-06,air_db1233ad855b34d5,0,0,0,0,0,0,1,0.9564748289454802,1.0310294596527174,0.0,1.6610714005876988,0.9269297106211749,1,21.0,1,1,-0.04668414958402653,-0.04668414958402653
2016-07-07,air_db1233ad855b34d5,0,0,0,0,1,0,0,1.0217424477487573,1.266329441772669,0.0,2.923769469685105,0.700374320482666,1,37.0,1,1,-0.11271312214241243,-0.11271312214241243
2016-07-08,air_db1233ad855b34d5,1,0,0,0,0,0,0,1.111485423603263,1.304281051792016,0.0,2.4845701413033985,0.8783821270200659,1,38.0,1,1,1.2011133659227433,1.2011133659227433
2016-07-09,air_db1233ad855b34d5,0,0,1,0,0,0,0,1.1441192330049015,1.1297036457030196,0.0,0.4807232055618628,1.0725724614245018,1,44.0,1,1,1.5008698947531431,1.5008698947531431
2016-07-10,air_db1233ad855b34d5,0,0,0,1,0,0,0,1.0217424477487573,0.9019939855869377,0.0,-0.9192246536548268,1.1696676286267198,1,16.0,1,1,-0.23839326877343106,-0.23839326877343106
2016-07-11,air_db1233ad855b34d5,0,1,0,0,0,0,0,0.9972670906975283,0.9703068836217624,0.0,-0.013376038867557082,1.0321161417569111,1,5.0,1,1,-1.207443473991106,-1.207443473991106
2016-07-12,air_db1233ad855b34d5,0,0,0,0,0,1,0,1.1604361377057206,1.3346423398074936,0.0,1.6061714845399857,1.0968462532250565,1,29.0,1,1,-0.48487642201695114,-0.48487642201695114
2016-07-13,air_db1233ad855b34d5,0,0,0,0,0,0,1,1.2664960182610459,1.3725939498268405,0.0,0.7552227858004293,1.0644811974909838,1,17.0,1,1,-0.4124696509728121,-0.4124696509728121
2016-07-14,air_db1233ad855b34d5,0,0,0,0,1,0,0,1.2501791135602267,1.3118713737958856,0.0,1.3316719043014191,1.2910365876294925,1,40.0,1,1,-0.19637483169082184,-0.19637483169082184
2016-07-15,air_db1233ad855b34d5,1,0,0,0,0,0,0,1.1685945900561305,1.25114879776493,0.0,1.1944221141821358,1.1777588925602382,1,41.0,1,1,0.9887701928088433,0.9887701928088433
2016-07-16,air_db1233ad855b34d5,0,0,1,0,0,0,0,1.2501791135602267,1.2435584757610605,0.0,-0.15062582898684035,1.2182152122278291,1,33.0,1,1,1.4419690499141284,1.4419690499141284
2016-07-17,air_db1233ad855b34d5,0,0,0,1,0,0,0,1.1604361377057206,1.1448842897107585,0.0,-0.013376038867557082,1.2424890040283836,1,35.0,1,1,0.5153124463958717,0.5153124463958717
2016-07-18,air_db1233ad855b34d5,0,1,0,0,0,0,0,1.1278023283040823,1.0158488156449788,1.0,-0.8643247376071135,1.2829453236959745,1,36.0,1,1,-1.0123578732504204,-1.0123578732504204
2016-07-19,air_db1233ad855b34d5,0,0,0,0,0,1,0,1.0462178047999862,0.8792230195753294,0.0,-0.8917746956309701,1.1696676286267198,1,7.0,1,1,-0.8367808325838033,-0.8367808325838033
2016-07-20,air_db1233ad855b34d5,0,0,0,0,0,0,1,1.1685945900561305,1.2435584757610605,0.0,1.7159713166354122,1.0482986696239476,1,9.0,1,1,-0.3550694646010334,-0.3550694646010334
2016-07-21,air_db1233ad855b34d5,0,0,0,0,1,0,0,1.2338622088594071,1.3118713737958856,0.0,1.0571723240628526,1.1453938368261656,1,24.0,1,1,-0.13409750530052605,-0.13409750530052605
2016-07-22,air_db1233ad855b34d5,1,0,0,0,0,0,0,1.2664960182610459,1.2435584757610605,0.0,1.496371652444559,1.2748540597624562,1,55.0,1,1,1.0525481776663752,1.0525481776663752
2016-07-23,air_db1233ad855b34d5,0,0,1,0,0,0,0,1.2991298276626841,1.3574133058191016,0.0,1.6336214425638422,1.2263064761613474,1,83.0,1,1,1.3688119496363713,1.3688119496363713
2016-07-24,air_db1233ad855b34d5,0,0,0,1,0,0,0,1.2991298276626841,1.4333165258577956,0.0,2.4296702252556854,1.2101239482943107,1,56.0,1,1,-0.4188474494585653,-0.4188474494585653
2016-07-25,air_db1233ad855b34d5,0,1,0,0,0,0,0,1.2909713753122747,1.38018427183071,0.0,1.4414717363968457,1.2020326843607927,1,6.0,1,1,-1.0630050965196367,-1.0630050965196367
2016-07-26,air_db1233ad855b34d5,0,0,0,0,0,1,0,1.2991298276626841,1.3877745938345796,0.0,1.496371652444559,1.2343977400948654,1,74.0,1,1,-0.3310589291252567,-0.3310589291252567
2016-07-27,air_db1233ad855b34d5,0,0,0,0,0,0,1,1.1930699471073591,1.0765713916759339,0.0,-1.0015745277263968,1.3395841712306016,1,25.0,1,1,-0.12734454219796384,-0.12734454219796384
2016-07-28,air_db1233ad855b34d5,0,0,0,0,1,0,0,1.2991298276626841,1.0765713916759339,0.0,-1.0015745277263968,1.3234016433635654,1,24.0,1,1,0.09812939250425164,0.09812939250425164
2016-07-29,air_db1233ad855b34d5,1,0,0,0,0,0,0,1.4296650652692384,1.1676552557223667,0.0,-1.0015745277263968,1.6146871449702194,1,35.0,1,1,1.2994064955267042,1.2994064955267042
2016-07-30,air_db1233ad855b34d5,0,0,1,0,0,0,0,1.5275664934741535,1.5244003899042284,0.0,-0.7545249055116868,1.6551434646378103,1,46.0,1,1,1.4179585144383517,1.4179585144383517
2016-07-31,air_db1233ad855b34d5,0,0,0,1,0,0,0,1.4867742317221053,1.5092197458964896,0.0,0.5630730796334327,1.5742308253026285,1,34.0,1,1,-0.373827695441484,-0.373827695441484
2016-08-01,air_db1233ad855b34d5,0,1,0,0,0,0,0,1.4459819699700573,1.494039101888751,0.0,-0.342775535153837,1.5499570335020743,1,18.0,1,1,-1.1177791305737523,-1.1177791305737523
2016-08-02,air_db1233ad855b34d5,0,0,0,0,0,1,0,1.5520418505253826,1.569942321927445,0.0,1.3316719043014191,1.5418657695685558,1,29.0,1,1,-0.7613727446051921,-0.7613727446051921
