visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-04,air_60aa54ecbc602348,0,1,0,0,0,0,0,-0.7012665940864619,-0.5124475013293,0.0,0.8864611163074183,-0.7909512915815019,1,4.0,1,1,-1.507042066329884,-1.507042066329884
2016-01-05,air_60aa54ecbc602348,0,0,0,0,0,1,0,-0.48793523147525153,-0.4876205356472239,0.0,0.7627165442340478,-0.7068420238394855,1,10.0,1,1,-1.3776693170597099,-1.3776693170597099
2016-01-06,air_60aa54ecbc602348,0,0,0,0,0,0,1,-0.7389133051354988,-0.9965733321297798,0.0,-1.316192266598578,-0.4665298302908667,1,14.0,1,1,-1.3138656025073627,-1.3138656025073627
2016-01-07,air_60aa54ecbc602348,0,0,0,0,1,0,0,-0.7640111125015236,-0.7979576066731727,0.0,-0.12824437469422048,-0.778935681904071,1,4.0,1,1,-1.2450181160536444,-1.2450181160536444
2016-01-09,air_60aa54ecbc602348,0,0,1,0,0,0,0,-0.9396957640636966,-0.9593328836066661,0.0,0.8864611163074183,-0.9832010464203969,1,22.0,1,1,-0.6556533693784068,-0.6556533693784069
2016-01-10,air_60aa54ecbc602348,0,0,0,1,0,0,0,-0.8644023419656224,-0.7979576066731727,0.0,0.9359589451367664,-1.0312634851301208,1,2.0,1,1,-0.9398699160206802,-0.9398699160206802
2016-01-12,air_60aa54ecbc602348,0,0,0,0,0,1,0,-1.4291030077011786,-1.6420744398637535,0.0,-1.316192266598578,-1.2114976302915847,1,5.0,1,1,-1.353207023338059,-1.353207023338059
2016-01-13,air_60aa54ecbc602348,0,0,0,0,0,0,1,-1.3161628745540674,-1.1951890575863873,0.0,0.8369632874780698,-1.4277786044853418,1,7.0,1,1,-1.1504473929029324,-1.1504473929029324
2016-01-14,air_60aa54ecbc602348,0,0,0,0,1,0,0,-1.1028315119428573,-0.9841598492887419,0.0,0.9359589451367664,-1.2956068980336015,1,4.0,1,1,-1.0583985557029059,-1.0583985557029059
2016-01-15,air_60aa54ecbc602348,1,0,0,0,0,0,0,-1.1530271266749068,-1.0462272634939318,0.0,0.6884698009900252,-1.0793259238398445,1,8.0,1,1,-0.7840173642683067,-0.7840173642683067
2016-01-16,air_60aa54ecbc602348,0,0,1,0,0,0,0,-1.0400869935277954,-0.9345059179245901,0.0,0.9359589451367664,-1.1033571431947062,1,7.0,1,1,-0.6374957905334702,-0.6374957905334702
2016-01-17,air_60aa54ecbc602348,0,0,0,1,0,0,0,-1.127929319308882,-1.3317373688378047,0.0,-0.5489759197436803,-1.0432790948075517,1,2.0,1,1,-1.2364437038213132,-1.2364437038213132
2016-01-19,air_60aa54ecbc602348,0,0,0,0,0,1,0,-1.2157716450899687,-1.3317373688378047,0.0,0.9359589451367664,-1.2114976302915847,1,1.0,1,1,-1.2830985939089978,-1.2830985939089978
2016-01-20,air_60aa54ecbc602348,0,0,0,0,0,0,1,-1.3412606819200923,-1.269669954632615,0.0,0.9607078595514404,-1.4037473851304796,1,3.0,1,1,-1.1590218051352636,-1.1590218051352636
2016-01-21,air_60aa54ecbc602348,0,0,0,0,1,0,0,-1.1781249340409314,-1.2200160232684631,0.0,0.5152274000873066,-1.1994820206141539,1,4.0,1,1,-1.0379712795023521,-1.0379712795023521
2016-01-22,air_60aa54ecbc602348,1,0,0,0,0,0,0,-1.127929319308882,-1.1207081605401594,0.0,0.6884698009900252,-0.9591698270655351,1,5.0,1,1,-0.7320665136841822,-0.7320665136841822
2016-01-23,air_60aa54ecbc602348,0,0,1,0,0,0,0,-1.366358489286117,-1.6048339913406395,0.0,-1.2666944377692297,-1.0072322657752588,1,6.0,1,1,-0.6594361983044353,-0.6594361983044353
