visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_a7404a854919e990,1,0,0,0,0,0,0,1.0913769914340095,1.2176658643643243,0.0,0.5912633820658167,0.9291392916109967,1,10.0,1,1,1.4075631475421095,1.40756314754211
2016-07-02,air_a7404a854919e990,0,0,1,0,0,0,0,1.3775897607248029,1.2730541755442337,0.0,0.03767477987155414,1.459733880386027,1,12.0,1,1,1.5636499495086038,1.5636499495086045
2016-07-03,air_a7404a854919e990,0,0,0,1,0,0,0,1.3432442284099075,1.2508988510722703,0.0,-0.14685475419320013,1.459733880386027,1,15.0,1,1,-0.3851945946615725,-0.3851945946615719
2016-07-04,air_a7404a854919e990,0,1,0,0,0,0,0,1.4233838038113296,1.4502967713199437,0.0,0.45945657201956375,1.393409556789148,1,9.0,1,1,-1.1424769735803535,-1.1424769735803528
2016-07-05,air_a7404a854919e990,0,0,0,0,0,1,0,1.3890382714964342,1.4392191090839617,0.0,1.4084656043525854,1.2607609095953904,1,9.0,1,1,-0.48788328016584503,-0.4878832801658445
2016-07-06,air_a7404a854919e990,0,0,0,0,0,0,1,1.3203472068666442,1.339520148960125,0.0,1.698440586454342,1.2607609095953904,1,5.0,1,1,-0.036799890750713236,-0.036799890750712654
2016-07-07,air_a7404a854919e990,0,0,0,0,1,0,0,1.1257225237489048,1.0958115797685242,0.0,0.643986106084318,1.1502203702672593,1,8.0,1,1,-0.10252064947344768,-0.10252064947344709
2016-07-08,air_a7404a854919e990,1,0,0,0,0,0,0,0.7593701790566891,0.586239116913358,0.0,-1.3858387686279785,0.8628149680141177,1,7.0,1,1,1.2051730837482342,1.2051730837482346
2016-07-09,air_a7404a854919e990,0,0,1,0,0,0,0,0.9082008190879017,0.8521030105769227,0.0,-0.09413203017469889,0.94019334554381,1,15.0,1,1,1.5035303918133751,1.5035303918133758
2016-07-10,air_a7404a854919e990,0,0,0,1,0,0,0,1.0112374160325874,0.9074913217568321,0.0,-0.6213592703597111,1.128112262401633,1,19.0,1,1,-0.22761413908774333,-0.22761413908774275
2016-07-11,air_a7404a854919e990,0,1,0,0,0,0,0,1.022685926804219,0.818870023868977,0.0,-1.3067546826002268,1.1612744242000725,1,8.0,1,1,-1.192140956024238,-1.1921409560242373
2016-07-12,air_a7404a854919e990,0,0,0,0,0,1,0,1.1486195452921681,1.2287435266003062,0.0,-0.5949979083504605,1.1612744242000725,1,12.0,1,1,-0.4729467440924963,-0.47294674409249576
2016-07-13,air_a7404a854919e990,0,0,0,0,0,0,1,1.022685926804219,0.8410253483409407,0.0,-1.359477406618728,1.0728419927375674,1,4.0,1,1,-0.4008779575385887,-0.40087795753858807
2016-07-14,air_a7404a854919e990,0,0,0,0,1,0,0,1.114274012977273,1.1068892420045056,0.0,1.1184906222508288,1.128112262401633,1,7.0,1,1,-0.18579183808236688,-0.1857918380823663
