visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.0984272807748323,1.1784369680704196,0.0,-0.19524593578754112,1.0426328303280479,1,85.0,1,1,1.326955786070142,1.326955786070142
2016-07-02,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,1.2606943016144805,1.3179482214719278,0.0,0.46859024589009945,1.1975308413255978,1,42.0,1,1,1.5034100418494702,1.5034100418494702
2016-07-03,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.5156853343624992,1.736481981676452,0.0,0.6544643767598386,1.330300565037784,1,27.0,1,1,-0.6997353191847739,-0.6997353191847739
2016-07-05,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,0.6463977227215262,0.5971400788974689,0.0,-1.3635976155401885,0.843478244759769,1,36.0,1,1,-0.8158236453553847,-0.8158236453553847
2016-07-06,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,0.8086647435611747,0.7482772700824357,0.0,-0.27490627758885816,0.8766706756878155,1,31.0,1,1,-0.3058792889404839,-0.30587928894048394
2016-07-07,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.3070563075686654,1.8876191728614196,0.0,2.0352436346493312,1.0315686866853655,1,27.0,1,1,-0.38017581768967473,-0.38017581768967473
2016-07-08,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.0636557763091934,1.0854294658027475,0.0,-0.8059752229309705,1.05369697397073,1,46.0,1,1,1.0981562486720657,1.0981562486720657
2016-07-09,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,0.7275312331413503,0.5157585144132555,0.0,-1.3635976155401885,0.8545423884024512,1,56.0,1,1,1.4354456036186765,1.4354456036186762
2016-07-10,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.0984272807748323,1.2598185325546327,0.0,1.7431557147111691,0.843478244759769,1,51.0,1,1,-0.5215925059338732,-0.5215925059338732
2016-07-12,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,1.272284803103027,1.3179482214719278,0.0,0.30926956228746555,1.330300565037784,1,13.0,1,1,-0.7989380706396594,-0.7989380706396595
2016-07-13,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,1.040474773332101,0.8296588345666491,0.0,-1.3635976155401885,1.2085949849682802,1,31.0,1,1,-0.7174651726362854,-0.7174651726362854
2016-07-14,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.133198785240471,1.4458335370899766,0.0,-0.32801317212306935,0.9651838248292728,1,39.0,1,1,-0.47431289672984267,-0.47431289672984267
2016-07-15,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,0.7043502301642577,0.4111250743621245,0.0,-1.3635976155401885,0.9319913939012263,1,27.0,1,1,0.8592253664445543,0.8592253664445543
2016-07-16,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,0.9245697584466378,0.8412847723501079,0.0,-0.9387424592664986,0.832414101117087,1,61.0,1,1,1.369169722859455,1.369169722859455
2016-07-17,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.133198785240471,0.9691700879681573,0.0,-1.3370441682730831,1.2196591286109624,1,3.0,1,1,0.3264854841634245,0.3264854841634245
2016-07-18,air_5afb1cca48ceaa19,0,1,0,0,0,0,0,1.4577328269197676,1.5155891637907308,1.0,0.6279109294927331,1.3745571396085126,1,93.0,1,1,-1.3924660218973999,-1.3924660218973999
2016-07-20,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,1.1795607911946564,1.0970554035862061,0.0,-0.14213904125333007,1.186466697682916,1,29.0,1,1,-0.6528778493486366,-0.6528778493486366
2016-07-21,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,0.6579882242100726,0.4460028877125016,0.0,-1.3635976155401885,0.9209272502585439,1,35.0,1,1,-0.40423776165958314,-0.40423776165958314
2016-07-22,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,0.6116262182558871,0.2599878831771572,0.0,-1.3635976155401885,0.8656065320451332,1,39.0,1,1,0.9309890589863863,0.9309890589863863
2016-07-23,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,0.7275312331413503,0.771529145649354,0.0,-0.9918493538007099,0.7992216701890404,1,54.0,1,1,1.2868525461202946,1.2868525461202946
2016-07-24,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,0.9013887554695448,0.9924219635350752,0.0,0.5748040349585218,0.7107085210475832,1,51.0,1,1,-0.7246415418904686,-0.7246415418904686
2016-07-26,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,0.8897982539809988,0.8064069589997308,0.0,-1.3370441682730831,0.9762479684719547,1,48.0,1,1,-0.6258609298034762,-0.6258609298034763
2016-07-27,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,0.9709317644008228,0.794781021216272,0.0,-1.2839372737388717,1.0868894048987763,1,24.0,1,1,-0.3966392530375068,-0.3966392530375068
2016-07-28,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.2027417941717489,1.2365666569877147,0.0,0.017181642349303812,1.186466697682916,1,40.0,1,1,-0.1429334929337358,-0.14293349293373583
2016-07-29,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.283875304591573,1.3877038481726816,0.0,1.690048820176958,1.142210123112187,1,37.0,1,1,1.2087567630600657,1.2087567630600657
2016-07-30,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,1.283875304591573,1.4458335370899766,0.0,1.5041746893072188,1.05369697397073,1,42.0,1,1,1.3421528033142947,1.3421528033142947
2016-07-31,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.318646809057212,1.2016888436373376,0.0,0.46859024589009945,1.3081722777524194,1,59.0,1,1,-0.673984817743293,-0.6739848177432931
2016-08-02,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,1.133198785240471,1.038925714668911,0.0,-0.912189011999393,1.0979535485414587,1,18.0,1,1,-1.110054784776896,-1.110054784776896
2016-08-03,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,1.237513298637388,1.3412000970388456,0.0,-0.27490627758885816,1.1975308413255978,1,38.0,1,1,-0.6013768464656747,-0.6013768464656748
2016-08-04,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.38818981798849,1.4574594748734357,0.0,0.8934454021637893,1.3081722777524194,1,20.0,1,1,-0.45742732201411745,-0.4574273220141175
2016-08-05,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.4577328269197676,1.5039632260072717,0.0,1.5041746893072188,1.330300565037784,1,40.0,1,1,0.7368049497555467,0.7368049497555466
2016-08-06,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,1.504094832873953,1.5969707282749444,0.0,0.9731057439651064,1.4630702887499698,1,52.0,1,1,0.461570081889226,0.461570081889226
2016-08-07,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.4461423254312216,1.52721510157419,0.0,1.610388478375641,1.3192364213951018,1,40.0,1,1,-0.8981408220945449,-0.8981408220945449
2016-08-09,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,1.8286288745532493,2.00387855069601,0.0,0.7872316130953667,1.4520061451072874,1,23.0,1,1,-0.5443880318001022,-0.5443880318001022
2016-08-10,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,1.504094832873953,1.573718852708026,0.0,-0.06247869945201301,1.4851985760353341,1,36.0,1,1,0.5966546796150275,0.5966546796150275
2016-08-11,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.2954658060801194,1.352826034822305,1.0,-0.06247869945201301,1.3966854268938766,1,44.0,1,1,0.24374616805637106,0.24374616805637103
2016-08-12,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.2259227971488416,1.3295741592553865,0.0,0.09684198415062063,1.286043990467055,1,43.0,1,1,-0.2480461955391251,-0.24804619553912513
2016-08-13,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,1.2027417941717489,1.3179482214719278,1.0,0.5482505876914162,1.186466697682916,1,61.0,1,1,-0.0593498980908961,-0.059349898090896136
2016-08-18,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.249103800125934,1.2946963459050098,0.0,-1.071509695602027,1.3966854268938766,1,40.0,1,1,-0.817090063459064,-0.8170900634590641
2016-08-19,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.3302373105457586,1.3760779103892224,0.0,0.46859024589009945,1.3745571396085126,1,36.0,1,1,0.6950131523341267,0.6950131523341267
2016-08-20,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,1.1100177822633783,1.1086813413696655,0.0,-0.9387424592664986,1.2749798468243732,1,50.0,1,1,0.5616171120798977,0.5616171120798977
2016-08-21,air_5afb1cca48ceaa19,0,0,0,1,0,0,0,1.365008815011397,1.5155891637907308,0.0,0.7341247185611557,1.2085949849682802,1,52.0,1,1,-1.116386875295293,-1.116386875295293
2016-08-23,air_5afb1cca48ceaa19,0,0,0,0,0,1,0,1.237513298637388,1.1551850925035012,0.0,-0.912189011999393,1.286043990467055,1,26.0,1,1,-0.8905423134724686,-0.8905423134724686
2016-08-24,air_5afb1cca48ceaa19,0,0,0,0,0,0,1,1.2027417941717489,1.2481925947711734,0.0,-0.8590821174651818,1.2085949849682802,1,19.0,1,1,-0.6748290964790793,-0.6748290964790793
2016-08-25,air_5afb1cca48ceaa19,0,0,0,0,1,0,0,1.3765993164999435,1.422581661523059,0.0,1.7962626092453806,1.2085949849682802,1,30.0,1,1,-0.5279245964522701,-0.5279245964522702
2016-08-26,air_5afb1cca48ceaa19,1,0,0,0,0,0,0,1.4113708209655824,1.4342075993065175,0.0,1.3448540057045848,1.263915703181691,1,36.0,1,1,1.0331467860165238,1.0331467860165238
2016-08-27,air_5afb1cca48ceaa19,0,0,1,0,0,0,0,0.9477507614237303,0.7599032078658949,0.0,-1.3635976155401885,0.9983762557573194,1,51.0,1,1,1.1044883391904627,1.1044883391904625
