visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-05,air_e7d2ac6d53d1b744,0,0,0,0,0,1,0,-0.591946311521555,-0.4878046167379223,0.0,0.7338629182525686,-0.8124058352885636,1,14.0,1,1,-1.4266705784790348,-1.4266705784790348
2016-01-06,air_e7d2ac6d53d1b744,0,0,0,0,0,0,1,-0.8198420009511327,-1.108030219583514,0.0,-1.294219332287803,-0.6087259458254198,1,15.0,1,1,-1.3617131910429126,-1.3617131910429126
2016-01-07,air_e7d2ac6d53d1b744,0,0,0,0,1,0,0,-0.8798145508010216,-0.8217722490393947,0.0,0.18302576378481344,-0.9255613294347546,1,12.0,1,1,-1.2916208322679663,-1.2916208322679663
2016-01-08,air_e7d2ac6d53d1b744,1,0,0,0,0,0,0,-1.1436937701405323,-1.1557398813408675,0.0,0.9341673380590252,-1.072663471824803,1,10.0,1,1,-0.9529694724725299,-0.9529694724725299
2016-01-11,air_e7d2ac6d53d1b744,0,1,0,0,0,0,0,-1.0237486704407548,-1.1676672967802058,1.0,-0.3678113906829419,-0.959507977678612,1,2.0,1,1,-1.3473352712942055,-1.3473352712942055
2016-01-12,air_e7d2ac6d53d1b744,0,0,0,0,0,1,0,-1.4435565193899766,-1.7401832378684445,0.0,-1.31925738476361,-1.2537122624587085,1,15.0,1,1,-1.4017659674857388,-1.4017659674857388
2016-01-13,air_e7d2ac6d53d1b744,0,0,0,0,0,0,1,-1.4195674994500211,-1.3107962820522654,0.0,0.8590531806316039,-1.4573921519218525,1,15.0,1,1,-1.195340119665018,-1.195340119665018
2016-01-14,air_e7d2ac6d53d1b744,0,0,0,0,1,0,0,-1.227655339930377,-0.9768286497507929,0.0,0.9341673380590252,-1.3894988554341379,1,16.0,1,1,-1.1016268927314818,-1.1016268927314818
2016-01-15,air_e7d2ac6d53d1b744,1,0,0,0,0,0,0,-1.167682790080488,-1.1676672967802058,0.0,0.40836823606707706,-1.0274012741663265,1,22.0,1,1,-0.8222844518994616,-0.8222844518994616
2016-01-16,air_e7d2ac6d53d1b744,0,0,1,0,0,0,0,-1.0477376903807103,-1.0722479732654993,0.0,0.8340151281557969,-1.072663471824803,1,22.0,1,1,-0.6731135345066274,-0.6731135345066274
2016-01-17,air_e7d2ac6d53d1b744,0,0,0,1,0,0,0,-1.179677300050466,-1.406215605566972,0.0,-0.2926972332555208,-1.0387168235809456,1,19.0,1,1,-1.2828913809919655,-1.2828913809919655
2016-01-18,air_e7d2ac6d53d1b744,0,1,0,0,0,0,0,-1.5515071091197767,-1.644763914353738,0.0,-1.0438388075297325,-1.197134515385613,1,3.0,1,1,-1.5694227816983393,-1.5694227816983393
2016-01-19,air_e7d2ac6d53d1b744,0,0,0,0,0,1,0,-1.3356059296601768,-1.41814302100631,0.0,1.0092814954864466,-1.2537122624587085,1,12.0,1,1,-1.3303898658760867,-1.3303898658760867
2016-01-20,air_e7d2ac6d53d1b744,0,0,0,0,0,0,1,-1.4555510293599543,-1.41814302100631,0.0,1.0092814954864466,-1.423445503677995,1,6.0,1,1,-1.2040695709410187,-1.2040695709410187
2016-01-21,air_e7d2ac6d53d1b744,0,0,0,0,1,0,0,-1.2876278897802658,-1.3227236974916037,0.0,0.7088248657767616,-1.4460766025072334,1,11.0,1,1,-1.080830258809245,-1.080830258809245
2016-01-22,air_e7d2ac6d53d1b744,1,0,0,0,0,0,0,-1.2036663199904212,-1.2630866202949123,0.0,0.8590531806316039,-0.9708235270932312,1,13.0,1,1,-0.7693942471095755,-0.7693942471095755
2016-01-23,air_e7d2ac6d53d1b744,0,0,1,0,0,0,0,-1.3715894595701101,-1.5851268371570464,0.0,-1.0939149124813465,-1.0160857247517074,1,18.0,1,1,-0.6954506598305114,-0.6954506598305114
2016-01-24,air_e7d2ac6d53d1b744,0,0,0,1,0,0,0,-1.4915345592698879,-1.370433359248957,0.0,0.9592053905348322,-1.5366009978241864,1,25.0,1,1,-1.399198481816327,-1.399198481816327
2016-01-26,air_e7d2ac6d53d1b744,0,0,0,0,0,1,0,-1.4915345592698879,-1.2273043739768972,0.0,0.8590531806316039,-1.6158098437265198,1,9.0,1,1,-1.2497708158565515,-1.2497708158565515
2016-01-27,air_e7d2ac6d53d1b744,0,0,0,0,0,0,1,-1.1556882801105102,-0.7979174181607183,0.0,1.0343195479622536,-1.513969898994948,1,15.0,1,1,-1.0967486699595992,-1.0967486699595992
2016-01-28,air_e7d2ac6d53d1b744,0,0,0,0,1,0,0,-1.011754160470777,-0.7144255100853502,0.0,1.0593576004380605,-1.3555522071902806,1,10.0,1,1,-1.1023971384323055,-1.1023971384323055
2016-01-29,air_e7d2ac6d53d1b744,1,0,0,0,0,0,0,-1.2396498499003545,-1.525489759960355,0.0,-1.31925738476361,-0.959507977678612,1,9.0,1,1,-0.9581044438113538,-0.9581044438113538
2016-02-02,air_e7d2ac6d53d1b744,0,0,0,0,0,1,0,-1.1436937701405323,-1.179594712219544,0.0,0.48348239349449823,-0.9368768788493738,1,17.0,1,1,-1.3211469174662036,-1.3211469174662036
2016-02-03,air_e7d2ac6d53d1b744,0,0,0,0,0,0,1,-1.2516443598703324,-1.3823607746882953,0.0,-0.0923928134490641,-1.1179256694832793,1,15.0,1,1,-1.2456628387854922,-1.2456628387854922
2016-02-04,air_e7d2ac6d53d1b744,0,0,0,0,1,0,0,-1.26363886984031,-1.215376958537559,0.0,0.1579877113090065,-1.163187867141756,1,14.0,1,1,-1.2076640508781955,-1.2076640508781955
