visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-01-04,air_2c989829acbd1c6b,0,1,0,0,0,0,0,-0.7362442443336495,-0.5448682013273464,0.0,0.9229095546597522,-0.8243527657646061,1,27.0,1,1,-1.4936169814485287,-1.4936169814485287
2016-01-05,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-0.5236974317681233,-0.5199544161032064,0.0,0.7996243242542107,-0.7411367848899613,1,29.0,1,1,-1.3626180075814953,-1.3626180075814953
2016-01-06,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-0.7737525053746246,-1.0306870131980743,0.0,-1.2715675465588863,-0.5033768395338329,1,20.0,1,1,-1.2980122758303074,-1.2980122758303074
2016-01-07,air_2c989829acbd1c6b,0,0,0,0,1,0,0,-0.7987580127352748,-0.8313767314049552,0.0,-0.08802933466568806,-0.8124647684967997,1,24.0,1,1,-1.2282993716086696,-1.2282993716086696
2016-01-08,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-1.036310332661451,-1.0805145836463543,0.0,0.8735954624975354,-0.9788967302460896,1,35.0,1,1,-0.8914813471825158,-0.8914813471825158
2016-01-09,air_2c989829acbd1c6b,0,0,1,0,0,0,0,-0.9737965642598256,-0.9933163353618647,0.0,0.9229095546597522,-1.014560722049509,1,19.0,1,1,-0.631526268436629,-0.631526268436629
2016-01-12,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-1.4614039577925029,-1.6784454290257123,0.0,-1.2715675465588863,-1.2404326701378308,1,34.0,1,1,-1.3378482210998146,-1.3378482210998146
2016-01-13,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-1.3488791746695774,-1.229997294991194,0.0,0.8735954624975354,-1.4544166209583462,1,19.0,1,1,-1.1325398877877388,-1.1325398877877388
2016-01-14,air_2c989829acbd1c6b,0,0,0,0,1,0,0,-1.1363323621040513,-1.0182301205860045,0.0,0.9722236468219686,-1.3236486510124759,1,24.0,1,1,-1.0393339902020329,-1.0393339902020329
2016-01-15,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-1.1863433768253517,-1.0805145836463543,0.0,0.7256531860108857,-1.1096647001919602,1,33.0,1,1,-0.7615038078095724,-0.7615038078095724
2016-01-16,air_2c989829acbd1c6b,0,0,1,0,0,0,0,-1.073818593702426,-0.9684025501377247,0.0,0.9722236468219686,-1.133440694727573,1,2.0,1,1,-0.6131404475430102,-0.6131404475430102
2016-01-18,air_2c989829acbd1c6b,0,1,0,0,0,0,0,-1.5364204798744532,-1.6659885364136422,0.0,-0.9263689014233701,-1.3236486510124759,1,10.0,1,1,-1.5045974022599955,-1.5045974022599955
2016-01-19,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-1.248857145226977,-1.3670231137239632,0.0,0.9722236468219686,-1.2404326701378308,1,24.0,1,1,-1.2668585237605645,-1.2668585237605645
2016-01-20,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-1.3738846820302275,-1.3047386506636136,0.0,0.9968806929030769,-1.4306406264227334,1,32.0,1,1,-1.1412220809875033,-1.1412220809875033
2016-01-21,air_2c989829acbd1c6b,0,0,0,0,1,0,0,-1.2113488841860018,-1.2549110802153336,0.0,0.5530538634431278,-1.2285446728700244,1,28.0,1,1,-1.0186499416967119,-1.0186499416967119
2016-01-22,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-1.1613378694647014,-1.155255939318774,0.0,0.7256531860108857,-0.990784727513896,1,35.0,1,1,-0.708899931363941,-0.708899931363941
2016-01-23,air_2c989829acbd1c6b,0,0,1,0,0,0,0,-1.3988901893908776,-1.6410747511895023,0.0,-1.2222534543966697,-1.0383367165851216,1,3.0,1,1,-0.6353566477894662,-0.6353566477894662
2016-01-25,air_2c989829acbd1c6b,0,1,0,0,0,0,0,-1.5239177261941284,-1.3919368989481031,0.0,1.0955088772275101,-1.6565125745110554,1,36.0,1,1,-1.3600644213462705,-1.3600644213462705
2016-01-26,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-1.4113929430712027,-1.2424541876032638,0.0,0.8489384164164272,-1.501968610029572,1,28.0,1,1,-1.186675915974505,-1.186675915974505
2016-01-27,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-1.0988241010630762,-0.7690922683446054,0.0,1.0461947850652937,-1.478192615493959,1,48.0,1,1,-1.0344821763551058,-1.0344821763551058
2016-01-28,air_2c989829acbd1c6b,0,0,0,0,1,0,0,-0.9112827958582003,-0.6943509126721857,0.0,1.0461947850652937,-1.0977767029241539,1,25.0,1,1,-1.0401000660726003,-1.0401000660726003
2016-01-29,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-1.2113488841860018,-1.4666782546205228,0.0,-1.2715675465588863,-1.0383367165851216,1,27.0,1,1,-0.8965885196529654,-0.8965885196529654
2016-01-30,air_2c989829acbd1c6b,0,0,1,0,0,0,0,-1.473906711472828,-1.8154712477584816,0.0,-1.2715675465588863,-1.1691046865309922,1,7.0,1,1,-0.5939885507788241,-0.5939885507788241
2016-02-01,air_2c989829acbd1c6b,0,1,0,0,0,0,0,-1.2988681599482772,-1.6037040733532926,0.0,-1.2715675465588863,-1.0383367165851216,1,29.0,1,1,-1.4062843322038399,-1.4062843322038399
2016-02-02,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-1.1363323621040513,-1.1054283688704942,0.0,0.8242813703353189,-1.0383367165851216,1,20.0,1,1,-1.2576656133137551,-1.2576656133137551
2016-02-03,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-1.261359898907302,-1.2922817580515435,0.0,0.4790827251998027,-1.1691046865309922,1,17.0,1,1,-1.1825901779981454,-1.1825901779981454
2016-02-04,air_2c989829acbd1c6b,0,0,0,0,1,0,0,-1.248857145226977,-1.2549110802153336,0.0,0.18319817222650334,-1.216656675602218,1,19.0,1,1,-1.1447971017168181,-1.1447971017168181
2016-02-05,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-0.9487910568991754,-0.7815491609566754,0.0,0.9475666007408604,-1.2760966619412502,1,25.0,1,1,-0.7694199251387693,-0.7694199251387693
2016-02-08,air_2c989829acbd1c6b,0,1,0,0,0,0,0,-1.3363764209892524,-1.2798248654394735,0.0,0.08456998790207006,-1.192880681066605,1,44.0,1,1,-1.3547018902522985,-1.3547018902522985
2016-02-09,air_2c989829acbd1c6b,0,0,0,0,0,1,0,-1.061315840022101,-0.6071526643876961,0.0,0.8489384164164272,-1.2760966619412502,1,29.0,1,1,-1.1361149085170537,-1.1361149085170537
2016-02-10,air_2c989829acbd1c6b,0,0,0,0,0,0,1,-1.1363323621040513,-1.0929714762584242,0.0,1.1694800154708351,-1.1572166892631859,1,33.0,1,1,-0.8110433807729339,-0.8110433807729339
2016-02-12,air_2c989829acbd1c6b,1,0,0,0,0,0,0,-0.9862993179401507,-0.9559456575256547,0.0,-0.6797984406122871,-1.1691046865309922,1,30.0,1,1,-0.8281524085489402,-0.8281524085489402
2016-02-13,air_2c989829acbd1c6b,0,0,1,0,0,0,0,-0.13611206767804646,0.27728671106927083,0.0,-0.1373434268279047,-0.3607208723201558,1,9.0,1,1,-0.6376548754011685,-0.6376548754011685
