visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,total_area_visitors,total_genre_visitors
2016-07-01,air_2195cd5025a98033,1,0,0,0,0,0,0,1.089475941768429,1.1712036273745696,0.0,-0.16469650923211757,1.028810561867563,1,37.0,1,1,1.2925280373352537,1.2925280373352532
2016-07-02,air_2195cd5025a98033,0,0,1,0,0,0,0,1.2522586885486127,1.3112582165594133,0.0,0.501838406519873,1.1835459353237237,1,13.0,1,1,1.4447856377506805,1.44478563775068
2016-07-04,air_2195cd5025a98033,0,1,0,0,0,0,0,1.345277400994432,1.5446825318674857,0.0,0.555161199780032,1.205650988674604,1,10.0,1,1,-1.1949531905043378,-1.194953190504338
2016-07-05,air_2195cd5025a98033,0,0,0,0,0,1,0,0.63600971859506,0.5876428391043874,0.0,-1.337797960955621,0.8298650817096419,1,25.0,1,1,-0.5564183256042348,-0.556418325604235
2016-07-06,air_2195cd5025a98033,0,0,0,0,0,0,1,0.7987924653752438,0.7393686440546344,0.0,-0.2446806991223566,0.8630226617359622,1,27.0,1,1,-0.11640114545630292,-0.11640114545630313
2016-07-07,air_2195cd5025a98033,0,0,0,0,1,0,0,1.2987680447715222,1.8831477890641921,0.0,2.0748608076945705,1.0177580351921227,1,36.0,1,1,-0.18050960878911418,-0.1805096087891144
2016-07-08,air_2195cd5025a98033,1,0,0,0,0,0,0,1.0545939246012468,1.0778339012513403,0.0,-0.7779086317239489,1.0398630885430031,1,33.0,1,1,1.095103110480801,1.0951031104808004
2016-07-09,air_2195cd5025a98033,0,0,1,0,0,0,0,0.7174010919851517,0.5059443287465615,0.0,-1.337797960955621,0.8409176083850821,1,10.0,1,1,1.386140963906461,1.3861409639064606
2016-07-11,air_2195cd5025a98033,0,1,0,0,0,0,0,1.3685320791058868,1.5096688845712751,0.0,1.9948766178043316,1.0619681418938833,1,23.0,1,1,-1.2433987906365191,-1.2433987906365191
2016-07-12,air_2195cd5025a98033,0,0,0,0,0,1,0,1.2638860276043402,1.3112582165594133,0.0,0.3418700267393951,1.3161762554290046,1,46.0,1,1,-0.5418482203013231,-0.5418482203013233
2016-07-13,air_2195cd5025a98033,0,0,0,0,0,0,1,1.0313392464897921,0.8210671544124603,0.0,-1.337797960955621,1.1945984619991639,1,26.0,1,1,-0.4715474622147744,-0.47154746221477456
2016-07-14,air_2195cd5025a98033,0,0,0,0,1,0,0,1.124357958935611,1.439641589978853,0.0,-0.2980034923825158,0.9514428751394827,1,24.0,1,1,-0.26173794585284665,-0.2617379458528468
2016-07-15,air_2195cd5025a98033,1,0,0,0,0,0,0,0.6941464138736969,0.40090338685792887,0.0,-1.337797960955621,0.9182852951131625,1,32.0,1,1,0.8889361204446009,0.8889361204446007
