visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-07-01,air_f88898cd09f40496,1,0,0,0,0,0,0,1.1017972284536146,1.2246775274058723,0.0,-0.6696274492893726,1.0266513717449939,1,4.0,1,1,1.4363668448832494,1.4363668448832494
2016-07-03,air_f88898cd09f40496,0,0,0,1,0,0,0,1.5859055655024752,1.8084141199426198,0.0,0.34355953442193043,1.2744888705604283,1,15.0,1,1,-0.33433170990767047,-0.3343317099076704
2016-07-04,air_f88898cd09f40496,0,1,0,0,0,0,0,1.3658563213893566,1.566108364550008,0.0,0.26140923844533837,1.2848154330110715,1,12.0,1,1,-1.0822960234081882,-1.0822960234081882
2016-07-05,air_f88898cd09f40496,0,0,0,0,0,1,0,0.6396938158160659,0.5418158531176012,0.0,-1.4363635450708991,0.8304466851827748,1,10.0,1,1,-0.43575685103816475,-0.4357568510381647
2016-07-06,air_f88898cd09f40496,0,0,0,0,0,0,1,0.8597430599291843,0.8502049963445623,0.0,-0.9434617692113464,0.8717529349853473,1,7.0,1,1,0.009776132545970031,0.009776132545970123
2016-07-07,air_f88898cd09f40496,0,0,0,0,1,0,0,1.310844010361077,1.896525303721752,0.0,1.384129950125431,1.0266513717449939,1,7.0,1,1,-0.0551359577775463,-0.05513595777754621
2016-07-08,air_f88898cd09f40496,1,0,0,0,0,0,0,1.0687898418366468,1.1255524456543489,0.0,-0.8613114732347542,1.0473044966462801,1,8.0,1,1,1.2364671121824207,1.2364671121824207
2016-07-09,air_f88898cd09f40496,0,0,1,0,0,0,0,0.738715975666969,0.45370466933846976,0.0,-1.4363635450708991,0.8924060598866336,1,18.0,1,1,1.531153249503384,1.5311532495033842
2016-07-10,air_f88898cd09f40496,0,0,0,1,0,0,0,1.145807077276238,1.3458304051021786,0.0,1.630580838055207,0.8614263725347041,1,7.0,1,1,-0.1786902206092393,-0.17869022060923923
2016-07-11,air_f88898cd09f40496,0,1,0,0,0,0,0,1.354853859183701,1.5771222625223988,0.0,1.3567465181332332,1.1195904338007818,1,5.0,1,1,-1.1313489098458454,-1.1313489098458454
2016-07-12,air_f88898cd09f40496,0,0,0,0,0,1,0,1.2998415481554213,1.367858201046961,0.0,0.6173938543439041,1.2848154330110715,1,13.0,1,1,-0.4210041032373656,-0.42100410323736553
2016-07-13,air_f88898cd09f40496,0,0,0,0,0,0,1,1.0687898418366468,0.7731077105378221,0.0,-1.4363635450708991,1.243509183208499,1,2.0,1,1,-0.34982209509850964,-0.34982209509850953
2016-07-14,air_f88898cd09f40496,0,0,0,0,1,0,0,1.0907947662479585,1.4890110787432673,0.0,-0.25887596940641194,1.0266513717449939,1,8.0,1,1,-0.13738252676700163,-0.13738252676700155
2016-07-15,air_f88898cd09f40496,1,0,0,0,0,0,0,0.727713513461313,0.3545795875869463,0.0,-1.4363635450708991,1.0163248092943507,1,6.0,1,1,1.0277157308011124,1.0277157308011127
2016-07-17,air_f88898cd09f40496,0,0,0,1,0,0,0,1.178814463893206,0.9933856699856515,0.0,-1.2994463851099123,1.2228560583072128,1,23.0,1,1,0.5622665376858987,0.5622665376858988
2016-07-18,air_f88898cd09f40496,0,1,0,0,0,0,0,1.4208686324176363,1.4559693848260933,1.0,0.31617610242973315,1.3261216828136437,1,12.0,1,1,-0.9395631884354563,-0.9395631884354562
2016-07-19,air_f88898cd09f40496,0,0,0,0,0,1,0,1.343851396978045,1.3238026091573953,0.0,0.04234178250775937,1.3261216828136437,1,7.0,1,1,-0.766956039166106,-0.766956039166106
2016-07-20,air_f88898cd09f40496,0,0,0,0,0,0,1,1.178814463893206,1.0594690578200003,0.0,-0.779161177258162,1.233182620757856,1,7.0,1,1,-0.2933928347604528,-0.29339283476045275
2016-07-22,air_f88898cd09f40496,1,0,0,0,0,0,0,0.606686429199098,0.23342670989064043,0.0,-1.4363635450708991,0.8717529349853473,1,7.0,1,1,1.090414908954509,1.090414908954509
2016-07-23,air_f88898cd09f40496,0,0,1,0,0,0,0,0.7167110512556573,0.49776026122803546,0.0,-1.4089801130787019,0.7891404353802025,1,9.0,1,1,1.4013290688563513,1.4013290688563516
