visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_ecab54b57a71b10d,1,0,0,0,0,0,0,0.9988899329890584,1.0004288028412156,0.0,0.4835517945570273,0.9350044849943704,1,22.0,1,1,1.2761831324288242,1.2761831324288242
2016-07-02,air_ecab54b57a71b10d,0,0,1,0,0,0,0,1.062588480752014,0.7865692143191504,0.0,-1.2438197445513588,1.2683122107432043,1,24.0,1,1,1.4299563294830453,1.4299563294830453
2016-07-04,air_ecab54b57a71b10d,0,1,0,0,0,0,0,1.2112184255322447,1.2677532884937972,0.0,0.42957143395989017,1.216232878594949,1,12.0,1,1,-1.2360588835598745,-1.2360588835598745
2016-07-05,air_ecab54b57a71b10d,0,0,0,0,0,1,0,1.2749169732952002,1.2677532884937972,0.0,1.2392768429169463,1.2474804778839022,1,21.0,1,1,-0.5911679399329615,-0.5911679399329615
2016-07-06,air_ecab54b57a71b10d,0,0,0,0,0,0,1,1.2855333979223598,1.2463673296415911,0.0,0.8614143187369868,1.382886741469366,1,22.0,1,1,-0.14677075801549944,-0.14677075801549944
2016-07-07,air_ecab54b57a71b10d,0,0,0,0,1,0,0,1.2324512747865632,1.1608234942327647,0.0,0.6994732369455755,1.2891439436025063,1,6.0,1,1,-0.21151736730148726,-0.21151736730148726
2016-07-08,air_ecab54b57a71b10d,1,0,0,0,0,0,0,0.7440957419372347,0.6689464406320147,0.0,-1.4057608263427697,0.9245886185647191,1,16.0,1,1,1.0767930061049298,1.0767930061049298
2016-07-09,air_ecab54b57a71b10d,0,0,1,0,0,0,0,0.8714928374631464,0.7865692143191504,0.0,0.0517089097799309,0.862093419986813,1,22.0,1,1,1.3707278971248407,1.3707278971248407
2016-07-11,air_ecab54b57a71b10d,0,1,0,0,0,0,0,1.030739206870536,0.7224113377625311,0.0,-1.4057608263427697,1.2266487450246002,1,14.0,1,1,-1.2849867189862174,-1.2849867189862174
2016-07-12,air_ecab54b57a71b10d,0,0,0,0,0,1,0,1.1156706038878106,1.0325077411195256,0.0,-0.6770259582814194,1.216232878594949,1,19.0,1,1,-0.5764528014588732,-0.5764528014588732
2016-07-13,air_ecab54b57a71b10d,0,0,0,0,0,0,1,0.9351913852261023,0.6689464406320147,0.0,-1.4057608263427697,1.1433218135873915,1,3.0,1,1,-0.505452258321398,-0.505452258321398
2016-07-14,air_ecab54b57a71b10d,0,0,0,0,1,0,0,1.1475198777692885,1.1501305148066612,0.0,0.2676303521684791,1.1745694128763449,1,13.0,1,1,-0.2935542642945287,-0.2935542642945287
2016-07-15,air_ecab54b57a71b10d,1,0,0,0,0,0,0,0.8714928374631464,0.6903323994842212,0.0,-0.704016138579988,1.0079155500019277,1,18.0,1,1,0.8685737966965826,0.8685737966965826
2016-07-16,air_ecab54b57a71b10d,0,0,1,0,0,0,0,0.8608764128359873,0.6903323994842212,0.0,-0.40712415529573415,0.8100140878385577,1,23.0,1,1,1.3129709786140447,1.3129709786140447
2016-07-19,air_ecab54b57a71b10d,0,0,0,0,0,1,0,1.1899855762779257,1.1394375353805586,0.0,1.7251000882911796,1.080826615009485,1,10.0,1,1,-0.9215227986762403,-0.9215227986762403
2016-07-20,air_ecab54b57a71b10d,0,0,0,0,0,0,1,1.1581363023964482,1.1929024325110749,0.0,0.8344241384384183,1.1745694128763449,1,5.0,1,1,-0.4491668536580108,-0.4491668536580108
2016-07-21,air_ecab54b57a71b10d,0,0,0,0,1,0,0,1.12628702851497,1.1715164736588681,0.0,1.8870411700825906,1.080826615009485,1,1.0,1,1,-0.23248643962706286,-0.23248643962706286
2016-07-22,air_ecab54b57a71b10d,1,0,0,0,0,0,0,1.094437754633492,1.1608234942327647,0.0,0.780443777841281,1.0079155500019277,1,18.0,1,1,0.9311131352114572,0.9311131352114572
2016-07-23,air_ecab54b57a71b10d,0,0,1,0,0,0,0,1.1793691516507665,1.1822094530849714,0.0,1.5631590064997685,1.1120742142984383,1,17.0,1,1,1.241234678552865,1.241234678552865
2016-07-25,air_ecab54b57a71b10d,0,1,0,0,0,0,0,1.12628702851497,0.9255779468584929,0.0,-1.3787706460442013,1.237064611454251,1,5.0,1,1,-1.143353511173119,-1.143353511173119
