visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_c26f027b5bc1f081,1,0,0,0,0,0,0,1.099432189345717,1.1728234881359945,0.0,-0.201178160368119,1.0423574593037428,1,6.0,1,1,1.2213787471346371,1.221378747134637
2016-07-02,air_c26f027b5bc1f081,0,0,1,0,0,0,0,1.262676846569674,1.3132978843194976,0.0,0.4683654430496617,1.1970504039407015,1,6.0,1,1,1.3873645867419437,1.3873645867419433
2016-07-05,air_c26f027b5bc1f081,0,0,0,0,0,1,0,0.6446792156504082,0.5875135040380639,0.0,-1.3795749023834132,0.8434665304847957,1,6.0,1,1,-0.7942770467569616,-0.7942770467569615
2016-07-07,air_c26f027b5bc1f081,0,0,0,0,1,0,0,1.3093181772050901,1.8869016687354698,0.0,2.0484883471156246,1.0313079632582456,1,6.0,1,1,-0.3844746867695444,-0.3844746867695444
2016-07-08,air_c26f027b5bc1f081,1,0,0,0,0,0,0,1.0644511913691548,1.0791738906803254,0.0,-0.8171582755124773,1.05340695534924,1,10.0,1,1,1.00615308907923,1.0061530890792298
2016-07-09,air_c26f027b5bc1f081,0,0,1,0,0,0,0,0.7263015442623866,0.5055701062643534,0.0,-1.3795749023834132,0.8545160265302929,1,8.0,1,1,1.3234322418214262,1.3234322418214257
2016-07-12,air_c26f027b5bc1f081,0,0,0,0,0,1,0,1.2743371792285283,1.3132978843194976,0.0,0.3076749782293942,1.3296443564866665,1,3.0,1,1,-0.7783932343543486,-0.7783932343543485
2016-07-13,air_c26f027b5bc1f081,0,0,0,0,0,0,1,1.0411305260514467,0.8216374976772362,0.0,-1.3795749023834132,1.2080998999861987,1,14.0,1,1,-0.7017538395117405,-0.7017538395117404
2016-07-14,air_c26f027b5bc1f081,0,0,0,0,1,0,0,1.1344131873222791,1.4420660808210422,0.0,-0.3350868810516753,0.9650109869852634,1,10.0,1,1,-0.4730269409141123,-0.47302694091411224
2016-07-15,air_c26f027b5bc1f081,1,0,0,0,0,0,0,0.7029808789446785,0.400214309126726,0.0,-1.3795749023834132,0.9318624988487723,1,2.0,1,1,0.781397143582255,0.7813971435822549
2016-07-16,air_c26f027b5bc1f081,0,0,1,0,0,0,0,0.9245271994629061,0.8333436973591944,0.0,-0.9510669961960335,0.8324170344392988,1,8.0,1,1,1.2610882781411699,1.2610882781411694
2016-07-20,air_c26f027b5bc1f081,0,0,0,0,0,0,1,1.1810545179576957,1.0908800903622837,0.0,-0.14761467209469675,1.1860009078952045,1,8.0,1,1,-0.6409982570717455,-0.6409982570717454
2016-07-21,air_c26f027b5bc1f081,0,0,0,0,1,0,0,0.6563395483092624,0.43533290817260195,0.0,-1.3795749023834132,0.9208130028032749,1,10.0,1,1,-0.40710911944326805,-0.407109119443268
2016-07-22,air_c26f027b5bc1f081,1,0,0,0,0,0,0,0.6096982176738459,0.24803371326126403,0.0,-1.3795749023834132,0.8655655225757897,1,10.0,1,1,0.8489033462933606,0.8489033462933604
2016-07-23,air_c26f027b5bc1f081,0,0,1,0,0,0,0,0.7263015442623866,0.7631064992674431,0.0,-1.004630484469456,0.7992685463028076,1,16.0,1,1,1.183654692678431,1.1836546926784308
2016-07-25,air_c26f027b5bc1f081,0,1,0,0,0,0,0,0.9944891954160303,0.8567560967231116,0.0,-1.1653209492897234,0.9429119948942695,1,3.0,1,1,-1.390317107165017,-1.3903171071650169
2016-07-26,air_c26f027b5bc1f081,0,0,0,0,0,1,0,0.8895462014863438,0.7982250983133186,0.0,-1.352793158246702,0.9760604830307603,1,3.0,1,1,-0.6155841572275645,-0.6155841572275645
2016-07-27,air_c26f027b5bc1f081,0,0,0,0,0,0,1,0.9711685300983223,0.7865188986313603,0.0,-1.2992296699732795,1.0865554434857307,1,5.0,1,1,-0.39996140386209217,-0.3999614038620921
