visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_eb5788dba285e725,1,0,0,0,0,0,0,1.0930696057293041,1.2169634125622038,0.0,0.6255303662681805,0.929154255165649,1,46.0,1,1,1.3139268993723616,1.3139268993723616
2016-07-02,air_eb5788dba285e725,0,0,1,0,0,0,0,1.3801870035418244,1.2721771524917855,0.0,0.0721524494692485,1.4614877149854595,1,32.0,1,1,1.4738730136579852,1.4738730136579852
2016-07-03,air_eb5788dba285e725,0,0,0,1,0,0,0,1.345732915804322,1.2500916565199534,0.0,-0.1123068561303956,1.4614877149854595,1,35.0,1,1,-0.5231575376737583,-0.5231575376737583
2016-07-04,air_eb5788dba285e725,0,1,0,0,0,0,0,1.4261257871918276,1.4488611202664479,0.0,0.49377371941129194,1.394946032507983,1,40.0,1,1,-1.2991640443035295,-1.2991640443035295
2016-07-06,air_eb5788dba285e725,0,0,0,0,0,0,1,1.3227635239793205,1.338433640407284,0.0,1.7322861998660446,1.2618626675530304,1,19.0,1,1,-0.1661486270792926,-0.1661486270792926
2016-07-07,air_eb5788dba285e725,0,0,0,0,1,0,0,1.1275236934668067,1.095493184717124,0.0,0.678233025010936,1.1509598634239033,1,24.0,1,1,-0.2334943594100814,-0.2334943594100814
2016-07-08,air_eb5788dba285e725,1,0,0,0,0,0,0,0.7600134242667802,0.5875267773649702,0.0,-1.3508193365851484,0.8626125726881725,1,13.0,1,1,1.106532655490046,1.106532655490046
2016-07-09,air_eb5788dba285e725,0,0,1,0,0,0,0,0.9093144711292909,0.8525527290269632,0.0,-0.059604197387640105,0.9402445355785618,1,35.0,1,1,1.4122669744235703,1.4122669744235703
2016-07-10,air_eb5788dba285e725,0,0,0,1,0,0,0,1.0126767343417984,0.9077664689565452,0.0,-0.5866307848151946,1.128779302598078,1,36.0,1,1,-0.3616808385624351,-0.3616808385624351
2016-07-11,air_eb5788dba285e725,0,1,0,0,0,0,0,1.0241614302542992,0.8194244850692141,0.0,-1.2717653484710154,1.1620501438368163,1,10.0,1,1,-1.350055989758046,-1.350055989758046
2016-07-13,air_eb5788dba285e725,0,0,0,0,0,0,1,1.0241614302542992,0.8415099810410467,0.0,-1.324468007213771,1.0733279005335143,1,25.0,1,1,-0.5392286783436057,-0.5392286783436057
2016-07-14,air_eb5788dba285e725,0,0,0,0,1,0,0,1.1160389975543057,1.1065359327030397,0.0,1.152556953695735,1.128779302598078,1,33.0,1,1,-0.31882446344284227,-0.31882446344284227
2016-07-15,air_eb5788dba285e725,1,0,0,0,0,0,0,0.8978297752167903,0.8525527290269632,0.0,1.4424215767808897,1.0067862180560379,1,29.0,1,1,0.889954902653532,0.889954902653532
2016-07-16,air_eb5788dba285e725,0,0,1,0,0,0,0,1.1390083893793073,1.3273908924213675,0.0,0.2039090963261371,0.9735153768172997,1,19.0,1,1,1.3521915200148553,1.3521915200148553
2016-07-17,air_eb5788dba285e725,0,0,0,1,0,0,0,1.0241614302542992,0.9408947129142944,0.0,0.3093144138116478,1.1176890221851652,1,35.0,1,1,0.4070553901452622,0.4070553901452622
2016-07-18,air_eb5788dba285e725,0,1,0,0,0,0,0,1.0126767343417984,1.0071512008297925,1.0,0.7836383424964467,0.9735153768172997,1,32.0,1,1,-1.151079962417079,-1.151079962417079
2016-07-20,air_eb5788dba285e725,0,0,0,0,0,0,1,1.0356461261668,1.0292366968016256,0.0,1.0735029655816015,1.128779302598078,1,27.0,1,1,-0.48068380876059036,-0.48068380876059036
2016-07-21,air_eb5788dba285e725,0,0,0,0,1,0,0,0.966737950691795,0.9519374609002106,0.0,1.7849888586088003,1.0289667788818633,1,11.0,1,1,-0.2553051931763028,-0.2553051931763028
2016-07-22,air_eb5788dba285e725,1,0,0,0,0,0,0,0.9093144711292909,0.9188092169424618,0.0,1.7849888586088003,0.9402445355785618,1,18.0,1,1,0.9550047577457712,0.9550047577457712
2016-07-23,air_eb5788dba285e725,0,0,1,0,0,0,0,1.1045543016418047,1.1507069246467059,0.0,1.9430968348370665,0.9180639747527362,1,27.0,1,1,1.2775755097619927,1.2775755097619927
2016-07-24,air_eb5788dba285e725,0,0,0,1,0,0,0,1.276824740329317,1.2390489085340368,0.0,0.2039090963261371,1.2840432283788559,1,22.0,1,1,-0.5457336638528295,-0.5457336638528295
2016-07-25,air_eb5788dba285e725,0,1,0,0,0,0,0,1.2653400444168164,1.2280061605481203,0.0,0.49377371941129194,1.317314069617594,1,15.0,1,1,-1.2027372002844454,-1.2027372002844454
2016-07-27,air_eb5788dba285e725,0,0,0,0,0,0,1,1.288309436241818,1.3715618843650337,0.0,0.9417463187247129,1.1842307046626415,1,28.0,1,1,-0.24841756146065394,-0.24841756146065394
2016-07-28,air_eb5788dba285e725,0,0,0,0,1,0,0,1.3687023076293237,1.4378183722805313,0.0,1.1789082830671125,1.2951335087917688,1,19.0,1,1,-0.01844719139926712,-0.01844719139926712
2016-07-29,air_eb5788dba285e725,1,0,0,0,0,0,0,1.4261257871918276,1.4930321122101133,0.0,1.1789082830671125,1.328404350030507,1,23.0,1,1,1.2067859615733794,1.2067859615733794
2016-07-30,air_eb5788dba285e725,0,0,1,0,0,0,0,1.391671699454325,1.4488611202664479,0.0,0.8099896718678243,1.3838557520950705,1,19.0,1,1,1.3277021628036594,1.3277021628036594
2016-07-31,air_eb5788dba285e725,0,0,0,1,0,0,0,1.403156395366826,1.4599038682523644,0.0,1.6532322117519116,1.317314069617594,1,19.0,1,1,-0.4998161190818372,-0.4998161190818372
2016-08-01,air_eb5788dba285e725,0,1,0,0,0,0,0,1.4261257871918276,1.5372031041537795,0.0,1.6532322117519116,1.3727654716821576,1,19.0,1,1,-1.2586035464224863,-1.2586035464224863
2016-08-03,air_eb5788dba285e725,0,0,0,0,0,0,1,1.334248219891821,1.3605191363791171,0.0,0.4147197312971588,1.3727654716821576,1,12.0,1,1,-0.4340009715767481,-0.4340009715767481
2016-08-04,air_eb5788dba285e725,0,0,0,0,1,0,0,1.3801870035418244,1.526160356167863,0.0,1.4160702474095122,1.328404350030507,1,21.0,1,1,-0.3035186151858448,-0.3035186151858448
2016-08-05,air_eb5788dba285e725,1,0,0,0,0,0,0,1.288309436241818,1.4488611202664479,0.0,0.9153949893533353,1.2840432283788559,1,13.0,1,1,0.7789875027903005,0.7789875027903005
2016-08-06,air_eb5788dba285e725,0,0,1,0,0,0,0,1.1964318689418114,1.581374096097445,0.0,0.86269233061058,1.0622376201206014,1,10.0,1,1,0.5295021762012418,0.5295021762012418
2016-08-07,air_eb5788dba285e725,0,0,0,1,0,0,0,1.3227635239793205,1.5703313481115282,0.0,0.6518816956395581,1.128779302598078,1,19.0,1,1,-0.7030012546934784,-0.7030012546934784
2016-08-08,air_eb5788dba285e725,0,1,0,0,0,0,0,1.3801870035418244,1.4157328763086992,0.0,1.8376915173515556,1.3394946304434194,1,25.0,1,1,-1.2394712361012394,-1.2394712361012394
