visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Fuchū-shi Miyanishichō,total_area_visitors,total_genre_visitors
2016-07-01,air_915558a55c2bc56c,1,0,0,0,0,0,0,1.1168142745714917,1.201126899380432,0.0,-0.1301859767825345,1.1013033120683724,1,29.0,1,1,1.4176983181020009,1.4176983181020002
2016-07-02,air_915558a55c2bc56c,0,0,1,0,0,0,0,1.1840326428429908,1.360345016058561,0.0,-0.1301859767825345,1.1114708139702865,1,12.0,1,1,1.5795159535962813,1.5795159535962806
2016-07-03,air_915558a55c2bc56c,0,0,0,1,0,0,0,1.6097489752291536,1.8379993660929488,0.0,0.9362310670743975,1.1521408215779432,1,20.0,1,1,-0.4408817489028799,-0.4408817489028801
2016-07-04,air_915558a55c2bc56c,0,1,0,0,0,0,0,1.3520785635217392,1.5650540232161552,0.0,-0.23682768116822753,1.1928108291855997,1,18.0,1,1,-1.2259682675210632,-1.2259682675210632
2016-07-05,air_915558a55c2bc56c,0,0,0,0,0,1,0,0.6462856966709958,0.46189992908911837,0.0,-1.356565577218006,0.8674507683243469,1,29.0,1,1,-0.5473407196228013,-0.5473407196228014
2016-07-06,air_915558a55c2bc56c,0,0,0,0,0,0,1,0.847940801485494,0.8030816076851093,0.0,-0.7433757770002704,0.8877857721281751,1,23.0,1,1,-0.0796954955149287,-0.079695495514929
2016-07-07,air_915558a55c2bc56c,0,0,0,0,1,0,0,1.3184693793859894,1.8379993660929488,0.0,1.7627042760635196,0.9386232816377459,1,25.0,1,1,-0.14782923677567833,-0.1478292367756786
2016-07-08,air_915558a55c2bc56c,1,0,0,0,0,0,0,1.0271897835428259,1.0077906148427036,0.0,-0.6900549248074237,1.0606333044607157,1,22.0,1,1,1.2078773649012833,1.2078773649012826
2016-07-09,air_915558a55c2bc56c,0,0,1,0,0,0,0,0.7135040649424953,0.37091814813018736,0.0,-1.356565577218006,0.8471157645205186,1,21.0,1,1,1.517189065283891,1.5171890652838904
2016-07-10,air_915558a55c2bc56c,0,0,0,1,0,0,0,1.0720020290571586,1.178381454140699,0.0,1.6827229977742502,0.8064457569128618,1,25.0,1,1,-0.277515619289037,-0.2775156192890373
2016-07-11,air_915558a55c2bc56c,0,1,0,0,0,0,0,1.3072663180074064,1.5081904101168235,0.0,1.0162123453636676,1.0504658025588016,1,12.0,1,1,-1.277455696996516,-1.277455696996516
2016-07-12,air_915558a55c2bc56c,0,0,0,0,0,1,0,1.228844888357324,1.337599570818828,0.0,0.6696268061101646,1.1826433272836854,1,15.0,1,1,-0.5318557784271764,-0.5318557784271765
2016-07-13,air_915558a55c2bc56c,0,0,0,0,0,0,1,1.1056112131929083,0.7917088850652427,0.0,-1.356565577218006,1.2436483386951704,1,21.0,1,1,-0.4571409371582861,-0.4571409371582863
2016-07-14,air_915558a55c2bc56c,0,0,0,0,1,0,0,1.150423458707241,1.5081904101168235,0.0,-0.37012981165034403,1.0606333044607157,1,12.0,1,1,-0.23415778394128725,-0.23415778394128753
2016-07-15,air_915558a55c2bc56c,1,0,0,0,0,0,0,0.7023010035639119,0.3140545350308555,0.0,-1.356565577218006,1.0199632968530592,1,7.0,1,1,0.9887654469831907,0.9887654469831901
2016-07-16,air_915558a55c2bc56c,0,0,1,0,0,0,0,0.8927530469998272,0.7120998267261783,0.0,-1.2765842989287364,0.9589582854415741,1,20.0,1,1,1.4564106710910631,1.4564106710910625
2016-07-17,air_915558a55c2bc56c,0,0,0,1,0,0,0,1.1280173359500747,0.9736724469831047,0.0,-1.14328216844662,1.1623083234798572,1,21.0,1,1,0.5002155522612245,0.500215552261224
2016-07-19,air_915558a55c2bc56c,0,0,0,0,0,1,0,1.3296724407645728,1.3148541255790958,0.0,-0.1301859767825345,1.345323357714312,1,41.0,1,1,-0.8949776494645807,-0.8949776494645808
2016-07-20,air_915558a55c2bc56c,0,0,0,0,0,0,1,1.150423458707241,1.0873996731817683,0.0,-0.6633944987110003,1.2233133348913423,1,16.0,1,1,-0.3979110370850208,-0.397911037085021
2016-07-21,air_915558a55c2bc56c,0,0,0,0,1,0,0,0.6462856966709958,0.39366359336992,0.0,-1.356565577218006,0.9589582854415741,1,8.0,1,1,-0.16989527797944384,-0.16989527797944412
2016-07-22,air_915558a55c2bc56c,1,0,0,0,0,0,0,0.5790673283994967,0.15483641835272619,0.0,-1.356565577218006,0.8776182702262608,1,7.0,1,1,1.0545764470645966,1.054576447064596
2016-07-23,air_915558a55c2bc56c,0,0,1,0,0,0,0,0.6910979421853289,0.484645374328851,0.0,-1.329905151121583,0.8064457569128618,1,13.0,1,1,1.3809215827623917,1.380921582762391
2016-07-24,air_915558a55c2bc56c,0,0,0,1,0,0,0,0.9039561083784101,0.9736724469831047,0.0,0.16307871027812196,0.7251057416975485,1,18.0,1,1,-0.4637220371664267,-0.4637220371664269
2016-07-25,air_915558a55c2bc56c,0,1,0,0,0,0,0,1.0047836607856593,0.8713179434043072,0.0,-1.1966030206394664,0.9894607911473167,1,18.0,1,1,-1.1284131379886264,-1.1284131379886264
2016-07-26,air_915558a55c2bc56c,0,0,0,0,0,1,0,0.847940801485494,0.7575907172056436,0.0,-1.356565577218006,0.9894607911473167,1,22.0,1,1,-0.3731351311720209,-0.37313513117202113
2016-07-27,air_915558a55c2bc56c,0,0,0,0,0,0,1,0.8591438628640774,0.6893543814864457,0.0,-1.356565577218006,0.9792932892454023,1,7.0,1,1,-0.16292705444141264,-0.1629270544414129
2016-07-29,air_915558a55c2bc56c,1,0,0,0,0,0,0,1.2736571338716567,1.4058359065380264,0.0,1.2828166063279005,1.202978331087514,1,8.0,1,1,1.3093037297326264,1.309303729732626
2016-07-30,air_915558a55c2bc56c,0,0,1,0,0,0,0,1.3520785635217392,1.5536813005962895,0.0,1.8426855543527898,1.1623083234798572,1,21.0,1,1,1.4316347651780634,1.4316347651780628
2016-07-31,air_915558a55c2bc56c,0,0,0,1,0,0,0,1.296063256628823,1.201126899380432,0.0,0.42968297124235494,1.284318346302827,1,9.0,1,1,-0.41726721357955193,-0.41726721357955215
2016-08-01,air_915558a55c2bc56c,0,1,0,0,0,0,0,1.3296724407645728,1.2921086803393627,0.0,-1.0366404640609266,1.3859933653219685,1,11.0,1,1,-1.1849331733526574,-1.1849331733526574
2016-08-02,air_915558a55c2bc56c,0,0,0,0,0,1,0,1.2512510111144903,1.3262268481989623,0.0,-0.6633944987110003,1.2944858482047412,1,19.0,1,1,-0.8171658199565655,-0.8171658199565656
2016-08-03,air_915558a55c2bc56c,0,0,0,0,0,0,1,1.2064387656001572,1.2807359577194966,0.0,-0.23682768116822753,1.1623083234798572,1,16.0,1,1,-0.35068196643836475,-0.350681966438365
2016-08-04,air_915558a55c2bc56c,0,0,0,0,1,0,0,1.385687747657489,1.4399540743976258,0.0,1.1228540497493609,1.3148208520085696,1,14.0,1,1,-0.21867284274566234,-0.2186728427456626
2016-08-05,air_915558a55c2bc56c,1,0,0,0,0,0,0,1.4304999931718216,1.51956313273669,0.0,1.4427791629064404,1.3148208520085696,1,5.0,1,1,0.87649962331491,0.8764996233149095
2016-08-06,air_915558a55c2bc56c,0,0,1,0,0,0,0,1.5089214228219046,1.6674085267949532,0.0,0.9095706409779744,1.3859933653219685,1,18.0,1,1,0.6240950818262239,0.6240950818262234
2016-08-07,air_915558a55c2bc56c,0,0,0,1,0,0,0,1.4865153000647378,1.5536813005962895,0.0,1.1228540497493609,1.3249883539104839,1,16.0,1,1,-0.6228298079514727,-0.6228298079514729
2016-08-08,air_915558a55c2bc56c,0,1,0,0,0,0,0,1.4865153000647378,1.4968176874969576,0.0,0.4830038234352016,1.3351558558123977,1,12.0,1,1,-1.1655769968581262,-1.1655769968581262
2016-08-09,air_915558a55c2bc56c,0,0,0,0,0,1,0,1.8226071414222347,1.985844760151211,0.0,0.8562497887851279,1.3859933653219685,1,29.0,1,1,-0.2984202899031307,-0.2984202899031309
