visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-01,air_68cc910e7b307b09,1,0,0,0,0,0,0,1.0864529863587709,1.1631498387516204,0.0,-0.1884945646976831,1.036090841817714,1,17.0,1,1,1.2491234154193067,1.2491234154193067
2016-07-02,air_68cc910e7b307b09,0,0,1,0,0,0,0,1.2475622301556202,1.301715820657558,0.0,0.4745890818672895,1.1901352531183367,1,12.0,1,1,1.4016542426734797,1.4016542426734797
2016-07-04,air_68cc910e7b307b09,0,1,0,0,0,0,0,1.3396246551823914,1.5326591238341203,0.0,0.5276357735924871,1.2121415975898546,1,16.0,1,1,-1.2428216068743452,-1.2428216068743452
2016-07-05,air_68cc910e7b307b09,0,0,0,0,0,1,0,0.6376486643532611,0.5857915808102138,0.0,-1.355521782652035,0.8380337415740555,1,4.0,1,1,-0.6031408887485915,-0.6031408887485915
2016-07-06,air_68cc910e7b307b09,0,0,0,0,0,0,1,0.7987579081501108,0.7359047278749792,0.0,-0.26806460228548,0.871043258281332,1,4.0,1,1,-0.16233409610973787,-0.16233409610973787
2016-07-07,air_68cc910e7b307b09,0,0,0,0,1,0,0,1.2935934426690057,1.8675269134401369,0.0,2.039466487760625,1.0250876695819549,1,12.0,1,1,-0.22655760232202118,-0.22655760232202118
2016-07-08,air_68cc910e7b307b09,1,0,0,0,0,0,0,1.0519295769737316,1.0707725174809952,0.0,-0.7985315195374579,1.0470940140534728,1,23.0,1,1,1.051344208788298,1.051344208788298
2016-07-09,air_68cc910e7b307b09,0,0,1,0,0,0,0,0.7182032862516857,0.5049614246984164,0.0,-1.355521782652035,0.8490369138098145,1,2.0,1,1,1.3429043307406523,1.3429043307406523
2016-07-11,air_68cc910e7b307b09,0,1,0,0,0,0,0,1.3626402614390842,1.4980176283576363,0.0,1.959896450172828,1.0691003585249903,1,12.0,1,1,-1.2913541428188549,-1.2913541428188549
2016-07-12,air_68cc910e7b307b09,0,0,0,0,0,1,0,1.2590700332839668,1.301715820657558,0.0,0.3154490066916959,1.3221733199474426,1,20.0,1,1,-0.5885446373367089,-0.5885446373367089
2016-07-13,air_68cc910e7b307b09,0,0,0,0,0,0,1,1.028913970717039,0.8167348839867764,0.0,-1.355521782652035,1.2011384253540958,1,6.0,1,1,-0.5181177242743755,-0.5181177242743755
2016-07-15,air_68cc910e7b307b09,1,0,0,0,0,0,0,0.6951876799949931,0.4010369382689634,0.0,-1.355521782652035,0.926059119460126,1,13.0,1,1,0.8448072513101595,0.8448072513101595
2016-07-16,air_68cc910e7b307b09,0,0,1,0,0,0,0,0.9138359394335749,0.8282820491456043,0.0,-0.9311482488504524,0.827030569338297,1,3.0,1,1,1.2856140439490131,1.2856140439490131
2016-07-19,air_68cc910e7b307b09,0,0,0,0,0,1,0,1.2820856395406595,1.3594516464516984,0.0,0.2889256608290971,1.2231447698256133,1,6.0,1,1,-0.9308267329453552,-0.9308267329453552
2016-07-20,air_68cc910e7b307b09,0,0,0,0,0,0,1,1.1670076082571956,1.0823196826398231,0.0,-0.13544787297248548,1.1791320808825783,1,11.0,1,1,-0.4622870626239247,-0.4622870626239247
2016-07-21,air_68cc910e7b307b09,0,0,0,0,1,0,0,0.6491564674816076,0.4356784337454479,0.0,-1.355521782652035,0.915055947224367,1,13.0,1,1,-0.24735726058395385,-0.24735726058395385
2016-07-22,air_68cc910e7b307b09,1,0,0,0,0,0,0,0.6031252549682218,0.25092379120419755,0.0,-1.355521782652035,0.860040086045573,1,4.0,1,1,0.9068413198106605,0.9068413198106605
2016-07-23,air_68cc910e7b307b09,0,0,1,0,0,0,0,0.7182032862516857,0.7589990581926357,0.0,-0.9841949405756504,0.7940210526310205,1,10.0,1,1,1.2144573183160856,1.2144573183160856
2016-07-25,air_68cc910e7b307b09,0,1,0,0,0,0,0,0.982882758203653,0.8513763794632605,0.0,-1.1433350157512439,0.937062291695885,1,6.0,1,1,-1.150865222979485,-1.150865222979485
2016-07-26,air_68cc910e7b307b09,0,0,0,0,0,1,0,0.8793125300485356,0.7936405536691198,0.0,-1.328998436789436,0.970071808403161,1,16.0,1,1,-0.4389330603649126,-0.4389330603649126
2016-07-27,air_68cc910e7b307b09,0,0,0,0,0,0,1,0.9598671519469603,0.782093388510292,0.0,-1.2759517450642384,1.080103530760749,1,18.0,1,1,-0.24078894744860668,-0.24078894744860668
2016-07-28,air_68cc910e7b307b09,0,0,0,0,1,0,0,1.1900232145138883,1.220885664545761,0.0,0.023692202203108075,1.1791320808825783,1,8.0,1,1,-0.02148026998507105,-0.02148026998507105
2016-07-29,air_68cc910e7b307b09,1,0,0,0,0,0,0,1.270577836412313,1.3709988116105265,0.0,1.694662991546839,1.1351193919395428,1,16.0,1,1,1.1469496555361287,1.1469496555361287
2016-07-30,air_68cc910e7b307b09,0,0,1,0,0,0,0,1.270577836412313,1.4287346374046672,0.0,1.5089995705086467,1.0470940140534728,1,3.0,1,1,1.2622600416900012,1.2622600416900012
2016-08-01,air_68cc910e7b307b09,0,1,0,0,0,0,0,1.2935934426690057,1.2670743251810734,0.0,-0.8515782112626559,1.3221733199474426,1,4.0,1,1,-1.2041415406328564,-1.2041415406328564
2016-08-02,air_68cc910e7b307b09,0,0,0,0,0,1,0,1.1209763957438097,1.0245838568456824,0.0,-0.9046249029878536,1.0911067029965078,1,8.0,1,1,-0.8574805696006453,-0.8574805696006453
2016-08-03,air_68cc910e7b307b09,0,0,0,0,0,0,1,1.2245466238989275,1.3248101509752142,0.0,-0.26806460228548,1.1901352531183367,1,6.0,1,1,-0.4177684958176829,-0.4177684958176829
2016-08-04,air_68cc910e7b307b09,0,0,0,0,1,0,0,1.3741480645674307,1.4402818025634956,0.0,0.8989626156688718,1.3001669754759246,1,5.0,1,1,-0.29333545253138393,-0.29333545253138393
2016-08-05,air_68cc910e7b307b09,1,0,0,0,0,0,0,1.443194883337509,1.486470463198808,0.0,1.5089995705086467,1.3221733199474426,1,18.0,1,1,0.7389844285740109,0.7389844285740109
2016-08-06,air_68cc910e7b307b09,0,0,1,0,0,0,0,1.4892260958508947,1.5788477844694335,0.0,0.9785326532566687,1.454211386776548,1,6.0,1,1,0.501065530560325,0.501065530560325
2016-08-08,air_68cc910e7b307b09,0,1,0,0,0,0,0,1.4201792770808161,1.463376132881152,0.0,-0.13544787297248548,1.399195525597754,1,13.0,1,1,-1.185896226368003,-1.185896226368003
2016-08-09,air_68cc910e7b307b09,0,0,0,0,0,1,0,1.8114445834445936,1.982998565028418,0.0,0.7928692322184762,1.443208214540789,1,8.0,1,1,-0.3685061473025792,-0.3685061473025792
