visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Nerima-ku Toyotamakita,total_area_visitors,total_genre_visitors
2016-07-01,air_84060403939d8216,1,0,0,0,0,0,0,1.0979641761367263,1.2316722840058627,0.0,-0.6243478677318374,1.0150887318652595,1,21.0,1,1,1.3852088949632313,1.3852088949632309
2016-07-02,air_84060403939d8216,0,0,1,0,0,0,0,1.2200117774670485,1.354568383696595,0.0,-0.10773641230722476,1.1602377445499243,1,21.0,1,1,1.53788834184308,1.5378883418430798
2016-07-03,air_84060403939d8216,0,0,0,1,0,0,0,1.5861545814580154,1.8238080370612082,0.0,0.3816849665160923,1.2639156107532563,1,5.0,1,1,-0.36841317314718497,-0.3684131731471853
2016-07-04,air_84060403939d8216,0,1,0,0,0,0,0,1.3642498517665202,1.5780158376797444,0.0,0.3001147367122062,1.2742833973735896,1,1.0,1,1,-1.1091641737987001,-1.1091641737987004
2016-07-05,air_84060403939d8216,0,0,0,0,0,1,0,0.6319642437845867,0.5389851766580991,0.0,-1.3856700125681083,0.8181007860789284,1,16.0,1,1,-0.46886017767340127,-0.4688601776734016
2016-07-06,air_84060403939d8216,0,0,0,0,0,0,1,0.8538689734760818,0.8518116122345084,0.0,-0.8962486337447914,0.8595719325602615,1,11.0,1,1,-0.027623881427331107,-0.02762388142733145
2016-07-07,air_84060403939d8216,0,0,0,0,1,0,0,1.3087736693436465,1.9131870186544686,0.0,1.4149078773653174,1.0150887318652595,1,15.0,1,1,-0.09190996432410954,-0.09190996432410989
2016-07-08,air_84060403939d8216,1,0,0,0,0,0,0,1.064678466683002,1.1311209297134452,0.0,-0.8146784039409051,1.035824305105926,1,13.0,1,1,1.187236980587925,1.1872369805879246
2016-07-09,air_84060403939d8216,0,0,1,0,0,0,0,0.7318213721457594,0.4496061950648397,0.0,-1.3856700125681083,0.8803075058009279,1,17.0,1,1,1.4790811864659135,1.479081186465913
2016-07-10,air_84060403939d8216,0,0,0,1,0,0,0,1.1423451220750251,1.354568383696595,0.0,1.6596185667769756,0.8492041459399282,1,4.0,1,1,-0.21427267892877302,-0.21427267892877339
2016-07-11,air_84060403939d8216,0,1,0,0,0,0,0,1.3531546152819458,1.5891882103789012,0.0,1.3877178007640216,1.1083988114482584,1,10.0,1,1,-1.1577439978059247,-1.157743997805925
2016-07-12,air_84060403939d8216,0,0,0,0,0,1,0,1.297678432859072,1.3769131290949095,0.0,0.6535857325290463,1.2742833973735896,1,12.0,1,1,-0.4542497042877698,-0.4542497042877702
2016-07-13,air_84060403939d8216,0,0,0,0,0,0,1,1.064678466683002,0.7736050033404062,0.0,-1.3856700125681083,1.2328122508922568,1,14.0,1,1,-0.383754170202098,-0.38375417020209834
2016-07-14,air_84060403939d8216,0,0,0,0,1,0,0,1.0868689396521514,1.4998092287856417,0.0,-0.21649671871240644,1.0150887318652595,1,15.0,1,1,-0.17336335344900494,-0.17336335344900528
2016-07-15,air_84060403939d8216,1,0,0,0,0,0,0,0.7207261356611845,0.3490548407724222,0.0,-1.3856700125681083,1.0047209452449262,1,19.0,1,1,0.9804987821812398,0.9804987821812394
2016-07-16,air_84060403939d8216,0,0,1,0,0,0,0,0.931535628868105,0.7847773760395638,0.0,-1.1409593231564497,0.9217786522822605,1,13.0,1,1,1.42173507842731,1.4217350784273095
2016-07-17,air_84060403939d8216,0,0,0,1,0,0,0,1.1756308315287496,0.9970524573235556,0.0,-1.2497196295616313,1.2120766776515903,1,10.0,1,1,0.5195383468645671,0.5195383468645668
2016-07-19,air_84060403939d8216,0,0,0,0,0,1,0,1.342059378797371,1.3322236382982797,0.0,0.08259412390184305,1.3157545438549223,1,8.0,1,1,-0.7968653051808275,-0.796865305180828
2016-07-20,air_84060403939d8216,0,0,0,0,0,0,1,1.1756308315287496,1.0640866935185005,0.0,-0.7331081741370189,1.2224444642719237,1,20.0,1,1,-0.32786910950205767,-0.327869109502058
2016-07-21,air_84060403939d8216,0,0,0,0,1,0,0,0.6541547167537362,0.3937443315690523,0.0,-1.3856700125681083,0.9425142255229272,1,10.0,1,1,-0.11272988889863438,-0.11272988889863472
2016-07-22,air_84060403939d8216,1,0,0,0,0,0,0,0.5986785343308624,0.22615874108169026,0.0,-1.3856700125681083,0.8595719325602615,1,19.0,1,1,1.0425932940701734,1.0425932940701732
2016-07-23,air_84060403939d8216,0,0,1,0,0,0,0,0.7096308991766099,0.4942956858614694,0.0,-1.3584799359668132,0.7766296395975958,1,14.0,1,1,1.3505090206723565,1.3505090206723562
2016-07-24,air_84060403939d8216,0,0,0,1,0,0,0,0.8760594464452313,0.8965011030311385,0.0,0.3273048133135015,0.7144229198755965,1,14.0,1,1,-0.3899636213909914,-0.3899636213909917
2016-07-25,air_84060403939d8216,0,1,0,0,0,0,0,1.0092022842601283,0.8853287303319809,0.0,-1.2769097061629266,0.9425142255229272,1,15.0,1,1,-1.0171181914692218,-1.0171181914692222
2016-07-26,air_84060403939d8216,0,0,0,0,0,1,0,0.8982499194143807,0.7736050033404062,0.0,-1.3584799359668132,0.98398537200426,1,21.0,1,1,-0.3044923520850473,-0.30449235208504766
2016-07-27,air_84060403939d8216,0,0,0,0,0,0,1,0.9204403923835301,0.7065707671454612,0.0,-1.3856700125681083,0.9943531586245933,1,16.0,1,1,-0.10615517587510022,-0.10615517587510057
2016-07-28,air_84060403939d8216,0,0,0,0,1,0,0,1.2311070139516234,1.1646380478109177,0.0,-0.05335625910463392,1.2224444642719237,1,13.0,1,1,0.1133671867440125,0.11336718674401215
2016-07-29,air_84060403939d8216,1,0,0,0,0,0,0,1.297678432859072,1.4104302471923824,0.0,1.1973872645549541,1.1706055311702577,1,20.0,1,1,1.282935581263811,1.2829355812638108
2016-07-30,air_84060403939d8216,0,0,1,0,0,0,0,1.3198689058282216,1.5221539741839571,0.0,1.7955689497834526,1.0669276649669257,1,32.0,1,1,1.3983583210102997,1.3983583210102992
2016-07-31,air_84060403939d8216,0,0,0,1,0,0,0,1.2865831963744971,1.2093275386075475,0.0,0.3816849665160923,1.3053867572345894,1,6.0,1,1,-0.346132201234097,-0.3461322012340973
2016-08-01,air_84060403939d8216,0,1,0,0,0,0,0,1.2643927234053478,1.0976038116159728,0.0,-0.9778188635486774,1.3364901170955887,1,6.0,1,1,-1.0704464193267766,-1.070446419326777
2016-08-02,air_84060403939d8216,0,0,0,0,0,1,0,1.2643927234053478,1.3433960109974374,0.0,-0.5427776379279511,1.2535478241329234,1,13.0,1,1,-0.7234476764180295,-0.7234476764180299
2016-08-03,air_84060403939d8216,0,0,0,0,0,0,1,1.2200117774670485,1.24284465670502,0.0,-0.6515379443331326,1.1602377445499243,1,17.0,1,1,-0.2833071656758817,-0.28330716567588204
2016-08-04,air_84060403939d8216,0,0,0,0,1,0,0,1.3864403247356698,1.455119737989012,0.0,0.6807758091303415,1.295018970614256,1,9.0,1,1,-0.15875288006337349,-0.15875288006337382
2016-08-05,air_84060403939d8216,1,0,0,0,0,0,0,1.4530117436431185,1.6115329557772164,0.0,1.0070567283458867,1.2846511839939228,1,7.0,1,1,0.8745728501354116,0.8745728501354113
2016-08-06,air_84060403939d8216,0,0,1,0,0,0,0,1.5306783990351416,1.6338777011755317,0.0,0.5176353495225693,1.4401679832989207,1,11.0,1,1,0.6364221339496189,0.6364221339496186
2016-08-07,air_84060403939d8216,0,0,0,1,0,0,0,1.4641069801276934,1.455119737989012,0.0,1.5508582603717944,1.4090646234379214,1,11.0,1,1,-0.5400862354283547,-0.540086235428355
2016-08-08,air_84060403939d8216,0,1,0,0,0,0,0,1.4308212706739691,1.4439473652898545,0.0,0.02821397069925221,1.3572256903362554,1,8.0,1,1,-1.0521833275947374,-1.0521833275947376
2016-08-09,air_84060403939d8216,0,0,0,0,0,1,0,1.8191545476340851,1.8796699005569957,0.0,1.0342468049471818,1.4090646234379214,1,9.0,1,1,-0.2339968179993755,-0.23399681799937586
2016-08-10,air_84060403939d8216,0,0,0,0,0,0,1,1.4973926895814174,1.4774644833873265,0.0,0.5720155027251601,1.4920069164005867,1,15.0,1,1,0.7533059210346705,0.7533059210346702
2016-08-11,air_84060403939d8216,0,0,0,0,1,0,0,1.2865831963744971,1.2651894021033347,1.0,-0.1621165655098156,1.398696836817588,1,13.0,1,1,0.447947027274973,0.44794702727497265
2016-08-12,air_84060403939d8216,1,0,0,0,0,0,0,1.2089165409824738,1.2763617748024925,0.0,-0.5699677145292465,1.2846511839939228,1,17.0,1,1,0.02241698991845665,0.022416989918456306
2016-08-13,air_84060403939d8216,0,0,1,0,0,0,0,1.2200117774670485,1.2763617748024925,1.0,-0.40682725492147415,1.2742833973735896,1,16.0,1,1,0.18568903000288825,0.1856890300028879
2016-08-14,air_84060403939d8216,0,0,0,1,0,0,0,1.1423451220750251,1.1311209297134452,1.0,-0.6243478677318374,1.2017088910312574,1,5.0,1,1,-0.833756750479547,-0.8337567504795473
2016-08-15,air_84060403939d8216,0,1,0,0,0,0,0,1.197821304497899,1.2316722840058627,1.0,-1.1409593231564497,1.2639156107532563,1,11.0,1,1,-1.3509675083309007,-1.3509675083309012
2016-08-16,air_84060403939d8216,0,0,0,0,0,1,0,1.2089165409824738,1.321051265599122,0.0,-0.27087687191499726,1.2120766776515903,1,18.0,1,1,-1.2351795067497715,-1.2351795067497717
2016-08-17,air_84060403939d8216,0,0,0,0,0,0,1,1.4973926895814174,1.700911937370476,0.0,1.3605277241627265,1.1498699579295912,1,10.0,1,1,-0.7409802444807873,-0.7409802444807876
2016-08-18,air_84060403939d8216,0,0,0,0,1,0,0,1.1645355950441747,1.0193972027218705,0.0,-1.3040997827642222,1.3675934769565885,1,8.0,1,1,-0.46995596317732363,-0.46995596317732397
