visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Bunkyō-ku Kasuga,total_area_visitors,total_genre_visitors
2016-07-01,air_4254c3fc3ad078bd,1,0,0,0,0,0,0,1.0717845048707417,1.148483799702735,0.0,-0.20398236862190225,1.0175429810973782,1,12.0,1,1,1.32048426841634,1.3204842684163391
2016-07-02,air_4254c3fc3ad078bd,0,0,1,0,0,0,0,1.2326648958445163,1.286566128065844,0.0,0.4663370502771167,1.1710057285171465,1,22.0,1,1,1.4886475023728334,1.4886475023728325
2016-07-03,air_4254c3fc3ad078bd,0,0,0,1,0,0,0,1.485476938803305,1.7008131131551716,0.0,0.6540264875688417,1.3025452263055197,1,18.0,1,1,-0.6109790957585971,-0.6109790957585977
2016-07-05,air_4254c3fc3ad078bd,0,0,0,0,0,1,0,0.6236177014437978,0.5731407648564465,0.0,-1.3837445458841757,0.8202337344148187,1,11.0,1,1,-0.7216128023089216,-0.7216128023089221
2016-07-06,air_4254c3fc3ad078bd,0,0,0,0,0,0,1,0.7844980924175727,0.7227299539164812,0.0,-0.2844206988897847,0.853118608861912,1,6.0,1,1,-0.23562910226240538,-0.23562910226240597
2016-07-07,air_4254c3fc3ad078bd,0,0,0,0,1,0,0,1.2786307218370232,1.850402302215207,0.0,2.0482908788788015,1.0065813562816803,1,9.0,1,1,-0.30643467445461303,-0.3064346744546136
2016-07-08,air_4254c3fc3ad078bd,1,0,0,0,0,0,0,1.0373101353763614,1.0564289141273286,0.0,-0.8206762340089997,1.028504605913076,1,18.0,1,1,1.102435290415337,1.1024352904153363
2016-07-09,air_4254c3fc3ad078bd,0,0,1,0,0,0,0,0.7040578969306851,0.4925927399779658,0.0,-1.3837445458841757,0.8311953592305166,1,15.0,1,1,1.4238764959924615,1.4238764959924606
2016-07-12,air_4254c3fc3ad078bd,0,0,0,0,0,1,0,1.244156352342643,1.286566128065844,0.0,0.305460389741352,1.3025452263055197,1,11.0,1,1,-0.7055206268106925,-0.705520626810693
2016-07-13,air_4254c3fc3ad078bd,0,0,0,0,0,0,1,1.0143272223801079,0.8032779787949619,0.0,-1.3837445458841757,1.1819673533328443,1,7.0,1,1,-0.6278758800317376,-0.6278758800317381
2016-07-14,air_4254c3fc3ad078bd,0,0,0,0,1,0,0,1.1062588743651218,1.4131415957320272,0.0,-0.33804625240170616,0.940811607387494,1,8.0,1,1,-0.39614855285723977,-0.3961485528572403
2016-07-15,air_4254c3fc3ad078bd,1,0,0,0,0,0,0,0.6810749839344317,0.38903099370563404,0.0,-1.3837445458841757,0.9079267329404007,1,14.0,1,1,0.8747310071153965,0.8747310071153956
2016-07-16,air_4254c3fc3ad078bd,0,0,1,0,0,0,0,0.8994126573988404,0.8147848394918874,0.0,-0.9547401177888035,0.8092721095991212,1,15.0,1,1,1.3607147071619126,1.3607147071619117
2016-07-17,air_4254c3fc3ad078bd,0,0,0,1,0,0,0,1.1062588743651218,0.9413603071580711,0.0,-1.356931769128215,1.1929289781485424,1,20.0,1,1,0.36702287014627116,0.36702287014627044
2016-07-18,air_4254c3fc3ad078bd,0,1,0,0,0,0,0,1.428019656312671,1.4821827599135822,1.0,0.6272137108128811,1.3463917255683107,1,12.0,1,1,-1.2711605955734424,-1.2711605955734426
2016-07-19,air_4254c3fc3ad078bd,0,0,0,0,0,1,0,1.2671392653388966,1.3441004315504725,0.0,0.2786476129853913,1.2038906029642398,1,3.0,1,1,-1.0828821422441628,-1.0828821422441632
2016-07-20,air_4254c3fc3ad078bd,0,0,0,0,0,0,1,1.152224700357629,1.0679357748242542,0.0,-0.15035681510998092,1.160044103701449,1,11.0,1,1,-0.5663233087510116,-0.5663233087510121
2016-07-21,air_4254c3fc3ad078bd,0,0,0,0,1,0,0,0.6351091579419248,0.42355157579641145,0.0,-1.3837445458841757,0.8969651081247029,1,7.0,1,1,-0.32936602453958935,-0.32936602453958996
2016-07-22,air_4254c3fc3ad078bd,1,0,0,0,0,0,0,0.5891433319494175,0.239441804645599,0.0,-1.3837445458841757,0.8421569840462141,1,9.0,1,1,0.9431227529828697,0.943122752982869
2016-07-23,air_4254c3fc3ad078bd,0,0,1,0,0,0,0,0.7040578969306851,0.745743675310333,0.0,-1.0083656713007252,0.7763872351520279,1,14.0,1,1,1.2822653516080462,1.2822653516080453
2016-07-24,air_4254c3fc3ad078bd,0,0,0,1,0,0,0,0.8764297444025865,0.9643740285519226,0.0,0.5735881573009596,0.6886942366264458,1,9.0,1,1,-0.6347150546184849,-0.6347150546184854
2016-07-26,air_4254c3fc3ad078bd,0,0,0,0,0,1,0,0.86493828790446,0.78026425740111,0.0,-1.356931769128215,0.9517732322031915,1,7.0,1,1,-0.5405758279538452,-0.5405758279538457
2016-07-27,air_4254c3fc3ad078bd,0,0,0,0,0,0,1,0.9453784833913472,0.7687573967041845,0.0,-1.3033062156162933,1.0613894803601691,1,15.0,1,1,-0.32212454556538633,-0.3221245455653869
2016-07-28,air_4254c3fc3ad078bd,0,0,0,0,1,0,0,1.1752076133538825,1.2060181031873638,0.0,0.010519845425783755,1.160044103701449,1,5.0,1,1,-0.0803396087044954,-0.08033960870449602
2016-07-29,air_4254c3fc3ad078bd,1,0,0,0,0,0,0,1.2556478088407697,1.3556072922473985,0.0,1.6997247810513114,1.1161976044386577,1,13.0,1,1,1.207839039928737,1.2078390399287362
2016-07-30,air_4254c3fc3ad078bd,0,0,1,0,0,0,0,1.2556478088407697,1.4131415957320272,0.0,1.5120353437595864,1.028504605913076,1,22.0,1,1,1.3349672263647463,1.3349672263647454
2016-07-31,air_4254c3fc3ad078bd,0,0,0,1,0,0,0,1.29012217833515,1.1714975210965863,0.0,0.4663370502771167,1.280621976674124,1,14.0,1,1,-0.5864385281237978,-0.5864385281237984
