visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Edogawa-ku Chūō,total_area_visitors,total_genre_visitors
2016-07-01,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.1390211614105852,1.2339236782442582,0.0,0.9004510701900906,1.097396728496418,1,32.0,1,1,1.2956851745892612,1.2956851745892617
2016-07-02,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.0560760791875237,0.9089618155246034,0.0,0.3178436983693323,1.1195911437584523,1,26.0,1,1,1.4701524522757863,1.4701524522757867
2016-07-03,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.1745690537918974,1.3542799236959824,0.0,0.7991280490038721,1.1972715971755725,1,24.0,1,1,-0.7081842038150613,-0.7081842038150612
2016-07-05,air_347be2c4feeb408b,0,0,0,0,0,1,0,0.6768985604535276,0.6682493246211553,0.0,-1.4299784170929437,0.8310637453520053,1,21.0,1,1,-0.8229653075561962,-0.8229653075561961
2016-07-06,air_347be2c4feeb408b,0,0,0,0,0,0,1,0.7953915350579013,0.6923205737115,0.0,-0.29009442874798114,0.8421609529830226,1,22.0,1,1,-0.31876322275877456,-0.3187632227587743
2016-07-07,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.210116946173209,1.5348142918735679,0.0,1.508389197307404,1.0752023132343838,1,20.0,1,1,-0.39222312915310087,-0.39222312915310065
2016-07-08,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.0086788893457739,1.0172824364311548,0.0,-0.8220402899756303,1.0086190674482804,1,34.0,1,1,1.069462053761279,1.0694620537612793
2016-07-09,air_347be2c4feeb408b,0,0,1,0,0,0,0,0.7953915350579013,0.5599287037146035,0.0,-1.4299784170929437,0.9087441987691259,1,29.0,1,1,1.4029533333582491,1.4029533333582496
2016-07-10,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.0916239715688354,1.2339236782442582,0.0,1.3817354208246304,0.8976469911381085,1,23.0,1,1,-0.5320473828013925,-0.5320473828013923
2016-07-13,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.1271718639501476,0.8728549418890861,0.0,-1.4299784170929437,1.2638548429616756,1,22.0,1,1,-0.7257144087500711,-0.7257144087500709
2016-07-14,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.2219662436336465,1.498707418238051,0.0,-0.13810989696865286,1.0197162750792976,1,24.0,1,1,-0.48530016964136663,-0.4853001696413664
2016-07-15,air_347be2c4feeb408b,1,0,0,0,0,0,0,0.7598436426765894,0.5478930791694313,0.0,-1.4299784170929437,0.9531330292931944,1,21.0,1,1,0.833221672970434,0.8332216729704344
2016-07-16,air_347be2c4feeb408b,0,0,1,0,0,0,0,0.9612816995040246,0.9571043137052929,0.0,-0.9233633111618491,0.8643553682450569,1,35.0,1,1,1.3374237577678558,1.3374237577678563
2016-07-17,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.0916239715688354,0.8367480682535688,0.0,-1.4299784170929437,1.2416604276996415,1,33.0,1,1,0.30648075325657126,0.3064807532565716
2016-07-20,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.1864183512523343,1.1737455555183962,0.0,0.16585916659000383,1.0641051056033664,1,20.0,1,1,-0.6618543764868214,-0.6618543764868212
2016-07-21,air_347be2c4feeb408b,0,0,0,0,1,0,0,0.7005971553744027,0.5599287037146035,0.0,-1.4299784170929437,0.8976469911381085,1,25.0,1,1,-0.41601412156489975,-0.41601412156489953
2016-07-22,air_347be2c4feeb408b,1,0,0,0,0,0,0,0.6768985604535276,0.3673587109918452,0.0,-1.4299784170929437,0.8754525758760743,1,26.0,1,1,0.9041772643740447,0.9041772643740451
2016-07-23,air_347be2c4feeb408b,0,0,1,0,0,0,0,0.7361450477557144,0.632142450985638,0.0,-0.9233633111618491,0.7866749148279367,1,34.0,1,1,1.2560335205695965,1.256033520569597
2016-07-24,air_347be2c4feeb408b,0,0,0,1,0,0,0,0.9020352122018378,0.9932111873408102,0.0,0.36850520896244154,0.7311888766728508,1,36.0,1,1,-0.7328099678904321,-0.732809967890432
2016-07-26,air_347be2c4feeb408b,0,0,0,0,0,1,0,0.9138845096622749,0.8006411946180515,0.0,-1.4299784170929437,1.0752023132343838,1,32.0,1,1,-0.635141683252521,-0.6351416832525207
2016-07-27,air_347be2c4feeb408b,0,0,0,0,0,0,1,0.949432402043587,0.8367480682535688,0.0,-1.0753478429411774,1.1195911437584523,1,28.0,1,1,-0.40850117659275276,-0.40850117659275254
2016-07-28,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.1864183512523343,1.1256030573377063,0.0,1.179089378452193,1.1861743895445556,1,17.0,1,1,-0.15765229168939973,-0.15765229168939945
2016-07-29,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.2693634334753958,1.3302086746056376,0.0,1.9390120373488346,1.2083688048065897,1,37.0,1,1,1.1788171416891966,1.178817141689197
2016-07-30,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.364157813158895,1.4505649200573616,0.0,1.8883505267557248,1.0862995208654007,1,22.0,1,1,1.3107110645335551,1.3107110645335558
2016-07-31,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.3167606233171456,1.1857811800635685,0.0,0.2925129430727774,1.3415352963787959,1,24.0,1,1,-0.6827236680761187,-0.6827236680761185
2016-08-02,air_347be2c4feeb408b,0,0,0,0,0,1,0,1.1271718639501476,1.0052468118859823,0.0,-0.9993555770515132,1.0862995208654007,1,16.0,1,1,-1.113883232311,-1.113883232311
2016-08-03,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.3523085156984578,1.4505649200573616,0.0,0.2925129430727774,1.3082436734857443,1,25.0,1,1,-0.6109333050089362,-0.610933305008936
2016-08-04,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.4234043004610817,1.5227786673283963,0.0,1.4070661761211851,1.4192157497959161,1,18.0,1,1,-0.46860473636992883,-0.4686047363699286
2016-08-05,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.3878564080797695,1.3302086746056376,0.0,1.787027505569506,1.4525073726889677,1,27.0,1,1,0.71217978175251,0.7121797817525103
2016-08-06,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.4708014903028315,1.4866717936928784,0.0,1.5843814631970683,1.463604580319985,1,24.0,1,1,0.4400442194280737,0.44004421942807403
2016-08-07,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.4708014903028315,1.5227786673283963,0.0,1.43239693141774,1.3748269192718476,1,16.0,1,1,-0.9043555447544556,-0.9043555447544555
2016-08-09,air_347be2c4feeb408b,0,0,0,0,0,1,0,1.814431116655515,2.136595519132188,0.0,0.34317445366588695,1.463604580319985,1,19.0,1,1,-0.5545862177178336,-0.5545862177178333
2016-08-10,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.5063493826841432,1.5949924145994299,0.0,-0.08744838637554339,1.4192157497959161,1,40.0,1,1,0.5736076855995761,0.5736076855995765
2016-08-11,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.2812127309358334,1.2218880536990857,1.0,-0.5687327370100831,1.3637297116408302,1,19.0,1,1,0.22467313022652602,0.22467313022652632
2016-08-12,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.2219662436336465,1.3302086746056376,0.0,0.2925129430727774,1.230563220068624,1,16.0,1,1,-0.2615813638041001,-0.2615813638040998
2016-08-13,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.210116946173209,1.2941018009701202,1.0,1.0271048466728643,1.1750771819135382,1,19.0,1,1,-0.0750098969957826,-0.07500989699578231
2016-08-14,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.1864183512523343,1.2820661764249477,1.0,-0.011456120485879266,1.1417855590204866,1,26.0,1,1,-1.2399337535103554,-1.2399337535103554
2016-08-19,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.3760071106193323,1.3542799236959824,0.0,0.3178436983693323,1.4081185421648992,1,21.0,1,1,0.6708585844057013,0.6708585844057018
2016-08-20,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.233815541094084,1.2820661764249477,0.0,-0.5434019817135284,1.28604925822371,1,30.0,1,1,0.5389646615613427,0.538964661561343
2016-08-21,air_347be2c4feeb408b,0,0,0,1,0,0,0,1.4352535979215193,1.5227786673283963,0.0,0.6724742725210985,1.3415352963787959,1,23.0,1,1,-1.1201440197877892,-1.120144019787789
2016-08-23,air_347be2c4feeb408b,0,0,0,0,0,1,0,1.2575141360149587,1.1135674327925342,0.0,-0.6953865134928567,1.3082436734857443,1,19.0,1,1,-0.8968425997823085,-0.8968425997823084
2016-08-24,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.2575141360149587,1.4505649200573616,0.0,0.3938359642589964,1.2194660124376067,1,12.0,1,1,-0.6835584397396905,-0.6835584397396904
2016-08-25,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.3878564080797695,1.4626005446025343,0.0,1.7363659949763965,1.2527576353306584,1,22.0,1,1,-0.5383081702781817,-0.5383081702781815
2016-08-26,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.3997057055402071,1.4264936709670164,0.0,1.7363659949763965,1.2749520505926926,1,25.0,1,1,1.0051846356662435,1.005184635666244
2016-08-27,air_347be2c4feeb408b,0,0,1,0,0,0,0,0.9968295918853368,0.9691399382504654,0.0,-1.0246863323480682,0.9531330292931944,1,26.0,1,1,1.0757228412380682,1.0757228412380686
2016-08-28,air_347be2c4feeb408b,0,0,0,1,0,0,0,0.7716929401370266,0.5599287037146035,0.0,-1.4299784170929437,0.8976469911381085,1,21.0,1,1,-0.5032477604081623,-0.5032477604081621
2016-08-30,air_347be2c4feeb408b,0,0,0,0,0,1,0,1.1271718639501476,1.0413536855214995,0.0,-1.2526631300170605,1.1306883513894697,1,20.0,1,1,-0.9264769938391106,-0.9264769938391105
2016-08-31,air_347be2c4feeb408b,0,0,0,0,0,0,1,1.198267648712772,1.0894961837021895,0.0,1.609712218493623,1.2416604276996415,1,19.0,1,1,-0.4452311297899159,-0.4452311297899157
2016-09-01,air_347be2c4feeb408b,0,0,0,0,1,0,0,1.198267648712772,1.1496743064280515,0.0,1.4830584420108495,1.1750771819135382,1,27.0,1,1,-0.885990568155874,-0.8859905681558738
2016-09-02,air_347be2c4feeb408b,1,0,0,0,0,0,0,1.233815541094084,1.4264936709670164,0.0,0.2925129430727774,1.1861743895445556,1,21.0,1,1,0.46258305434451474,0.4625830543445151
2016-09-03,air_347be2c4feeb408b,0,0,1,0,0,0,0,1.2575141360149587,1.2941018009701202,0.0,-0.08744838637554339,1.28604925822371,1,42.0,1,1,1.114539723594161,1.1145397235941614
