visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-04,air_9438d67241c81314,0,1,0,0,0,0,0,-0.7349534085164872,-0.5357445412188264,0.0,0.3979881484047125,-0.7573529711764037,1,34.0,1,1,-1.5337819363797935,-1.5337819363797935
2016-01-05,air_9438d67241c81314,0,0,0,0,0,1,0,-0.8710121016411827,-1.0221717386519853,0.0,-1.2647665550633027,-0.6486777030966946,1,25.0,1,1,-1.4020973155724672,-1.4020973155724672
2016-01-06,air_9438d67241c81314,0,0,0,0,0,0,1,-0.920487990050163,-1.0696280505966838,0.0,-1.2647665550633027,-0.7815030307496723,1,41.0,1,1,-1.337153438254234,-1.337153438254234
2016-01-07,air_9438d67241c81314,0,0,0,0,1,0,0,-0.9699638784591432,-1.2594532983754776,0.0,-1.165497617542824,-0.6366026733100603,1,30.0,1,1,-1.2670756575906863,-1.2670756575906863
2016-01-08,air_9438d67241c81314,1,0,0,0,0,0,0,-1.167867432095064,-1.4492785461542712,0.0,-1.2647665550633027,-0.841878179682844,1,47.0,1,1,-0.9284947319671709,-0.9284947319671709
2016-01-09,air_9438d67241c81314,0,0,1,0,0,0,0,-1.1183915436860838,-1.4136863121957475,0.0,-1.2151320863030632,-0.7935780605363068,1,24.0,1,1,-0.6671790516906444,-0.6671790516906444
2016-01-10,air_9438d67241c81314,0,0,0,1,0,0,0,-1.1183915436860838,-1.2001329084446044,0.0,-0.3217116486187568,-0.9988535669090903,1,29.0,1,1,-0.956474505199137,-0.956474505199137
2016-01-11,air_9438d67241c81314,0,1,0,0,0,0,0,-1.0689156552771035,-1.0577639726105093,1.0,-1.0165942112621063,-1.0350786562689935,1,25.0,1,1,-1.3227785088873525,-1.3227785088873525
2016-01-12,air_9438d67241c81314,0,0,0,0,0,1,0,-1.167867432095064,-1.401822234209573,0.0,-1.165497617542824,-1.0471536860556276,1,33.0,1,1,-1.3771978843476902,-1.3771978843476902
2016-01-13,air_9438d67241c81314,0,0,0,0,0,0,1,-1.3781399578332298,-1.6272397159468903,0.0,-1.0165942112621063,-1.2162041030685085,1,24.0,1,1,-1.1708149698660326,-1.1708149698660326
2016-01-14,air_9438d67241c81314,0,0,0,0,1,0,0,-1.2668192089130246,-1.4492785461542712,0.0,-0.8428735706012689,-1.1437539243487023,1,24.0,1,1,-1.0771212338140363,-1.0771212338140363
2016-01-15,air_9438d67241c81314,1,0,0,0,0,0,0,-1.3781399578332298,-1.18826883045843,0.0,0.968784539147464,-1.3611044605081204,1,45.0,1,1,-0.7978368918289077,-0.7978368918289077
2016-01-16,air_9438d67241c81314,0,0,1,0,0,0,0,-1.167867432095064,-0.9628513487211123,0.0,0.6709777265860284,-1.373179490294755,1,30.0,1,1,-0.6486969996475108,-0.6486969996475109
2016-01-17,air_9438d67241c81314,0,0,0,1,0,0,0,-1.2173433205040443,-1.401822234209573,0.0,-1.2647665550633027,-1.0954538052021652,1,23.0,1,1,-1.258348021903651,-1.258348021903651
2016-01-19,air_9438d67241c81314,0,0,0,0,0,1,0,-1.8110539814118067,-2.1136669133800496,0.0,-1.239949320683183,-1.5301548775210012,1,19.0,1,1,-1.3058366278478135,-1.3058366278478135
2016-01-20,air_9438d67241c81314,0,0,0,0,0,0,1,-1.7615780930028266,-1.8289290417118589,0.0,-0.7187873987006708,-1.5663799668809042,1,40.0,1,1,-1.1795426055530678,-1.1795426055530678
2016-01-21,air_9438d67241c81314,0,0,0,0,1,0,0,-1.7492091209005813,-1.734016417822462,0.0,-1.239949320683183,-1.6509051753873445,1,24.0,1,1,-1.056328925265511,-1.056328925265511
2016-01-22,air_9438d67241c81314,1,0,0,0,0,0,0,-1.3781399578332298,-1.4967348580989697,0.0,-1.0165942112621063,-1.3128043413615833,1,50.0,1,1,-0.7449576873721646,-0.7449576873721646
2016-01-23,air_9438d67241c81314,0,0,1,0,0,0,0,-1.662626316184866,-1.8289290417118589,0.0,-1.2647665550633027,-1.6388301456007102,1,29.0,1,1,-0.6710294791996305,-0.6710294791996305
