visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_ffcc2d5087e1b476,1,0,0,0,0,0,0,1.108537226617104,1.187858624844576,0.0,-0.15599207266013718,1.049217834953696,1,36.0,1,1,1.3140273754492944,1.3140273754492948
2016-07-02,air_ffcc2d5087e1b476,0,0,1,0,0,0,0,1.2721655925897828,1.3287899832655214,0.0,0.5047041516823204,1.204720803977778,1,17.0,1,1,1.4695680123769934,1.4695680123769936
2016-07-04,air_ffcc2d5087e1b476,0,1,0,0,0,0,0,1.365667516002742,1.5636755806337634,0.0,0.5575598496297168,1.2269355138383615,1,8.0,1,1,-1.2270898723479695,-1.2270898723479688
2016-07-05,air_ffcc2d5087e1b476,0,0,0,0,0,1,0,0.6527153499789272,0.6006446314239698,0.0,-1.3188174275028626,0.8492854462084478,1,22.0,1,1,-0.5747866748975955,-0.5747866748975949
2016-07-06,air_ffcc2d5087e1b476,0,0,0,0,0,0,1,0.8163437159516063,0.7533202697133271,0.0,-0.23527561958123228,0.8826075109993226,1,32.0,1,1,-0.12528167631228365,-0.12528167631228318
2016-07-07,air_ffcc2d5087e1b476,0,0,0,0,1,0,0,1.3189165542962622,1.9042596968177157,0.0,2.06394724113052,1.0381104800234044,1,21.0,1,1,-0.1907724708081569,-0.1907724708081564
2016-07-08,air_ffcc2d5087e1b476,1,0,0,0,0,0,0,1.0734740053372442,1.093904385897279,0.0,-0.7638325990551982,1.0603251898839878,1,30.0,1,1,1.1123454969449575,1.1123454969449578
2016-07-09,air_ffcc2d5087e1b476,0,0,1,0,0,0,0,0.7345295329652666,0.5184346723450847,0.0,-1.3188174275028626,0.8603928011387395,1,22.0,1,1,1.4096588196847457,1.409658819684746
2016-07-11,air_ffcc2d5087e1b476,0,1,0,0,0,0,0,1.3890429968559819,1.5284427410285273,0.0,1.9846636942094253,1.082539899744571,1,15.0,1,1,-1.2765800750067828,-1.2765800750067822
2016-07-12,air_ffcc2d5087e1b476,0,0,0,0,0,1,0,1.2838533330164028,1.3287899832655214,0.0,0.34613705784013044,1.338009063141277,1,15.0,1,1,-0.5599024034212607,-0.5599024034212602
2016-07-13,air_ffcc2d5087e1b476,0,0,0,0,0,0,1,1.0500985244840046,0.8355302287922123,0.0,-1.3188174275028626,1.2158281589080697,1,36.0,1,1,-0.4880857935479451,-0.4880857935479446
2016-07-14,air_ffcc2d5087e1b476,0,0,0,0,1,0,0,1.1436004478969635,1.4579770618180545,0.0,-0.2881313175286288,0.9714663504416552,1,22.0,1,1,-0.27375228428872356,-0.27375228428872306
2016-07-15,air_ffcc2d5087e1b476,1,0,0,0,0,0,0,0.7111540521120268,0.4127361535293757,0.0,-1.3188174275028626,0.9381442856507805,1,39.0,1,1,0.9017330555548196,0.90173305555482
2016-07-16,air_ffcc2d5087e1b476,0,0,1,0,0,0,0,0.9332211202178055,0.8472745086606241,0.0,-0.8959718439236897,0.8381780912781565,1,1.0,1,1,1.3512380541401314,1.3512380541401319
2016-07-17,air_ffcc2d5087e1b476,0,0,0,1,0,0,0,1.1436004478969635,0.9764615872131577,0.0,-1.2923895785291644,1.2269355138383615,1,9.0,1,1,0.43213429047645574,0.4321342904764562
2016-07-19,air_ffcc2d5087e1b476,0,0,0,0,0,1,0,1.3072288138696426,1.3875113826075816,0.0,0.3197092088664322,1.2380428687686527,1,10.0,1,1,-0.9089385695413125,-0.9089385695413119
2016-07-20,air_ffcc2d5087e1b476,0,0,0,0,0,0,1,1.1903514096034433,1.1056486657656908,0.0,-0.10313637471274076,1.1936134490474866,1,13.0,1,1,-0.4311534551509644,-0.43115345515096387
2016-07-21,air_ffcc2d5087e1b476,0,0,0,0,1,0,0,0.6644030904055473,0.44796899313461214,0.0,-1.3188174275028626,0.9270369307204886,1,10.0,1,1,-0.21198255766193405,-0.21198255766193355
2016-07-22,air_ffcc2d5087e1b476,1,0,0,0,0,0,0,0.6176521286990674,0.260060515240018,0.0,-1.3188174275028626,0.8715001560690309,1,33.0,1,1,0.9649912093292426,0.964991209329243
2016-07-23,air_ffcc2d5087e1b476,0,0,1,0,0,0,0,0.7345295329652666,0.7768088294501517,0.0,-0.9488275418710863,0.8048560264872816,1,17.0,1,1,1.2786772306929992,1.2786772306929994
2016-07-25,air_ffcc2d5087e1b476,0,1,0,0,0,0,0,1.0033475627775246,0.8707630683974483,0.0,-1.1073946357132762,0.9492516405810721,1,15.0,1,1,-1.13331896204706,-1.1333189620470594
2016-07-26,air_ffcc2d5087e1b476,0,0,0,0,0,1,0,0.8981578989379456,0.8120416690553877,0.0,-1.2923895785291644,0.9825737053719465,1,22.0,1,1,-0.4073386207888287,-0.40733862078882815
2016-07-27,air_ffcc2d5087e1b476,0,0,0,0,0,0,1,0.9799720819242849,0.8002973891869758,0.0,-1.2395338805817677,1.0936472546748623,1,24.0,1,1,-0.20528463549758336,-0.20528463549758288
2016-07-28,air_ffcc2d5087e1b476,0,0,0,0,1,0,0,1.2137268904566831,1.2465800241866365,0.0,0.055430719129449205,1.1936134490474866,1,27.0,1,1,0.018351543434347455,0.018351543434347924
2016-07-29,air_ffcc2d5087e1b476,1,0,0,0,0,0,0,1.2955410734430224,1.3992556624759938,0.0,1.7203852044724421,1.14918402932632,1,35.0,1,1,1.2098374751149505,1.209837475114951
2016-07-30,air_ffcc2d5087e1b476,0,0,1,0,0,0,0,1.2955410734430224,1.4579770618180545,0.0,1.5353902616565542,1.0603251898839878,1,12.0,1,1,1.3274232197779958,1.327423219777996
2016-08-01,air_ffcc2d5087e1b476,0,1,0,0,0,0,0,1.3189165542962622,1.2935571436602848,0.0,-0.8166882970025948,1.338009063141277,1,5.0,1,1,-1.187646552935682,-1.1876465529356817
2016-08-02,air_ffcc2d5087e1b476,0,0,0,0,0,1,0,1.1436004478969635,1.0469272664236302,0.0,-0.8695439949499914,1.104754609605154,1,12.0,1,1,-0.8341451053727299,-0.8341451053727293
2016-08-03,air_ffcc2d5087e1b476,0,0,0,0,0,0,1,1.248790111736543,1.3522785430023456,0.0,-0.23527561958123228,1.204720803977778,1,23.0,1,1,-0.3857564271481432,-0.3857564271481427
2016-08-04,air_ffcc2d5087e1b476,0,0,0,0,1,0,0,1.400730737282602,1.4697213416864667,0.0,0.9275497352614931,1.3157943532806937,1,20.0,1,1,-0.25886801281238875,-0.25886801281238825
