visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.0707020135549477,1.0766317453210235,0.0,0.8612364257537726,1.0486429459651305,1,2.0,1,1,1.2764343465768382,1.2764343465768382
2016-07-02,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.2861095192405583,1.3103938300615814,0.0,1.6750373940001366,1.1990234911303757,1,9.0,1,1,1.4468124653922199,1.4468124653922199
2016-07-03,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.3184206450934,1.2392488477492374,0.0,1.3223903077600454,1.3816284388310303,1,7.0,1,1,-0.6804684008696863,-0.6804684008696863
2016-07-05,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.3507317709462414,1.4933380702933223,0.0,1.5665305982339546,1.2956966987366045,1,1.0,1,1,-0.7925592685113847,-0.7925592685113847
2016-07-07,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.3184206450934,1.3307209678651086,0.0,1.485150501409318,1.3171796337602109,1,3.0,1,1,-0.37191281248872,-0.37191281248872
2016-07-08,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.038390887702106,0.8835239361875185,0.0,-1.553039780043774,0.9949356084061145,1,2.0,1,1,1.0555134365339272,1.0555134365339272
2016-07-09,air_09fd1f5c58583141,0,0,1,0,0,0,0,0.7475907550265315,0.5582897313310896,0.0,-1.254646091686774,0.8445550632408696,1,8.0,1,1,1.3811883574274437,1.3811883574274437
2016-07-10,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.156865015829192,1.1071224520263134,0.0,0.4543359416305906,1.1453161535713596,1,5.0,1,1,-0.5084598694340617,-0.5084598694340617
2016-07-12,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.178405766397753,0.9953231941069157,0.0,-1.3088994895698647,1.2956966987366045,1,4.0,1,1,-0.7762551423089559,-0.7762551423089559
2016-07-13,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.1460946405449113,0.8530332294822282,0.0,-1.5259130811022286,1.2956966987366045,1,1.0,1,1,-0.6975877333822366,-0.6975877333822366
2016-07-14,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.0922427641235086,1.1274495898298404,0.0,0.12881555433204497,1.1882820236185725,1,8.0,1,1,-0.4628083160672609,-0.4628083160672609
2016-07-15,air_09fd1f5c58583141,1,0,0,0,0,0,0,0.8768352584378979,0.6497618514469601,0.0,-1.498786382160683,1.0486429459651305,1,10.0,1,1,0.8248100507695586,0.8248100507695586
2016-07-16,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.0276205124178253,1.0054867630086792,0.0,-0.30521162873268265,0.9841941408943115,1,7.0,1,1,1.3171946620829105,1.3171946620829105
2016-07-18,air_09fd1f5c58583141,0,1,0,0,0,0,0,1.178405766397753,1.1172860209280768,1.0,1.2681369098769546,1.1560576210831626,1,11.0,1,1,-1.3493451783243304,-1.3493451783243304
2016-07-20,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.1353242652606306,1.2900666922580544,0.0,2.109064577064864,1.0056770759179179,1,4.0,1,1,-0.6352244506579462,-0.6352244506579462
2016-07-21,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.1030131394077893,1.1274495898298404,0.0,0.8612364257537726,1.0164185434297208,1,2.0,1,1,-0.3951461923271811,-0.3951461923271811
2016-07-22,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.1353242652606306,1.3002302611598178,0.0,1.1325034151692273,1.0164185434297208,1,8.0,1,1,0.8941025871298813,0.8941025871298813
2016-07-23,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.081472388839228,1.1376131587316032,0.0,1.186756813052318,1.059384413476934,1,11.0,1,1,1.2377120468460696,1.2377120468460696
2016-07-24,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.0276205124178253,0.9953231941069157,0.0,-0.2509582308495917,1.0486429459651305,1,10.0,1,1,-0.7045169870182688,-0.7045169870182688
2016-07-26,air_09fd1f5c58583141,0,0,0,0,0,1,0,0.9522278854278615,0.7615611093663577,0.0,-1.553039780043774,1.1023502835241465,1,6.0,1,1,-0.60913784873406,-0.60913784873406
2016-07-27,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.1245538899763503,1.1274495898298404,0.0,0.31870244692286326,1.0916088160123436,1,5.0,1,1,-0.38780933553608815,-0.38780933553608815
2016-07-28,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.2322576428191556,1.1985945721421838,0.0,-0.30521162873268265,1.2312478936657851,1,2.0,1,1,-0.14283983934459446,-0.14283983934459446
2016-07-29,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.221487267534875,1.2087581410439474,0.0,0.6713495331629541,1.1882820236185725,1,4.0,1,1,1.1623054631598362,1.1623054631598362
2016-07-30,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.3076502698091195,1.4425202257845053,0.0,1.702164092941682,1.3494040362956206,1,9.0,1,1,1.2911080601590241,1.2911080601590241
2016-07-31,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.3291910203776804,1.3917023812756883,0.0,1.3223903077600454,1.3494040362956206,1,7.0,1,1,-0.6556046084109822,-0.6556046084109822
2016-08-02,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.3291910203776804,1.3103938300615814,0.0,0.12881555433204497,1.3816284388310303,1,5.0,1,1,-1.0766586675887078,-1.0766586675887078
2016-08-03,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.3184206450934,1.3612116745703984,0.0,0.6713495331629541,1.2742137637129982,1,4.0,1,1,-0.5854968657405382,-0.5854968657405382
2016-08-04,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.404583647367644,1.503501639195086,0.0,1.105376716227682,1.306438166248408,1,4.0,1,1,-0.44650418986483204,-0.44650418986483204
2016-08-05,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.404583647367644,1.4933380702933223,0.0,0.9697432215199546,1.4460772439018494,1,3.0,1,1,0.7066051358019494,0.7066051358019494
2016-08-06,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.3722725215148028,1.554319483703903,0.0,0.372955844805954,1.4783016464372591,1,2.0,1,1,0.4408478787023589,0.4408478787023589
2016-08-09,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.4153540226519248,1.3917023812756883,0.0,1.2681369098769546,1.4460772439018494,1,5.0,1,1,-0.5304704398073407,-0.5304704398073407
2016-08-10,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.2968798945248388,1.3815388123739256,0.0,1.702164092941682,1.2634722962011948,1,7.0,1,1,0.5712808883217898,0.5712808883217898
2016-08-11,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.2753391439562778,1.4831745013915596,1.0,1.8377975876494093,1.1023502835241465,1,12.0,1,1,0.23052465069102654,0.23052465069102654
2016-08-12,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.3184206450934,1.401865950177452,0.0,1.919177684474046,1.1990234911303757,1,3.0,1,1,-0.24433302495471412,-0.24433302495471412
2016-08-13,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.3722725215148028,1.4120295190792154,1.0,1.6750373940001366,1.3171796337602109,1,6.0,1,1,-0.06213441464257157,-0.06213441464257157
2016-08-14,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.3399613956619612,1.4120295190792154,1.0,0.9697432215199546,1.3386625687838172,1,11.0,1,1,-1.1997548204170456,-1.1997548204170456
2016-08-15,air_09fd1f5c58583141,0,1,0,0,0,0,0,1.3184206450934,1.4120295190792154,1.0,-0.08819803720031873,1.3708869713192269,1,6.0,1,1,-1.7769208879830274,-1.7769208879830274
2016-08-16,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.3615021462305221,1.3917023812756883,0.0,0.7256029310460452,1.252730828689392,1,3.0,1,1,-1.6477106878287786,-1.6477106878287786
2016-08-17,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.2430280181034359,1.218921709945711,0.0,-0.73923881179741,1.252730828689392,1,10.0,1,1,-1.0962236190316224,-1.0962236190316224
2016-08-18,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.3938132720833638,1.4628473635880326,0.0,0.12881555433204497,1.3386625687838172,1,2.0,1,1,-0.7937820779765669,-0.7937820779765669
2016-08-19,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.4692058990733274,1.6762823105250642,0.0,0.5085893395136813,1.4568187114136528,1,2.0,1,1,0.6662524234509379,0.6662524234509379
2016-08-20,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.5338281507790108,1.6254644660162472,0.0,1.2681369098769546,1.4353357763900463,1,8.0,1,1,0.5374498264517499,0.5374498264517499
2016-08-21,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.5015170249261691,1.554319483703903,0.0,1.4308971035262272,1.4890431139490625,1,7.0,1,1,-1.0827727149146185,-1.0827727149146185
2016-08-30,air_09fd1f5c58583141,0,0,0,0,0,1,0,0.7906722561636534,0.6700889892504868,0.0,1.186756813052318,0.7693647906582473,1,10.0,1,1,-0.8936448509664436,-0.8936448509664436
2016-08-31,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.1030131394077893,1.025813900812206,0.0,1.7835441897663187,1.1560576210831626,1,2.0,1,1,-0.4236784131814316,-0.4236784131814316
2016-09-01,air_09fd1f5c58583141,0,0,0,0,1,0,0,1.1460946405449113,1.1172860209280768,0.0,1.2952636088185,1.0271600109415242,1,2.0,1,1,-0.8541073449255536,-0.8541073449255536
2016-09-02,air_09fd1f5c58583141,1,0,0,0,0,0,0,1.156865015829192,1.269739554454528,0.0,1.403770404584682,1.0056770759179179,1,7.0,1,1,0.4628584490756379,0.4628584490756379
2016-09-03,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.2537983933877166,1.2494124166510008,0.0,-0.06107133825877335,1.1990234911303757,1,9.0,1,1,1.099534577280485,1.099534577280485
2016-09-06,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.081472388839228,1.1579402965351304,0.0,-0.5222252202650464,1.2097649586421788,1,3.0,1,1,-0.8936448509664436,-0.8936448509664436
2016-09-07,air_09fd1f5c58583141,0,0,0,0,0,0,1,1.2322576428191556,1.3307209678651086,0.0,0.7256029310460452,1.1453161535713596,1,6.0,1,1,-0.7880756338057168,-0.7880756338057168
2016-09-08,air_09fd1f5c58583141,0,0,0,0,1,0,0,0.9845390112807032,0.7310704026610674,0.0,-1.254646091686774,1.0486429459651305,1,3.0,1,1,-0.6270723875567318,-0.6270723875567318
2016-09-09,air_09fd1f5c58583141,1,0,0,0,0,0,0,0.8768352584378979,0.873360367285755,0.0,0.12881555433204497,0.9627112058707048,1,1.0,1,1,0.8093211308772512,0.8093211308772512
2016-09-10,air_09fd1f5c58583141,0,0,1,0,0,0,0,0.8768352584378979,0.9953231941069157,0.0,1.485150501409318,0.7586233231464439,1,11.0,1,1,1.364476628069954,1.364476628069954
2016-09-11,air_09fd1f5c58583141,0,0,0,1,0,0,0,1.038390887702106,1.1579402965351304,0.0,0.372955844805954,0.9627112058707048,1,8.0,1,1,-0.5300628366522799,-0.5300628366522799
2016-09-13,air_09fd1f5c58583141,0,0,0,0,0,1,0,0.8122130067322145,0.47698118011698226,0.0,-1.553039780043774,1.0271600109415242,1,3.0,1,1,-1.0729902391931612,-1.0729902391931612
2016-09-14,air_09fd1f5c58583141,0,0,0,0,0,0,1,0.8445241325850562,0.6599254203487236,0.0,-1.3088994895698647,1.0056770759179179,1,8.0,1,1,-0.6421537042939784,-0.6421537042939784
2016-09-15,air_09fd1f5c58583141,0,0,0,0,1,0,0,0.8445241325850562,0.6802525581522504,0.0,-1.0376325001544102,0.9519697383589018,1,8.0,1,1,-0.28794656254621137,-0.28794656254621137
2016-09-16,air_09fd1f5c58583141,1,0,0,0,0,0,0,0.9522278854278615,0.9851596252051525,0.0,-0.46797182238195534,0.9304868033352954,1,3.0,1,1,0.7351373566562,0.7351373566562
2016-09-17,air_09fd1f5c58583141,0,0,1,0,0,0,0,1.1460946405449113,1.0156503319104428,0.0,-0.49509852132350085,1.1990234911303757,1,6.0,1,1,1.2393424594663125,1.2393424594663125
2016-09-18,air_09fd1f5c58583141,0,0,0,1,0,0,0,0.8768352584378979,0.6395982825451966,0.0,-1.553039780043774,0.9949356084061145,1,5.0,1,1,-0.04542268528508199,-0.04542268528508199
2016-09-19,air_09fd1f5c58583141,0,1,0,0,0,0,0,0.7152796291736898,0.48714474901874544,1.0,-1.553039780043774,0.7478818556346405,1,9.0,1,1,-1.641189037347807,-1.641189037347807
2016-09-21,air_09fd1f5c58583141,0,0,0,0,0,0,1,0.5860351257623234,0.5176354557240358,0.0,-1.498786382160683,0.7049159855874277,1,2.0,1,1,0.18120466892867923,0.18120466892867923
2016-09-22,air_09fd1f5c58583141,0,0,0,0,1,0,0,0.6183462516151651,0.5379625935275625,1.0,-1.4174062853360467,0.8123306607054599,1,6.0,1,1,-0.5451441533895267,-0.5451441533895267
2016-09-23,air_09fd1f5c58583141,1,0,0,0,0,0,0,0.6075758763308844,0.5176354557240358,0.0,-1.1190125969790468,0.7693647906582473,1,7.0,1,1,-0.020151289671317248,-0.020151289671317248
2016-09-24,air_09fd1f5c58583141,0,0,1,0,0,0,0,0.5537239999094817,0.39567262890287497,0.0,-1.2275193927452284,0.6619501155402151,1,7.0,1,1,0.9923349474995152,0.9923349474995152
2016-09-25,air_09fd1f5c58583141,0,0,0,1,0,0,0,0.9199167595750198,0.9241782117945719,0.0,-0.44084512344041,0.9090038683116887,1,10.0,1,1,-0.6360396569680676,-0.6360396569680676
2016-09-27,air_09fd1f5c58583141,0,0,0,0,0,1,0,1.1030131394077893,1.1071224520263134,0.0,-0.49509852132350085,0.9841941408943115,1,6.0,1,1,-0.708593018568876,-0.708593018568876
2016-09-28,air_09fd1f5c58583141,0,0,0,0,0,0,1,0.9629982607121422,0.8022153849734112,0.0,-1.4174062853360467,1.0701258809887368,1,7.0,1,1,-0.5830512468101738,-0.5830512468101738
2016-09-30,air_09fd1f5c58583141,1,0,0,0,0,0,0,0.5752647504780427,0.6497618514469601,0.0,-0.3594650266157734,0.5652769079339859,1,7.0,1,1,1.0669263248756273,1.0669263248756273
2016-10-01,air_09fd1f5c58583141,0,0,1,0,0,0,0,0.7475907550265315,0.6192711447416698,0.0,-1.0376325001544102,0.7801062581700502,1,13.0,1,1,1.104018211986153,1.104018211986153
