visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Itabashi-ku Itabashi,total_area_visitors,total_genre_visitors
2016-01-04,air_e9ebf7fc520ac76a,0,1,0,0,0,0,0,-0.7480280197267087,-0.5577472534734279,0.0,0.8723684412335485,-0.8375694188738692,1,14.0,1,1,-1.4886632289547084,-1.4886632289547082
2016-01-05,air_e9ebf7fc520ac76a,0,0,0,0,0,1,0,-0.5319671078004752,-0.5325846950232351,0.0,0.7487521199497804,-0.7523165809167377,1,6.0,1,1,-1.3610665361416252,-1.361066536141625
2016-01-06,air_e9ebf7fc520ac76a,0,0,0,0,0,0,1,-0.7861564159489851,-1.0484171432521845,0.0,-1.3280020776175243,-0.5087370438963617,1,40.0,1,1,-1.2981387324735745,-1.2981387324735743
2016-01-07,air_e9ebf7fc520ac76a,0,0,0,0,1,0,0,-0.8115753467638362,-0.8471166756506432,0.0,-0.1412853932933503,-0.8253904420228505,1,54.0,1,1,-1.2302363988712905,-1.2302363988712903
2016-01-08,air_e9ebf7fc520ac76a,1,0,0,0,0,0,0,-1.0530551895049205,-1.0987422601525698,0.0,0.822921912720041,-0.9958961179371137,1,75.0,1,1,-0.9021661497086069,-0.9021661497086066
2016-01-09,air_e9ebf7fc520ac76a,0,0,1,0,0,0,0,-0.989507862467793,-1.0106733055768955,0.0,0.8723684412335485,-1.0324330484901703,1,41.0,1,1,-0.6489625760561339,-0.6489625760561337
2016-01-10,air_e9ebf7fc520ac76a,0,0,0,1,0,0,0,-0.91325107002324,-0.8471166756506432,0.0,0.9218149697470556,-1.0811489558942453,1,1.0,1,1,-0.9292773378501782,-0.929277337850178
2016-01-11,air_e9ebf7fc520ac76a,0,1,0,0,0,0,0,-1.014926793282644,-1.1490673770529551,1.0,-0.5121343571446547,-0.9106432799799821,1,29.0,1,1,-1.2842100486577213,-1.284210048657721
2016-01-12,air_e9ebf7fc520ac76a,0,0,0,0,0,1,0,-1.4851770133573872,-1.7026436629571935,0.0,-1.3280020776175243,-1.2638336086595274,1,48.0,1,1,-1.336940065960594,-1.3369400659605937
2016-01-13,air_e9ebf7fc520ac76a,0,0,0,0,0,0,1,-1.3707918246905577,-1.2497176108537258,0.0,0.822921912720041,-1.4830551919778658,1,88.0,1,1,-1.1369639626044168,-1.1369639626044166
2016-01-14,air_e9ebf7fc520ac76a,0,0,0,0,1,0,0,-1.1547309127643244,-1.0358358640270882,0.0,0.9218149697470556,-1.349086446616659,1,76.0,1,1,-1.0461787913046598,-1.0461787913046596
2016-01-15,air_e9ebf7fc520ac76a,1,0,0,0,0,0,0,-1.2055687743940264,-1.0987422601525698,0.0,0.6745823271795193,-1.1298648632983206,1,92.0,1,1,-0.7755643628823704,-0.7755643628823702
2016-01-16,air_e9ebf7fc520ac76a,0,0,1,0,0,0,0,-1.091183585727197,-0.9855107471267027,0.0,0.9218149697470556,-1.1542228170003581,1,26.0,1,1,-0.6310542682928941,-0.631054268292894
2016-01-18,air_e9ebf7fc520ac76a,0,1,0,0,0,0,0,-1.5614338058019401,-1.6900623837320972,0.0,-0.9818763780229736,-1.349086446616659,1,41.0,1,1,-1.4993584683133099,-1.4993584683133097
2016-01-19,air_e9ebf7fc520ac76a,0,0,0,0,0,1,0,-1.2691161014311538,-1.3881116823297852,0.0,0.9218149697470556,-1.2638336086595274,1,64.0,1,1,-1.2677940998747517,-1.2677940998747514
2016-01-20,air_e9ebf7fc520ac76a,0,0,0,0,0,0,1,-1.3962107555054089,-1.3252052862043038,0.0,0.9465382340038091,-1.458697238275828,1,59.0,1,1,-1.1454206634926134,-1.1454206634926132
2016-01-21,air_e9ebf7fc520ac76a,0,0,0,0,1,0,0,-1.2309877052088773,-1.2748801693039185,0.0,0.5015194773822441,-1.2516546318085087,1,58.0,1,1,-1.0260319450710151,-1.026031945071015
2016-01-22,air_e9ebf7fc520ac76a,1,0,0,0,0,0,0,-1.1801498435791753,-1.1742299355031476,0.0,0.6745823271795193,-1.0080750947881325,1,85.0,1,1,-0.7243267045597678,-0.7243267045597677
2016-01-23,air_e9ebf7fc520ac76a,0,0,1,0,0,0,0,-1.4216296863202598,-1.6648998252819045,0.0,-1.278555549104017,-1.0567910021922078,1,39.0,1,1,-0.6526934735068088,-0.6526934735068086
2016-01-25,air_e9ebf7fc520ac76a,0,1,0,0,0,0,0,-1.5487243403945146,-1.4132742407799779,0.0,1.0454312910308237,-1.6900977984451855,1,62.0,1,1,-1.3585792711745086,-1.3585792711745084
2016-01-26,air_e9ebf7fc520ac76a,0,0,0,0,0,1,0,-1.4343391517276851,-1.2622988900788221,0.0,0.7981986484632875,-1.5317710993819411,1,71.0,1,1,-1.1896939799072894,-1.1896939799072892
2016-01-27,air_e9ebf7fc520ac76a,0,0,0,0,0,0,1,-1.116602516542048,-0.7842102795251616,0.0,0.9959847625173166,-1.5074131456799034,1,62.0,1,1,-1.0414529878671381,-1.041452987867138
2016-01-28,air_e9ebf7fc520ac76a,0,0,0,0,1,0,0,-0.9259605354306656,-0.7087226041745837,0.0,0.9959847625173166,-1.1176858864473018,1,68.0,1,1,-1.0469249707947947,-1.0469249707947945
2016-01-29,air_e9ebf7fc520ac76a,1,0,0,0,0,0,0,-1.2309877052088773,-1.4887619161305559,0.0,-1.3280020776175243,-1.0567910021922078,1,45.0,1,1,-0.9071406796428402,-0.90714067964284
2016-01-30,air_e9ebf7fc520ac76a,0,0,1,0,0,0,0,-1.4978864787648127,-1.841037734433253,0.0,-1.3280020776175243,-1.1907597475534146,1,39.0,1,1,-0.6123997810395194,-0.6123997810395192
2016-02-02,air_e9ebf7fc520ac76a,0,0,0,0,0,1,0,-1.1547309127643244,-1.1239048186027625,0.0,0.773475384206534,-1.0567910021922078,1,70.0,1,1,-1.2588399459931316,-1.2588399459931314
2016-02-03,air_e9ebf7fc520ac76a,0,0,0,0,0,0,1,-1.2818255668385794,-1.3126240069792074,0.0,0.4273496846119831,-1.1907597475534146,1,64.0,1,1,-1.1857143559599028,-1.1857143559599026
2016-02-04,air_e9ebf7fc520ac76a,0,0,0,0,1,0,0,-1.2691161014311538,-1.2748801693039185,0.0,0.13067051353093972,-1.23947565495749,1,70.0,1,1,-1.1489028344465766,-1.1489028344465764
