visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,total_area_visitors,total_genre_visitors
2016-05-25,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.4361733444222617,1.3669037762242842,0.0,-1.3866984420290396,1.4514375359051623,1,12.0,1,1,-2.3308683110493003,-2.3308683110493007
2016-07-02,air_d98380a4aeb0290b,0,0,1,0,0,0,0,2.338561724469938,2.389342645144523,0.0,2.177455840897217,2.005441828288641,1,2.0,1,1,1.4769617675768765,1.4769617675768765
2016-07-03,air_d98380a4aeb0290b,0,0,0,1,0,0,0,2.449624909706575,2.389342645144523,0.0,1.6595872698737433,2.3483968664307944,1,56.0,1,1,-0.35770082292811034,-0.35770082292811045
2016-07-06,air_d98380a4aeb0290b,0,0,0,0,0,0,1,2.2830301318516186,2.1875454999628974,0.0,1.8119015554688824,2.2428722393101324,1,11.0,1,1,-0.029718413090755937,-0.029718413090756044
2016-07-13,air_d98380a4aeb0290b,0,0,0,0,0,0,1,2.1303182521512434,1.7435917805633196,0.0,-1.3257727277909839,2.229681660920049,1,1.0,1,1,-0.37246530439988834,-0.3724653043998885
2016-08-16,air_d98380a4aeb0290b,0,0,0,0,0,1,0,2.449624909706575,2.5238740752656073,0.0,1.0503301274931867,2.519874385501871,1,2.0,1,1,-1.191894026083568,-1.1918940260835682
2016-09-18,air_d98380a4aeb0290b,0,0,0,1,0,0,0,1.797128696441332,1.5687009214059102,0.0,-1.4171612991480673,1.9394889363382268,1,7.0,1,1,0.1899911326202264,0.1899911326202263
2016-09-20,air_d98380a4aeb0290b,0,0,0,0,0,1,0,1.2279298721035674,0.7211529116430806,0.0,-1.4171612991480673,1.543771584635742,1,8.0,1,1,-1.6415076404265223,-1.6415076404265225
2016-09-21,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.380641751803943,1.2458254891153087,0.0,-1.4171612991480673,1.556962163025825,1,30.0,1,1,0.3854447444847163,0.38544474448471616
2016-09-22,air_d98380a4aeb0290b,0,0,0,0,1,0,0,1.5194707333497393,1.582154064418019,1.0,-1.112532727957789,1.5701527414159075,1,17.0,1,1,-0.24099111224643655,-0.24099111224643666
2016-09-23,air_d98380a4aeb0290b,1,0,0,0,0,0,0,1.450056242576841,1.2727317751395255,0.0,-1.2648470135529282,1.6492962117564047,1,18.0,1,1,0.21178631955475583,0.21178631955475574
2016-09-25,air_d98380a4aeb0290b,0,0,0,1,0,0,0,1.797128696441332,1.9319357827328372,0.0,0.04505584256526844,1.7548208388770674,1,4.0,1,1,-0.31938347815611506,-0.3193834781561152
2016-09-26,air_d98380a4aeb0290b,0,1,0,0,0,0,0,1.8526602890596509,1.918482639720729,0.0,-0.38142415710112115,1.8339643092175641,1,1.0,1,1,-0.96866912764121,-0.9686691276412102
2016-09-27,air_d98380a4aeb0290b,0,0,0,0,0,1,0,1.9776063724508672,2.093373498878138,0.0,0.07551869968429643,1.7943925740473157,1,23.0,1,1,-0.3819567567746028,-0.38195675677460295
2016-09-28,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.908191881677969,1.6763260655027776,0.0,-1.3562355849100116,2.0977758770192207,1,9.0,1,1,-0.27368389264823073,-0.27368389264823084
2016-09-29,air_d98380a4aeb0290b,0,0,0,0,1,0,0,1.450056242576841,1.259278632127417,0.0,-1.4171612991480673,1.543771584635742,1,18.0,1,1,-0.1594349288785199,-0.15943492887852
2016-09-30,air_d98380a4aeb0290b,1,0,0,0,0,0,0,1.4361733444222617,1.461075777309043,0.0,-0.0767955859108427,1.3722940655646652,1,3.0,1,1,1.1493308930126596,1.1493308930126596
2016-10-01,air_d98380a4aeb0290b,0,0,1,0,0,0,0,1.6444168167409563,1.6225134934543437,0.0,-0.6860527282913994,1.781201995657233,1,60.0,1,1,1.1813206028681786,1.1813206028681786
2016-10-02,air_d98380a4aeb0290b,0,0,0,1,0,0,0,1.963723474296288,1.9453889257449457,0.0,0.3496844137555467,2.005441828288641,1,48.0,1,1,-0.3721137691267508,-0.3721137691267509
2016-10-03,air_d98380a4aeb0290b,0,1,0,0,0,0,0,1.5888852241226374,1.5014352063453682,0.0,-1.4171612991480673,1.596533898196073,1,49.0,1,1,-1.3894568495868833,-1.3894568495868835
2016-10-04,air_d98380a4aeb0290b,0,0,0,0,0,1,0,1.6027681222772172,1.649419779478561,0.0,-0.6555898711723716,1.5833433198059905,1,49.0,1,1,-0.5974478792079343,-0.5974478792079344
2016-10-05,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.7138313075138545,1.6359666364664522,0.0,-1.3257727277909839,1.5173904278555763,1,38.0,1,1,-0.7570448932123919,-0.757044893212392
2016-10-06,air_d98380a4aeb0290b,0,0,0,0,1,0,0,1.5888852241226374,1.582154064418019,0.0,0.7457015563029085,1.5701527414159075,1,43.0,1,1,-0.31375891378591386,-0.31375891378591403
2016-10-07,air_d98380a4aeb0290b,1,0,0,0,0,0,0,1.311227261031045,1.3534506332121756,0.0,0.7457015563029085,0.9501955570820146,1,66.0,1,1,0.7897103085929238,0.7897103085929237
2016-10-08,air_d98380a4aeb0290b,0,0,1,0,0,0,0,1.8943089835233897,1.9992014977933792,0.0,0.2582958423984633,1.530581006245659,1,46.0,1,1,1.025942012141372,1.0259420121413718
2016-10-09,air_d98380a4aeb0290b,0,0,0,1,0,0,0,1.2140469739489874,1.3534506332121756,0.0,-0.6860527282913994,1.002957870642346,1,43.0,1,1,0.3527519640829221,0.352751964082922
2016-10-10,air_d98380a4aeb0290b,0,1,0,0,0,0,0,0.7559113348478596,0.828778055739948,1.0,1.3244958415644372,0.6468122541101095,1,43.0,1,1,-0.6899016560431156,-0.6899016560431157
2016-10-11,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.8530916219299174,0.7884186267036226,0.0,-0.04633272879181499,0.7787180380109378,1,35.0,1,1,-1.0569044811987405,-1.0569044811987407
2016-10-12,air_d98380a4aeb0290b,0,0,0,0,0,0,1,0.9086232145482357,1.0709346299578995,0.0,0.7152386991838807,0.8446709299613518,1,33.0,1,1,-0.3917997444224548,-0.3917997444224549
2016-10-13,air_d98380a4aeb0290b,0,0,0,0,1,0,0,0.7142626403841211,0.6000746245341052,0.0,-0.47281272845820455,0.8446709299613518,1,49.0,1,1,-0.3598100345669358,-0.3598100345669359
2016-10-14,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.6448481496112229,0.8018717697157313,0.0,-0.32049844286306545,0.7259557244506066,1,49.0,1,1,0.9366520527644288,0.9366520527644286
2016-10-15,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.8392087237753376,1.0843877729700075,0.0,1.6595872698737433,0.36981010791837005,1,72.0,1,1,1.371501185635605,1.371501185635605
2016-10-16,air_d98380a4aeb0290b,0,0,0,1,0,0,0,1.2695785665673063,1.393810062248501,0.0,0.288758699517491,1.1216730761530915,1,135.0,1,1,-0.402345802616582,-0.4023458026165821
2016-10-17,air_d98380a4aeb0290b,0,1,0,0,0,0,0,1.3389930573402045,1.2996380611637421,0.0,-0.5337384426962603,1.4118658007349136,1,38.0,1,1,-1.2636072218036327,-1.2636072218036327
2016-10-18,air_d98380a4aeb0290b,0,0,0,0,0,1,0,1.4778220388860008,1.528341492369585,0.0,-0.1072584430298707,1.4382469575150791,1,38.0,1,1,-0.5141340194743298,-0.5141340194743299
2016-10-19,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.4084075481131026,1.380356919236393,0.0,-0.01586987167278727,1.4118658007349136,1,50.0,1,1,-0.38617518005225365,-0.38617518005225376
2016-10-20,air_d98380a4aeb0290b,0,0,0,0,1,0,0,1.3528759554947838,1.4207163482727176,0.0,0.19737012816040758,1.4778186926853278,1,51.0,1,1,-0.18017550999363663,-0.18017550999363674
2016-10-21,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.8669745200844967,0.6942466256188639,0.0,-0.4423498713391767,1.0689107625927599,1,46.0,1,1,0.9584472396989582,0.9584472396989581
2016-10-22,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.6864968440749614,0.4520900514009125,0.0,-1.4171612991480673,0.8314803515712691,1,61.0,1,1,1.469931062114125,1.469931062114125
2016-10-23,air_d98380a4aeb0290b,0,0,0,1,0,0,0,0.7975600293115985,0.5328089094735631,0.0,-1.0516070137197333,0.910623821911766,1,53.0,1,1,-0.15345882923518117,-0.15345882923518128
2016-10-24,air_d98380a4aeb0290b,0,1,0,0,0,0,0,0.5337849643745858,0.6538871965825386,0.0,1.7205129841117992,0.36981010791837005,1,30.0,1,1,-1.108228631076826,-1.1082286310768261
2016-10-25,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.6170823533020633,0.43863690838880437,0.0,-1.112532727957789,0.5808593621596952,1,39.0,1,1,-0.47968356270684775,-0.47968356270684787
2016-10-26,air_d98380a4aeb0290b,0,0,0,0,0,0,1,1.2140469739489874,1.4072632052606096,0.0,-0.04633272879181499,1.16124481132334,1,43.0,1,1,-0.11373534337063558,-0.11373534337063569
2016-10-27,air_d98380a4aeb0290b,0,0,0,0,1,0,0,0.8253258256207577,0.761512340679406,0.0,1.1112558417312428,0.8050991947911035,1,47.0,1,1,-0.101080073537683,-0.10108007353768311
2016-10-28,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.5754336588383248,0.34446490730404516,0.0,-1.3866984420290396,0.7127651460605235,1,47.0,1,1,0.8670480686831895,0.8670480686831894
2016-10-29,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.5893165569929041,0.6404340535704305,0.0,0.8980158418980476,0.35661952952828724,1,50.0,1,1,1.6393710637664347,1.6393710637664345
2016-10-30,air_d98380a4aeb0290b,0,0,0,1,0,0,0,0.13118091789177638,0.35791805031615376,0.0,0.9284786990170756,0.00047391299605092197,1,54.0,1,1,-0.07576953387177783,-0.07576953387177794
2016-10-31,air_d98380a4aeb0290b,0,1,0,0,0,0,0,0.3394243902104709,0.39827747935247904,0.0,-0.6251270140533437,0.19833258884729338,1,58.0,1,1,-0.9496862228917812,-0.9496862228917813
2016-11-01,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.2838927975921523,0.4251837653766958,0.0,0.07551869968429643,0.44895357825886695,1,48.0,1,1,-0.6846286269460521,-0.6846286269460522
2016-11-02,air_d98380a4aeb0290b,0,0,0,0,0,0,1,0.03400063080971882,0.263746049231395,0.0,1.6291244127547155,-0.07866955734444613,1,49.0,1,1,0.3924754499474677,0.3924754499474676
2016-11-03,air_d98380a4aeb0290b,0,0,0,0,1,0,0,0.17282961235551514,0.15612090513452764,1.0,0.8370901276599921,0.07961738333654786,1,58.0,1,1,-0.041319077104295804,-0.041319077104295915
2016-11-04,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.11729801973719681,0.20993347718296107,0.0,1.56819869851666,0.053236226556382056,1,38.0,1,1,0.07890598630875373,0.07890598630875362
2016-11-05,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.14506381604635596,0.4251837653766958,0.0,1.56819869851666,0.13237969689687923,1,61.0,1,1,1.1988973665250573,1.198897366525057
2016-11-06,air_d98380a4aeb0290b,0,0,0,1,0,0,0,-0.007648063654019934,-0.005316811010773134,0.0,-0.8079041567675107,-0.1446224492948603,1,48.0,1,1,-0.4526153466752547,-0.4526153466752548
2016-11-07,air_d98380a4aeb0290b,0,1,0,0,0,0,0,-0.07706255442691809,0.19648033417085295,0.0,1.4768101271595764,-0.2633376548056058,1,32.0,1,1,-1.173965727153552,-1.173965727153552
2016-11-08,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.08953222342803739,-0.24747338522872456,0.0,-1.4171612991480673,0.27747605918779034,1,31.0,1,1,-1.005580331320655,-1.0055803313206553
2016-11-09,air_d98380a4aeb0290b,0,0,0,0,0,0,1,-0.32695472120935154,-0.462723673422459,0.0,0.07551869968429643,-0.34248112514610274,1,47.0,1,1,-0.7194306189866717,-0.7194306189866718
2016-11-10,air_d98380a4aeb0290b,0,0,0,0,1,0,0,-0.3963692119822497,-0.5703488175193263,0.0,-1.295309870671956,-0.3952434387064341,1,35.0,1,1,-0.473707463063509,-0.47370746306350914
2016-11-11,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.17282961235551514,0.16957404814663624,0.0,0.9894044132551313,0.17195143206712757,1,52.0,1,1,0.406185325599833,0.4061853255998329
2016-11-12,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.14506381604635596,0.43863690838880437,0.0,1.3854215558024927,0.02685506977621649,1,52.0,1,1,1.697374383834134,1.697374383834134
2016-11-13,air_d98380a4aeb0290b,0,0,0,1,0,0,0,0.38107308467420964,0.7076997686309725,0.0,0.8980158418980476,0.23790432401754172,1,42.0,1,1,-0.3264141836188665,-0.3264141836188666
2016-11-14,air_d98380a4aeb0290b,0,1,0,0,0,0,0,0.49213626991084675,0.18302719115874436,0.0,-1.4171612991480673,0.7523368812307721,1,35.0,1,1,-1.2762624916365852,-1.2762624916365854
2016-11-15,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.5615507606837449,0.6135277675462133,0.0,-0.6251270140533437,0.5280970485993641,1,47.0,1,1,-0.8115328605487154,-0.8115328605487155
2016-11-16,air_d98380a4aeb0290b,0,0,0,0,0,0,1,-0.06317965627233851,-0.19366081318029088,0.0,1.2331072702073536,-0.06547897895436335,1,45.0,1,1,-0.2719262162825429,-0.271926216282543
2016-11-17,air_d98380a4aeb0290b,0,0,0,0,1,0,0,-0.06317965627233851,0.19648033417085295,0.0,1.1417186988502703,-0.34248112514610274,1,45.0,1,1,-0.22587509550152096,-0.22587509550152107
2016-11-18,air_d98380a4aeb0290b,1,0,0,0,0,0,0,0.15894671420093556,0.5462620524856713,0.0,1.3244958415644372,-0.21057534124527444,1,55.0,1,1,0.9728601858975986,0.9728601858975985
2016-11-19,air_d98380a4aeb0290b,0,0,1,0,0,0,0,0.5615507606837449,0.263746049231395,0.0,-1.4171612991480673,0.7787180380109378,1,84.0,1,1,1.442159775536257,1.4421597755362567
2016-11-20,air_d98380a4aeb0290b,0,0,0,1,0,0,0,0.7975600293115985,0.6269809105583218,0.0,-1.3257727277909839,0.8974332435216833,1,50.0,1,1,-0.09369783280179399,-0.0936978328017941
2016-11-21,air_d98380a4aeb0290b,0,1,0,0,0,0,0,0.38107308467420964,0.008136332001334986,0.0,-1.4171612991480673,0.686383989280358,1,37.0,1,1,-1.1806448973431658,-1.1806448973431658
2016-11-22,air_d98380a4aeb0290b,0,0,0,0,0,1,0,0.603199455147484,0.5328089094735631,0.0,0.01459298544624072,0.8182897731811863,1,67.0,1,1,0.6575330458931968,0.6575330458931967
2016-11-23,air_d98380a4aeb0290b,0,0,0,0,0,0,1,-0.13259414704523667,-0.11294195510764048,1.0,-1.3562355849100116,0.053236226556382056,1,60.0,1,1,-0.1520526881426309,-0.152052688142631
2016-11-24,air_d98380a4aeb0290b,0,0,0,0,1,0,0,-0.4519008046005683,-0.3281922433013749,0.0,-0.8688298710055664,-0.2897188115857715,1,39.0,1,1,-1.0133141073296816,-1.0133141073296816
2016-11-25,air_d98380a4aeb0290b,1,0,0,0,0,0,0,-0.41025211013682933,-0.2340202422166162,0.0,0.44107298511263016,-0.4611963306568483,1,54.0,1,1,0.8473620933874855,0.8473620933874855
2016-11-26,air_d98380a4aeb0290b,0,0,1,0,0,0,0,-0.13259414704523667,-0.005316811010773134,0.0,0.7152386991838807,-0.32929054675601993,1,46.0,1,1,1.7385040107912297,1.7385040107912297
2016-11-27,air_d98380a4aeb0290b,0,0,0,1,0,0,0,-0.06317965627233851,-0.5703488175193263,0.0,-1.4171612991480673,0.40938184308861864,1,42.0,1,1,-0.4346870477452386,-0.4346870477452387
2016-11-28,air_d98380a4aeb0290b,0,1,0,0,0,0,0,-0.17424284150897568,-0.2340202422166162,0.0,-0.5032755855772324,-0.03909782217419766,1,48.0,1,1,-1.137757594020382,-1.1377575940203821
2016-11-29,air_d98380a4aeb0290b,0,0,0,0,0,1,0,-0.32695472120935154,-0.1802076701681825,0.0,-0.04633272879181499,-0.18419418446510874,1,44.0,1,1,-0.5324138536774835,-0.5324138536774836
2016-11-30,air_d98380a4aeb0290b,0,0,0,0,0,0,1,-0.29918892490019217,-0.462723673422459,0.0,0.3496844137555467,-0.31609996836593707,1,42.0,1,1,-0.3081343494157127,-0.3081343494157129
