visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-05,air_399904bdb7685ca0,0,0,0,0,0,1,0,-0.7327519275763682,-0.9451122430661522,0.0,-0.9203355223402027,-0.7092326175197708,1,4.0,1,1,-1.4045735746785566,-1.4045735746785564
2016-01-06,air_399904bdb7685ca0,0,0,0,0,0,0,1,-0.7443327770064544,-0.7699230674990809,0.0,-0.7395802553370842,-0.6171017017948806,1,15.0,1,1,-1.339561792952642,-1.3395617929526418
2016-01-07,air_399904bdb7685ca0,0,0,0,0,1,0,0,-0.8601412713073172,-0.9451122430661522,0.0,-0.9203355223402027,-0.6746835241229369,1,26.0,1,1,-1.2694107399440466,-1.2694107399440464
2016-01-08,air_399904bdb7685ca0,1,0,0,0,0,0,0,-0.9296263678878348,-1.0984027716873397,0.0,-0.9461577033406482,-0.8819780845039399,1,75.0,1,1,-0.9304757988512357,-0.9304757988512355
2016-01-09,air_399904bdb7685ca0,0,0,1,0,0,0,0,-1.0338540127586113,-1.0874534482143978,0.0,0.990505871692765,-1.1007890093505541,1,91.0,1,1,-0.6688868905627736,-0.6688868905627734
2016-01-10,air_399904bdb7685ca0,0,0,0,1,0,0,0,-0.9527880667480074,-1.0655548012685137,0.0,0.73228406168831,-0.9856253646944415,1,15.0,1,1,-0.958484827341847,-0.9584848273418468
2016-01-11,air_399904bdb7685ca0,0,1,0,0,0,0,0,-0.9759497656081799,-0.98890953695792,1.0,-0.22313663532817396,-1.054723551488109,1,31.0,1,1,-1.3251718333611353,-1.325171833361135
2016-01-12,air_399904bdb7685ca0,0,0,0,0,0,1,0,-1.057015711618784,-1.1312507421061655,0.0,0.19001826067895433,-1.0662399159537204,1,43.0,1,1,-1.3796481089575536,-1.3796481089575534
2016-01-13,air_399904bdb7685ca0,0,0,0,0,0,0,1,-1.2886327002205096,-1.2188453298897013,0.0,-0.5846471693344111,-1.181403560609833,1,20.0,1,1,-1.1730494033937782,-1.173049403393778
2016-01-14,air_399904bdb7685ca0,0,0,0,0,1,0,0,-1.1612433564895603,-1.1640987125249915,0.0,0.06090735567672679,-1.2044362895410556,1,4.0,1,1,-1.0792577024848502,-1.07925770248485
2016-01-15,air_399904bdb7685ca0,1,0,0,0,0,0,0,-1.1728242059196468,-1.1750480359979334,0.0,0.7581062426887554,-1.1698871961442219,1,116.0,1,1,-0.7996813447070047,-0.7996813447070045
