visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-01-04,air_28a9fa1ec0839375,0,1,0,0,0,0,0,-0.5631359961566015,-0.4405899338523659,0.0,0.43956658537160676,-0.5381796178514747,1,20.0,1,1,-1.524928497611051,-1.524928497611051
2016-01-05,air_28a9fa1ec0839375,0,0,0,0,0,1,0,-0.9201774933056516,-1.10114991580064,0.0,-1.3248069681380459,-0.6840407301002377,1,18.0,1,1,-1.3913086687009795,-1.3913086687009795
2016-01-06,air_28a9fa1ec0839375,0,0,0,0,0,0,1,-0.9201774933056516,-1.0316172861218742,0.0,-1.1532706504357186,-0.7738014145610149,1,25.0,1,1,-1.325410390505564,-1.325410390505564
2016-01-07,air_28a9fa1ec0839375,0,0,0,0,1,0,0,-0.9432124286055903,-0.8809632551512152,0.0,0.14550432645333128,-0.8747821845793894,1,24.0,1,1,-1.254302762255175,-1.254302762255175
2016-01-08,air_28a9fa1ec0839375,1,0,0,0,0,0,0,-1.0123172345054063,-1.1127386874137675,0.0,-1.1287654621925292,-0.9196625268097779,1,25.0,1,1,-0.9107461261296694,-0.9107461261296694
2016-01-09,air_28a9fa1ec0839375,0,0,1,0,0,0,0,-1.1159744433551306,-1.0779723725743846,0.0,0.21901989118290008,-1.054303553500944,1,39.0,1,1,-0.6455902083315157,-0.6455902083315157
2016-01-10,air_28a9fa1ec0839375,0,0,0,1,0,0,0,-1.0699045727552532,-0.9273183416037257,0.0,0.5375873383443651,-1.065523639058541,1,32.0,1,1,-0.9391370839292753,-0.9391370839292753
2016-01-11,air_28a9fa1ec0839375,0,1,0,0,0,0,0,-1.0007997668554371,-0.9157295699905981,1.0,0.3660510206420379,-1.0094232112705552,1,4.0,1,1,-1.310824210351638,-1.310824210351638
2016-01-12,air_28a9fa1ec0839375,0,0,0,0,0,1,0,-0.931694960955621,-1.0084397428956189,0.0,-0.29558906192408185,-0.7625813290034178,1,25.0,1,1,-1.3660433209343577,-1.3660433209343577
2016-01-13,air_28a9fa1ec0839375,0,0,0,0,0,0,1,-1.2081141845548855,-1.2518039467712987,0.0,-0.932723956247012,-1.144064237961721,1,32.0,1,1,-1.156627448724421,-1.156627448724421
2016-01-14,air_28a9fa1ec0839375,0,0,0,0,1,0,0,-1.3348063287045484,-1.1938600887056605,0.0,-0.2710838736808923,-1.3123655213256784,1,21.0,1,1,-1.0615568102211537,-1.0615568102211537
2016-01-15,air_28a9fa1ec0839375,1,0,0,0,0,0,0,-1.254184055154763,-1.1127386874137675,0.0,0.5865977148307444,-1.1777244946345125,1,28.0,1,1,-0.7781681672305926,-0.7781681672305926
2016-01-16,air_28a9fa1ec0839375,0,0,1,0,0,0,0,-1.219631652204855,-1.10114991580064,0.0,0.6356080913171237,-1.3123655213256784,1,40.0,1,1,-0.6268365481336109,-0.6268365481336109
2016-01-18,air_28a9fa1ec0839375,0,1,0,0,0,0,0,-1.1159744433551306,-0.9968509712824913,0.0,-0.050537179492185655,-1.2338249224224984,1,28.0,1,1,-1.5361286002292442,-1.5361286002292442
2016-01-19,air_28a9fa1ec0839375,0,0,0,0,0,1,0,-1.714882761153537,-1.8428312990408071,0.0,-0.026031991248996123,-1.4582266335744414,1,21.0,1,1,-1.2936333551702255,-1.2936333551702255
2016-01-20,air_28a9fa1ec0839375,0,0,0,0,0,0,1,-1.5075683434540887,-1.4024579777419577,0.0,0.4640717736147963,-1.5367672324776214,1,35.0,1,1,-1.165483343817876,-1.165483343817876
2016-01-21,air_28a9fa1ec0839375,0,0,0,0,1,0,0,-1.3693587316544564,-1.4719906074207234,0.0,-0.5161357561127885,-1.3235856068832754,1,29.0,1,1,-1.040458942498511,-1.040458942498511
2016-01-22,air_28a9fa1ec0839375,1,0,0,0,0,0,0,-1.1850792492549467,-1.1127386874137675,0.0,0.09649394996695199,-1.1777244946345125,1,30.0,1,1,-0.724511861664365,-0.724511861664365
2016-01-23,air_28a9fa1ec0839375,0,0,1,0,0,0,0,-1.357841264004487,-1.5067569222601063,0.0,-0.9572291444902017,-1.2450450079800954,1,33.0,1,1,-0.6494972208727459,-0.6494972208727459
2016-01-25,air_28a9fa1ec0839375,0,1,0,0,0,0,0,-1.714882761153537,-1.6226446383913824,0.0,0.48857696185798605,-1.727508686956773,1,22.0,1,1,-1.3887039936734926,-1.3887039936734926
2016-01-27,air_28a9fa1ec0839375,0,0,0,0,0,0,1,-1.092939508055192,-1.0084397428956189,0.0,-0.0015268030058063703,-1.1104039812889297,1,15.0,1,1,-1.0566079276689289,-1.0566079276689289
2016-01-28,air_28a9fa1ec0839375,0,0,0,0,1,0,0,-1.1850792492549467,-1.4140467493550852,0.0,-1.3248069681380459,-1.1216240668465267,1,43.0,1,1,-1.0623382127293997,-1.0623382127293997
2016-01-30,air_28a9fa1ec0839375,0,0,1,0,0,0,0,-0.8165202844559274,-1.0663836009612568,0.0,-1.3248069681380459,-0.6503804734274463,1,30.0,1,1,-0.6073014854274601,-0.6073014854274601
2016-01-31,air_28a9fa1ec0839375,0,0,0,1,0,0,0,-1.0007997668554371,-1.124327459026895,0.0,-0.4916305678695989,-0.9645428690401666,1,41.0,1,1,-1.1753811089223258,-1.1753811089223258
2016-02-01,air_28a9fa1ec0839375,0,1,0,0,0,0,0,-1.0123172345054063,-1.217037631931916,0.0,-1.3248069681380459,-0.7738014145610149,1,20.0,1,1,-1.4358486116710034,-1.4358486116710034
