visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_4feeb8600f131e43,1,0,0,0,0,0,0,1.1676375660967924,1.2384910957292572,0.0,-0.22173885605341914,1.1148463447971546,1,53.0,1,1,1.4137455129921168,1.413745512992117
2016-07-04,air_4feeb8600f131e43,0,1,0,0,0,0,0,1.4214635509304725,1.6086338648331309,0.0,0.4984361199191539,1.2908142864768835,1,60.0,1,1,-1.1105849011418099,-1.1105849011418096
2016-07-05,air_4feeb8600f131e43,0,0,0,0,0,1,0,0.7176733202552681,0.660143019004454,0.0,-1.395357335416131,0.9168824104074598,1,61.0,1,1,-0.46259087332268944,-0.4625908733226892
2016-07-06,air_4feeb8600f131e43,0,0,0,0,0,0,1,0.8791989469676103,0.8105135189529026,0.0,-0.30175829782814967,0.949876399472409,1,61.0,1,1,-0.016055342458172923,-0.016055342458172677
2016-07-07,air_4feeb8600f131e43,0,0,0,0,1,0,0,1.3753133718698032,1.9440757493335172,0.0,2.018805513639031,1.1038483484421715,1,70.0,1,1,-0.08111349927287069,-0.08111349927287045
2016-07-08,air_4feeb8600f131e43,1,0,0,0,0,0,0,1.1330249318012904,1.1459554034532886,0.0,-0.8352212429930186,1.125844341152138,1,73.0,1,1,1.213395961892309,1.2133959618923091
2016-07-11,air_4feeb8600f131e43,0,1,0,0,0,0,0,1.4445386404608072,1.573932980229643,0.0,1.9387860718643004,1.147840333862104,1,59.0,1,1,-1.1597481673710985,-1.1597481673710983
2016-07-12,air_4feeb8600f131e43,0,0,0,0,0,1,0,1.3407007375743016,1.37729463414321,0.0,0.2850509418532063,1.4007942500267139,1,59.0,1,1,-0.4478049285920763,-0.4478049285920761
2016-07-13,air_4feeb8600f131e43,0,0,0,0,0,0,1,1.109949842270956,0.8914822496943754,0.0,-1.395357335416131,1.2798162901219003,1,49.0,1,1,-0.37646274526686796,-0.37646274526686774
2016-07-14,air_4feeb8600f131e43,0,0,0,0,1,0,0,1.202250200392294,1.5045312110226663,0.0,-0.35510459234463654,1.0378603703122735,1,64.0,1,1,-0.1635451411460389,-0.16354514114603866
2016-07-15,air_4feeb8600f131e43,1,0,0,0,0,0,0,0.7753610440811045,0.47507163445251693,0.0,-1.395357335416131,1.0048663812473242,1,60.0,1,1,1.0041748439541331,1.0041748439541334
2016-07-19,air_4feeb8600f131e43,0,0,0,0,0,1,0,1.363775827104636,1.43512944181569,0.0,0.25837779459496296,1.3018122828318663,1,51.0,1,1,-0.7945353325249542,-0.794535332524954
2016-07-20,air_4feeb8600f131e43,0,0,0,0,0,0,1,1.2484003794529632,1.1575223649877844,0.0,-0.16839256153693244,1.2578202974119344,1,75.0,1,1,-0.3199065066722728,-0.31990650667227255
2016-07-21,air_4feeb8600f131e43,0,0,0,0,1,0,0,0.7292108650204355,0.5097725190560052,0.0,-1.395357335416131,0.993868384892341,1,53.0,1,1,-0.1021834705139944,-0.10218347051399417
2016-07-22,air_4feeb8600f131e43,1,0,0,0,0,0,0,0.6830606859597661,0.324701134504068,0.0,-1.395357335416131,0.9388784031174258,1,55.0,1,1,1.0670151090592388,1.0670151090592392
2016-07-25,air_4feeb8600f131e43,0,1,0,0,0,0,0,1.0637996632102866,0.9261831342978633,0.0,-1.1819721573501836,1.0158643776023075,1,58.0,1,1,-1.0174334493389472,-1.017433449338947
2016-07-26,air_4feeb8600f131e43,0,0,0,0,0,1,0,0.9599617603237812,0.8683483266253829,0.0,-1.3686841881578877,1.0488583666672562,1,62.0,1,1,-0.2962489951032917,-0.2962489951032915
2016-07-27,air_4feeb8600f131e43,0,0,0,0,0,0,1,1.0407245736799522,0.8567813650908871,0.0,-1.3153378936414009,1.1588383302170866,1,62.0,1,1,-0.0955297953852185,-0.09552979538521826
2016-07-28,air_4feeb8600f131e43,0,0,0,0,1,0,0,1.2714754689832979,1.2963259034017376,0.0,-0.008353677987471584,1.2578202974119344,1,62.0,1,1,0.12662902419224378,0.12662902419224403
2016-07-29,air_4feeb8600f131e43,1,0,0,0,0,0,0,1.3522382823394687,1.4466964033501861,0.0,1.6720545992818658,1.213828311992002,1,60.0,1,1,1.3102438998778247,1.3102438998778252
2016-08-01,air_4feeb8600f131e43,0,1,0,0,0,0,0,1.3753133718698032,1.3425937495397215,0.0,-0.8885675375095056,1.4007942500267139,1,64.0,1,1,-1.0714021476056852,-1.071402147605685
