visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,total_area_visitors,total_genre_visitors
2016-07-01,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.145715162022532,1.2843155281887517,0.0,0.5792248673164482,0.8897306075478988,1,5.0,1,1,1.1898653073870373,1.1898653073870376
2016-07-02,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.3816114615040318,1.2623614165957822,0.0,0.010766261474283273,1.5236801745290836,1,15.0,1,1,1.3344695465806231,1.3344695465806233
2016-07-03,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.392844618622198,1.2843155281887517,0.0,0.889293197775811,1.4602852178309649,1,25.0,1,1,-0.4710077844034072,-0.47100778440340696
2016-07-04,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.4602435613311981,1.427017253543058,0.0,0.9409712528523712,1.3757586089001406,1,10.0,1,1,-1.1725805047014746,-1.1725805047014743
2016-07-07,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.123248847786199,1.1196596912414762,0.0,0.78593708762269,1.1010471298749605,1,9.0,1,1,-0.2091288153375112,-0.20912881533751101
2016-07-08,air_083ddc520ea47e1e,1,0,0,0,0,0,0,0.8199536055956997,0.6366692361961335,0.0,-1.307024142978008,0.9848230425950764,1,11.0,1,1,1.0023641168537274,1.0023641168537276
2016-07-09,air_083ddc520ea47e1e,0,0,1,0,0,0,0,0.8761193911865329,0.724485682568014,0.0,-1.0744728951334859,1.027086347060489,1,17.0,1,1,1.278772698470175,1.2787726984701753
2016-07-10,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.0221504337226994,0.9001185753117751,0.0,-1.0744728951334859,1.1538762604567259,1,17.0,1,1,-0.3250197725859592,-0.32501977258595904
2016-07-11,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.123248847786199,0.9769579658871704,0.0,-1.203668032824887,1.2172712171548445,1,5.0,1,1,-1.2185909444448881,-1.218590944444888
2016-07-14,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.0783162193135325,0.9330497427012304,0.0,1.0701663905437724,1.196139564922138,1,8.0,1,1,-0.2862741391178214,-0.2862741391178212
2016-07-15,air_083ddc520ea47e1e,1,0,0,0,0,0,0,0.8873525483046993,0.746439794160984,0.0,1.1735225006968932,1.0059546948277829,1,12.0,1,1,0.8065602905772451,0.8065602905772452
2016-07-16,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.2018809476133654,1.4819025325254833,0.0,0.21747848178052523,0.9848230425950764,1,12.0,1,1,1.224459622983589,1.2244596229835891
2016-07-17,air_083ddc520ea47e1e,0,0,0,1,0,0,0,0.9996841194863658,0.9330497427012304,0.0,0.6309029223930087,1.1433104343403726,1,37.0,1,1,0.3699800277487633,0.3699800277487635
2016-07-18,air_083ddc520ea47e1e,0,1,0,0,0,0,0,0.9996841194863658,1.042820300666081,1.0,0.8376151426992506,0.9319939120133109,1,14.0,1,1,-1.0387005033428196,-1.0387005033428194
2016-07-21,air_083ddc520ea47e1e,0,0,0,0,1,0,0,0.9435183338955325,0.9001185753117751,0.0,0.9409712528523712,0.9742572164787235,1,6.0,1,1,-0.22884757522754565,-0.22884757522754545
2016-07-22,air_083ddc520ea47e1e,1,0,0,0,0,0,0,0.8761193911865329,0.8671874079223199,0.0,1.225200555773454,0.8791647814315456,1,14.0,1,1,0.8653706270913829,0.865370627091383
2016-07-23,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.0333835908408657,1.130636747037961,0.0,1.5094298586945363,0.7946381725007212,1,11.0,1,1,1.1570007075703133,1.1570007075703135
2016-07-24,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.2131141047315321,1.2184531934098422,0.0,0.5017077847016076,1.1327446082240198,1,18.0,1,1,-0.49141843060537266,-0.49141843060537244
2016-07-25,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.2692798903223654,1.207476137613357,0.0,0.6825809774695693,1.2067053910384913,1,7.0,1,1,-1.0854028293981643,-1.0854028293981641
2016-07-27,air_083ddc520ea47e1e,0,0,0,0,0,0,1,1.2917462045586987,1.4050631419500876,0.0,1.5611079137710966,1.0693496515259011,1,2.0,1,1,-0.22262059842016635,-0.22262059842016615
2016-07-28,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.3591451472676985,1.427017253543058,0.0,1.1735225006968932,1.1855737388057852,1,13.0,1,1,-0.014708761684890976,-0.014708761684890784
2016-07-29,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.370378304385865,1.3392008071711772,0.0,1.5611079137710966,1.2384028693875506,1,3.0,1,1,1.0930012237166926,1.0930012237166928
2016-07-30,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.3816114615040318,1.3721319745606326,0.0,0.9926493079289319,1.3968902611328466,1,10.0,1,1,1.2023192610017959,1.202319261001796
2016-07-31,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.3591451472676985,1.3940860861536024,0.0,1.8194981891538988,1.3017978260856689,1,14.0,1,1,-0.4499052518895107,-0.44990525188951047
2016-08-01,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.370378304385865,1.3611549187641476,0.0,1.5094298586945363,1.3123636522020221,1,7.0,1,1,-1.1359105301691297,-1.1359105301691295
2016-08-04,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.2692798903223654,1.2294302492063265,0.0,0.889293197775811,1.2067053910384913,1,13.0,1,1,-0.27243641287920073,-0.2724364128792005
2016-08-05,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.2692798903223654,1.2404073050028117,0.0,1.1476834731586132,1.1855737388057852,1,21.0,1,1,0.7062367753472453,0.7062367753472455
2016-08-06,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.2805130474405317,1.3831090303571179,0.0,1.1218444456203331,1.2067053910384913,1,17.0,1,1,0.4806818376577286,0.48068183765772876
2016-08-07,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.3479119901495318,1.470925476728998,0.0,1.3802347210031352,1.2489686955039034,1,16.0,1,1,-0.6336010677071999,-0.6336010677071997
2016-08-08,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.3816114615040318,1.3940860861536024,0.0,1.6386249963859374,1.3123636522020221,1,6.0,1,1,-1.118613372370854,-1.1186133723708538
2016-08-11,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.370378304385865,1.635581313676274,1.0,1.8970152717687396,1.0904813037586072,1,17.0,1,1,0.3021751691795221,0.30217516917952225
2016-08-12,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.404077775740365,1.635581313676274,0.0,1.8711762442304596,1.1221787821076665,1,13.0,1,1,-0.10084860752030457,-0.10084860752030438
2016-08-13,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.4153109328585318,1.514833699914938,1.0,1.4835908311562562,1.2172712171548445,1,17.0,1,1,0.05378798319628128,0.053787983196281475
2016-08-14,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.4265440899766981,1.4819025325254833,1.0,1.845337216692179,1.2806661738529628,1,12.0,1,1,-0.9117393651034751,-0.9117393651034749
2016-08-15,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.437777247094865,1.4599484209325129,1.0,1.4060737485414154,1.291231999969316,1,14.0,1,1,-1.4015948739506465,-1.4015948739506463
2016-08-18,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.3029793616768655,1.4819025325254833,0.0,1.5869469413093769,1.1433104343403726,1,9.0,1,1,-0.5671799817618207,-0.5671799817618205
2016-08-19,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.3479119901495318,1.295292583985237,0.0,0.7342590325461297,1.3229294783183752,1,12.0,1,1,0.6719884029066592,0.6719884029066594
2016-08-20,air_083ddc520ea47e1e,0,0,1,0,0,0,0,1.2692798903223654,1.1635679144274167,0.0,0.5533858397781681,1.3123636522020221,1,15.0,1,1,0.562670365621556,0.5626703656215561
2016-08-21,air_083ddc520ea47e1e,0,0,0,1,0,0,0,1.3029793616768655,1.3721319745606326,0.0,1.4835908311562562,1.1538762604567259,1,13.0,1,1,-0.8124536793413719,-0.8124536793413717
2016-08-22,air_083ddc520ea47e1e,0,1,0,0,0,0,0,1.2917462045586987,1.295292583985237,0.0,0.2691565368570855,1.3123636522020221,1,8.0,1,1,-1.917742062651197,-1.9177420626511967
2016-08-25,air_083ddc520ea47e1e,0,0,0,0,1,0,0,1.336678833031365,1.4050631419500876,0.0,0.6825809774695693,1.2384028693875506,1,15.0,1,1,-0.330208919925442,-0.33020891992544177
2016-08-26,air_083ddc520ea47e1e,1,0,0,0,0,0,0,1.123248847786199,1.1745449702239013,0.0,-0.841921647288964,1.2172712171548445,1,12.0,1,1,0.9490888708350379,0.949088870835038
2016-08-27,air_083ddc520ea47e1e,0,0,1,0,0,0,0,0.9772178052500325,0.8342562405328646,0.0,-0.9452777574420849,1.1433104343403726,1,17.0,1,1,1.0075532641932101,1.0075532641932103
