visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-01-01,air_71903025d39a4571,1,0,0,0,0,0,0,-0.8707814913722476,-1.0247591768092439,1.0,-0.6863943343151871,-0.6981944733278393,1,5.0,1,1,-1.9662794283619462,-1.9662794283619462
2016-01-02,air_71903025d39a4571,0,0,1,0,0,0,0,-0.602352177138835,-0.6764170854618557,1.0,-0.8655750398265926,-0.5060172235117523,1,27.0,1,1,-1.8159847282478674,-1.8159847282478674
2016-01-03,air_71903025d39a4571,0,0,0,1,0,0,0,-0.7315959210289966,-0.8414212339948289,1.0,-0.2512411923589169,-0.6172777365631711,1,11.0,1,1,-1.6791682330509563,-1.6791682330509563
2016-01-04,air_71903025d39a4571,0,1,0,0,0,0,0,-0.9304324500907836,-1.0614267653721268,0.0,-0.7887833088931331,-0.8195695784748417,1,15.0,1,1,-1.4810640513439046,-1.4810640513439046
2016-01-05,air_71903025d39a4571,0,0,0,0,0,1,0,-1.149152632058749,-1.263098502467983,0.0,-0.6863943343151871,-0.9814030520041782,1,14.0,1,1,-1.3506051999758464,-1.3506051999758464
2016-01-06,air_71903025d39a4571,0,0,0,0,0,0,1,-0.9900834088093197,-1.0797605596535682,0.0,-0.5840053597372412,-0.8397987626660086,1,11.0,1,1,-1.2862658444278565,-1.2862658444278565
2016-01-07,air_71903025d39a4571,0,0,0,0,1,0,0,-1.029850714621677,-1.153095736779334,0.0,-0.5328108724482682,-0.7892258021880911,1,14.0,1,1,-1.2168403738167846,-1.2168403738167846
2016-01-08,air_71903025d39a4571,1,0,0,0,0,0,0,-1.0099670617154983,-1.125595045357172,0.0,-0.9679640144045385,-0.8094549863792582,1,12.0,1,1,-0.8814110854065137,-0.8814110854065137
2016-01-09,air_71903025d39a4571,0,0,1,0,0,0,0,-1.1193271526994812,-1.2814322967494245,0.0,-0.942366770760052,-0.9106009073350935,1,24.0,1,1,-0.62252782869563,-0.62252782869563
2016-01-10,air_71903025d39a4571,0,0,0,1,0,0,0,-1.1789781114180173,-1.2264309139051,0.0,-0.7631860652486465,-1.193809486011432,1,25.0,1,1,-0.9091304125003117,-0.9091304125003117
2016-01-11,air_71903025d39a4571,0,1,0,0,0,0,0,-1.427523772745251,-1.4189357538602356,1.0,0.542273360620164,-1.2848408148716841,1,22.0,1,1,-1.2720247222512264,-1.2720247222512264
2016-01-12,air_71903025d39a4571,0,0,0,0,0,1,0,-1.397698293385983,-1.538105416689605,0.0,-1.1983392072049168,-1.2443824464893498,1,11.0,1,1,-1.3259375419198978,-1.3259375419198978
2016-01-13,air_71903025d39a4571,0,0,0,0,0,0,1,-1.1789781114180173,-1.2080971196236587,0.0,-0.35363016693686294,-1.1836948939158487,1,5.0,1,1,-1.1214757163839935,-1.1214757163839935
2016-01-14,air_71903025d39a4571,0,0,0,0,1,0,0,-1.1292689791525705,-1.0797605596535682,0.0,0.3118981678197858,-1.092663565055597,1,8.0,1,1,-1.0286541164827434,-1.0286541164827434
2016-01-15,air_71903025d39a4571,1,0,0,0,0,0,0,-1.3877564669328935,-1.4372695481416768,0.0,0.6702595788425965,-1.325299183254018,1,7.0,1,1,-0.7519694570510719,-0.7519694570510719
2016-01-16,air_71903025d39a4571,0,0,1,0,0,0,0,-1.258512723042732,-1.1805964282014962,0.0,0.10712021866389375,-1.3859867358275193,1,31.0,1,1,-0.6042178144685341,-0.6042178144685341
2016-01-17,air_71903025d39a4571,0,0,0,1,0,0,0,-1.2684545494958215,-1.2172640167643793,0.0,0.08152297501940735,-1.365757551636352,1,24.0,1,1,-1.2081939782095448,-1.2081939782095448
2016-01-18,air_71903025d39a4571,0,1,0,0,0,0,0,-1.3479891611205363,-1.299766091030866,0.0,-1.1983392072049168,-1.436559696305437,1,12.0,1,1,-1.4919991987295314,-1.4919991987295314
2016-01-19,air_71903025d39a4571,0,0,0,0,0,1,0,-0.9006069707315155,-1.0339260739499645,0.0,-1.1983392072049168,-0.7993403942836746,1,12.0,1,1,-1.2552405425430553,-1.2552405425430553
2016-01-20,air_71903025d39a4571,0,0,0,0,0,0,1,-0.8111305326537114,-0.9514239996834779,0.0,-0.4304218978703223,-0.7184236575190064,1,9.0,1,1,-1.1301221119912332,-1.1301221119912332
2016-01-21,air_71903025d39a4571,0,0,0,0,1,0,0,-0.970199755903141,-1.0247591768092439,0.0,-0.8399777961821061,-0.8903717231439263,1,10.0,1,1,-1.0080553504772605,-1.0080553504772605
2016-01-22,air_71903025d39a4571,1,0,0,0,0,0,0,-1.029850714621677,-1.0247591768092439,0.0,-1.1215474762714575,-0.9409446836218439,1,6.0,1,1,-0.6995824719013253,-0.6995824719013253
2016-01-23,air_71903025d39a4571,0,0,1,0,0,0,0,-1.1292689791525705,-1.015592279668523,0.0,-0.200046705069944,-1.193809486011432,1,24.0,1,1,-0.6263424149929416,-0.6263424149929416
2016-01-24,air_71903025d39a4571,0,0,0,1,0,0,0,-1.3281055082143576,-1.3180998853123074,0.0,0.3118981678197858,-1.345528367445185,1,17.0,1,1,-1.3233944843883567,-1.3233944843883567
2016-01-25,air_71903025d39a4571,0,1,0,0,0,0,0,-1.427523772745251,-1.4006019595787942,0.0,-0.8399777961821061,-1.517476433070105,1,14.0,1,1,-1.3480621424443053,-1.3480621424443053
2016-01-26,air_71903025d39a4571,0,0,0,0,0,1,0,-0.7614214003882647,-0.740585365446901,0.0,-0.3792274105813493,-0.8903717231439263,1,12.0,1,1,-1.1753885360526648,-1.1753885360526648
2016-01-27,air_71903025d39a4571,0,0,0,0,0,0,1,-0.9304324500907836,-1.015592279668523,0.0,-0.35363016693686294,-0.7791112100925075,1,10.0,1,1,-1.0238223071728152,-1.0238223071728152
2016-01-28,air_71903025d39a4571,0,0,0,0,1,0,0,-1.149152632058749,-1.2080971196236587,0.0,-1.1983392072049168,-1.0016322361953451,1,13.0,1,1,-1.0294170337422057,-1.0294170337422057
2016-01-29,air_71903025d39a4571,1,0,0,0,0,0,0,-1.258512723042732,-1.3180998853123074,0.0,0.15831470595286676,-1.0724343808644299,1,12.0,1,1,-0.8864972004695959,-0.8864972004695959
2016-01-30,air_71903025d39a4571,0,0,1,0,0,0,0,-1.3380473346674469,-1.4189357538602356,0.0,-0.3792274105813493,-1.2544970385849334,1,18.0,1,1,-0.5851448829819759,-0.5851448829819759
2016-01-31,air_71903025d39a4571,0,0,0,1,0,0,0,-1.318163681761268,-1.3547674738751905,0.0,0.004731244085947944,-1.2140386702025994,1,21.0,1,1,-1.1397857306110892,-1.1397857306110892
2016-02-01,air_71903025d39a4571,0,1,0,0,0,0,0,-1.3082218553081788,-1.3089329881715868,0.0,0.9518292589319479,-1.1836948939158487,1,5.0,1,1,-1.3940914837651992,-1.3940914837651992
