visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-01-23,air_c759b6abeb552160,0,0,1,0,0,0,0,-0.9802624494964374,-1.0758654014079385,0.0,-1.0684791514348189,-1.1208739713840004,1,7.0,1,1,-0.780639352577251,-0.780639352577251
2016-01-27,air_c759b6abeb552160,0,0,0,0,0,0,1,-0.8563219393833124,-0.9526979626545217,0.0,-0.04134049409445395,-0.5874584684756062,1,1.0,1,1,-1.1690343037563211,-1.1690343037563211
2016-01-30,air_c759b6abeb552160,0,0,1,0,0,0,0,-1.6619352551186246,-1.560323993838045,0.0,0.7352765395043588,-1.6455449578512733,1,1.0,1,1,-0.7403834459291324,-0.7403834459291324
2016-02-01,air_c759b6abeb552160,0,1,0,0,0,0,0,-1.520288957846482,-1.560323993838045,0.0,-1.1185834761831295,-1.4006984974998795,1,1.0,1,1,-1.5308404770875597,-1.5308404770875597
2016-02-02,air_c759b6abeb552160,0,0,0,0,0,1,0,-1.396348447733357,-1.3057779537476502,0.0,-0.7428010405708008,-1.383209464617637,1,6.0,1,1,-1.38621740505543,-1.38621740505543
2016-02-03,air_c759b6abeb552160,0,0,0,0,0,0,1,-1.3166724055177765,-1.297566791164089,0.0,-0.19165346833938532,-1.383209464617637,1,8.0,1,1,-1.3131603892866222,-1.3131603892866222
2016-02-04,air_c759b6abeb552160,0,0,0,0,1,0,0,-0.8740277265423302,-0.8048970361504213,0.0,-0.44217509208093775,-0.9459836425615762,1,3.0,1,1,-1.2763833881513038,-1.2763833881513038
2016-02-05,air_c759b6abeb552160,1,0,0,0,0,0,0,-0.9537037687579105,-1.0183872633230109,0.0,-0.6676445534483351,-0.7710933137391518,1,1.0,1,1,-0.9110983093072649,-0.9110983093072649
2016-02-06,air_c759b6abeb552160,0,0,1,0,0,0,0,-1.2901137247792498,-1.1743993524106722,0.0,0.008763830653856578,-1.4269320468232431,1,15.0,1,1,-0.6931697282554131,-0.6931697282554131
2016-02-07,air_c759b6abeb552160,0,0,0,1,0,0,0,-1.263555044040723,-1.3304114414983337,0.0,-0.868061852441577,-1.313253333088667,1,9.0,1,1,-1.2895535304497625,-1.2895535304497625
2016-02-08,air_c759b6abeb552160,0,1,0,0,0,0,0,-1.2192905761431785,-1.2072440027449167,0.0,0.6350678900077377,-1.348231398853152,1,2.0,1,1,-1.4806448404028685,-1.4806448404028685
2016-02-09,air_c759b6abeb552160,0,0,0,0,0,1,0,-1.1042029596095624,-0.9198533123202771,0.0,-0.8931140148157323,-1.3657204317353944,1,9.0,1,1,-1.2679346176202173,-1.2679346176202173
2016-02-10,air_c759b6abeb552160,0,0,0,0,0,0,1,-0.8563219393833124,-0.9691202878216439,0.0,-1.0183748266865082,-0.7186262150924245,1,5.0,1,1,-0.9516027092062977,-0.9516027092062977
2016-02-11,air_c759b6abeb552160,0,0,0,0,1,0,0,-1.0333798109734909,-1.100498889158622,1.0,-0.4171229297067826,-1.0159397740905458,1,7.0,1,1,-1.0231687654696198,-1.0231687654696198
2016-02-12,air_c759b6abeb552160,1,0,0,0,0,0,0,-0.8120574714857677,-0.7392077354819324,0.0,-1.0935313138089742,-0.980961708326061,1,4.0,1,1,-0.9682517570175567,-0.9682517570175567
2016-02-13,air_c759b6abeb552160,0,0,1,0,0,0,0,-0.3340012181922856,-0.5010840205586596,0.0,-1.1185834761831295,-0.08902103133169692,1,21.0,1,1,-0.7828757918354798,-0.7828757918354798
2016-02-14,air_c759b6abeb552160,0,0,0,1,0,0,0,-0.7058227485316606,-0.7802635483997381,0.0,-1.1185834761831295,-0.6224365342400912,1,9.0,1,1,-1.3066995647628499,-1.3066995647628499
2016-02-15,air_c759b6abeb552160,0,1,0,0,0,0,0,-1.263555044040723,-1.3222002789147724,0.0,-0.7177488781966455,-1.0421733234139094,1,1.0,1,1,-1.4841237459156689,-1.4841237459156689
2016-02-16,air_c759b6abeb552160,0,0,0,0,0,1,0,-1.281260831199741,-1.3222002789147724,0.0,-0.46722725445509306,-1.2083191357952126,1,4.0,1,1,-1.3273245045887379,-1.3273245045887379
2016-02-18,air_c759b6abeb552160,0,0,0,0,1,0,0,-0.8120574714857677,-0.9526979626545217,0.0,-0.567435903951714,-0.7273707315335457,1,2.0,1,1,-1.1717677295163784,-1.1717677295163784
2016-02-20,air_c759b6abeb552160,0,0,1,0,0,0,0,-0.5818822384185356,-0.7474188980654936,0.0,0.35949410389203007,-0.39507910677093955,1,6.0,1,1,-0.8934552884923488,-0.8934552884923488
2016-02-21,air_c759b6abeb552160,0,0,0,1,0,0,0,-0.8120574714857677,-0.9116421497367161,0.0,-0.4922794168292483,-0.6661591164456973,1,11.0,1,1,-1.2535220090671872,-1.2535220090671872
