visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-05,air_2c6fef1ce0e13a5a,0,0,0,0,0,1,0,0.8233767914780237,0.9392065642048756,0.0,1.5047405585461608,0.741547575650013,1,16.0,1,1,-0.46113308083416144,-0.4611330808341615
2016-07-06,air_2c6fef1ce0e13a5a,0,0,0,0,0,0,1,0.7415188238144197,0.7175099218516695,0.0,0.9184517173968795,0.8517624335098841,1,7.0,1,1,-0.016813905690294617,-0.016813905690294673
2016-07-07,air_2c6fef1ce0e13a5a,0,0,0,0,1,0,0,0.9052347591416279,1.0585816793181402,0.0,2.330874834711057,0.8242087190449162,1,20.0,1,1,-0.08154914975099044,-0.0815491497509905
2016-07-08,air_2c6fef1ce0e13a5a,1,0,0,0,0,0,0,0.9870927268052319,0.9988941217615079,0.0,2.064379906915929,0.833393290533239,1,47.0,1,1,1.2065350815021731,1.2065350815021731
2016-07-09,air_2c6fef1ce0e13a5a,0,0,1,0,0,0,0,1.114427343170838,1.0500548853814786,0.0,0.5720083112632133,1.0079001488113684,1,36.0,1,1,1.5004183769822639,1.5004183769822637
2016-07-10,air_2c6fef1ce0e13a5a,0,0,0,1,0,0,0,0.8870440996608268,0.7260367157883314,0.0,-1.1602087194051178,1.0170847202996907,1,49.0,1,1,-0.20476680179833762,-0.20476680179833767
2016-07-11,air_2c6fef1ce0e13a5a,0,1,0,0,0,0,0,0.8324721212184242,0.8368850369649344,0.0,0.8918022246173667,0.925239005416465,1,22.0,1,1,-1.1548300711663906,-1.1548300711663906
2016-07-12,air_2c6fef1ce0e13a5a,0,0,0,0,0,1,0,0.9961880565456324,1.00742091569817,0.0,2.197627370813493,0.9987155773230456,1,14.0,1,1,-0.4464205253658215,-0.4464205253658215
2016-07-13,air_2c6fef1ce0e13a5a,0,0,0,0,0,0,1,1.1962853108344422,1.365546261037964,0.0,1.5313900513256735,1.2007761500661427,1,11.0,1,1,-0.37543244523108116,-0.3754324452310812
2016-07-14,air_2c6fef1ce0e13a5a,0,0,0,0,1,0,0,1.1417133323920394,1.2035371762413902,0.0,0.6786062823812645,1.1824070070894976,1,9.0,1,1,-0.16357164648698572,-0.16357164648698577
2016-07-15,air_2c6fef1ce0e13a5a,1,0,0,0,0,0,0,1.1780946513536414,1.2376443519880376,0.0,1.1582971524124943,1.2007761500661427,1,23.0,1,1,0.9983524216251627,0.9983524216251626
2016-07-16,air_2c6fef1ce0e13a5a,0,0,1,0,0,0,0,1.2053806405748424,1.2546979398613611,0.0,1.2648951235305457,1.2558835789960785,1,13.0,1,1,1.4426715967690296,1.4426715967690293
2016-07-17,air_2c6fef1ce0e13a5a,0,0,0,1,0,0,0,1.0416647052476347,0.8198314490916107,0.0,-1.0536107482870667,1.1915915785778204,1,102.0,1,1,0.534171296599037,0.5341712965990368
2016-07-18,air_2c6fef1ce0e13a5a,0,1,0,0,0,0,0,1.214475970315243,1.1353228247480964,1.0,-0.7338168349329132,1.2375144360194335,1,52.0,1,1,-0.963566850077971,-0.9635668500779712
2016-07-19,air_2c6fef1ce0e13a5a,0,0,0,0,0,1,0,1.0234740457668334,0.7771974794083018,0.0,-1.133559226625605,1.1824070070894976,1,10.0,1,1,-0.7914299510983935,-0.7914299510983936
2016-07-20,air_2c6fef1ce0e13a5a,0,0,0,0,0,0,1,1.1053320134304379,1.0841620611281257,0.0,0.8918022246173667,1.1548532926245298,1,12.0,1,1,-0.3191569205646808,-0.31915692056468087
2016-07-21,air_2c6fef1ce0e13a5a,0,0,0,0,1,0,0,1.1417133323920394,1.3058587034813318,0.0,0.7852042534993156,1.1181150066712395,1,15.0,1,1,-0.1025145412933749,-0.10251454129337494
2016-07-22,air_2c6fef1ce0e13a5a,1,0,0,0,0,0,0,1.0962366836900372,1.1267960308114344,0.0,1.1582971524124943,1.1272995781595623,1,17.0,1,1,1.0608807823656075,1.0608807823656075
2016-07-23,air_2c6fef1ce0e13a5a,0,0,1,0,0,0,0,1.0962366836900372,1.2461711459246991,0.0,2.2775758491520315,1.0630075777413037,1,61.0,1,1,1.3709478888608722,1.3709478888608722
2016-07-24,air_2c6fef1ce0e13a5a,0,0,0,1,0,0,0,1.0871413539496368,1.2120639701780522,0.0,2.4374728058291084,1.0630075777413037,1,84.0,1,1,-0.38168528130512563,-0.3816852813051257
