visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-01-03,air_287d2de7d3c93406,0,0,0,1,0,0,0,-0.7244933428825167,-0.4201256163083732,1.0,0.745394461439956,-0.9973814176168355,1,19.0,1,1,-1.695556607407875,-1.6955566074078747
2016-01-04,air_287d2de7d3c93406,0,1,0,0,0,0,0,-0.7370927028976979,-0.5455004343400001,0.0,0.8946638090358845,-0.8287449709411046,1,13.0,1,1,-1.496856274393274,-1.4968562743932738
2016-01-05,air_287d2de7d3c93406,0,0,0,0,0,1,0,-0.5229035826396197,-0.5204254707336745,0.0,0.7702726860392773,-0.7444267476032392,1,12.0,1,1,-1.3660048355787808,-1.3660048355787806
2016-01-06,air_287d2de7d3c93406,0,0,0,0,0,0,1,-0.7748907829432409,-1.0344622246633448,0.0,-1.3194981803037225,-0.5035175380664809,1,15.0,1,1,-1.3014718647794303,-1.3014718647794303
2016-01-07,air_287d2de7d3c93406,0,0,0,0,1,0,0,-0.8000895029736032,-0.8338625158127417,0.0,-0.12534339953629406,-0.8166995104642667,1,17.0,1,1,-1.2318374733635304,-1.2318374733635302
2016-01-08,air_287d2de7d3c93406,1,0,0,0,0,0,0,-1.0394773432620434,-1.0846121518759955,0.0,0.8449073598372414,-0.9853359571399976,1,14.0,1,1,-0.8953987837020946,-0.8953987837020945
2016-01-09,air_287d2de7d3c93406,0,0,1,0,0,0,0,-0.976480543186138,-0.9968497792538568,0.0,0.8946638090358845,-1.0214723385705111,1,84.0,1,1,-0.6357364743197279,-0.6357364743197278
2016-01-10,air_287d2de7d3c93406,0,0,0,1,0,0,0,-0.9008843830950516,-0.8338625158127417,0.0,0.9444202582345272,-1.069654180477863,1,36.0,1,1,-0.923201526062289,-0.923201526062289
2016-01-11,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.0016792632165001,-1.1347620790886463,1.0,-0.49851676852611543,-0.9010177338021321,1,32.0,1,1,-1.287187887053092,-1.2871878870530917
2016-01-12,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.4678555837781992,-1.6864112784278047,0.0,-1.3194981803037225,-1.2503360876304317,1,12.0,1,1,-1.3412629455885159,-1.3412629455885159
2016-01-13,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.35446134364157,-1.2350619335139479,0.0,0.8449073598372414,-1.4671543762135142,1,18.0,1,1,-1.1361858368032283,-1.1361858368032283
2016-01-14,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.1402722233834917,-1.021924742860182,0.0,0.9444202582345272,-1.3346543109682973,1,19.0,1,1,-1.043084910551201,-1.043084910551201
2016-01-15,air_287d2de7d3c93406,1,0,0,0,0,0,0,-1.190669663444216,-1.0846121518759955,0.0,0.6956380122413129,-1.1178360223852146,1,21.0,1,1,-0.7655676290109112,-0.7655676290109111
2016-01-16,air_287d2de7d3c93406,0,0,1,0,0,0,0,-1.0772754233075865,-0.9717748156475313,0.0,0.9444202582345272,-1.1419269433388903,1,41.0,1,1,-0.6173713601001499,-0.6173713601001498
2016-01-17,air_287d2de7d3c93406,0,0,0,1,0,0,0,-1.165470943413854,-1.3729742333487374,0.0,-0.5482732177247582,-1.0816996409547008,1,49.0,1,1,-1.2231650583153963,-1.2231650583153963
2016-01-18,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.5434517438692859,-1.673873796624642,0.0,-0.9712030359132225,-1.3346543109682973,1,12.0,1,1,-1.5078243287188553,-1.5078243287188553
2016-01-19,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.2536664635201213,-1.3729742333487374,0.0,0.9444202582345272,-1.2503360876304317,1,26.0,1,1,-1.2703531990184787,-1.2703531990184787
2016-01-20,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.379660063671932,-1.310286824332924,0.0,0.9692984828338486,-1.4430634552598383,1,18.0,1,1,-1.1448582518513624,-1.1448582518513624
2016-01-21,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.215868383474578,-1.260136897120273,0.0,0.5214904400460632,-1.2382906271535938,1,14.0,1,1,-1.0224241570541757,-1.0224241570541757
2016-01-22,air_287d2de7d3c93406,1,0,0,0,0,0,0,-1.165470943413854,-1.1598370426949716,0.0,0.6956380122413129,-0.9973814176168355,1,18.0,1,1,-0.713022996660452,-0.7130229966604519
2016-01-23,air_287d2de7d3c93406,0,0,1,0,0,0,0,-1.4048587837022941,-1.6487988330183165,0.0,-1.2697417311050796,-1.0455632595241873,1,68.0,1,1,-0.63956253978214,-0.6395625397821398
2016-01-24,air_287d2de7d3c93406,0,0,0,1,0,0,0,-1.4804549437933805,-1.2977493425297613,0.0,0.9195420336352058,-1.503290757644028,1,64.0,1,1,-1.3387122352802412,-1.3387122352802412
2016-01-25,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.5308523838541046,-1.3980491969550628,0.0,1.0688113812311344,-1.6719272043197588,1,11.0,1,1,-1.3634541252705061,-1.363454125270506
2016-01-26,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.4174581437174754,-1.2475994153171106,0.0,0.8200291352379201,-1.515336218120866,1,14.0,1,1,-1.1902608953386524,-1.1902608953386524
2016-01-27,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.1024741433379488,-0.7711751067969284,0.0,1.0190549320324918,-1.4912452971671901,1,36.0,1,1,-1.038238560965479,-1.038238560965479
2016-01-28,air_287d2de7d3c93406,0,0,0,0,1,0,0,-0.9134837431102326,-0.6959502159779523,0.0,1.0190549320324918,-1.1057905619083768,1,22.0,1,1,-1.0438501236436835,-1.0438501236436832
2016-01-29,air_287d2de7d3c93406,1,0,0,0,0,0,0,-1.215868383474578,-1.4732740877740387,0.0,-1.3194981803037225,-1.0455632595241873,1,9.0,1,1,-0.900500204318644,-0.900500204318644
2016-01-30,air_287d2de7d3c93406,0,0,1,0,0,0,0,-1.4804549437933805,-1.8243235782625942,0.0,-1.3194981803037225,-1.1780633247694041,1,52.0,1,1,-0.5982410327880895,-0.5982410327880894
2016-01-31,air_287d2de7d3c93406,0,0,0,1,0,0,0,-1.1276728633683106,-1.0469997064665075,0.0,-0.050708725738329824,-1.20215424572308,1,43.0,1,1,-1.1545509510228062,-1.1545509510228062
2016-02-01,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.3040639035808455,-1.6111863876088286,0.0,-1.3194981803037225,-1.0455632595241873,1,10.0,1,1,-1.4096219818502784,-1.4096219818502784
2016-02-02,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.1402722233834917,-1.109687115482321,0.0,0.7951509106385988,-1.0455632595241873,1,15.0,1,1,-1.2611706419086897,-1.2611706419086897
2016-02-03,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.2662658235353024,-1.2977493425297613,0.0,0.4468557662480987,-1.1780633247694041,1,15.0,1,1,-1.1861797588454128,-1.1861797588454128
2016-02-04,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.2536664635201213,-1.260136897120273,0.0,0.14831707105624176,-1.226245166676756,1,21.0,1,1,-1.148429246282947,-1.1484292462829468
2016-02-05,air_287d2de7d3c93406,1,0,0,0,0,0,0,-0.9512818231557758,-0.783712588600091,0.0,0.9195420336352058,-1.2864724690609455,1,19.0,1,1,-0.7734748309665629,-0.7734748309665628
2016-02-06,air_287d2de7d3c93406,0,0,1,0,0,0,0,-1.0520767032772242,-1.2099869699076224,0.0,-1.0707159343105082,-0.8287449709411046,1,45.0,1,1,-0.5497775369308697,-0.5497775369308696
2016-02-07,air_287d2de7d3c93406,0,0,0,1,0,0,0,-1.2662658235353024,-1.2726743789234358,0.0,0.8946638090358845,-1.1780633247694041,1,58.0,1,1,-1.161948010916803,-1.161948010916803
2016-02-08,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.3418619836263888,-1.2852118607265985,0.0,0.048804172658955966,-1.20215424572308,1,11.0,1,1,-1.3580976336231292,-1.358097633623129
2016-02-09,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.0646760632924055,-0.6081878433558136,0.0,0.8200291352379201,-1.2864724690609455,1,27.0,1,1,-1.139756831234813,-1.1397568312348128
2016-02-10,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.1402722233834917,-1.0971496336791582,0.0,1.1434460550290988,-1.1660178642925663,1,26.0,1,1,-0.8150514089914408,-0.8150514089914408
2016-02-11,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.1402722233834917,-1.0093872610570194,1.0,1.1434460550290988,-1.1539724038157284,1,44.0,1,1,-0.8885118658697528,-0.8885118658697527
2016-02-12,air_287d2de7d3c93406,1,0,0,0,0,0,0,-0.989079903201319,-0.9592373338443686,0.0,-0.7224207899200082,-1.1780633247694041,1,16.0,1,1,-0.8321411680568814,-0.8321411680568814
2016-02-13,air_287d2de7d3c93406,0,0,1,0,0,0,0,-0.1323234221690068,0.2819733646687375,0.0,-0.17509984873493695,-0.3589720123444258,1,37.0,1,1,-0.6418581790595872,-0.6418581790595871
2016-02-14,air_287d2de7d3c93406,0,0,0,1,0,0,0,0.434647778514141,0.43242314630668965,0.0,-0.2248562979335796,0.46011930008055246,1,39.0,1,1,-1.1795479120438985,-1.1795479120438985
2016-02-15,air_287d2de7d3c93406,0,1,0,0,0,0,0,-0.8756856630646895,-0.5078879889305119,0.0,-1.2199852819064367,-0.9732904966631597,1,13.0,1,1,-1.3616686280547137,-1.3616686280547137
2016-02-16,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.190669663444216,-1.1974494881044597,0.0,1.0190549320324918,-1.2141997061999181,1,31.0,1,1,-1.2007188076025788,-1.2007188076025788
2016-02-17,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.1150735033531296,-0.7711751067969284,0.0,0.7951509106385988,-1.20215424572308,1,26.0,1,1,-1.0313516431331373,-1.031351643133137
2016-02-18,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.1150735033531296,-1.109687115482321,0.0,0.37222109245013446,-1.226245166676756,1,26.0,1,1,-1.0410443423045812,-1.0410443423045812
2016-02-19,air_287d2de7d3c93406,1,0,0,0,0,0,0,-0.6740959028217925,-0.38251317089888504,0.0,0.9941767074331703,-1.069654180477863,1,42.0,1,1,-0.7211852696469311,-0.721185269646931
2016-02-20,air_287d2de7d3c93406,0,0,1,0,0,0,0,-0.8882850230798706,-1.0469997064665075,0.0,-1.1702288327077939,-0.5757903009275084,1,45.0,1,1,-0.7553647877778124,-0.7553647877778122
2016-02-21,air_287d2de7d3c93406,0,0,0,1,0,0,0,-0.6992946228521546,-0.48281302532418663,0.0,-0.37412564552950833,-0.6119266823580221,1,30.0,1,1,-1.1249627114468195,-1.1249627114468195
2016-02-22,air_287d2de7d3c93406,0,1,0,0,0,0,0,-1.0520767032772242,-1.222524451710785,0.0,-1.1951070573071152,-0.7685176685569151,1,12.0,1,1,-1.3486600054825126,-1.3486600054825126
2016-02-23,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.0520767032772242,-1.1974494881044597,0.0,-1.2946199557044011,-0.7685176685569151,1,58.0,1,1,-1.1318496292791613,-1.1318496292791613
2016-02-24,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.165470943413854,-1.4858115695772016,0.0,-1.2946199557044011,-1.0576087200010251,1,11.0,1,1,-1.0877223409460086,-1.0877223409460086
2016-02-25,air_287d2de7d3c93406,0,0,0,0,1,0,0,-1.4174581437174754,-1.3980491969550628,0.0,-0.821933688317294,-1.3105633900146212,1,23.0,1,1,-0.983143218306745,-0.9831432183067449
2016-02-26,air_287d2de7d3c93406,1,0,0,0,0,0,0,-1.165470943413854,-1.021924742860182,0.0,1.2927154026250272,-1.3466997714451352,1,20.0,1,1,-0.5719687166128599,-0.5719687166128598
2016-02-27,air_287d2de7d3c93406,0,0,1,0,0,0,0,-0.9134837431102326,-0.8840124430253925,0.0,1.2927154026250272,-1.0335177990473494,1,29.0,1,1,-0.4033667652359007,-0.40336676523590065
2016-02-28,air_287d2de7d3c93406,0,0,0,1,0,0,0,-0.8000895029736032,-0.5705753979463254,0.0,1.1185678304297775,-0.91306319427897,1,52.0,1,1,-0.988499709954122,-0.9884997099541218
2016-02-29,air_287d2de7d3c93406,0,1,0,0,0,0,0,-0.8504869430343273,-0.5956503615526506,0.0,-0.7970554637179724,-0.780563129033753,1,19.0,1,1,-1.3007066516869479,-1.3007066516869479
2016-03-01,air_287d2de7d3c93406,0,0,0,0,0,1,0,-1.24106710350494,-1.1598370426949716,0.0,1.392228301022313,-1.1057905619083768,1,9.0,1,1,-1.1912811794619622,-1.1912811794619622
2016-03-02,air_287d2de7d3c93406,0,0,0,0,0,0,1,-1.1024741433379488,-0.8965499248285552,0.0,0.8449073598372414,-1.226245166676756,1,24.0,1,1,-1.060939882709124,-1.0609398827091239
2016-03-03,air_287d2de7d3c93406,0,0,0,0,1,0,0,-0.7370927028976979,-0.3950506527020479,0.0,1.3673500764229918,-1.0816996409547008,1,14.0,1,1,-1.0777745707437372,-1.0777745707437372
2016-03-04,air_287d2de7d3c93406,1,0,0,0,0,0,0,-0.585900382715525,-0.45773806171786113,0.0,1.0936896058304557,-0.6841994452190496,1,21.0,1,1,-0.7035853685198354,-0.7035853685198354
