visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,total_area_visitors,total_genre_visitors
2016-01-05,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.6439345159383223,-0.8657107625779834,0.0,-0.9084114029262389,-0.6168010896099984,1,3.0,1,1,-1.2453209698173744,-1.2453209698173748
2016-01-06,air_9bbc673495e23532,0,0,0,0,0,0,1,-0.655725880432021,-0.6875624381595992,0.0,-0.724482664466676,-0.5232882444872093,1,17.0,1,1,-1.1829948857161225,-1.1829948857161228
2016-01-07,air_9bbc673495e23532,0,0,0,0,1,0,0,-0.7736395253690075,-0.8657107625779834,0.0,-0.9084114029262389,-0.5817337726889524,1,11.0,1,1,-1.115741838444811,-1.1157418384448112
2016-01-08,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.8443877123311994,-1.0215905464440695,0.0,-0.9346869369918909,-0.7921376742152276,1,8.0,1,1,-0.7908086173793906,-0.7908086173793909
2016-01-09,air_9bbc673495e23532,0,0,1,0,0,0,0,-0.9505099927744873,-1.0104562761679208,0.0,1.035978117931999,-1.0142306813818514,1,4.0,1,1,-0.5400261920233648,-0.540026192023365
2016-01-12,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.9740927217618848,-1.0549933572725165,0.0,0.22143656189679128,-0.9791633644608053,1,12.0,1,1,-1.2214251984425861,-1.2214251984425863
2016-01-13,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.209920011635858,-1.1440675194817087,0.0,-0.5668294600727648,-1.0960544208642915,1,5.0,1,1,-1.0233612790061966,-1.0233612790061968
2016-01-14,air_9bbc673495e23532,0,0,0,0,1,0,0,-1.0802150022051726,-1.0883961681009637,0.0,0.09005889156853196,-1.1194326321449886,1,15.0,1,1,-0.9334442011526115,-0.9334442011526118
2016-01-15,air_9bbc673495e23532,1,0,0,0,0,0,0,-1.0920063666988713,-1.0995304383771127,0.0,0.7994983113411321,-1.084365315223943,1,10.0,1,1,-0.6654174047013777,-0.6654174047013779
2016-01-16,air_9bbc673495e23532,0,0,1,0,0,0,0,-1.1273804601799673,-1.0327248167202185,0.0,0.5104674366189617,-1.1311217377853373,1,12.0,1,1,-0.5222891246111507,-0.5222891246111511
2016-01-18,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.8208049833438021,-0.9436506545110264,0.0,-1.4076465501736244,-0.7921376742152276,1,16.0,1,1,-1.382290545945027,-1.3822905459450274
2016-01-19,air_9bbc673495e23532,0,0,0,0,0,1,0,-1.4693300304972283,-1.5894383305276694,0.0,-0.330349653481898,-1.2947692167502178,1,13.0,1,1,-1.15294041037876,-1.1529404103787602
2016-01-20,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.3632077500539403,-1.4112900061092852,0.0,-1.0397890732544983,-1.2947692167502178,1,7.0,1,1,-1.0317371163952975,-1.0317371163952977
2016-01-21,air_9bbc673495e23532,0,0,0,0,1,0,0,-1.245294105116954,-1.299947303347795,0.0,-0.4091762556788536,-1.201256371627429,1,13.0,1,1,-0.9134900003138708,-0.9134900003138711
2016-01-22,air_9bbc673495e23532,1,0,0,0,0,0,0,-1.2335027406232553,-1.1217989789294107,0.0,0.37908976629070235,-1.0960544208642915,1,6.0,1,1,-0.6146696840497654,-0.6146696840497656
2016-01-23,air_9bbc673495e23532,0,0,1,0,0,0,0,-1.3160422920791457,-1.444692816937732,0.0,-1.3288199479766687,-1.1661890547063831,1,11.0,1,1,-0.5437214144009094,-0.5437214144009096
2016-01-25,air_9bbc673495e23532,0,1,0,0,0,0,0,-1.5990350399279136,-1.5003641683184772,0.0,0.9308759816693915,-1.7974007592852084,1,14.0,1,1,-1.2428574882323449,-1.242857488232345
2016-01-26,air_9bbc673495e23532,0,0,0,0,0,1,0,-1.245294105116954,-1.2665444925193479,0.0,0.4316408344220061,-1.3064583223905666,1,8.0,1,1,-1.0755870886088266,-1.0755870886088268
2016-01-27,air_9bbc673495e23532,0,0,0,0,0,0,1,-0.8679704413185968,-0.9770534653394736,0.0,0.45791636848765793,-0.6986248290924386,1,6.0,1,1,-0.928763586141055,-0.9287635861410554
2016-01-28,air_9bbc673495e23532,0,0,0,0,1,0,0,-0.8797618058122955,-0.8434422220256854,0.0,-0.5668294600727648,-1.0960544208642915,1,12.0,1,1,-0.9341832456281205,-0.9341832456281207
2016-01-29,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.9269272637870901,-1.2220074114147519,0.0,-1.4601976183049281,-0.6051119839696497,1,2.0,1,1,-0.79573558054945,-0.7957355805494503
2016-02-01,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.9740927217618848,-1.1440675194817087,0.0,-1.118615675451454,-0.7687594629345303,1,8.0,1,1,-1.2874465049213828,-1.287446504921383
2016-02-03,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.2570854696106524,-1.1440675194817087,0.0,-0.38290072161320177,-1.201256371627429,1,36.0,1,1,-1.071645518072779,-1.0716455180727793
2016-02-04,air_9bbc673495e23532,0,0,0,0,1,0,0,-1.1509631891673646,-1.0661276275486657,0.0,0.7469472432098285,-1.3415256393116124,1,16.0,1,1,-1.035185990614339,-1.0351859906143395
2016-02-05,air_9bbc673495e23532,1,0,0,0,0,0,0,-1.0212581797366793,-0.9881877356156226,0.0,0.9308759816693915,-1.0376088926625484,1,14.0,1,1,-0.6730541976149699,-0.6730541976149701
2016-02-06,air_9bbc673495e23532,0,0,1,0,0,0,0,-1.0920063666988713,-1.0883961681009637,0.0,-0.1464209150223349,-1.0259197870221999,1,6.0,1,1,-0.4570068626078631,-0.4570068626078634
2016-02-08,air_9bbc673495e23532,0,1,0,0,0,0,0,-1.1863372826484606,-0.9547849247871756,0.0,1.246182390457214,-1.4467275900747498,1,8.0,1,1,-1.2376841769037823,-1.2376841769037827
2016-02-09,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.8679704413185968,-0.9213821139587285,0.0,-0.041318778759727365,-0.8505832024169706,1,22.0,1,1,-1.026810153225238,-1.0268101532252383
2016-02-10,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.10379773119257,-1.1440675194817087,0.0,0.45791636848765793,-0.9324069418994109,1,6.0,1,1,-0.7132089474509543,-0.7132089474509545
2016-02-12,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.5613949644824318,-0.32013151904668186,0.0,0.37908976629070235,-0.7453812516538331,1,16.0,1,1,-0.7297142740706535,-0.7297142740706537
2016-02-13,air_9bbc673495e23532,0,0,1,0,0,0,0,-0.2430281231525679,-0.18652027573289334,0.0,-1.118615675451454,-0.12585865271535648,1,10.0,1,1,-0.5459385478274361,-0.5459385478274363
2016-02-15,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.9858840862555834,-0.9993220058917714,0.0,-0.8295848007292834,-0.9440960475397594,1,3.0,1,1,-1.241133051122824,-1.2411330511228242
2016-02-16,air_9bbc673495e23532,0,0,0,0,0,1,0,-1.2217113761295566,-1.2776787627954969,0.0,1.0622536519976506,-1.0960544208642915,1,11.0,1,1,-1.0856873631074484,-1.0856873631074486
2016-02-17,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.1509631891673646,-1.1329332492055597,0.0,-0.17269644908798668,-1.0726762095835944,1,11.0,1,1,-0.9221121858614748,-0.9221121858614751
2016-02-18,air_9bbc673495e23532,0,0,0,0,1,0,0,-1.10379773119257,-0.9213821139587285,0.0,1.2987334585885175,-1.2830801111098693,1,14.0,1,1,-0.9314734158845878,-0.9314734158845881
2016-02-19,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.6793086094194184,-0.587354005674258,0.0,0.6681206410128727,-0.9440960475397594,1,11.0,1,1,-0.6225528251218605,-0.6225528251218607
2016-02-20,air_9bbc673495e23532,0,0,1,0,0,0,0,-0.7736395253690075,-1.0883961681009637,0.0,-1.4601976183049281,-0.4297753993644206,1,3.0,1,1,-0.6555634783612588,-0.655563478361259
2016-02-22,air_9bbc673495e23532,0,1,0,0,0,0,0,-1.0566322732177753,-1.2220074114147519,0.0,-1.2499933457797132,-1.0259197870221999,1,12.0,1,1,-1.2285692950391724,-1.2285692950391727
2016-02-23,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.8561790768248982,-1.1106647086532617,0.0,-1.06606460732015,-0.6635575121713928,1,11.0,1,1,-1.019173360311646,-1.0191733603116462
2016-02-24,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.1627545536610633,-1.199738870862454,0.0,-0.17269644908798668,-1.049297998302897,1,3.0,1,1,-0.9765551288906317,-0.976555128890632
2016-02-25,air_9bbc673495e23532,0,0,0,0,1,0,0,-1.2570854696106524,-1.199738870862454,0.0,1.2724579245228658,-1.1778781603467317,1,15.0,1,1,-0.875552383904413,-0.8755523839044134
2016-02-26,air_9bbc673495e23532,1,0,0,0,0,0,0,-1.198128647142159,-1.1329332492055597,0.0,0.6943961750785246,-1.201256371627429,1,17.0,1,1,-0.4784391523976217,-0.47843915239762197
2016-02-27,air_9bbc673495e23532,0,0,1,0,0,0,0,-0.8797618058122955,-0.6541596273311521,0.0,0.1426099596998355,-1.1311217377853373,1,8.0,1,1,-0.31560301962715703,-0.31560301962715726
2016-02-29,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.8561790768248982,-0.8657107625779834,0.0,-1.3288199479766687,-1.2129454772677777,1,13.0,1,1,-1.1822558412406137,-1.182255841240614
2016-03-01,air_9bbc673495e23532,0,0,0,0,0,1,0,-1.4339559370161323,-1.389021465556987,0.0,0.3002631640937468,-1.2947692167502178,1,15.0,1,1,-1.0765724812428386,-1.0765724812428388
2016-03-02,air_9bbc673495e23532,0,0,0,0,0,0,1,-1.0448409087240766,-0.9659191950633246,0.0,1.4038355948511252,-1.2713910054695208,1,6.0,1,1,-0.9506885722478197,-0.9506885722478199
2016-03-04,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.3963158615706505,-0.17538600545674457,0.0,1.0885291860633024,-0.7220030403731358,1,10.0,1,1,-0.6055548021851554,-0.6055548021851557
2016-03-05,air_9bbc673495e23532,0,0,1,0,0,0,0,0.016381895708802514,0.0584336703423849,0.0,0.5104674366189617,-0.07910223015396221,1,14.0,1,1,-0.38926111901954574,-0.38926111901954596
2016-03-07,air_9bbc673495e23532,0,1,0,0,0,0,0,0.205043727607981,0.11410502172312997,0.0,-0.9084114029262389,0.33001646725823924,1,18.0,1,1,-1.2835049343853353,-1.2835049343853355
2016-03-08,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.05436629125338939,0.047299400066235724,0.0,-0.19897198315363868,-0.008967596311870362,1,3.0,1,1,-0.9580790170029088,-0.9580790170029091
2016-03-09,air_9bbc673495e23532,0,0,0,0,0,0,1,-0.7618481608753089,-0.7766366003687912,0.0,-1.4601976183049281,-0.5817337726889524,1,9.0,1,1,-1.0031607300089527,-1.003160730008953
2016-03-10,air_9bbc673495e23532,0,0,0,0,1,0,0,-0.9505099927744873,-1.0438590869963675,0.0,-0.8558603347949353,-0.7336921460134845,1,17.0,1,1,-0.8861453547200409,-0.8861453547200412
2016-03-11,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.9858840862555834,-0.8434422220256854,0.0,0.06378335750287994,-0.8856505193380164,1,22.0,1,1,-0.5572705631185728,-0.5572705631185731
2016-03-14,air_9bbc673495e23532,0,1,0,0,0,0,0,-1.0448409087240766,-1.2665444925193479,0.0,-1.4601976183049281,-0.7921376742152276,1,9.0,1,1,-1.1778215743875602,-1.1778215743875604
2016-03-15,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.8090136188501036,-0.6764281678834502,0.0,1.246182390457214,-0.7453812516538331,1,24.0,1,1,-0.9107801705703381,-0.9107801705703383
2016-03-16,air_9bbc673495e23532,0,0,0,0,0,0,1,-0.7972222543564049,-0.5428169245696619,0.0,-0.2777985853505942,-1.0142306813818514,1,9.0,1,1,-0.8240656187772919,-0.8240656187772921
2016-03-17,air_9bbc673495e23532,0,0,0,0,1,0,0,-0.27840221663366393,0.03616512979008695,0.0,1.5089377311137326,-0.6635575121713928,1,24.0,1,1,-0.777998513137236,-0.7779985131372363
2016-03-18,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.11332311372188268,-0.008371951314509346,0.0,-0.514278391941461,-0.3128843429609345,1,9.0,1,1,-0.413403238552837,-0.4134032385528373
2016-03-22,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.5613949644824318,-0.33126578932283063,0.0,1.4826621970480804,-0.8739614136976678,1,13.0,1,1,-0.9068386000342905,-0.9068386000342908
2016-03-24,air_9bbc673495e23532,0,0,0,0,1,0,0,-0.7618481608753089,-0.7098309787118972,0.0,-0.38290072161320177,-0.6635575121713928,1,3.0,1,1,-0.8664375020398031,-0.8664375020398033
2016-03-25,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.9269272637870901,-0.8323079517495363,0.0,0.9308759816693915,-0.8505832024169706,1,6.0,1,1,-0.27914349216871714,-0.27914349216871737
2016-03-26,air_9bbc673495e23532,0,0,1,0,0,0,0,-0.8443877123311994,-0.6318910867788541,0.0,1.2199068563915618,-0.9791633644608053,1,6.0,1,1,-0.2848094998142855,-0.2848094998142857
2016-03-28,air_9bbc673495e23532,0,1,0,0,0,0,0,-0.5731863289761304,-0.520548384017364,0.0,0.5630185047502655,-0.5817337726889524,1,3.0,1,1,-0.9415736903832096,-0.9415736903832099
2016-03-29,air_9bbc673495e23532,0,0,0,0,0,1,0,-0.3963158615706505,-0.35353432987512856,0.0,0.5367429706846134,-0.68693572345209,1,17.0,1,1,-0.6742859384074847,-0.674285938407485
2016-03-30,air_9bbc673495e23532,0,0,0,0,0,0,1,-0.042574926759690775,-0.09744611352370154,0.0,0.4841919025533099,-0.2193714978381455,1,21.0,1,1,-0.7573052678229863,-0.7573052678229866
2016-03-31,air_9bbc673495e23532,0,0,0,0,1,0,0,0.12250417615209049,0.24771626503691807,0.0,0.6943961750785246,-0.06741312451361343,1,16.0,1,1,-0.7225701774740673,-0.7225701774740675
2016-04-01,air_9bbc673495e23532,1,0,0,0,0,0,0,-0.11332311372188268,-0.3758028704274269,0.0,-1.4601976183049281,0.1313016713723129,1,6.0,1,1,-0.5213037319771389,-0.5213037319771391
