visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-07-01,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,1.052582545924094,1.135875224706647,0.0,-0.1388286392600432,0.9927347969296394,1,39.0,1,1,1.3641180999528972,1.3641180999528972
2016-07-02,air_2d78d9a1f4dd02ca,0,0,1,0,0,0,0,1.214979702509523,1.2757277298507086,0.0,0.5224137178103304,1.1471769514823313,1,22.0,1,1,1.5207084883969821,1.5207084883969821
2016-07-04,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,1.3077780777011967,1.5088152384241442,0.0,0.5753131063759601,1.1692401164184305,1,29.0,1,1,-1.19414927489078,-1.19414927489078
2016-07-05,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,0.6001904668646846,0.5531564532730568,0.0,-1.302615187703901,0.7941663125047494,1,21.0,1,1,-0.5374436506264709,-0.5374436506264709
2016-07-06,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,0.7625876234501138,0.7046633338457899,0.0,-0.21817772210848824,0.8272610599088978,1,11.0,1,1,-0.08490492038614852,-0.08490492038614852
2016-07-07,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,1.2613788901053598,1.8467921258556272,0.0,2.082945680496412,0.9817032144615898,1,22.0,1,1,-0.15083771552050015,-0.15083771552050015
2016-07-08,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,1.0177831552272165,1.0426402212772725,0.0,-0.7471716077647871,1.003766379397689,1,23.0,1,1,1.161075060391428,1.161075060391428
2016-07-09,air_2d78d9a1f4dd02ca,0,0,1,0,0,0,0,0.681389045157399,0.47157582527235387,0.0,-1.302615187703901,0.805197894972799,1,11.0,1,1,1.4603949655752173,1.4603949655752173
2016-07-11,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,1.330977671499115,1.4738521121381292,0.0,2.0035965976479675,1.0258295443337877,1,24.0,1,1,-1.2439734893957162,-1.2439734893957162
2016-07-12,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,1.2265794994084824,1.2757277298507086,0.0,0.3637155521134406,1.279555941098925,1,15.0,1,1,-0.5224589244595729,-0.5224589244595729
2016-07-13,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,0.994583561429298,0.7862439618464929,0.0,-1.302615187703901,1.158208533950381,1,35.0,1,1,-0.45015762070428955,-0.45015762070428955
2016-07-14,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,1.0873819366209714,1.4039258595660982,0.0,-0.27107711067411805,0.9155137196532934,1,25.0,1,1,-0.23437756390095701,-0.23437756390095701
2016-07-15,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,0.6581894513594806,0.3666864464143078,0.0,-1.302615187703901,0.882418972249145,1,7.0,1,1,0.9490411851298199,0.9490411851298199
2016-07-16,air_2d78d9a1f4dd02ca,0,0,1,0,0,0,0,0.8785855924397059,0.7978983372751645,0.0,-0.8794200791788618,0.7831347300367002,1,15.0,1,1,1.4015799153701425,1.4015799153701425
2016-07-18,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,1.4121762497918295,1.4738521121381292,1.0,0.68111188350722,1.3236822709711227,1,4.0,1,1,-1.0491720492260408,-1.0491720492260408
2016-07-19,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,1.2497790932064008,1.3339996069940672,0.0,0.33726585783062574,1.1802716988864799,1,32.0,1,1,-0.8738507530733332,-0.8738507530733332
2016-07-20,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,1.1337811242168085,1.054294596705944,0.0,-0.08592925069441351,1.1361453690142822,1,20.0,1,1,-0.39284104311590434,-0.39284104311590434
2016-07-21,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,0.611790263763644,0.4016495727003233,0.0,-1.302615187703901,0.8713873897810954,1,15.0,1,1,-0.17219095030832993,-0.17219095030832993
2016-07-22,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,0.5653910761678068,0.21517956584157424,0.0,-1.302615187703901,0.8162294774408482,1,27.0,1,1,1.012726271339137,1.012726271339137
2016-07-24,air_2d78d9a1f4dd02ca,0,0,0,1,0,0,0,0.8553859986417872,0.949405217847898,0.0,0.62821249494159,0.6617873228881562,1,14.0,1,1,-0.45652612932522124,-0.45652612932522124
2016-07-25,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,0.948184373833461,0.821207088132508,0.0,-1.0910176334413815,0.8934505547171946,1,15.0,1,1,-1.099745500039322,-1.099745500039322
2016-07-26,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,0.8437862017428283,0.762935210989149,0.0,-1.276165493421086,0.9265453021213426,1,33.0,1,1,-0.3688654812488674,-0.3688654812488674
2016-07-27,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,0.9249847800355426,0.7512808355604774,0.0,-1.223266104855456,1.036861126801837,1,15.0,1,1,-0.1654478235332258,-0.1654478235332258
2016-07-28,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,1.156980718014727,1.194147101850006,0.0,0.0727689150024763,1.1361453690142822,1,20.0,1,1,0.05969768712441807,0.05969768712441807
2016-07-29,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,1.2381792963074414,1.3456539824227391,0.0,1.7390996548198179,1.092019039142084,1,31.0,1,1,1.2592250167846104,1.2592250167846104
2016-07-30,air_2d78d9a1f4dd02ca,0,0,1,0,0,0,0,1.2381792963074414,1.4039258595660982,0.0,1.5539517948401134,1.003766379397689,1,14.0,1,1,1.3776043535031055,1.3776043535031055
2016-08-01,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,1.2613788901053598,1.240764603564693,0.0,-0.800070996330417,1.279555941098925,1,26.0,1,1,-1.1544397505485,-1.1544397505485
2016-08-02,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,1.0873819366209714,0.996022719562585,0.0,-0.8529703848960468,1.0478927092698866,1,24.0,1,1,-0.7985525040846703,-0.7985525040846703
2016-08-03,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,1.1917801087116047,1.299036480708052,0.0,-0.21817772210848824,1.1471769514823313,1,35.0,1,1,-0.3471376283068652,-0.3471376283068652
2016-08-04,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,1.3425774683980745,1.4155802349947701,0.0,0.9456088263353695,1.2574927761628258,1,28.0,1,1,-0.21939283773405893,-0.21939283773405893
2016-08-05,air_2d78d9a1f4dd02ca,1,0,0,0,0,0,0,1.4121762497918295,1.4621977367094572,0.0,1.5539517948401134,1.279555941098925,1,33.0,1,1,0.8404019204198088,0.8404019204198088
2016-08-06,air_2d78d9a1f4dd02ca,0,0,1,0,0,0,0,1.4585754373876667,1.5554327401388321,0.0,1.0249579091838146,1.4119349307155182,1,11.0,1,1,0.5961508838993699,0.5961508838993699
2016-08-08,air_2d78d9a1f4dd02ca,0,1,0,0,0,0,0,1.3889766559939112,1.438888985852114,0.0,-0.08592925069441351,1.356777018375271,1,17.0,1,1,-1.1357088428398774,-1.1357088428398774
2016-08-09,air_2d78d9a1f4dd02ca,0,0,0,0,0,1,0,1.7833697505585242,1.9633358801423453,0.0,0.8398100492041096,1.4009033482474686,1,27.0,1,1,-0.2965641774935841,-0.2965641774935841
2016-08-10,air_2d78d9a1f4dd02ca,0,0,0,0,0,0,1,1.4585754373876667,1.5321239892814882,0.0,-0.006580167845968485,1.433998095651617,1,19.0,1,1,0.7160286932345545,0.7160286932345545
2016-08-11,air_2d78d9a1f4dd02ca,0,0,0,0,1,0,0,1.2497790932064008,1.310690856136724,1.0,-0.006580167845968485,1.3457454359072214,1,11.0,1,1,0.40284791634638445,0.40284791634638445
