visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-01-05,air_a373500730e2a9e0,0,0,0,0,0,1,0,-0.5235428320417654,-0.62448094321513,0.0,0.042656774201893996,-0.5124655615444362,1,16.0,1,1,-1.4496275906657263,-1.4496275906657266
2016-01-06,air_a373500730e2a9e0,0,0,0,0,0,0,1,-0.6857131558071705,-0.8369258610041534,0.0,-1.4429025263615758,-0.5006707994913979,1,3.0,1,1,-1.3860019894738291,-1.3860019894738294
2016-01-07,air_a373500730e2a9e0,0,0,0,0,1,0,0,-0.8229341989932825,-0.9119064202238091,0.0,0.6863991377793975,-0.7483608026052012,1,8.0,1,1,-1.3173466964881062,-1.3173466964881064
2016-01-08,air_a373500730e2a9e0,1,0,0,0,0,0,0,-1.0724270047862132,-1.0993578182729475,0.0,-0.22969576423474206,-1.066819378037234,1,13.0,1,1,-0.9856385226852907,-0.985638522685291
2016-01-09,air_a373500730e2a9e0,0,0,1,0,0,0,0,-1.0474777242069202,-1.024377259053292,0.0,0.7606771028075712,-0.9842560436659663,1,7.0,1,1,-0.7296272103795545,-0.7296272103795546
2016-01-10,air_a373500730e2a9e0,0,0,0,1,0,0,0,-1.0350030839172737,-1.1243513380128325,0.0,0.7854364244836289,-0.9960508057190043,1,10.0,1,1,-1.0130503429616418,-1.0130503429616418
2016-01-11,air_a373500730e2a9e0,0,1,0,0,0,0,0,-1.022528443627627,-1.024377259053292,1.0,0.1416940609061254,-0.9960508057190043,1,10.0,1,1,-1.3719188524511168,-1.371918852451117
2016-01-12,air_a373500730e2a9e0,0,0,0,0,0,1,0,-1.022528443627627,-1.2493189367122581,0.0,-1.4676618480376336,-0.7955398508173541,1,5.0,1,1,-1.425233585465671,-1.4252335854656712
2016-01-13,air_a373500730e2a9e0,0,0,0,0,0,0,1,-1.184698767393032,-1.1868351373625454,0.0,0.4388059210188192,-1.1139984262493867,1,3.0,1,1,-1.2230399753538714,-1.2230399753538717
2016-01-14,air_a373500730e2a9e0,0,0,0,0,1,0,0,-1.2221226882619718,-1.3617897755417414,0.0,0.5626025293991084,-1.1611774744615402,1,11.0,1,1,-1.1312481001165493,-1.1312481001165495
2016-01-15,air_a373500730e2a9e0,1,0,0,0,0,0,0,-1.2345973285516183,-1.2368221768423158,0.0,0.5378432077230506,-1.066819378037234,1,14.0,1,1,-0.8576328665324225,-0.8576328665324228
2016-01-16,air_a373500730e2a9e0,0,0,1,0,0,0,0,-1.184698767393032,-1.1243513380128325,0.0,0.8597143895118026,-1.349893667310152,1,17.0,1,1,-0.7115203199217813,-0.7115203199217816
2016-01-19,air_a373500730e2a9e0,0,0,0,0,0,1,0,-1.5714126163720747,-1.7491893315099607,0.0,-0.22969576423474206,-1.3852779534692667,1,6.0,1,1,-1.3553208695314916,-1.3553208695314918
