visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-07-01,air_98b54e32ccddd896,1,0,0,0,0,0,0,1.1309967577390359,1.1723254684282753,0.0,1.9900152149101102,0.9751167317614065,1,25.0,1,1,1.3151743475827886,1.3151743475827884
2016-07-02,air_98b54e32ccddd896,0,0,1,0,0,0,0,1.0767071933021541,0.8864512350021906,0.0,-1.27566483070761,1.1656338965483208,1,22.0,1,1,1.4907863295935142,1.490786329593514
2016-07-03,air_98b54e32ccddd896,0,0,0,1,0,0,0,1.2070021479506698,1.024094384429565,0.0,-1.27566483070761,1.3349824874700225,1,26.0,1,1,-0.7018426993872924,-0.7018426993872923
2016-07-05,air_98b54e32ccddd896,0,0,0,0,0,1,0,0.5555273747080905,0.3041148335786844,0.0,-1.4140411038270049,0.7845995669744922,1,20.0,1,1,-0.8173768980785593,-0.8173768980785592
2016-07-06,air_98b54e32ccddd896,0,0,0,0,0,0,1,0.6858223293566064,0.431170048434722,0.0,-1.4140411038270049,0.7845995669744922,1,7.0,1,1,-0.3098666725547397,-0.30986667255473965
2016-07-07,air_98b54e32ccddd896,0,0,0,0,1,0,0,0.740111893793488,0.6641046090041245,0.0,-1.1096133029643358,0.8481052885701303,1,6.0,1,1,-0.3838085597171505,-0.38380855971715044
2016-07-08,air_98b54e32ccddd896,1,0,0,0,0,0,0,0.8269751968924987,0.8123356930028354,0.0,-0.3347061734957245,0.8269367147049178,1,21.0,1,1,1.0874669450712735,1.0874669450712733
2016-07-09,air_98b54e32ccddd896,0,0,1,0,0,0,0,0.9681280644283909,0.8229236275741716,0.0,-1.3033400853314887,1.1656338965483208,1,29.0,1,1,1.4231463078142634,1.4231463078142632
2016-07-10,air_98b54e32ccddd896,0,0,0,1,0,0,0,1.239575886612799,1.3523203561409953,0.0,0.8276545207071927,1.1021281749526826,1,12.0,1,1,-0.5245502199410574,-0.5245502199410573
2016-07-12,air_98b54e32ccddd896,0,0,0,0,0,1,0,1.011559715977896,1.0664461227149107,0.0,1.7409379232951994,0.9539481578961938,1,12.0,1,1,-0.8005719237234659,-0.8005719237234659
2016-07-13,air_98b54e32ccddd896,0,0,0,0,0,0,1,0.978985977315767,0.8229236275741716,0.0,-1.331015339955368,1.1868024704135334,1,17.0,1,1,-0.7194879224601404,-0.7194879224601404
2016-07-14,air_98b54e32ccddd896,0,0,0,0,1,0,0,1.0984230190769066,0.9711547115728825,0.0,-1.081938048340457,1.2185553312113526,1,10.0,1,1,-0.477496291746796,-0.4774962917467959
2016-07-15,air_98b54e32ccddd896,1,0,0,0,0,0,0,0.9029805871041328,0.7805718892888258,0.0,-1.1096133029643358,0.9962853056266191,1,12.0,1,1,0.8496765579467024,0.8496765579467023
2016-07-16,air_98b54e32ccddd896,0,0,1,0,0,0,0,0.8812647613293803,0.7805718892888258,0.0,-0.3623814281196035,0.9433638709635873,1,18.0,1,1,1.357186783470522,1.3571867834705218
2016-07-17,air_98b54e32ccddd896,0,0,0,1,0,0,0,1.0549913675274016,0.8440994967168445,0.0,-1.3033400853314887,1.1973867573461399,1,35.0,1,1,0.31947961704350675,0.31947961704350675
2016-07-19,air_98b54e32ccddd896,0,0,0,0,0,1,0,1.2612917123875516,1.2464410104276307,0.0,1.021381303074346,1.1338810357505016,1,18.0,1,1,-1.1946485723504052,-1.1946485723504052
2016-07-20,air_98b54e32ccddd896,0,0,0,0,0,0,1,0.9681280644283909,0.9288029732875364,0.0,-0.5837834651106354,1.0280381664244382,1,23.0,1,1,-0.6552088955519083,-0.6552088955519082
2016-07-21,air_98b54e32ccddd896,0,0,0,0,1,0,0,0.8161172840051222,0.6535166744327882,0.0,-1.358690594579247,0.9645324448288003,1,24.0,1,1,-0.4077556481731585,-0.4077556481731585
2016-07-22,air_98b54e32ccddd896,1,0,0,0,0,0,0,0.8269751968924987,0.7488080855748164,0.0,1.4088348678086513,0.9327795840309813,1,23.0,1,1,0.9210976989558491,0.921097698955849
2016-07-23,air_98b54e32ccddd896,0,0,1,0,0,0,0,0.7618277195682406,0.5370493941480868,0.0,-1.192639066835973,0.9010267232331621,1,15.0,1,1,1.2752625334894419,1.2752625334894416
2016-07-24,air_98b54e32ccddd896,0,0,0,1,0,0,0,0.805259371117746,0.7276322164321435,0.0,-1.081938048340457,0.8798581493679495,1,34.0,1,1,-0.7266300365610551,-0.7266300365610551
2016-07-26,air_98b54e32ccddd896,0,0,0,0,0,1,0,1.1092809319642831,0.9076271041448635,0.0,-1.358690594579247,1.292645339739597,1,25.0,1,1,-0.628320936583759,-0.6283209365837589
2016-07-27,air_98b54e32ccddd896,0,0,0,0,0,0,1,1.1635704964011648,1.0346823190009011,0.0,-1.331015339955368,1.3455667744026287,1,17.0,1,1,-0.40019340971336653,-0.4001934097133665
2016-07-28,air_98b54e32ccddd896,0,0,0,0,1,0,0,1.3155812768244333,1.2570289449989673,0.0,-0.7498349928539093,1.3667353482678413,1,8.0,1,1,-0.14769867002808873,-0.14769867002808873
2016-07-29,air_98b54e32ccddd896,1,0,0,0,0,0,0,1.3915866670360673,1.447611767283024,0.0,1.4641853770564095,1.440825356796086,1,18.0,1,1,1.197539527097135,1.1975395270971347
2016-07-30,air_98b54e32ccddd896,0,0,1,0,0,0,0,1.3698708412613148,1.447611767283024,0.0,1.685587414047441,1.3138139136048095,1,33.0,1,1,1.3302988245023726,1.3302988245023724
2016-07-31,air_98b54e32ccddd896,0,0,0,1,0,0,0,1.41330249281082,1.4370238327116873,0.0,0.6892782475877978,1.451409643728692,1,27.0,1,1,-0.676215113495775,-0.6762151134957749
2016-08-02,air_98b54e32ccddd896,0,0,0,0,0,1,0,1.3481550154865622,1.320556552426986,0.0,-0.3070309188718455,1.4937467914591178,1,11.0,1,1,-1.1102035762160611,-1.110203576216061
2016-08-03,air_98b54e32ccddd896,0,0,0,0,0,0,1,1.3915866670360673,1.3523203561409953,0.0,-0.3070309188718455,1.4831625045265113,1,21.0,1,1,-0.6039537237688736,-0.6039537237688735
