visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_d477b6339b8ce69f,1,0,0,0,0,0,0,1.2127988791713311,1.228662245587468,0.0,1.9056329442819344,1.1509632249123665,1,8.0,1,1,1.3660733508231664,1.3660733508231664
2016-07-02,air_d477b6339b8ce69f,0,0,1,0,0,0,0,1.0590614941353773,0.9665004799551267,0.0,-1.1602456722451606,1.1968000717826321,1,7.0,1,1,1.5332295990740155,1.5332295990740155
2016-07-03,air_d477b6339b8ce69f,0,0,0,1,0,0,0,1.131408498858179,1.1610075963920252,0.0,0.22857113695087392,1.0317874230496766,1,9.0,1,1,-0.5538241320771361,-0.5538241320771361
2016-07-05,air_d477b6339b8ce69f,0,0,0,0,0,1,0,0.8148903531959214,0.9242163242079748,0.0,1.4601634017096217,0.7384316030799771,1,17.0,1,1,-0.6637953480316421,-0.6637953480316421
2016-07-06,air_d477b6339b8ce69f,0,0,0,0,0,0,1,0.7334999728827696,0.704338714322785,0.0,0.8836734054395695,0.8484400355686142,1,13.0,1,1,-0.18072178849330314,-0.18072178849330314
2016-07-07,air_d477b6339b8ce69f,0,0,0,0,1,0,0,0.8962807335090736,1.0426119603,0.0,2.272490214635604,0.8209379274464552,1,6.0,1,1,-0.251103366704187,-0.251103366704187
2016-07-08,air_d477b6339b8ce69f,1,0,0,0,0,0,0,0.9776711138222254,0.9834141422539874,0.0,2.0104493072401257,0.830105296820508,1,13.0,1,1,1.1493300815601037,1.1493300815601037
2016-07-09,air_d477b6339b8ce69f,0,0,1,0,0,0,0,1.1042783720871283,1.0341551291505697,0.0,0.5430202258254478,1.0042853149275173,1,13.0,1,1,1.4688464508242864,1.4688464508242864
2016-07-10,air_d477b6339b8ce69f,0,0,0,1,0,0,0,0.8781939823283729,0.7127955454722155,0.0,-1.1602456722451606,1.01345268430157,1,12.0,1,1,-0.3850683025033124,-0.3850683025033124
2016-07-11,air_d477b6339b8ce69f,0,1,0,0,0,0,0,0.8239337287862717,0.8227343504148105,0.0,0.8574693147000217,0.9217789905610391,1,9.0,1,1,-1.4179979418141813,-1.4179979418141813
2016-07-12,air_d477b6339b8ce69f,0,0,0,0,0,1,0,0.9867144894125758,0.9918709734034179,0.0,2.141469760937865,0.9951179455534639,1,5.0,1,1,-0.6477995348018958,-0.6477995348018958
2016-07-13,air_d477b6339b8ce69f,0,0,0,0,0,0,1,1.1856687524002805,1.3470578816794934,0.0,1.4863674924491694,1.1968000717826321,1,5.0,1,1,-0.5706197359683698,-0.5706197359683698
2016-07-14,air_d477b6339b8ce69f,0,0,0,0,1,0,0,1.131408498858179,1.1863780898403162,0.0,0.6478365887836393,1.1784653330345258,1,16.0,1,1,-0.34028002546002273,-0.34028002546002273
2016-07-15,air_d477b6339b8ce69f,1,0,0,0,0,0,0,1.1675820012195801,1.2202054144380379,0.0,1.1195102220954998,1.1968000717826321,1,13.0,1,1,0.9229893243591932,0.9229893243591932
2016-07-16,air_d477b6339b8ce69f,0,0,1,0,0,0,0,1.1947121279906305,1.2371190767368985,0.0,1.224326585053691,1.2518042880269509,1,28.0,1,1,1.4060628838975322,1.4060628838975322
2016-07-17,air_d477b6339b8ce69f,0,0,0,1,0,0,0,1.031931367364327,0.8058206881159494,0.0,-1.0554293092869693,1.187632702408579,1,10.0,1,1,0.4183214169606967,0.4183214169606967
2016-07-18,air_d477b6339b8ce69f,0,1,0,0,0,0,0,1.2037555035809808,1.1187234406448734,1.0,-0.7409802204123954,1.2334695492788446,1,8.0,1,1,-1.210052369827479,-1.210052369827479
2016-07-19,air_d477b6339b8ce69f,0,0,0,0,0,1,0,1.013844616183626,0.7635365323687976,0.0,-1.1340415815056129,1.1784653330345258,1,10.0,1,1,-1.022901355039447,-1.022901355039447
2016-07-20,air_d477b6339b8ce69f,0,0,0,0,0,0,1,1.0952349964967782,1.0679824537482911,0.0,0.8574693147000217,1.1509632249123665,1,15.0,1,1,-0.5094357503645901,-0.5094357503645901
2016-07-21,air_d477b6339b8ce69f,0,0,0,0,1,0,0,1.131408498858179,1.287860063633481,0.0,0.7526529517418303,1.1142937474161543,1,10.0,1,1,-0.27389740055657547,-0.27389740055657547
2016-07-22,air_d477b6339b8ce69f,1,0,0,0,0,0,0,1.086191620906428,1.110266609495443,0.0,1.1195102220954998,1.1234611167902075,1,5.0,1,1,0.990971530585615,0.990971530585615
2016-07-23,air_d477b6339b8ce69f,0,0,1,0,0,0,0,1.086191620906428,1.228662245587468,0.0,2.2200820331565088,1.0592895311718356,1,8.0,1,1,1.328083294402519,1.328083294402519
2016-07-24,air_d477b6339b8ce69f,0,0,0,1,0,0,0,1.077148245316078,1.1948349209897466,0.0,2.3773065775937954,1.0592895311718356,1,12.0,1,1,-0.577417956591012,-0.577417956591012
2016-07-25,air_d477b6339b8ce69f,0,1,0,0,0,0,0,1.122365123267829,1.1356371029437342,0.0,2.0628574887192217,1.1142937474161543,1,1.0,1,1,-1.2640382394778729,-1.2640382394778729
