visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-07-01,air_47070be6093f123e,1,0,0,0,0,0,0,1.0962451996058558,1.1656533649629428,0.0,-0.19486352162049467,1.051354977843697,1,47.0,1,1,1.3063542336024043,1.3063542336024043
2016-07-02,air_47070be6093f123e,0,0,1,0,0,0,0,1.2583743638166331,1.3046731173467137,0.0,0.4743647344498914,1.2068934298883276,1,60.0,1,1,1.4605838682372974,1.4605838682372974
2016-07-03,air_47070be6093f123e,0,0,0,1,0,0,0,1.5131487647192834,1.7217323744980264,0.0,0.6617486461495993,1.34021210306944,1,48.0,1,1,-0.4650727421921448,-0.4650727421921448
2016-07-04,air_47070be6093f123e,0,1,0,0,0,0,0,1.351019600508506,1.5363727046529982,0.0,0.5279029949355221,1.2291132087518466,1,42.0,1,1,-1.213344749463827,-1.213344749463827
2016-07-05,air_47070be6093f123e,0,0,0,0,0,1,0,0.6445996707329753,0.5864043966972302,0.0,-1.3727052523043741,0.8513769680720286,1,14.0,1,1,-0.5665396070835218,-0.5665396070835218
2016-07-07,air_47070be6093f123e,0,0,0,0,1,0,0,1.3046969821625694,1.8723371062471121,0.0,2.0537434187760026,1.0402450884119374,1,49.0,1,1,-0.18576213592751792,-0.18576213592751792
2016-07-08,air_47070be6093f123e,1,0,0,0,0,0,0,1.0615032358464034,1.0729735300404286,0.0,-0.8105535172052499,1.0624648672754564,1,78.0,1,1,1.106372267161945,1.106372267161945
2016-07-09,air_47070be6093f123e,0,0,1,0,0,0,0,0.725664252838364,0.5053095411400301,0.0,-1.3727052523043741,0.8624868575037882,1,68.0,1,1,1.4011796309736186,1.4011796309736186
2016-07-10,air_47070be6093f123e,0,0,0,1,0,0,0,1.0962451996058558,1.2467482205201423,0.0,1.7592829861050323,0.8513769680720286,1,71.0,1,1,-0.30936722588610444,-0.30936722588610444
2016-07-11,air_47070be6093f123e,0,1,0,0,0,0,0,1.374180909681474,1.5016177665570558,0.0,1.973436028047556,1.084684646138975,1,40.0,1,1,-1.2624178150294747,-1.2624178150294747
2016-07-12,air_47070be6093f123e,0,0,0,0,0,1,0,1.2699550184031174,1.3046731173467137,0.0,0.31374995299299857,1.34021210306944,1,25.0,1,1,-0.5517807903720487,-0.5517807903720487
2016-07-14,air_47070be6093f123e,0,0,0,0,1,0,0,1.1309871633653077,1.43210789036517,0.0,-0.328709172834572,0.9735857518213816,1,46.0,1,1,-0.26804253909398,-0.26804253909398
2016-07-15,air_47070be6093f123e,1,0,0,0,0,0,0,0.7025029436653959,0.40104472685220205,0.0,-1.3727052523043741,0.9402560835261035,1,34.0,1,1,0.8975350106946017,0.8975350106946017
2016-07-16,air_47070be6093f123e,0,0,1,0,0,0,0,0.9225353808085942,0.8296889633688292,0.0,-0.9443991684193271,0.8402670786402695,1,81.0,1,1,1.343251275381087,1.343251275381087
2016-07-17,air_47070be6093f123e,0,0,0,1,0,0,0,1.1309871633653077,0.9571237363872861,0.0,-1.3459361220615589,1.2291132087518466,1,71.0,1,1,0.43189434344762795,0.43189434344762795
2016-07-18,air_47070be6093f123e,0,1,0,0,0,0,0,1.455245491786863,1.5016177665570558,1.0,0.6349795159067839,1.3846516607964774,1,27.0,1,1,-1.0705531977803255,-1.0705531977803255
2016-07-19,air_47070be6093f123e,0,0,0,0,0,1,0,1.2931163275760855,1.3625980141732845,0.0,0.2869808227501833,1.2402230981836058,1,19.0,1,1,-0.8978750422560912,-0.8978750422560912
2016-07-22,air_47070be6093f123e,1,0,0,0,0,0,0,0.6098577069735229,0.2504399951031167,0.0,-1.3727052523043741,0.8735967469355472,1,68.0,1,1,0.960259981718362,0.960259981718362
2016-07-23,air_47070be6093f123e,0,0,1,0,0,0,0,0.725664252838364,0.7601790871769439,0.0,-0.9979374289049581,0.8069374103449913,1,55.0,1,1,1.2713020439126559,1.2713020439126559
2016-07-24,air_47070be6093f123e,0,0,0,1,0,0,0,0.8993740716356257,0.9802936951179145,0.0,0.581441255421153,0.7180582948909165,1,80.0,1,1,-0.48684199684156754,-0.48684199684156754
2016-07-25,air_47070be6093f123e,0,1,0,0,0,0,0,0.9920193083274985,0.8528589220994577,0.0,-1.1585522103618506,0.951365972957863,1,49.0,1,1,-1.120364204181547,-1.120364204181547
2016-07-26,air_47070be6093f123e,0,0,0,0,0,1,0,0.8877934170491417,0.7949340252728864,0.0,-1.3459361220615589,0.9846956412531407,1,31.0,1,1,-0.40050291907945035,-0.40050291907945035
2016-07-28,air_47070be6093f123e,0,0,0,0,1,0,0,1.2004710908842127,1.223578261789514,0.0,0.019289520322028825,1.1957835404565684,1,32.0,1,1,0.021599238868678018,0.021599238868678018
2016-07-29,air_47070be6093f123e,1,0,0,0,0,0,0,1.2815356729896012,1.374182993538599,0.0,1.7057447256194016,1.1513439827295309,1,17.0,1,1,1.2030425166220933,1.2030425166220933
2016-07-30,air_47070be6093f123e,0,0,1,0,0,0,0,1.2815356729896012,1.43210789036517,0.0,1.5183608139196938,1.0624648672754564,1,63.0,1,1,1.3196371686427302,1.3196371686427302
2016-07-31,air_47070be6093f123e,0,0,0,1,0,0,0,1.3162776367490536,1.1888233236935712,0.0,0.4743647344498914,1.317992324205921,1,45.0,1,1,-0.4425655467071484,-0.4425655467071484
2016-08-01,air_47070be6093f123e,0,1,0,0,0,0,0,1.3046969821625694,1.2699181792507708,0.0,-0.8640917776908809,1.34021210306944,1,33.0,1,1,-1.1742338851784233,-1.1742338851784233
2016-08-02,air_47070be6093f123e,0,0,0,0,0,1,0,1.1309871633653077,1.0266336125791713,0.0,-0.9176300381765117,1.1069044250024938,1,39.0,1,1,-0.8237119882809392,-0.8237119882809392
2016-08-04,air_47070be6093f123e,0,0,0,0,1,0,0,1.3857615642679584,1.4436928697304845,0.0,0.9026708183349383,1.317992324205921,1,28.0,1,1,-0.25328372238250696,-0.25328372238250696
2016-08-05,air_47070be6093f123e,1,0,0,0,0,0,0,1.455245491786863,1.4900327871917414,0.0,1.5183608139196938,1.34021210306944,1,36.0,1,1,0.7905335895364224,0.7905335895364224
2016-08-06,air_47070be6093f123e,0,0,1,0,0,0,0,1.5015681101327996,1.5827126221142558,0.0,0.9829782090633848,1.473530776250552,1,49.0,1,1,0.5499648771394121,0.5499648771394121
2016-08-07,air_47070be6093f123e,0,0,0,1,0,0,0,1.443664837200379,1.5132027459223703,0.0,1.6254373348909552,1.3291022136376807,1,31.0,1,1,-0.6384888385519528,-0.6384888385519528
2016-08-08,air_47070be6093f123e,0,1,0,0,0,0,0,1.4320841826138948,1.4668628284611134,0.0,-0.14132526113486396,1.4179813290917553,1,42.0,1,1,-1.155785364289082,-1.155785364289082
2016-08-09,air_47070be6093f123e,0,0,0,0,0,1,0,1.8258264385543543,1.9881868999002545,0.0,0.7955942973636765,1.4624208868187927,1,32.0,1,1,-0.32929162844659304,-0.32929162844659304
2016-08-10,air_47070be6093f123e,0,0,0,0,0,0,1,1.5015681101327996,1.5595426633836271,0.0,-0.06101787040641746,1.4957505551140708,1,32.0,1,1,0.6680354108311963,0.6680354108311963
2016-08-11,air_47070be6093f123e,0,0,0,0,1,0,0,1.2931163275760855,1.3394280554426565,1.0,-0.06101787040641746,1.406871439659996,1,31.0,1,1,0.35957614156141016,0.35957614156141016
2016-08-12,air_47070be6093f123e,1,0,0,0,0,0,0,1.2236324000571808,1.3162580967120276,0.0,0.0995969110504751,1.2957725453424025,1,45.0,1,1,-0.07027439516024153,-0.07027439516024153
2016-08-13,air_47070be6093f123e,0,0,1,0,0,0,0,1.2004710908842127,1.3046731173467137,1.0,0.5546721251783376,1.1957835404565684,1,42.0,1,1,0.09465538159046946,0.09465538159046946
2016-08-14,air_47070be6093f123e,0,0,0,1,0,0,0,1.142567817951792,1.142483406232314,1.0,-0.3554783030773875,1.2180033193200872,1,25.0,1,1,-0.9351410544525605,-0.9351410544525605
2016-08-20,air_47070be6093f123e,0,0,1,0,0,0,0,1.1078258541923396,1.096143488771057,0.0,-0.9443991684193271,1.2846626559106433,1,27.0,1,1,0.6374108661548897,0.6374108661548897
2016-08-21,air_47070be6093f123e,0,0,0,1,0,0,0,1.3626002550949898,1.5016177665570558,0.0,0.7420560368780458,1.2180033193200872,1,44.0,1,1,-0.8292465445477416,-0.8292465445477416
2016-08-22,air_47070be6093f123e,0,1,0,0,0,0,0,1.1078258541923396,0.8991988395607149,0.0,-1.3727052523043741,1.184673651024809,1,12.0,1,1,-2.008107029376649,-2.008107029376649
2016-08-23,air_47070be6093f123e,0,0,0,0,0,1,0,1.235213054643665,1.142483406232314,0.0,-0.9176300381765117,1.2957725453424025,1,29.0,1,1,-0.6318473710317899,-0.6318473710317899
2016-08-24,air_47070be6093f123e,0,0,0,0,0,0,1,1.2004710908842127,1.235163241154828,0.0,-0.8640917776908809,1.2180033193200872,1,43.0,1,1,-0.4433034875427221,-0.4433034875427221
2016-08-25,air_47070be6093f123e,0,0,0,0,1,0,0,1.374180909681474,1.408937931634542,0.0,1.8128212465906635,1.2180033193200872,1,32.0,1,1,-0.3149017821529068,-0.3149017821529068
2016-08-26,air_47070be6093f123e,1,0,0,0,0,0,0,1.4089228734409267,1.4205229109998558,0.0,1.3577460324628008,1.273552766478884,1,15.0,1,1,1.049550822822774,1.049550822822774
2016-08-27,air_47070be6093f123e,0,0,1,0,0,0,0,0.9456966899815623,0.7485941078116295,0.0,-1.3727052523043741,1.0069154201166597,1,36.0,1,1,1.1119068234287472,1.1119068234287472
2016-08-28,air_47070be6093f123e,0,0,0,1,0,0,0,0.7488255620113325,0.4705546030440877,0.0,-1.3727052523043741,0.9735857518213816,1,46.0,1,1,-0.2839082670588135,-0.2839082670588135
2016-08-29,air_47070be6093f123e,0,1,0,0,0,0,0,1.0962451996058558,1.1077284681363715,0.0,-0.6767078659911727,1.0624648672754564,1,16.0,1,1,-1.4428443493272323,-1.4428443493272323
2016-08-30,air_47070be6093f123e,0,0,0,0,0,1,0,1.0383419266734353,0.8760288808300865,0.0,-1.2120904708474816,1.1069044250024938,1,15.0,1,1,-0.6580442706946545,-0.6580442706946545
2016-09-01,air_47070be6093f123e,0,0,0,0,1,0,0,1.2583743638166331,1.3857679729039134,0.0,1.3309769022199853,1.051354977843697,1,34.0,1,1,-0.6222541401693324,-0.6222541401693324
