visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-01,air_6a15e4eae523189d,1,0,0,0,0,0,0,1.0757529276131899,1.150285630945165,0.0,-0.18668945792261923,1.0188839193615524,1,27.0,1,1,1.3309701961140872,1.3309701961140872
2016-07-02,air_6a15e4eae523189d,0,0,1,0,0,0,0,1.2366360292370273,1.2884301283320316,0.0,0.4856787047105689,1.1715569894304168,1,2.0,1,1,1.4846301673360591,1.4846301673360591
2016-07-04,air_6a15e4eae523189d,0,1,0,0,0,0,0,1.3285692301649343,1.5186709573101425,0.0,0.5394681577212237,1.1933674280116835,1,17.0,1,1,-1.1794220131558801,-1.1794220131558801
2016-07-05,air_6a15e4eae523189d,0,0,0,0,0,1,0,0.6275785730896425,0.5746835584998872,0.0,-1.3700574241570305,0.8225899721301551,1,22.0,1,1,-0.5350059137489022,-0.5350059137489022
2016-07-06,air_6a15e4eae523189d,0,0,0,0,0,0,1,0.7884616747134802,0.7243400973356591,0.0,-0.267373637438602,0.8553056300020546,1,33.0,1,1,-0.09093594906913635,-0.09093594906913635
2016-07-07,air_6a15e4eae523189d,0,0,0,0,1,0,0,1.2826026297009807,1.8525201593284042,0.0,2.072467568524893,1.007978700070919,1,22.0,1,1,-0.15563488432049294,-0.15563488432049294
2016-07-08,air_6a15e4eae523189d,1,0,0,0,0,0,0,1.0412779772652248,1.0581892993539206,0.0,-0.8052681675451523,1.0297891386521858,1,26.0,1,1,1.1317268841468413,1.1317268841468413
2016-07-09,air_6a15e4eae523189d,0,0,1,0,0,0,0,0.7080201239015611,0.4940992683575479,0.0,-1.3700574241570305,0.8334951914207883,1,20.0,1,1,1.425445345884534,1.425445345884534
2016-07-11,air_6a15e4eae523189d,0,1,0,0,0,0,0,1.3515525303969111,1.484134832963426,0.0,1.99178338900891,1.0515995772334519,1,26.0,1,1,-1.228313822181053,-1.228313822181053
2016-07-12,air_6a15e4eae523189d,0,0,0,0,0,1,0,1.2481276793530158,1.2884301283320316,0.0,0.32431034567860356,1.3024196209180152,1,29.0,1,1,-0.5203016102826847,-0.5203016102826847
2016-07-13,air_6a15e4eae523189d,0,0,0,0,0,0,1,1.018294677033248,0.8049243874779983,0.0,-1.3700574241570305,1.1824622087210501,1,16.0,1,1,-0.4493533460581857,-0.4493533460581857
2016-07-14,air_6a15e4eae523189d,0,0,0,0,1,0,0,1.1102278779611547,1.4150625842699927,0.0,-0.32116309044925695,0.9425473843271202,1,14.0,1,1,-0.237611376144655,-0.237611376144655
2016-07-15,air_6a15e4eae523189d,1,0,0,0,0,0,0,0.6850368236695844,0.39049089531739806,0.0,-1.3700574241570305,0.9098317264552206,1,19.0,1,1,0.9236609900998649,0.9236609900998649
2016-07-16,air_6a15e4eae523189d,0,0,1,0,0,0,0,0.9033781758733641,0.8164364289269036,0.0,-0.93974180007179,0.811684752839522,1,15.0,1,1,1.3677309547796306,1.3677309547796306
2016-07-19,air_6a15e4eae523189d,0,0,0,0,0,1,0,1.2711109795849924,1.345990335576559,0.0,0.29741561917327614,1.2042726473023164,1,20.0,1,1,-0.8651175265654829,-0.8651175265654829
