visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_7bda6048a4a78837,1,0,0,0,0,0,0,1.1154477552628674,1.2417751684758203,0.0,0.6266293787127,0.9521194328282098,1,31.0,1,1,1.4011618947347617,1.4011618947347617
2016-07-02,air_7bda6048a4a78837,0,0,1,0,0,0,0,1.403200516575553,1.2973621504215949,0.0,0.06818600421248096,1.486242171292222,1,44.0,1,1,1.5582633589635417,1.5582633589635417
2016-07-03,air_7bda6048a4a78837,0,0,0,1,0,0,0,1.3686701852180307,1.2751273576432856,0.0,-0.11796178728759213,1.486242171292222,1,36.0,1,1,-0.4032498989551249,-0.4032498989551249
2016-07-04,air_7bda6048a4a78837,0,1,0,0,0,0,0,1.4492409583855825,1.4752404926480738,0.0,0.4936666704983621,1.4194768289842203,1,25.0,1,1,-1.1654550890411675,-1.1654550890411675
2016-07-05,air_7bda6048a4a78837,0,0,0,0,0,1,0,1.4147106270280603,1.4641230962589187,0.0,1.4509981696415948,1.2859461443682174,1,36.0,1,1,-0.5066061254214276,-0.5066061254214276
2016-07-06,air_7bda6048a4a78837,0,0,0,0,0,0,1,1.345649964313016,1.3640665287565246,0.0,1.7435161277131381,1.2859461443682174,1,37.0,1,1,-0.0525904106167237,-0.0525904106167237
2016-07-07,air_7bda6048a4a78837,0,0,0,0,1,0,0,1.1499780866203897,1.1194838081951168,0.0,0.6798144619984352,1.1746705738548815,1,33.0,1,1,-0.11873839555515736,-0.11873839555515736
2016-07-08,air_7bda6048a4a78837,1,0,0,0,0,0,0,0.7816545521401518,0.6080835742939906,0.0,-1.3678112445023682,0.8853540905202081,1,37.0,1,1,1.1974561683902671,1.1974561683902671
2016-07-09,air_7bda6048a4a78837,0,0,1,0,0,0,0,0.9312859880227484,0.8749010876337084,0.0,-0.06477670400185692,0.9632469898795435,1,24.0,1,1,1.4977529863778154,1.4977529863778154
2016-07-10,air_7bda6048a4a78837,0,0,0,1,0,0,0,1.0348769820953154,0.9304880695794829,0.0,-0.5966275368592086,1.1524154597522145,1,28.0,1,1,-0.24464507143228964,-0.24464507143228964
2016-07-12,air_7bda6048a4a78837,0,0,0,0,0,1,0,1.1729983075254045,1.2528925648649754,0.0,-0.5700349952163409,1.1857981309062153,1,38.0,1,1,-0.4915724924808744,-0.4915724924808744
2016-07-13,air_7bda6048a4a78837,0,0,0,0,0,0,1,1.0463870925478227,0.8637836912445533,0.0,-1.3412187028595008,1.0967776744955464,1,29.0,1,1,-0.4190352135427057,-0.4190352135427057
2016-07-14,air_7bda6048a4a78837,0,0,0,0,1,0,0,1.1384679761678822,1.130601204584271,0.0,1.1584802115700514,1.1524154597522145,1,32.0,1,1,-0.20255089919874095,-0.20255089919874095
2016-07-15,air_7bda6048a4a78837,1,0,0,0,0,0,0,0.9197758775702412,0.8749010876337084,0.0,1.4509981696415948,1.0300123321875447,1,42.0,1,1,0.9847302622814407,0.9847302622814407
2016-07-16,air_7bda6048a4a78837,0,0,1,0,0,0,0,1.161488197072897,1.3529491323673695,0.0,0.20114871242681884,0.996629661033544,1,37.0,1,1,1.4387459770861446,1.4387459770861446
2016-07-17,air_7bda6048a4a78837,0,0,0,1,0,0,0,1.0463870925478227,0.9638402587469478,0.0,0.307518878998289,1.1412879027008807,1,31.0,1,1,0.5104191430069902,0.5104191430069902
2016-07-18,air_7bda6048a4a78837,0,1,0,0,0,0,0,1.0348769820953154,1.0305446370818772,1.0,0.7861846285699053,0.996629661033544,1,34.0,1,1,-1.020004690341316,-1.020004690341316
2016-07-19,air_7bda6048a4a78837,0,0,0,0,0,1,0,1.0694073134528375,1.041662033471032,0.0,1.5573683362130653,1.0745225603928794,1,46.0,1,1,-0.8441111849368448,-0.8441111849368448
2016-07-20,air_7bda6048a4a78837,0,0,0,0,0,0,1,1.0578972030003302,1.0527794298601871,0.0,1.0787025866414486,1.1524154597522145,1,36.0,1,1,-0.36153156754509,-0.36153156754509
2016-07-21,air_7bda6048a4a78837,0,0,0,0,1,0,0,0.9888365402852856,0.9749576551361024,0.0,1.7967012109988736,1.052267446290212,1,34.0,1,1,-0.14016132249544555,-0.14016132249544555
2016-07-22,air_7bda6048a4a78837,1,0,0,0,0,0,0,0.9312859880227484,0.941605465968638,0.0,1.7967012109988736,0.9632469898795435,1,39.0,1,1,1.0486232022787914,1.0486232022787914
2016-07-23,air_7bda6048a4a78837,0,0,1,0,0,0,0,1.1269578657153745,1.1750707901408914,0.0,1.9562564608560788,0.940991875776876,1,33.0,1,1,1.365457016500948,1.365457016500948
2016-07-24,air_7bda6048a4a78837,0,0,0,1,0,0,0,1.299609522502986,1.2640099612541305,0.0,0.20114871242681884,1.3082012584708844,1,29.0,1,1,-0.42542450754244077,-0.42542450754244077
2016-07-25,air_7bda6048a4a78837,0,1,0,0,0,0,0,1.2880994120504787,1.2528925648649754,0.0,0.4936666704983621,1.3415839296248853,1,35.0,1,1,-1.0707432015156828,-1.0707432015156828
2016-07-26,air_7bda6048a4a78837,0,0,0,0,0,1,0,1.219038749335434,1.2751273576432856,0.0,0.4670741288554946,1.1857981309062153,1,29.0,1,1,-0.3374777548402051,-0.3374777548402051
2016-07-27,air_7bda6048a4a78837,0,0,0,0,0,0,1,1.3111196329554935,1.3974187179239899,0.0,0.9457398784271107,1.2080532450088823,1,34.0,1,1,-0.13339618767219663,-0.13339618767219663
2016-07-28,air_7bda6048a4a78837,0,0,0,0,1,0,0,1.3916904061230455,1.4641230962589187,0.0,1.185072753212919,1.3193288155222183,1,42.0,1,1,0.09248414725961379,0.09248414725961379
2016-07-29,air_7bda6048a4a78837,1,0,0,0,0,0,0,1.4492409583855825,1.5197100782046933,0.0,1.185072753212919,1.352711486676219,1,45.0,1,1,1.29592646415089,1.29592646415089
2016-07-30,air_7bda6048a4a78837,0,0,1,0,0,0,0,1.4147106270280603,1.4752404926480738,0.0,0.8127771702127728,1.408349271932887,1,35.0,1,1,1.4146921643812596,1.4146921643812596
