visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Nanbasennichimae,total_area_visitors,total_genre_visitors
2016-07-01,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.0199631768872395,1.021296655210738,0.0,0.874116359017385,0.9966591072680078,1,24.0,1,1,1.3244712626089745,1.324471262608974
2016-07-02,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.2324127418053905,1.2516108545030038,0.0,1.6862442150164816,1.145029071456773,1,17.0,1,1,1.4949800914346394,1.494980091434639
2016-07-03,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.2642801765431133,1.1815152286314443,0.0,1.3343221440835396,1.3251925994002731,1,11.0,1,1,-0.633932773735564,-0.6339327737355646
2016-07-04,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,1.2961476112808357,1.2616245153417982,0.0,1.1177547158171142,1.3039968902304497,1,2.0,1,1,-1.461186134640943,-1.4611861346409434
2016-07-05,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.2961476112808357,1.4318567496012988,0.0,1.5779605008832684,1.240409762720979,1,11.0,1,1,-0.7461096348050804,-0.746109634805081
2016-07-06,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.2005453070676677,1.1314469244374734,0.0,1.1718965728837203,1.2086161989662434,1,19.0,1,1,-0.2533472778160776,-0.2533472778160781
2016-07-07,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.2642801765431133,1.2716381761805924,0.0,1.4967477152833586,1.2616054718908023,1,19.0,1,1,-0.325140468900568,-0.3251404689005686
2016-07-08,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.9880957421495167,0.8310370992736484,0.0,-1.535196280446601,0.9436698343434489,1,12.0,1,1,1.1033808673374186,1.1033808673374181
2016-07-09,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.7012888295100127,0.5105999524322348,0.0,-1.2374160665802656,0.7952998701546842,1,12.0,1,1,1.429305638226668,1.4293056382266676
2016-07-10,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.1049430028545,1.0513376377271202,0.0,0.46805243101783683,1.0920397985322141,1,13.0,1,1,-0.4617922814761607,-0.46179228147616125
2016-07-11,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,1.1793003505758528,1.1715015677926508,0.0,0.007846645951682127,1.2298119081360668,1,8.0,1,1,-1.5154389438127454,-1.515438943812746
2016-07-12,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.1261879593463149,0.9411873685003842,0.0,-1.2915579236468722,1.240409762720979,1,4.0,1,1,-0.7297930004676961,-0.7297930004676967
2016-07-13,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.0943205246085923,0.8009961167572658,0.0,-1.508125351913298,1.240409762720979,1,11.0,1,1,-0.6510652397898175,-0.651065239789818
2016-07-14,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.0412081333790544,1.071364959404709,0.0,0.1432012886181982,1.134431216871861,1,23.0,1,1,-0.41610570533148494,-0.4161057053314855
2016-07-15,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.8287585684609033,0.6007228999813823,0.0,-1.4810544233799947,0.9966591072680078,1,20.0,1,1,0.8725004914634322,0.8725004914634317
2016-07-16,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.9774732639036089,0.9512010293391785,0.0,-0.28993356791465336,0.9330719797585374,1,22.0,1,1,1.365262848452435,1.3652628484524345
2016-07-17,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.1155654811004072,0.9111463859840019,0.0,-1.3186288521801754,1.1556269260416845,1,28.0,1,1,0.3577106781189607,0.3577106781189602
2016-07-18,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,1.1261879593463149,1.0613512985659146,1.0,1.2801802870169332,1.1026376531171256,1,2.0,1,1,-1.3033226974267507,-1.3033226974267513
2016-07-19,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.1368104375922223,1.1715015677926508,0.0,1.7403860720830877,1.0708440893623903,1,11.0,1,1,-1.1124180756793556,-1.1124180756793562
2016-07-20,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.0836980463626844,1.2315835328254152,0.0,2.119379071549333,0.9542676889283609,1,11.0,1,1,-0.5886541134493228,-0.5886541134493234
2016-07-21,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.051830611624962,1.071364959404709,0.0,0.874116359017385,0.9648655435132724,1,15.0,1,1,-0.34839167283134054,-0.34839167283134104
2016-07-22,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.0836980463626844,1.2415971936642096,0.0,1.1448256443504172,0.9648655435132724,1,23.0,1,1,0.9418461873973151,0.9418461873973145
2016-07-23,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.0305856551331467,1.0813786202435025,0.0,1.1989675014170234,1.0072569618529197,1,17.0,1,1,1.285719256057687,1.2857192560576864
2016-07-24,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.9774732639036089,0.9411873685003842,0.0,-0.2357917108480469,0.9966591072680078,1,23.0,1,1,-0.6579998093832057,-0.6579998093832062
2016-07-26,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,0.9031159161822562,0.7108731692081184,0.0,-1.535196280446601,1.0496483801925667,1,9.0,1,1,-0.5625474985095081,-0.5625474985095087
2016-07-27,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.0730755681167772,1.071364959404709,0.0,0.33269778835132074,1.0390505256076552,1,12.0,1,1,-0.3410491873795176,-0.34104918737951817
2016-07-28,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.1793003505758528,1.1414605852762678,0.0,-0.28993356791465336,1.176822635211508,1,16.0,1,1,-0.09589175646032003,-0.09589175646032057
2016-07-29,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.168677872329945,1.151474246115062,0.0,0.6846198592842623,1.134431216871861,1,28.0,1,1,1.210254822247285,1.2102548222472846
2016-07-30,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.2536576982972056,1.381788445407328,0.0,1.7133151435497846,1.2933990356455378,1,31.0,1,1,1.3391562335126204,1.3391562335126197
2016-07-31,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.2749026547890205,1.331720141213357,0.0,1.3343221440835396,1.2933990356455378,1,18.0,1,1,-0.609049906371053,-0.6090499063710536
2016-08-02,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.2749026547890205,1.2516108545030038,0.0,0.1432012886181982,1.3251925994002731,1,13.0,1,1,-1.030426988134,-1.0304269881340007
2016-08-03,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.2642801765431133,1.3016791586969747,0.0,0.6846198592842623,1.2192140535511553,1,12.0,1,1,-0.538888378720301,-0.5388883787203016
2016-08-04,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.3492600025103734,1.441870410440093,0.0,1.1177547158171142,1.2510076173058908,1,7.0,1,1,-0.3997890709941007,-0.39978907099410127
2016-08-05,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.3492600025103734,1.4318567496012988,0.0,0.982400073150598,1.3887797269097435,1,18.0,1,1,0.7542048925173968,0.7542048925173962
2016-08-06,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.317392567772651,1.491938714634064,0.0,0.386839645417927,1.420573290664479,1,14.0,1,1,0.4882437528180343,0.4882437528180338
2016-08-07,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.3705049590021887,1.4819250537952697,0.0,1.4696767867500555,1.3145947448153612,1,13.0,1,1,-0.8256532271998284,-0.8256532271998289
2016-08-09,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.359882480756281,1.331720141213357,0.0,1.2801802870169332,1.3887797269097435,1,10.0,1,1,-0.48381973783162935,-0.4838197378316299
2016-08-10,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.2430352200512977,1.3217064803745633,0.0,1.7133151435497846,1.2086161989662434,1,18.0,1,1,0.6187768275171079,0.6187768275171074
2016-08-11,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.2217902635594828,1.421843088762505,1.0,1.8486697862163006,1.0496483801925667,1,15.0,1,1,0.27775916986577814,0.2777591698657776
2016-08-12,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.2642801765431133,1.3417338020521512,0.0,1.9298825718162105,1.145029071456773,1,21.0,1,1,-0.19746280521053666,-0.19746280521053722
2016-08-13,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.317392567772651,1.3517474628909456,1.0,1.6862442150164816,1.2616054718908023,1,21.0,1,1,-0.015124416490268246,-0.015124416490268782
2016-08-14,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.2855251330349282,1.3517474628909456,1.0,0.982400073150598,1.2828011810606257,1,19.0,1,1,-1.1536175773812507,-1.1536175773812514
2016-08-15,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,1.2642801765431133,1.3517474628909456,1.0,-0.07336613964822747,1.3145947448153612,1,27.0,1,1,-1.7312264329246514,-1.731226432924652
2016-08-19,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.412994871985819,1.6121026446995943,0.0,0.522194288084443,1.3993775814946554,1,23.0,1,1,0.7138212225323708,0.7138212225323703
2016-08-20,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.4767297414612643,1.5620343405056234,0.0,1.2801802870169332,1.378181872324832,1,22.0,1,1,0.5849198112670356,0.5849198112670352
2016-08-21,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.4448623067235415,1.491938714634064,0.0,1.4426058582167525,1.431171145249391,1,17.0,1,1,-1.036545726010519,-1.0365457260105198
2016-08-23,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.3386375242644661,1.391802106246122,0.0,-0.04629521111492435,1.3993775814946554,1,16.0,1,1,-0.8183107417480054,-0.818310741748006
2016-08-24,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.2430352200512977,1.3517474628909456,0.0,-0.4794300676477758,1.2828011810606257,1,12.0,1,1,-0.6098657380879223,-0.6098657380879229
2016-08-25,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.2749026547890205,1.391802106246122,0.0,0.8470454304840819,1.2510076173058908,1,11.0,1,1,-0.46791101935267976,-0.4679110193526803
2016-08-26,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.2855251330349282,1.331720141213357,0.0,1.1718965728837203,1.2722033264757142,1,12.0,1,1,1.0405618251384894,1.040561825138489
2016-08-27,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.0412081333790544,1.021296655210738,0.0,0.11613036008489484,1.145029071456773,1,20.0,1,1,1.1094996052139376,1.1094996052139372
2016-08-28,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.9562283074117939,1.0112829943719437,0.0,-0.7501393529808079,0.9860612526830963,1,16.0,1,1,-0.433646087244173,-0.43364608724417353
2016-08-30,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,0.7437787424936428,0.6207502216589705,0.0,1.1989675014170234,0.7211148880603018,1,7.0,1,1,-0.8472727676968624,-0.847272767696863
2016-08-31,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.051830611624962,0.9712283510167667,0.0,1.7945279291496945,1.1026376531171256,1,19.0,1,1,-0.37694578292176284,-0.3769457829217634
2016-09-01,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,1.0943205246085923,1.0613512985659146,0.0,1.3072512155502363,0.9754633980981843,1,12.0,1,1,-0.8077049294287058,-0.8077049294287063
2016-09-02,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,1.1049430028545,1.2115562111478273,0.0,1.4155349296834494,0.9542676889283609,1,18.0,1,1,0.510271209173503,0.5102712091735024
2016-09-03,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.2005453070676677,1.1915288894702387,0.0,-0.04629521111492435,1.145029071456773,1,24.0,1,1,1.147435780048356,1.1474357800483554
2016-09-04,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,1.2324127418053905,1.2816518370193861,0.0,0.522194288084443,1.198018344381332,1,21.0,1,1,-0.9631208714922902,-0.9631208714922908
2016-09-06,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,1.0305856551331467,1.101405941921091,0.0,-0.506500996181079,1.1556269260416845,1,11.0,1,1,-0.8472727676968624,-0.847272767696863
2016-09-07,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,1.1793003505758528,1.2716381761805924,0.0,0.738761716350869,1.0920397985322141,1,12.0,1,1,-0.7416225603622997,-0.7416225603623002
2016-09-08,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.9349833509199789,0.6808321866917357,0.0,-1.2374160665802656,0.9966591072680078,1,16.0,1,1,-0.5804957962806307,-0.5804957962806313
2016-09-09,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.8287585684609033,0.8210234384348541,0.0,0.1432012886181982,0.9118762705887135,1,15.0,1,1,0.8569996888429172,0.8569996888429167
2016-09-10,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,0.8287585684609033,0.9411873685003842,0.0,1.4967477152833586,0.7105170334753899,1,25.0,1,1,1.4125810880308491,1.4125810880308487
2016-09-11,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.9880957421495167,1.101405941921091,0.0,0.386839645417927,0.9118762705887135,1,9.0,1,1,-0.48341182197319477,-0.4834118219731953
2016-09-12,air_4de6d887a7b1c1fc,0,1,0,0,0,0,0,1.0412081333790544,0.9211600468227958,0.0,-1.1562032809803562,1.0072569618529197,1,3.0,1,1,-1.592127125198451,-1.5921271251984517
2016-09-13,air_4de6d887a7b1c1fc,0,0,0,0,0,1,0,0.7650236989854579,0.4304906657218813,0.0,-1.535196280446601,0.9754633980981843,1,11.0,1,1,-1.0267557454080887,-1.0267557454080891
2016-09-14,air_4de6d887a7b1c1fc,0,0,0,0,0,0,1,0.7968911337231805,0.6107365608201766,0.0,-1.2915579236468722,0.9542676889283609,1,14.0,1,1,-0.5955886830427112,-0.5955886830427117
2016-09-15,air_4de6d887a7b1c1fc,0,0,0,0,1,0,0,0.7968911337231805,0.6307638824977648,0.0,-1.0208486383138402,0.901278416003802,1,15.0,1,1,-0.2411098020630394,-0.24110980206303995
2016-09-16,air_4de6d887a7b1c1fc,1,0,0,0,0,0,0,0.9031159161822562,0.9311737076615902,0.0,-0.45235913911447256,0.8800827068339785,1,14.0,1,1,0.782759002607819,0.7827590026078186
2016-09-17,air_4de6d887a7b1c1fc,0,0,1,0,0,0,0,1.0943205246085923,0.9612146901779728,0.0,-0.4794300676477758,1.145029071456773,1,23.0,1,1,1.2873509194914254,1.287350919491425
2016-09-18,air_4de6d887a7b1c1fc,0,0,0,1,0,0,0,0.8287585684609033,0.590709239142588,0.0,-1.535196280446601,0.9436698343434489,1,24.0,1,1,0.0016001337055505571,0.001600133705550023
