visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Ōsaka-fu Ōsaka-shi Kyōmachibori,total_area_visitors,total_genre_visitors
2016-07-01,air_26f10355d9b4d82a,1,0,0,0,0,0,0,1.0113894698970898,1.0136319246214713,0.0,0.8858744694152387,0.9873832061223446,1,38.0,1,1,1.3069171727845472,1.3069171727845472
2016-07-02,air_26f10355d9b4d82a,0,0,1,0,0,0,0,1.2258068530970723,1.2458290968913996,0.0,1.6985531332494501,1.137119310251189,1,33.0,1,1,1.4814973580860118,1.4814973580860118
2016-07-03,air_26f10355d9b4d82a,0,0,0,1,0,0,0,1.2579694605770697,1.175160392287508,0.0,1.3463923789212917,1.3189417224076423,1,16.0,1,1,-0.6982490225081127,-0.6982490225081127
2016-07-05,air_26f10355d9b4d82a,0,0,0,0,0,1,0,1.2901320680570667,1.4275486230156913,0.0,1.590195978071555,1.233378234334017,1,6.0,1,1,-0.8131044075748657,-0.8131044075748657
2016-07-06,air_26f10355d9b4d82a,0,0,0,0,0,0,1,1.1936442456170748,1.1246827461418714,0.0,1.1838566461544495,1.2012919263064075,1,20.0,1,1,-0.30857602517254684,-0.30857602517254684
2016-07-07,air_26f10355d9b4d82a,0,0,0,0,1,0,0,1.2579694605770697,1.2660201553496546,0.0,1.508928111688134,1.2547691063524233,1,12.0,1,1,-0.3820834716152688,-0.3820834716152688
2016-07-08,air_26f10355d9b4d82a,1,0,0,0,0,0,0,0.9792268624170922,0.8218168692680519,0.0,-1.5250722332929219,0.933906026076329,1,43.0,1,1,1.0805476502166194,1.0805476502166194
2016-07-09,air_26f10355d9b4d82a,0,0,1,0,0,0,0,0.6897633950971159,0.4987599339359774,0.0,-1.2270900565537108,0.7841699219474851,1,7.0,1,1,1.414254750828749,1.414254750828749
2016-07-10,air_26f10355d9b4d82a,0,0,0,1,0,0,0,1.0971564231770827,1.043918512308853,0.0,0.47953513749813304,1.0836421302051733,1,32.0,1,1,-0.5219982134238589,-0.5219982134238589
2016-07-12,air_26f10355d9b4d82a,0,0,0,0,0,1,0,1.118598161497081,0.9328676907884522,0.0,-1.2812686341426582,1.233378234334017,1,15.0,1,1,-0.7963981697469744,-0.7963981697469744
2016-07-13,air_26f10355d9b4d82a,0,0,0,0,0,0,1,1.0864355540170836,0.7915302815806697,0.0,-1.497982944498448,1.233378234334017,1,8.0,1,1,-0.7157905722273986,-0.7157905722273986
2016-07-14,air_26f10355d9b4d82a,0,0,0,0,1,0,0,1.0328312082170878,1.064109570767108,0.0,0.15446367196444846,1.1264238742419856,1,23.0,1,1,-0.4752207475057631,-0.4752207475057631
2016-07-15,air_26f10355d9b4d82a,1,0,0,0,0,0,0,0.8184138250171054,0.5896196969981232,0.0,-1.4708936557039742,0.9873832061223446,1,29.0,1,1,0.8441543849519566,0.8441543849519566
2016-07-16,air_26f10355d9b4d82a,0,0,1,0,0,0,0,0.968505993257093,0.9429632200175797,0.0,-0.27896494874713107,0.923210590067126,1,22.0,1,1,1.3486827673542756,1.3486827673542756
2016-07-17,air_26f10355d9b4d82a,0,0,0,1,0,0,0,1.1078772923370817,0.9025811031010705,0.0,-1.308357922937132,1.1478147462603918,1,23.0,1,1,0.3170725814819844,0.31707258148198436
2016-07-19,air_26f10355d9b4d82a,0,0,0,0,0,1,0,1.12931903065708,1.1650648630583813,0.0,1.7527317108383973,1.0622512581867667,1,26.0,1,1,-1.1881594468110266,-1.1881594468110266
2016-07-20,air_26f10355d9b4d82a,0,0,0,0,0,0,1,1.0757146848570842,1.2256380384331447,0.0,2.1319817539610293,0.9446014620855323,1,22.0,1,1,-0.6518892125357142,-0.6518892125357142
2016-07-21,air_26f10355d9b4d82a,0,0,0,0,1,0,0,1.0435520773770872,1.064109570767108,0.0,0.8858744694152387,0.9552968980947352,1,22.0,1,1,-0.40588986052001397,-0.40588986052001397
2016-07-22,air_26f10355d9b4d82a,1,0,0,0,0,0,0,1.0757146848570842,1.235733567662272,0.0,1.156767357359976,0.9552968980947352,1,20.0,1,1,0.9151558957204948,0.9151558957204948
2016-07-23,air_26f10355d9b4d82a,0,0,1,0,0,0,0,1.0221103390570887,1.0742050999962347,0.0,1.210945934948923,0.998078642131548,1,30.0,1,1,1.267239857943305,1.267239857943305
2016-07-24,air_26f10355d9b4d82a,0,0,0,1,0,0,0,0.968505993257093,0.9328676907884522,0.0,-0.22478637115818362,0.9873832061223446,1,17.0,1,1,-0.7228907233042524,-0.7228907233042524
2016-07-26,air_26f10355d9b4d82a,0,0,0,0,0,1,0,0.8934599091370992,0.700670518518524,0.0,-1.5250722332929219,1.0408603861683605,1,20.0,1,1,-0.625159232011088,-0.625159232011088
2016-07-27,air_26f10355d9b4d82a,0,0,0,0,0,0,1,1.0649938156970853,1.064109570767108,0.0,0.3440886935257645,1.0301649501591574,1,31.0,1,1,-0.39837205349746285,-0.39837205349746285
2016-07-28,air_26f10355d9b4d82a,0,0,0,0,1,0,0,1.1722025072970765,1.1347782753709987,0.0,-0.27896494874713107,1.169205618278798,1,12.0,1,1,-0.14736083013339527,-0.14736083013339527
2016-07-29,air_26f10355d9b4d82a,1,0,0,0,0,0,0,1.1614816381370774,1.1448738046001263,0.0,0.6962494478539225,1.1264238742419856,1,31.0,1,1,1.1899735079893077,1.1899735079893077
2016-07-30,air_26f10355d9b4d82a,0,0,1,0,0,0,0,1.2472485914170703,1.3770709768700546,0.0,1.7256424220439237,1.2868554143800328,1,19.0,1,1,1.3219527868296495,1.3219527868296495
2016-07-31,air_26f10355d9b4d82a,0,0,0,1,0,0,0,1.2686903297370686,1.326593330724418,0.0,1.3463923789212917,1.2868554143800328,1,18.0,1,1,-0.6727720098205784,-0.6727720098205784
2016-08-02,air_26f10355d9b4d82a,0,0,0,0,0,1,0,1.2686903297370686,1.2458290968913996,0.0,0.15446367196444846,1.3189417224076423,1,22.0,1,1,-1.1042106017258726,-1.1042106017258726
2016-08-03,air_26f10355d9b4d82a,0,0,0,0,0,0,1,1.2579694605770697,1.2963067430370363,0.0,0.6962494478539225,1.2119873623156108,1,7.0,1,1,-0.6009351871606455,-0.6009351871606455
